stock_code,report_year,source,em_field,em_value,ths_label,ths_value,abs_diff,rel_err_pct,class,color
600519,2020,em_yearly+ths_new_yearly,SALES_SERVICES,107024384560.17,sale_received_cash,107024384560.17,0.0,0.0,exact,green
600519,2020,em_yearly+ths_new_yearly,DEPOSIT_INTERBANK_ADD,3189100199.87,customer_and_interbank_deposits_addition,3189100199.87,0.0,0.0,exact,green
600519,2020,em_yearly+ths_new_yearly,RECEIVE_INTEREST_COMMISSION,3075945383.34,receive_interest_fee_and_commission_cash,3075945383.34,0.0,0.0,exact,green
600519,2020,em_yearly+ths_new_yearly,RECEIVE_OTHER_OPERATE,221421226.63,related_operating_activity_receive_cash,221421226.63,0.0,0.0,exact,green
600519,2020,em_yearly+ths_new_yearly,TOTAL_OPERATE_INFLOW,113510851370.01,act_cash_inflow_total,113510851370.01,0.0,0.0,exact,green
600519,2020,em_yearly+ths_new_yearly,BUY_SERVICES,7230646129.19,paid_purchasing_cash,7230646129.19,0.0,0.0,exact,green
600519,2020,em_yearly+ths_new_yearly,LOAN_ADVANCE_ADD,2978755728.0,customer_loan_advance_net_addition,2978755728.0,0.0,0.0,exact,green
600519,2020,em_yearly+ths_new_yearly,PBC_INTERBANK_ADD,-2506406682.56,deposits_and_funds_net_addition,-2506406682.56,0.0,0.0,exact,green
600519,2020,em_yearly+ths_new_yearly,PAY_INTEREST_COMMISSION,107241768.26,pay_interest_fee_and_commission_cash,107241768.26,0.0,0.0,exact,green
600519,2020,em_yearly+ths_new_yearly,PAY_STAFF_CASH,8161813197.26,employees_cash_payments,8161813197.26,0.0,0.0,exact,green
600519,2020,em_yearly+ths_new_yearly,PAY_ALL_TAX,41622706350.37,tax_payments,41622706350.37,0.0,0.0,exact,green
600519,2020,em_yearly+ths_new_yearly,PAY_OTHER_OPERATE,4047026186.46,pay_other_operating_activity_cash,4047026186.46,0.0,0.0,exact,green
600519,2020,em_yearly+ths_new_yearly,OPERATE_OUTFLOW_OTHER,200000000.0,related_operating_activity_receive_cash,221421226.63,21421226.629999995,10.710613314999998,large_error,red
600519,2020,em_yearly+ths_new_yearly,TOTAL_OPERATE_OUTFLOW,61841782676.98,act_cash_outflow_total,61841782676.98,0.0,0.0,exact,green
600519,2020,em_yearly+ths_new_yearly,NETCASH_OPERATE,51669068693.03,act_cash_flow_net,51669068693.03,0.0,0.0,exact,green
600519,2020,em_yearly+ths_new_yearly,WITHDRAW_INVEST,314906521.48,received_invest_cash,314906521.48,0.0,0.0,exact,green
600519,2020,em_yearly+ths_new_yearly,DISPOSAL_LONG_ASSET,495904.85,fixed_assets_net_cash,495904.85,0.0,0.0,exact,green
600519,2020,em_yearly+ths_new_yearly,RECEIVE_OTHER_INVEST,6675319.03,received_other_invest_cash,6675319.03,0.0,0.0,exact,green
600519,2020,em_yearly+ths_new_yearly,TOTAL_INVEST_INFLOW,322077745.36,invest_cash_inflow_total,322077745.36,0.0,0.0,exact,green
600519,2020,em_yearly+ths_new_yearly,CONSTRUCT_LONG_ASSET,2089769498.78,pay_fixed_assets_etc_cash,2089769498.78,0.0,0.0,exact,green
600519,2020,em_yearly+ths_new_yearly,INVEST_PAY_CASH,20000000.0,pay_invest_cash,20000000.0,0.0,0.0,exact,green
600519,2020,em_yearly+ths_new_yearly,PAY_OTHER_INVEST,17535402.3,pay_other_invest_cash,17535402.3,0.0,0.0,exact,green
600519,2020,em_yearly+ths_new_yearly,TOTAL_INVEST_OUTFLOW,2127304901.08,invest_cash_outflow_total,2127304901.08,0.0,0.0,exact,green
600519,2020,em_yearly+ths_new_yearly,NETCASH_INVEST,-1805227155.72,invest_cash_flow_net,-1805227155.72,0.0,0.0,exact,green
600519,2020,em_yearly+ths_new_yearly,ASSIGN_DIVIDEND_PORFIT,24091029750.51,pay_dividends_profits_interest_cash,24091029750.51,0.0,0.0,exact,green
600519,2020,em_yearly+ths_new_yearly,SUBSIDIARY_PAY_DIVIDEND,2704262179.11,subsidiary_pay_holder_dividends,2704262179.11,0.0,0.0,exact,green
600519,2020,em_yearly+ths_new_yearly,PAY_OTHER_FINANCE,36507157.75,pay_other_related_financing_cash,36507157.75,0.0,0.0,exact,green
600519,2020,em_yearly+ths_new_yearly,TOTAL_FINANCE_OUTFLOW,24127536908.26,financing_cash_outflow_total,24127536908.26,0.0,0.0,exact,green
600519,2020,em_yearly+ths_new_yearly,NETCASH_FINANCE,-24127536908.26,financing_cash_flow_net,-24127536908.26,0.0,0.0,exact,green
600519,2020,em_yearly+ths_new_yearly,RATE_CHANGE_EFFECT,380639.36,exchange_rate_cash_influence,380639.36,0.0,0.0,exact,green
