stock_code,report_year,source,em_field,em_value,ths_label,ths_value,abs_diff,rel_err_pct,class,color
300750,2020,em_yearly+ths_new_yearly,SALES_SERVICES,54002988600.0,sale_received_cash,54002988600.0,0.0,0.0,exact,green
300750,2020,em_yearly+ths_new_yearly,RECEIVE_TAX_REFUND,151928500.0,receipts_tax_refunds,151928500.0,0.0,0.0,exact,green
300750,2020,em_yearly+ths_new_yearly,RECEIVE_OTHER_OPERATE,6397335900.0,related_operating_activity_receive_cash,6397335900.0,0.0,0.0,exact,green
300750,2020,em_yearly+ths_new_yearly,TOTAL_OPERATE_INFLOW,60552253000.0,act_cash_inflow_total,60552253000.0,0.0,0.0,exact,green
300750,2020,em_yearly+ths_new_yearly,BUY_SERVICES,33461951700.0,paid_purchasing_cash,33461951700.0,0.0,0.0,exact,green
300750,2020,em_yearly+ths_new_yearly,PAY_STAFF_CASH,4027848100.0,employees_cash_payments,4027848100.0,0.0,0.0,exact,green
300750,2020,em_yearly+ths_new_yearly,PAY_ALL_TAX,2265587400.0,tax_payments,2265587400.0,0.0,0.0,exact,green
300750,2020,em_yearly+ths_new_yearly,PAY_OTHER_OPERATE,2366963000.0,pay_other_operating_activity_cash,2366963000.0,0.0,0.0,exact,green
300750,2020,em_yearly+ths_new_yearly,OPERATE_OUTFLOW_BALANCE,100.0,fixed_assets_net_cash,24600.0,24500.0,24500.0,large_error,red
300750,2020,em_yearly+ths_new_yearly,TOTAL_OPERATE_OUTFLOW,42122350300.0,act_cash_outflow_total,42122350300.0,0.0,0.0,exact,green
300750,2020,em_yearly+ths_new_yearly,OPERATE_NETCASH_BALANCE,-100.0,fixed_assets_net_cash,24600.0,24700.0,24700.0,large_error,red
300750,2020,em_yearly+ths_new_yearly,NETCASH_OPERATE,18429902600.0,act_cash_flow_net,18429902600.0,0.0,0.0,exact,green
300750,2020,em_yearly+ths_new_yearly,WITHDRAW_INVEST,44779800.0,received_invest_cash,44779800.0,0.0,0.0,exact,green
300750,2020,em_yearly+ths_new_yearly,RECEIVE_INVEST_INCOME,24087100.0,received_invest_income_cash,24087100.0,0.0,0.0,exact,green
300750,2020,em_yearly+ths_new_yearly,DISPOSAL_LONG_ASSET,24600.0,fixed_assets_net_cash,24600.0,0.0,0.0,exact,green
