stock_code,report_year,source,em_field,em_value,ths_label,ths_value,abs_diff,rel_err_pct,class,color
600036,2020,em_yearly+ths_new_yearly,DEPOSIT_IOFI_OTHER,949994000000.0,customer_and_interbank_deposits_addition,949994000000.0,0.0,0.0,exact,green
600036,2020,em_yearly+ths_new_yearly,CUSTOMER_DEPOSIT_ADD,783914000000.0,customer_loan_advance_net_addition,649434000000.0,134480000000.0,17.154943016708465,large_error,red
600036,2020,em_yearly+ths_new_yearly,IOFI_ADD,166080000000.0,pay_interest_fee_and_commission_cash,108123000000.0,57957000000.0,34.897037572254334,large_error,red
600036,2020,em_yearly+ths_new_yearly,PBC_IOFI_REDUCE,25286000000.0,deposits_and_funds_net_addition,23480000000.0,1806000000.0,7.14229217748952,large_error,red
600036,2020,em_yearly+ths_new_yearly,DEPOSIT_IOFI_REDUCE,25286000000.0,deposits_and_funds_net_addition,23480000000.0,1806000000.0,7.14229217748952,large_error,red
600036,2020,em_yearly+ths_new_yearly,BORROW_REPO_ADD,57488000000.0,received_invest_income_cash,58038000000.0,550000000.0,0.9567214027275258,rounded,orange
600036,2020,em_yearly+ths_new_yearly,RECEIVE_INTEREST_COMMISSION,342879000000.0,receive_interest_fee_and_commission_cash,342879000000.0,0.0,0.0,exact,green
600036,2020,em_yearly+ths_new_yearly,RECEIVE_OTHER_OPERATE,47612000000.0,related_operating_activity_receive_cash,47612000000.0,0.0,0.0,exact,green
600036,2020,em_yearly+ths_new_yearly,TOTAL_OPERATE_INFLOW,1423259000000.0,act_cash_inflow_total,1423259000000.0,0.0,0.0,exact,green
600036,2020,em_yearly+ths_new_yearly,LOAN_ADVANCE_ADD,649434000000.0,customer_loan_advance_net_addition,649434000000.0,0.0,0.0,exact,green
600036,2020,em_yearly+ths_new_yearly,LOAN_PBC_REDUCE,26909000000.0,deposits_and_funds_net_addition,23480000000.0,3429000000.0,12.742948455906946,large_error,red
600036,2020,em_yearly+ths_new_yearly,PBC_IOFI_ADD,23480000000.0,deposits_and_funds_net_addition,23480000000.0,0.0,0.0,exact,green
