stock_code,report_year,source,em_field,em_value,ths_label,ths_value,abs_diff,rel_err_pct,class,color
688981,2022,em_yearly+ths_new_yearly,SALES_SERVICES,62656539000.0,sale_received_cash,62656539000.0,0.0,0.0,exact,green
688981,2022,em_yearly+ths_new_yearly,RECEIVE_TAX_REFUND,4622726000.0,receipts_tax_refunds,4622726000.0,0.0,0.0,exact,green
688981,2022,em_yearly+ths_new_yearly,RECEIVE_OTHER_OPERATE,6535264000.0,related_operating_activity_receive_cash,6535264000.0,0.0,0.0,exact,green
688981,2022,em_yearly+ths_new_yearly,TOTAL_OPERATE_INFLOW,73814529000.0,act_cash_inflow_total,73814529000.0,0.0,0.0,exact,green
688981,2022,em_yearly+ths_new_yearly,BUY_SERVICES,29353970000.0,paid_purchasing_cash,29353970000.0,0.0,0.0,exact,green
688981,2022,em_yearly+ths_new_yearly,PAY_STAFF_CASH,6262296000.0,employees_cash_payments,6262296000.0,0.0,0.0,exact,green
688981,2022,em_yearly+ths_new_yearly,PAY_ALL_TAX,1174562000.0,tax_payments,1174562000.0,0.0,0.0,exact,green
688981,2022,em_yearly+ths_new_yearly,PAY_OTHER_OPERATE,432492000.0,pay_other_operating_activity_cash,432492000.0,0.0,0.0,exact,green
688981,2022,em_yearly+ths_new_yearly,TOTAL_OPERATE_OUTFLOW,37223320000.0,act_cash_outflow_total,37223320000.0,0.0,0.0,exact,green
688981,2022,em_yearly+ths_new_yearly,NETCASH_OPERATE,36591209000.0,act_cash_flow_net,36591209000.0,0.0,0.0,exact,green
688981,2022,em_yearly+ths_new_yearly,WITHDRAW_INVEST,105192780000.0,received_invest_cash,105192780000.0,0.0,0.0,exact,green
688981,2022,em_yearly+ths_new_yearly,RECEIVE_INVEST_INCOME,844388000.0,received_invest_income_cash,844388000.0,0.0,0.0,exact,green
688981,2022,em_yearly+ths_new_yearly,DISPOSAL_LONG_ASSET,481986000.0,fixed_assets_net_cash,481986000.0,0.0,0.0,exact,green
688981,2022,em_yearly+ths_new_yearly,RECEIVE_OTHER_INVEST,1301147000.0,received_other_invest_cash,1301147000.0,0.0,0.0,exact,green
688981,2022,em_yearly+ths_new_yearly,TOTAL_INVEST_INFLOW,107820301000.0,invest_cash_inflow_total,107820301000.0,0.0,0.0,exact,green
688981,2022,em_yearly+ths_new_yearly,CONSTRUCT_LONG_ASSET,42205585000.0,pay_fixed_assets_etc_cash,42205585000.0,0.0,0.0,exact,green
688981,2022,em_yearly+ths_new_yearly,INVEST_PAY_CASH,134747165000.0,pay_invest_cash,134747165000.0,0.0,0.0,exact,green
688981,2022,em_yearly+ths_new_yearly,PAY_OTHER_INVEST,335985000.0,pay_other_invest_cash,335985000.0,0.0,0.0,exact,green
688981,2022,em_yearly+ths_new_yearly,TOTAL_INVEST_OUTFLOW,177288735000.0,invest_cash_outflow_total,177288735000.0,0.0,0.0,exact,green
688981,2022,em_yearly+ths_new_yearly,NETCASH_INVEST,-69468434000.0,invest_cash_flow_net,-69468434000.0,0.0,0.0,exact,green
688981,2022,em_yearly+ths_new_yearly,ACCEPT_INVEST_CASH,8110258000.0,received_absorb_invest_cash,8110258000.0,0.0,0.0,exact,green
688981,2022,em_yearly+ths_new_yearly,SUBSIDIARY_ACCEPT_INVEST,8110258000.0,received_absorb_invest_cash,8110258000.0,0.0,0.0,exact,green
688981,2022,em_yearly+ths_new_yearly,RECEIVE_LOAN_CASH,25360826000.0,receive_obtain_load_cash,25360826000.0,0.0,0.0,exact,green
688981,2022,em_yearly+ths_new_yearly,RECEIVE_OTHER_FINANCE,848289000.0,receive_related_financing_cash,848289000.0,0.0,0.0,exact,green
688981,2022,em_yearly+ths_new_yearly,TOTAL_FINANCE_INFLOW,34319373000.0,financing_cash_inflow_total,34319373000.0,0.0,0.0,exact,green
688981,2022,em_yearly+ths_new_yearly,PAY_DEBT_CASH,8834742000.0,pay_debt_cash,8834742000.0,0.0,0.0,exact,green
688981,2022,em_yearly+ths_new_yearly,ASSIGN_DIVIDEND_PORFIT,1103979000.0,pay_dividends_profits_interest_cash,1103979000.0,0.0,0.0,exact,green
