stock_code,report_year,source,em_field,em_value,ths_label,ths_value,abs_diff,rel_err_pct,class,color
688981,2020,em_yearly+ths_new_yearly,SALES_SERVICES,31628807000.0,sale_received_cash,31628807000.0,0.0,0.0,exact,green
688981,2020,em_yearly+ths_new_yearly,RECEIVE_TAX_REFUND,846596000.0,receipts_tax_refunds,846596000.0,0.0,0.0,exact,green
688981,2020,em_yearly+ths_new_yearly,RECEIVE_OTHER_OPERATE,4193570000.0,related_operating_activity_receive_cash,4193570000.0,0.0,0.0,exact,green
688981,2020,em_yearly+ths_new_yearly,TOTAL_OPERATE_INFLOW,36668973000.0,act_cash_inflow_total,36668973000.0,0.0,0.0,exact,green
688981,2020,em_yearly+ths_new_yearly,BUY_SERVICES,18266126000.0,paid_purchasing_cash,18266126000.0,0.0,0.0,exact,green
688981,2020,em_yearly+ths_new_yearly,PAY_STAFF_CASH,3979524000.0,employees_cash_payments,3979524000.0,0.0,0.0,exact,green
688981,2020,em_yearly+ths_new_yearly,PAY_ALL_TAX,693609000.0,tax_payments,693609000.0,0.0,0.0,exact,green
688981,2020,em_yearly+ths_new_yearly,PAY_OTHER_OPERATE,555424000.0,pay_other_operating_activity_cash,555424000.0,0.0,0.0,exact,green
688981,2020,em_yearly+ths_new_yearly,TOTAL_OPERATE_OUTFLOW,23494683000.0,act_cash_outflow_total,23494683000.0,0.0,0.0,exact,green
688981,2020,em_yearly+ths_new_yearly,NETCASH_OPERATE,13174290000.0,act_cash_flow_net,13174290000.0,0.0,0.0,exact,green
688981,2020,em_yearly+ths_new_yearly,WITHDRAW_INVEST,31450769000.0,received_invest_cash,31450769000.0,0.0,0.0,exact,green
688981,2020,em_yearly+ths_new_yearly,RECEIVE_INVEST_INCOME,840130000.0,received_invest_income_cash,840130000.0,0.0,0.0,exact,green
688981,2020,em_yearly+ths_new_yearly,DISPOSAL_LONG_ASSET,277336000.0,fixed_assets_net_cash,277336000.0,0.0,0.0,exact,green
688981,2020,em_yearly+ths_new_yearly,DISPOSAL_SUBSIDIARY_OTHER,48480000.0,receive_disposal_subsidiary_net_cash,48480000.0,0.0,0.0,exact,green
688981,2020,em_yearly+ths_new_yearly,TOTAL_INVEST_INFLOW,32616715000.0,invest_cash_inflow_total,32616715000.0,0.0,0.0,exact,green
688981,2020,em_yearly+ths_new_yearly,CONSTRUCT_LONG_ASSET,37168174000.0,pay_fixed_assets_etc_cash,37168174000.0,0.0,0.0,exact,green
688981,2020,em_yearly+ths_new_yearly,INVEST_PAY_CASH,43869663000.0,pay_invest_cash,43869663000.0,0.0,0.0,exact,green
688981,2020,em_yearly+ths_new_yearly,PAY_OTHER_INVEST,82000000.0,pay_other_invest_cash,82000000.0,0.0,0.0,exact,green
688981,2020,em_yearly+ths_new_yearly,TOTAL_INVEST_OUTFLOW,81119837000.0,invest_cash_outflow_total,81119837000.0,0.0,0.0,exact,green
