stock_code,report_year,source,em_field,em_value,ths_label,ths_value,abs_diff,rel_err_pct,class,color
600887,2020,em_yearly+ths_new_yearly,SALES_SERVICES,106024002676.65,sale_received_cash,106024002676.65,0.0,0.0,exact,green
600887,2020,em_yearly+ths_new_yearly,RECEIVE_INTEREST_COMMISSION,55118407.39,receive_interest_fee_and_commission_cash,55118407.39,0.0,0.0,exact,green
600887,2020,em_yearly+ths_new_yearly,RECEIVE_OTHER_OPERATE,2015204006.59,related_operating_activity_receive_cash,2015204006.59,0.0,0.0,exact,green
600887,2020,em_yearly+ths_new_yearly,TOTAL_OPERATE_INFLOW,108094325090.63,act_cash_inflow_total,108094325090.63,0.0,0.0,exact,green
600887,2020,em_yearly+ths_new_yearly,BUY_SERVICES,83537495382.83,paid_purchasing_cash,83537495382.83,0.0,0.0,exact,green
600887,2020,em_yearly+ths_new_yearly,PAY_STAFF_CASH,9340320414.79,employees_cash_payments,9340320414.79,0.0,0.0,exact,green
600887,2020,em_yearly+ths_new_yearly,PAY_ALL_TAX,4039541155.37,tax_payments,4039541155.37,0.0,0.0,exact,green
600887,2020,em_yearly+ths_new_yearly,PAY_OTHER_OPERATE,1325328973.09,pay_other_operating_activity_cash,1325328973.09,0.0,0.0,exact,green
600887,2020,em_yearly+ths_new_yearly,TOTAL_OPERATE_OUTFLOW,98242685926.08,act_cash_outflow_total,98242685926.08,0.0,0.0,exact,green
600887,2020,em_yearly+ths_new_yearly,NETCASH_OPERATE,9851639164.55,act_cash_flow_net,9851639164.55,0.0,0.0,exact,green
600887,2020,em_yearly+ths_new_yearly,WITHDRAW_INVEST,614628653.08,received_invest_cash,614628653.08,0.0,0.0,exact,green
600887,2020,em_yearly+ths_new_yearly,RECEIVE_INVEST_INCOME,824082432.9,received_invest_income_cash,824082432.9,0.0,0.0,exact,green
600887,2020,em_yearly+ths_new_yearly,DISPOSAL_LONG_ASSET,21964778.38,fixed_assets_net_cash,21964778.38,0.0,0.0,exact,green
600887,2020,em_yearly+ths_new_yearly,DISPOSAL_SUBSIDIARY_OTHER,2191396.32,receive_disposal_subsidiary_net_cash,2191396.32,0.0,0.0,exact,green
600887,2020,em_yearly+ths_new_yearly,TOTAL_INVEST_INFLOW,1462867260.68,invest_cash_inflow_total,1462867260.68,0.0,0.0,exact,green
600887,2020,em_yearly+ths_new_yearly,CONSTRUCT_LONG_ASSET,6522197148.12,pay_fixed_assets_etc_cash,6522197148.12,0.0,0.0,exact,green
600887,2020,em_yearly+ths_new_yearly,INVEST_PAY_CASH,3961029402.45,pay_invest_cash,3961029402.45,0.0,0.0,exact,green
600887,2020,em_yearly+ths_new_yearly,PAY_OTHER_INVEST,22732264.52,pay_other_invest_cash,22732264.52,0.0,0.0,exact,green
600887,2020,em_yearly+ths_new_yearly,TOTAL_INVEST_OUTFLOW,10505958815.09,invest_cash_outflow_total,10505958815.09,0.0,0.0,exact,green
