SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,SALES_SERVICES,DEPOSIT_INTERBANK_ADD,LOAN_PBC_ADD,OFI_BF_ADD,RECEIVE_ORIGIC_PREMIUM,RECEIVE_REINSURE_NET,INSURED_INVEST_ADD,DISPOSAL_TFA_ADD,RECEIVE_INTEREST_COMMISSION,BORROW_FUND_ADD,LOAN_ADVANCE_REDUCE,REPO_BUSINESS_ADD,RECEIVE_TAX_REFUND,RECEIVE_OTHER_OPERATE,OPERATE_INFLOW_OTHER,OPERATE_INFLOW_BALANCE,TOTAL_OPERATE_INFLOW,BUY_SERVICES,LOAN_ADVANCE_ADD,PBC_INTERBANK_ADD,PAY_ORIGIC_COMPENSATE,PAY_INTEREST_COMMISSION,PAY_POLICY_BONUS,PAY_STAFF_CASH,PAY_ALL_TAX,PAY_OTHER_OPERATE,OPERATE_OUTFLOW_OTHER,OPERATE_OUTFLOW_BALANCE,TOTAL_OPERATE_OUTFLOW,OPERATE_NETCASH_OTHER,OPERATE_NETCASH_BALANCE,NETCASH_OPERATE,WITHDRAW_INVEST,RECEIVE_INVEST_INCOME,DISPOSAL_LONG_ASSET,DISPOSAL_SUBSIDIARY_OTHER,REDUCE_PLEDGE_TIMEDEPOSITS,RECEIVE_OTHER_INVEST,INVEST_INFLOW_OTHER,INVEST_INFLOW_BALANCE,TOTAL_INVEST_INFLOW,CONSTRUCT_LONG_ASSET,INVEST_PAY_CASH,PLEDGE_LOAN_ADD,OBTAIN_SUBSIDIARY_OTHER,ADD_PLEDGE_TIMEDEPOSITS,PAY_OTHER_INVEST,INVEST_OUTFLOW_OTHER,INVEST_OUTFLOW_BALANCE,TOTAL_INVEST_OUTFLOW,INVEST_NETCASH_OTHER,INVEST_NETCASH_BALANCE,NETCASH_INVEST,ACCEPT_INVEST_CASH,SUBSIDIARY_ACCEPT_INVEST,RECEIVE_LOAN_CASH,ISSUE_BOND,RECEIVE_OTHER_FINANCE,FINANCE_INFLOW_OTHER,FINANCE_INFLOW_BALANCE,TOTAL_FINANCE_INFLOW,PAY_DEBT_CASH,ASSIGN_DIVIDEND_PORFIT,SUBSIDIARY_PAY_DIVIDEND,BUY_SUBSIDIARY_EQUITY,PAY_OTHER_FINANCE,SUBSIDIARY_REDUCE_CASH,FINANCE_OUTFLOW_OTHER,FINANCE_OUTFLOW_BALANCE,TOTAL_FINANCE_OUTFLOW,FINANCE_NETCASH_OTHER,FINANCE_NETCASH_BALANCE,NETCASH_FINANCE,RATE_CHANGE_EFFECT,CCE_ADD_OTHER,CCE_ADD_BALANCE,CCE_ADD,BEGIN_CCE,END_CCE_OTHER,END_CCE_BALANCE,END_CCE,NETPROFIT,ASSET_IMPAIRMENT,FA_IR_DEPR,OILGAS_BIOLOGY_DEPR,IR_DEPR,IA_AMORTIZE,LPE_AMORTIZE,DEFER_INCOME_AMORTIZE,PREPAID_EXPENSE_REDUCE,ACCRUED_EXPENSE_ADD,DISPOSAL_LONGASSET_LOSS,FA_SCRAP_LOSS,FAIRVALUE_CHANGE_LOSS,FINANCE_EXPENSE,INVEST_LOSS,DEFER_TAX,DT_ASSET_REDUCE,DT_LIAB_ADD,PREDICT_LIAB_ADD,INVENTORY_REDUCE,OPERATE_RECE_REDUCE,OPERATE_PAYABLE_ADD,OTHER,OPERATE_NETCASH_OTHERNOTE,OPERATE_NETCASH_BALANCENOTE,NETCASH_OPERATENOTE,DEBT_TRANSFER_CAPITAL,CONVERT_BOND_1YEAR,FINLEASE_OBTAIN_FA,UNINVOLVE_INVESTFIN_OTHER,END_CASH,BEGIN_CASH,END_CASH_EQUIVALENTS,BEGIN_CASH_EQUIVALENTS,CCE_ADD_OTHERNOTE,CCE_ADD_BALANCENOTE,CCE_ADDNOTE,SALES_SERVICES_YOY,DEPOSIT_INTERBANK_ADD_YOY,LOAN_PBC_ADD_YOY,OFI_BF_ADD_YOY,RECEIVE_ORIGIC_PREMIUM_YOY,RECEIVE_REINSURE_NET_YOY,INSURED_INVEST_ADD_YOY,DISPOSAL_TFA_ADD_YOY,RECEIVE_INTEREST_COMMISSION_YOY,BORROW_FUND_ADD_YOY,LOAN_ADVANCE_REDUCE_YOY,REPO_BUSINESS_ADD_YOY,RECEIVE_TAX_REFUND_YOY,RECEIVE_OTHER_OPERATE_YOY,OPERATE_INFLOW_OTHER_YOY,OPERATE_INFLOW_BALANCE_YOY,TOTAL_OPERATE_INFLOW_YOY,BUY_SERVICES_YOY,LOAN_ADVANCE_ADD_YOY,PBC_INTERBANK_ADD_YOY,PAY_ORIGIC_COMPENSATE_YOY,PAY_INTEREST_COMMISSION_YOY,PAY_POLICY_BONUS_YOY,PAY_STAFF_CASH_YOY,PAY_ALL_TAX_YOY,PAY_OTHER_OPERATE_YOY,OPERATE_OUTFLOW_OTHER_YOY,OPERATE_OUTFLOW_BALANCE_YOY,TOTAL_OPERATE_OUTFLOW_YOY,OPERATE_NETCASH_OTHER_YOY,OPERATE_NETCASH_BALANCE_YOY,NETCASH_OPERATE_YOY,WITHDRAW_INVEST_YOY,RECEIVE_INVEST_INCOME_YOY,DISPOSAL_LONG_ASSET_YOY,DISPOSAL_SUBSIDIARY_OTHER_YOY,REDUCE_PLEDGE_TIMEDEPOSITS_YOY,RECEIVE_OTHER_INVEST_YOY,INVEST_INFLOW_OTHER_YOY,INVEST_INFLOW_BALANCE_YOY,TOTAL_INVEST_INFLOW_YOY,CONSTRUCT_LONG_ASSET_YOY,INVEST_PAY_CASH_YOY,PLEDGE_LOAN_ADD_YOY,OBTAIN_SUBSIDIARY_OTHER_YOY,ADD_PLEDGE_TIMEDEPOSITS_YOY,PAY_OTHER_INVEST_YOY,INVEST_OUTFLOW_OTHER_YOY,INVEST_OUTFLOW_BALANCE_YOY,TOTAL_INVEST_OUTFLOW_YOY,INVEST_NETCASH_OTHER_YOY,INVEST_NETCASH_BALANCE_YOY,NETCASH_INVEST_YOY,ACCEPT_INVEST_CASH_YOY,SUBSIDIARY_ACCEPT_INVEST_YOY,RECEIVE_LOAN_CASH_YOY,ISSUE_BOND_YOY,RECEIVE_OTHER_FINANCE_YOY,FINANCE_INFLOW_OTHER_YOY,FINANCE_INFLOW_BALANCE_YOY,TOTAL_FINANCE_INFLOW_YOY,PAY_DEBT_CASH_YOY,ASSIGN_DIVIDEND_PORFIT_YOY,SUBSIDIARY_PAY_DIVIDEND_YOY,BUY_SUBSIDIARY_EQUITY_YOY,PAY_OTHER_FINANCE_YOY,SUBSIDIARY_REDUCE_CASH_YOY,FINANCE_OUTFLOW_OTHER_YOY,FINANCE_OUTFLOW_BALANCE_YOY,TOTAL_FINANCE_OUTFLOW_YOY,FINANCE_NETCASH_OTHER_YOY,FINANCE_NETCASH_BALANCE_YOY,NETCASH_FINANCE_YOY,RATE_CHANGE_EFFECT_YOY,CCE_ADD_OTHER_YOY,CCE_ADD_BALANCE_YOY,CCE_ADD_YOY,BEGIN_CCE_YOY,END_CCE_OTHER_YOY,END_CCE_BALANCE_YOY,END_CCE_YOY,NETPROFIT_YOY,ASSET_IMPAIRMENT_YOY,FA_IR_DEPR_YOY,OILGAS_BIOLOGY_DEPR_YOY,IR_DEPR_YOY,IA_AMORTIZE_YOY,LPE_AMORTIZE_YOY,DEFER_INCOME_AMORTIZE_YOY,PREPAID_EXPENSE_REDUCE_YOY,ACCRUED_EXPENSE_ADD_YOY,DISPOSAL_LONGASSET_LOSS_YOY,FA_SCRAP_LOSS_YOY,FAIRVALUE_CHANGE_LOSS_YOY,FINANCE_EXPENSE_YOY,INVEST_LOSS_YOY,DEFER_TAX_YOY,DT_ASSET_REDUCE_YOY,DT_LIAB_ADD_YOY,PREDICT_LIAB_ADD_YOY,INVENTORY_REDUCE_YOY,OPERATE_RECE_REDUCE_YOY,OPERATE_PAYABLE_ADD_YOY,OTHER_YOY,OPERATE_NETCASH_OTHERNOTE_YOY,OPERATE_NETCASH_BALANCENOTE_YOY,NETCASH_OPERATENOTE_YOY,DEBT_TRANSFER_CAPITAL_YOY,CONVERT_BOND_1YEAR_YOY,FINLEASE_OBTAIN_FA_YOY,UNINVOLVE_INVESTFIN_OTHER_YOY,END_CASH_YOY,BEGIN_CASH_YOY,END_CASH_EQUIVALENTS_YOY,BEGIN_CASH_EQUIVALENTS_YOY,CCE_ADD_OTHERNOTE_YOY,CCE_ADD_BALANCENOTE_YOY,CCE_ADDNOTE_YOY,OPINION_TYPE,OSOPINION_TYPE,MINORITY_INTEREST,MINORITY_INTEREST_YOY,USERIGHT_ASSET_AMORTIZE,USERIGHT_ASSET_AMORTIZE_YOY
000651.SZ,000651,格力电器,10005578,通用,2025-12-31 00:00:00,年报,2025年报,058001001,2026-04-29 00:00:00,2026-04-29 00:00:00,CNY,180152594833.8,-97277745.41,,,,,,,200053993.35,,,,3374836508.02,18284568266.19,,0.0,201914775855.95,117300948888.33,1096845000.0,35123619.38,,23127968.03,,11967701115.43,15902339423.32,9205575087.44,,0.0,155531661101.93,,0.0,46383114754.02,29499539681.5,546108703.9,756542121.37,,,8971809133.77,,0.0,39773999640.54,1717311068.1,61670145246.69,,,,24986042930.47,,0.0,88373499245.26,,0.0,-48599499604.72,90033154.11,19004404.11,72504157963.57,,15216270418.08,,0.0,87810461535.76,60948543396.16,18171241079.96,45284966.1,,85090969.8,,,0.0,79204875445.92,,0.0,8605586089.84,36301630.25,,0.0,6425502869.39,21140958080.12,,0.0,27566460949.51,28862746016.16,,4607039121.11,,,447545365.86,,,,,-52212257.62,,-164255550.24,-3996527158.49,-571766852.77,847443215.02,951718361.61,-104275146.59,,-274322702.38,1983909648.55,-3256224732.45,17091742250.12,857998391.15,0.0,46383114754.02,,,,,27566460949.51,21140958080.12,,,,,6425502869.39,4.7781893331,-292.397829203,,,,,,,-71.0254755053,,,,-6.1726778489,462.7199836531,,,12.4721137749,8.3574244574,-30.542943445,-92.760957226,,-85.3066139585,,1.6007612768,-6.3254724139,-15.7326331349,,,3.5807059824,,,57.9308761809,2.4748688602,-11.6454704329,313.0348845897,,,73.680383003,,,14.1131913194,-47.9569169004,45.232717102,,,,462.6778343604,,,75.2998096209,,,-212.3780816678,47.0173587568,-68.9672396284,4.9050614221,,182.6819199293,,,17.7744889021,-26.2508159255,20.0730093325,26.4272204696,,-82.4499185466,,,,-19.3936601269,,,136.3055680392,-69.400275524,,,165.7458950607,-31.6140780351,,,30.3936219212,-10.8378355996,,-4.2462651272,,,0.4438642411,,,,,-207.7629103472,,-159.9526408887,-28.577722465,25.288876376,172.4775105197,186.4911981735,-51.3746275838,,-106.0344455122,487.1746507537,57.9076987191,1660.3390271324,-35.2373138718,,57.9308761809,,,,,30.3936219212,-31.6140780351,,,,,165.7458950607,标准无保留意见,,,,,
000651.SZ,000651,格力电器,10005578,通用,2024-12-31 00:00:00,年报,2024年报,058001001,2025-04-28 00:00:00,2026-04-29 00:00:00,CNY,171937113993.38,50560729.2,,,,,,,690447891.17,,,,3596859028.53,3249319163.59,,0.0,179524300805.87,108253725552.93,1579170000.0,485197013.98,,157403936.47,,11779145121.58,16976161858.63,10924246751.62,,0.0,150155050235.21,,0.0,29369250570.66,28787096787.35,618087953.81,183166640.3,100813456.4,,5165700914.89,,0.0,34854865752.75,3299787341.22,42462983876.69,,209444845.48,,4440559304.93,,0.0,50412775368.32,,0.0,-15557909615.57,61239812.0,61239812.0,69114070361.03,,5382824066.67,,0.0,74558134239.7,82643007052.9,15133493514.47,35819000.0,,484846580.49,,,0.0,98261347147.86,,0.0,-23703212908.16,118633846.78,,0.0,-9773238106.29,30914196186.41,,0.0,21140958080.12,32371069287.35,,4811341434.6,,,445567650.39,,,,,-16965090.94,,273975504.34,-3108257855.15,-765303511.76,-1169249894.13,-1100364408.99,-68885485.14,,4545947126.79,-512406905.95,-7735915199.13,-1095386448.26,1324834472.51,0.0,29369250570.66,,,,,21140958080.12,30914196186.41,,,,,-9773238106.29,-22.7077723365,41.7008962348,,,,,,,70.7630921821,,,,10.0825288748,14.4622947953,,,-21.6040533573,-11.468934199,-57.9080500518,300.968384457,,24.4422757017,,5.2520565359,-3.3959058968,-37.7795339256,,,-13.0032657072,,,-47.9254077299,31.7324881205,-10.2183433875,-90.5158413016,188.0384468571,,-79.0996702175,,,-29.1903117329,-39.1826588441,-49.6091463992,,-12.4915406176,,1340.8106619324,,,-44.1351009886,,,62.0698090601,,,0.7162158306,,-73.3565586189,,,-16.062496694,-5.0186191122,9.572871492,-67.7867717751,,-88.8861517164,,,,-6.5811029226,,,-44.9045037453,-12.8647202473,,,-1062.8432269343,-2.6467315243,,,-31.6140780351,16.7828656452,,0.0664873882,,,-6.2331180416,,,,,95.5695907885,,162.6109527319,20.5058891815,-252.4200937611,15.3159753665,44.0370361914,-111.7649174721,,24.3135858478,-104.1618124532,-151.562172965,76.2869483898,-60.7085650485,,-47.9254077299,,,,,-31.6140780351,-2.6467315243,,,,,-1062.8432269343,标准无保留意见,,,,,
000651.SZ,000651,格力电器,10005578,通用,2023-12-31 00:00:00,年报,2023年报,058001001,2024-04-30 00:00:00,2025-04-28 00:00:00,CNY,222450716185.76,35681305.16,,,,,,,404330867.02,,,,3267420421.11,2838768145.79,,0.0,228996916924.84,122277671203.25,3751715000.0,121006301.94,,126487510.44,,11191368139.74,17572921744.39,17557320670.91,,0.0,172598490570.67,,0.0,56398426354.17,21852693438.1,688434561.28,1931290335.02,35000000.0,,24715882326.5,,0.0,49223300660.9,5425734302.92,84267244633.47,,239342398.39,,308198670.53,,0.0,90240520005.31,,0.0,-41017219344.41,,,68622584547.14,,20203186178.8,,0.0,88825770725.94,87009692089.6,13811350664.09,111193450.56,,4362544531.09,,,0.0,105183587284.78,,0.0,-16357816558.84,136149039.88,,0.0,-840460509.2,31754656695.61,,0.0,30914196186.41,27719022913.59,,4808144624.82,,,475186591.56,,,,,-382923791.69,,-437583988.72,-3910047955.94,-217156605.23,-1380720743.01,-1966236836.12,585516093.11,,3656838547.28,12312109488.56,15003082209.85,-4619339873.53,3371814936.63,0.0,56398426354.17,,,,,30914196186.41,31754656695.61,,,,,-840460509.2,16.0273272788,-1.0028262457,,,,,,,27.7967715195,,,,-11.000439236,-26.9823305951,,,15.3127505165,-12.8502238986,205.9279849566,184.6383630936,,75.3092697914,,9.3288983667,40.5718921643,67.4217783248,,,1.5767758898,,,96.7265549786,216.8157023202,616.9863732034,8382.5936192336,-47.9618543002,,617.7428178428,,,367.5818563626,-10.1124623584,525.6890758906,,-88.2176356157,,-98.8168334584,,,89.644519788,,,-10.6873314708,,,-33.3287151689,,100915.930894,,,-13.7435893722,42.8540443634,-25.2191601624,126.9254093061,,-68.107130035,,,,13.0326241128,,,-264.8509415765,-49.2960262934,,,-146.6168105884,6.0193922336,,,-2.6467315243,20.4580770608,,4.5717405667,,,27.7358503416,,,,,-62836.8196307812,,-227.3617378097,-29.3511821452,-149.938712357,-95.7885718432,-119.0245076574,204.141297823,,-33.6321007087,88.7722377107,248.8025566932,-697.4311537633,134.7608030847,,96.7265549786,,,,,-2.6467315243,6.0193922336,,,,,-146.6168105884,标准无保留意见,,,,,
000651.SZ,000651,格力电器,10005578,通用,2022-12-31 00:00:00,年报,2022年报,058001001,2023-04-29 00:00:00,2024-04-30 00:00:00,CNY,191722692750.88,36042751.33,,-300000000.0,,,,,316385822.75,,,-746500000.0,3671277018.74,3887782462.69,,0.0,198587680806.39,140307498966.97,-3541760000.0,-142968622.64,,72151067.99,,10236422672.26,12501020989.21,10486879811.33,,0.0,169919244885.12,,0.0,28668435921.27,6897604278.47,96017802.71,22767686.65,67258353.52,,3443556899.78,,0.0,10527205021.13,6036136315.75,13467910481.5,,2031361368.42,,26048629646.87,,0.0,47584037812.54,,0.0,-37056832791.41,32000000.0,32000000.0,102926746831.03,,20000000.0,,0.0,102978746831.03,60908105526.39,18469103441.58,49000000.0,,13678745549.95,,,0.0,93055954517.92,,0.0,9922792313.11,268517494.64,,0.0,1802912937.61,29951743758.0,,0.0,31754656695.61,23011344353.11,,4597938791.84,,,372007224.51,,,,,-608425.71,,343575705.11,-3022815788.07,-86883941.74,-705210079.43,-897724577.56,192514498.13,,5509950723.66,6522203496.59,-10082543299.83,773200367.01,1436276794.22,0.0,28668435921.27,,,,,31754656695.61,29951743758.0,,,,,1802912937.61,13.0130435342,145.8772870653,,,,,,,-66.8956906215,,,-374.9539594843,48.7924506657,-1.2927828545,,,12.0689999624,-3.6359644436,-212.9403646683,77.4464911175,,-86.2679121176,,3.9379154342,49.3222730698,-17.589689372,,,-3.0732690221,,,1413.3547269409,-6.1525170728,-40.5519279037,52.2228818393,398.2543153465,,-92.8036725602,,,-80.9948610074,5.3964986678,-25.8147544348,,16.2547385713,,247208.0868926075,,,85.5896819698,,,-224.5524780473,-29.0679761869,-29.0679761869,15.9053086228,,-98.2510370379,,,14.4321554805,5.2527362908,5.2568779567,,,-65.7230580917,,,,-19.3074906029,,,139.1731685144,145.5833836577,,,-68.5173871718,23.6395557714,,,6.0193922336,0.7859651201,,32.2715016795,,,121.0542880662,,,,,90.2061043239,,491.0416021714,-36.9699904453,83.3575823804,-3823.4879314056,-345.5243543794,-12.6672544328,,141.6351095274,318.6052198941,-34.8112630551,-22.6436379434,85.7808097293,,1413.3547269409,,,,,6.0193922336,23.6395557714,,,,,-68.5173871718,标准无保留意见,,,,,
000651.SZ,000651,格力电器,10005578,通用,2021-12-31 00:00:00,年报,2021年报,058001001,2022-04-30 00:00:00,2023-04-29 00:00:00,CNY,169646517565.79,-78563388.63,,,,,,,955723978.81,,,271500000.0,2467381243.01,3938701318.02,,0.0,177201260717.0,145601518405.47,-1131768349.46,-633908556.69,,525419503.63,,9848593392.99,8371839466.55,12725203595.79,,0.0,175306897458.28,,0.0,1894363258.72,7349802107.98,161515418.96,14956809.63,13498800.0,,47851587196.05,,0.0,55391360332.62,5727074800.44,18154432702.74,,1747336403.99,,10532866.1,,0.0,25639376773.27,,0.0,29751983559.35,45113614.81,45113614.81,88802444041.6,,1143534793.64,,0.0,89991092450.05,57868429527.67,17546695095.0,,,39906551717.86,,,0.0,115321676340.53,,0.0,-25330583890.48,-589068807.74,,0.0,5726694119.85,24225049638.15,,0.0,29951743758.0,22831893632.89,757142125.36,3476137137.22,3476137137.22,,168287721.43,,,,,-6212295.19,15960756.64,58130545.1,-2206918302.5,-522063222.58,18939502.22,-201498429.6,220437931.82,,-13233904716.97,-2983553411.83,-7479006628.48,999530415.41,773102882.0,0.0,1894363258.72,,,,,29951743758.0,24225049638.15,,,,,5726694119.85,8.8242346136,15.0728045702,,,,,,,-15.9629935671,,,-42.8421052632,-0.6807524135,-16.1680217547,,,8.1202464617,19.5482280109,87.5511894461,35.063159703,,67.9980039249,,10.6424756994,2.2945424264,-18.0631011947,,,21.1903877749,,,-90.153339718,-22.8013841991,-47.1155155832,125.5306705305,,,1006.9967124468,,,291.3109022673,26.4632692061,409.8047579838,,310.2928929769,,-99.8099455143,,,82.3879753136,,,30342.9937993062,207.5229366735,207.5229366735,136.1780223154,,,,,139.2459941685,96.3276781024,23.2556708141,,,165.7865124165,,,,96.3725722652,,,-19.9847802963,-58.1850789475,,,366.6651904356,-8.1430138777,,,23.6395557714,2.4805665865,176.8894597954,2.9241093014,2.9241093014,,-20.3663679157,,,,,-110.8739948205,101.5196255855,129.0429861169,29.2000615026,26.7803859548,-98.5247290712,-120.2783724756,-24.0226807628,,-254.394238606,-119.5734899754,59.5312478708,-64.4434376235,,,-90.153339718,,,,,23.6395557714,-8.1430138777,,,,,366.6651904356,标准无保留意见,,,,,
000651.SZ,000651,格力电器,10005578,通用,2020-12-31 00:00:00,年报,2020年报,058001001,2021-04-29 00:00:00,2022-04-30 00:00:00,CNY,155890384313.86,-92506750.32,,-700000000.0,,,,,1137265615.92,,,475000000.0,2484293128.44,4698328013.32,,0.0,163892764321.22,121793121343.62,-9091377401.54,-976192487.64,,312753420.49,,8901277136.77,8184052900.55,15530492099.81,,0.0,144654127012.06,,0.0,19238637309.16,9520639757.24,305411730.38,6631829.54,,,4322649440.42,,0.0,14155332757.58,4528646805.03,3561055956.9,,425875376.81,,5542024468.66,,0.0,14057602607.4,,0.0,97730150.18,14670000.0,14670000.0,37599791534.8,,,,0.0,37614461534.8,29475431119.54,14236014439.83,411607065.23,,15014513473.63,,,0.0,58725959033.0,,0.0,-21111497498.2,-372392144.48,,0.0,-2147522183.34,26372571821.49,,0.0,24225049638.15,22279242195.27,273445629.14,3377378887.04,3377378887.04,,211327446.74,,,,,-2945975.01,7920199.63,-200153472.05,-3117118954.25,-713010071.67,1283798240.06,993661744.02,290136496.04,,-3734232466.37,15242828006.57,-18480942047.82,2811099691.88,,0.0,19238637309.16,,,,,24225049638.15,26372571821.49,,,,,-2147522183.34,-6.3089481787,-390.0063438224,,-170.0,,,,,8.1678388266,,,-77.1029163654,33.969400639,68.0336460454,,,-6.4517248913,29.2717899189,-220.7438607143,-3014.674319558,,202.6820155476,,0.7933609451,-45.9024046411,-27.8539188541,,,-1.7977206333,,,-31.028771412,204.0791666207,-28.4615998417,-31.0227268754,,,-11.3852604908,,,67.6073173559,-3.9154212026,-50.4910782795,,-44.9904031836,,-21.2831455301,,,-28.7160882417,,,100.8667825181,-95.5117026159,-95.5117026159,76.7882995858,,,,,74.1804748915,6.572228432,8.1814950221,,,,,,,43.8759294241,,,-9.8300058505,-282.7587230936,,,10.503091173,-8.3398405613,,,-8.1430138777,-10.2629250727,-75.6361557472,13.4451339619,13.4451339619,,-2.0709290906,,,,,40.0155397721,-44.2442057244,12.3149456203,23.914562725,-414.6075239288,207.8714222097,178.3723569638,273.147768309,,7.7943019878,516.9226807532,-196.8283913656,138.247249613,,,-31.028771412,,,,,-8.1430138777,-8.3398405613,,,,,10.503091173,标准无保留意见,,,,,
000651.SZ,000651,格力电器,10005578,通用,2019-12-31 00:00:00,年报,2019年报,058001001,2020-04-30 00:00:00,2021-04-29 00:00:00,CNY,166387697953.52,31898181.64,,1000000000.0,,,,,1051389792.25,,,2074500000.0,1854373548.43,2796063838.34,,0.0,175195923314.18,94214771389.83,7529473836.4,-31341719.47,,103327387.96,,8831213736.01,15128311796.96,21526452792.9,,0.0,147302209220.59,,0.0,27893714093.59,3130974036.48,426919989.41,9614513.94,,,4878025331.18,,0.0,8445533871.01,4713187965.97,7192756039.01,,774183781.48,,7040454685.32,,0.0,19720582471.78,,0.0,-11275048600.77,326850000.0,326850000.0,21268257923.68,,,,0.0,21595107923.68,27657703656.2,13159380388.41,,,,,,0.0,40817084044.61,,0.0,-19221976120.93,203761625.26,,0.0,-2399549002.85,28772120824.34,,0.0,26372571821.49,24827243603.97,1122341886.21,2977103353.04,2977103353.04,,215796437.95,1519448.66,-57756542.31,,,-4911230.34,14205159.72,-228264067.88,-4096866714.43,226634780.62,-1190118952.51,-1267872732.83,77753780.32,,-4049893387.15,-3656032331.71,19086284288.3,-7349808732.2,,0.0,27893714093.59,,,,,26372571821.49,28772120824.34,,,,,-2399549002.85,23.2235610276,-34.8151889814,,,,,,,-12.9736304401,,,,-21.3110932348,-63.0491749869,,,19.8250505829,20.7177083253,221.3088287676,-130.0039339528,,227.3370371152,,2.9829603109,-0.0890653663,43.2534127263,,,23.5042161871,,,3.5370993057,-53.3441528197,-26.3282760319,52.5611327456,,,83.9099990722,,,-15.1115241337,22.8176568274,-53.5283005405,,-24.8136280194,,-38.5102013106,,,-37.9753322686,,,48.3879440318,,,-23.0358232273,,,,,-21.867487941,14.1599036752,1424.9996338452,,,,,,,62.4545426167,,,-864.6439930706,203.7651096752,,,-132.3716359342,34.7033604101,,,-8.3398405613,-5.8826508172,328.908155043,4.1018191499,4.1018191499,,-13.5258646716,55.1321253242,-39.3473963955,,,-671.4427245407,-40.066573934,-393.4647112737,-268.2051620934,312.2665928987,-233.543244808,-168.2750630746,-32.8497735606,,-34.8408768618,65.610434463,183.6489063328,-228.1239520148,,,3.5370993057,,,,,-8.3398405613,34.7033604101,,,,,-132.3716359342,标准无保留意见,,,,,
000651.SZ,000651,格力电器,10005578,通用,2018-12-31 00:00:00,年报,2018年报,058001001,2019-04-29 00:00:00,2020-04-30 00:00:00,CNY,135029126382.98,48934991.36,,,,,,,1208127832.48,,,,2356588272.3,7566986223.85,,0.0,146209763702.97,78045526788.8,2343375955.55,104458700.38,,31566054.63,,8575412582.19,15141797894.72,15026834183.72,,0.0,119268972159.99,,0.0,26940791542.98,6710785947.97,579489614.76,6302072.99,,,2652398105.48,,0.0,9948975741.2,3837549166.56,15477712506.03,,1029686312.94,,11449793031.34,,0.0,31794741016.87,,0.0,-21845765275.67,,,27633970524.35,,5110000.0,,0.0,27639080524.35,24227160995.94,862910396.59,,,35162649.65,,,0.0,25125234042.18,,0.0,2513846482.17,-196368149.08,,0.0,7412504600.4,21359616223.94,,0.0,28772120824.34,26379029817.06,261674177.33,2859799547.55,2859799547.55,,249550269.72,979454.55,-41447880.48,,,-636629.29,23701564.64,-46257424.83,-1112658684.94,-106768935.01,-356810989.59,-472601783.52,115790793.93,,-3003461176.91,-10631225706.46,6728841135.0,5736483004.64,,0.0,26940791542.98,,,,,28772120824.34,21359616223.94,,,,,7412504600.4,25.4927793565,-59.7914429542,,,,,,,-23.9000684207,,,,42.1958789269,180.2696885346,,,28.6363854003,33.7193623719,15.7917180019,-56.0084170979,,-82.9213278283,,11.5822111644,14.7386506127,-3.8584760277,,,22.5493758118,,,64.8956729821,97.1505640712,281.0028514353,77.5484997326,,,498.4052936001,,,148.5517381991,58.2620464734,24.6219499349,,,,-77.7292063278,,,-52.0124554726,,,64.9083504941,,,27.874883838,,-96.8117298393,,,26.3100803077,86.2340576031,-92.2409101505,,,,,,,4.123307196,,,211.8089423902,89.078690058,,,114.8363608569,-70.0515859245,,,34.7033604101,17.2010298791,-1.1755799803,46.811498147,46.811498147,,194.6147417866,175.2599774779,70.1215287895,,,-162.2713931447,218.5387621299,-402.1156776559,-172.5915426818,73.0822044288,65.2511162418,59.1090703369,-10.1942323377,,60.3944619821,-35.1855998733,-30.7024818754,312.5018361948,,,64.8956729821,,,,,34.7033604101,-70.0515859245,,,,,114.8363608569,标准无保留意见,,,,,
