报告日,资产,现金及存放中央银行款项,其中:现金,存放中央银行款,结算准备金,贵金属,存放同业款项,专项央行票据,央行专项扶持资金,存出保证金,拆出资金,其中:拆放同业,拆放金融性公司,存放联行款项,存出发钞基金,交易性金融资产,买入返售金融资产,应收账款,应收票据,应收款项融资,预付账款,应收利息,应收股利,应收租赁款,贴现,进出口押汇,发放贷款及垫款净额,发放贷款及垫款,减:贷款损失准备,代理业务资产,委托贷款及委托投资,存货,待处理抵债资产,减:抵债资产减值准备,待处理抵债资产净额,待摊费用,可供出售金融资产,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,长期股权投资,其中:投资子公司,债权投资,其他债权投资,投资性房地产,衍生金融工具资产,其他权益工具投资,长期应收款,固定资产原值,减:累计折旧,固定资产净值,减:固定资产减值准备,在建工程,固定资产净额,固定资产清理,固定资产合计,融资租赁资产,预付租赁资产款,划分为持有待售的资产,减:未确认的收益,应收投资款项,其他应收款,合同资产,使用权资产,无形资产,商誉,长期待摊费用,递延税款借项,其他资产,减:不良资产处置损失专项准备,资产总计,负债,短期借款,向中央银行借款,发行货币债务,同业存入及拆入,其中:同业存放款项,拆入资金,客户存款(吸收存款),联行存放款项,外国政府借款,借入其他资金,央行拨付专项票据资金,保证款项,财政拨款,委托存款,衍生金融工具负债,交易性金融负债,卖出回购金融资产款,票据融资,应解汇款及临时存款,发行存款证,汇出汇款,应付票据,应付账款,预收账款,应付职工薪酬,其中:应付工资,应付福利费,应交税费,应付利息,应付股利,其他应付款,代理业务负债,划分为持有待售的负债,存入保证金,合同负债,贴现负债,预提费用,预计负债,递延收益,长期借款,应付债券,其中:应付次级债券,应付债券：优先股,应付债券：永续债,长期应付款,租赁负债,专项应付款,递延所得税负债,货币兑换,其他负债,负债合计,股东权益,股本,其他权益工具,其中:优先股,其中：永续债,资本公积,其他综合收益,可供出售类投资未实现损益(公允价值变动储备),持有至到期投资未结转损益,减:库藏股,盈余公积,一般风险准备,未确定的投资损失,信托赔偿准备金,未分配利润,其中:拟分配现金股利,外币报表折算差额,其他储备,归属于母公司股东的权益,少数股东权益,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,31088542000.0,,,,,2254183000.0,,,,,,,,,45348989000.0,27484147000.0,,,,,,,,,,284022968000.0,295407098000.0,11954976000.0,,,,,,,,,,,3056372000.0,,104561631000.0,41885476000.0,,,481853000.0,,,,,,16472000.0,223027000.0,,239499000.0,,,,,,,,293752000.0,54826000.0,,,5025175000.0,1191171000.0,,546988584000.0,,,26829575000.0,,12264807000.0,10655865000.0,1608942000.0,359942710000.0,,,,,,,,,2648863000.0,5096178000.0,,,,,,,,772779000.0,,,1348306000.0,,,,,,,,,,49723000.0,,,95440791000.0,,,,,266604000.0,,,,1376448000.0,506036784000.0,,4444444000.0,5000000000.0,,5000000000.0,3690032000.0,-172732000.0,,,,2602924000.0,6632947000.0,,,18690695000.0,,,,40888310000.0,63490000.0,546988584000.0,定期报告,未审计,20260423,CNY,合并期末,2026-04-22T19:28:05
20251231,,28191150000.0,,,,,2366731000.0,,,,1421285000.0,,,,,38195076000.0,26657230000.0,,,,,,,,,,287925198000.0,297876528000.0,10544024000.0,,,,,,,,,,,2999190000.0,,108525770000.0,34833838000.0,,,613070000.0,,1319132000.0,1085928000.0,233204000.0,,14684000.0,233204000.0,,247888000.0,,,,,,,,307511000.0,57134000.0,,,4660093000.0,1165284000.0,,538166448000.0,,,25986575000.0,,8944132000.0,7829397000.0,1114735000.0,351466276000.0,,,,,,,,,2558067000.0,5481357000.0,,,,,,,,748099000.0,,,1177145000.0,,,,,,,,,,59157000.0,,,97621011000.0,,,,,273087000.0,,,,3682465000.0,497997371000.0,,4444444000.0,5000000000.0,,5000000000.0,3690032000.0,-197822000.0,,,,2602924000.0,6632947000.0,,,17934829000.0,,,,40107354000.0,61723000.0,538166448000.0,定期报告,是,20260423,CNY,合并期末,2026-04-22T19:28:05
20250930,,35786455000.0,,,,,3633590000.0,,,,1567400000.0,,,,,36662309000.0,26457548000.0,,,,,,,,,,292255459000.0,301759886000.0,10080720000.0,,,,,,,,,,,2976093000.0,,113683990000.0,31126865000.0,,,596967000.0,,,,,,13542000.0,236927000.0,,250469000.0,,,,,,,,288623000.0,57491000.0,,,4355789000.0,1435591000.0,,551134639000.0,,,28358942000.0,,12085228000.0,10206982000.0,1878246000.0,361596804000.0,,,,,,,,,4402571000.0,5491511000.0,,,,,,,,647879000.0,,,903751000.0,,,,,,,,,,54225000.0,,,96370360000.0,,,,,252635000.0,,,,1403252000.0,511567158000.0,,4444444000.0,4999200000.0,,4999200000.0,3690747000.0,-183670000.0,,,,2602924000.0,5699099000.0,,,18251906000.0,,,,39504650000.0,62831000.0,551134639000.0,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T21:14:06
20250630,,35290941000.0,,,,,2247885000.0,,,,2838578000.0,,,,,33985296000.0,22999546000.0,,,,,,,,,,282651198000.0,291686623000.0,9579575000.0,,,,,,,,,,,2958556000.0,,122408948000.0,26794613000.0,,,574394000.0,,1322155000.0,1083640000.0,238515000.0,,15740000.0,238515000.0,,254255000.0,,,,,,,,304080000.0,59408000.0,,,3843539000.0,1887469000.0,,539098706000.0,,,25117479000.0,,7943608000.0,6063677000.0,1879931000.0,356350119000.0,,,,,,,,,3974896000.0,6595839000.0,,,,,,,,586638000.0,,,720566000.0,,,,,,,,,,100553000.0,,,95182856000.0,,,,,267090000.0,,,,2754088000.0,499593732000.0,,4444444000.0,4999200000.0,,4999200000.0,3690747000.0,332479000.0,,,,2602924000.0,5699099000.0,,,17670390000.0,,,,39439283000.0,65691000.0,539098706000.0,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T20:38:04
20250331,,35000197000.0,,,,,1915164000.0,,,,3847664000.0,,,,,36771664000.0,20864747000.0,,,,,,,,,,260021252000.0,267653616000.0,8200206000.0,,,,,,,,,,,2896171000.0,,130244026000.0,21810731000.0,,,293723000.0,,,,,,13595000.0,245942000.0,,259537000.0,,,,,,,,300649000.0,59957000.0,,,3774191000.0,1664674000.0,,519724347000.0,,,23238088000.0,,2923125000.0,1085680000.0,1837445000.0,359583257000.0,,,,,,,,,4265926000.0,,,,,,,,,530451000.0,,,552349000.0,,,,,,,,,,108048000.0,,,93056680000.0,,,,,268022000.0,,,,1436122000.0,485962068000.0,,4444444000.0,,,,3690747000.0,-115217000.0,,,,2602924000.0,5699113000.0,,,17375167000.0,,,,33697178000.0,65101000.0,519724347000.0,定期报告,未审计,20250430,CNY,合并期末,2025-04-29T21:30:03
20241231,,24717555000.0,,,,,2587746000.0,,,,5261934000.0,,,,,37943478000.0,17333536000.0,,,,,,,,,,230272917000.0,237254098000.0,7512272000.0,,,,,,,,,,,2808814000.0,,135580380000.0,18043548000.0,,,300519000.0,,1323563000.0,1066252000.0,257311000.0,,13595000.0,257311000.0,,270906000.0,,,,,,,,307823000.0,64299000.0,,,3477320000.0,1399345000.0,,480370120000.0,,,17991802000.0,,2976625000.0,1076564000.0,1900061000.0,330014548000.0,,,,,,,,,4560569000.0,297015000.0,,,,,,,,683822000.0,,,483843000.0,,,,,,,,,,138228000.0,,,86646946000.0,,,,,271978000.0,,,,2832893000.0,446898269000.0,,4444444000.0,,,,3690747000.0,303769000.0,,,,2602924000.0,5699099000.0,,,16663174000.0,,,,33404157000.0,67694000.0,480370120000.0,定期报告,是,20260423,CNY,合并期末,2025-04-29T21:30:03
20240930,,23690669000.0,,,,,3409359000.0,,,,5411384000.0,,,,,35197855000.0,14269293000.0,,,,,,,,,,213764780000.0,220068714000.0,6733128000.0,,,,,,,,,,,2778817000.0,,138430405000.0,7020640000.0,,,289443000.0,,,,,,15447000.0,255963000.0,,271410000.0,,,,,,,,320676000.0,63140000.0,,,3306822000.0,1519262000.0,,449743955000.0,,,15289693000.0,,2569703000.0,1106247000.0,1463456000.0,322723066000.0,,,,,,,,,3636146000.0,2997227000.0,,,,,,,,515024000.0,,,265042000.0,,,,,,,,,,170798000.0,,,66245001000.0,,,,,280136000.0,,,,2350264000.0,417042100000.0,,4444444000.0,,,,3690747000.0,166898000.0,,,,2602924000.0,5108306000.0,,,16622449000.0,,,,32635768000.0,66087000.0,449743955000.0,定期报告,未审计,20241128,CNY,合并期末,2024-10-30T19:30:02
20240630,,23348621000.0,,,,,2208638000.0,,,,3827730000.0,,,,,34287937000.0,17446831000.0,,,,,,,,,,208943432000.0,214785581000.0,6290482000.0,,,,,,,,,,,2690661000.0,,142328294000.0,4276272000.0,,,198976000.0,,1318314000.0,1057586000.0,260728000.0,,14575000.0,260728000.0,,275303000.0,,,,,,,,317289000.0,64166000.0,,,3175724000.0,1872443000.0,,445262317000.0,,,5618561000.0,,2576524000.0,1112381000.0,1464143000.0,319516220000.0,,,,,,,,,2728883000.0,12167773000.0,,,,,,,,486264000.0,,,220131000.0,,,,,,,,,,144583000.0,,,66654402000.0,,,,,279183000.0,,,,2798339000.0,413190863000.0,,4444444000.0,,,,3690747000.0,126434000.0,,,,2602924000.0,5108306000.0,,,16032272000.0,,,,32005127000.0,66327000.0,445262317000.0,定期报告,未审计,20240830,CNY,合并期末,2024-08-29T20:20:05
20240331,,25376320000.0,,,,,2322734000.0,,,,3069602000.0,,,,,27510043000.0,15363208000.0,,,,,,,,,,211273729000.0,216664318000.0,5854824000.0,,,,,,,,,6684513000.0,141140445000.0,2591422000.0,,,,,44000.0,,,,,,,13941000.0,267019000.0,,280960000.0,,,,,,,,322173000.0,68866000.0,,,3181167000.0,1871119000.0,,441056345000.0,,,7268326000.0,,2894710000.0,1118852000.0,1775858000.0,306922516000.0,,,,,,,,60000.0,2671748000.0,14964657000.0,,,,,,,,455243000.0,,,294511000.0,,,,,,,,,,119458000.0,,,71081963000.0,,,,,285758000.0,,,,2446387000.0,409405337000.0,,4444444000.0,,,,3690747000.0,111283000.0,,,,2602924000.0,5108306000.0,,,15626930000.0,,,,31584634000.0,66374000.0,441056345000.0,定期报告,未审计,20240430,CNY,合并期末,2024-04-29T21:05:06
20231231,,25420649000.0,,,,,2104555000.0,,,,4410740000.0,,,,,28742857000.0,19060456000.0,,,,,,,,,,198002524000.0,202922010000.0,5383684000.0,,,,,,,,,4683169000.0,142702802000.0,2485167000.0,,142702802000.0,4532422000.0,,144000.0,150747000.0,,1313229000.0,1033900000.0,279329000.0,,10923000.0,279329000.0,,290252000.0,,,,,,,,340823000.0,72978000.0,,,3109395000.0,774851000.0,,432201362000.0,,,27243554000.0,,2938139000.0,1437087000.0,1501052000.0,302558036000.0,,,,,,,,138000.0,2857628000.0,67014000.0,,,,,,,,577869000.0,,,248077000.0,,,,,,,,,,175153000.0,,,63541701000.0,,,,,296714000.0,,,,771126000.0,401275149000.0,,4444444000.0,,,,3690747000.0,69922000.0,,,,2602924000.0,5108306000.0,,,14944302000.0,,,,30860645000.0,65568000.0,432201362000.0,定期报告,是,20250430,CNY,合并期末,2024-04-29T20:35:04
