报告日,经营活动产生的现金流量,销售商品、提供劳务收到的现金,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收到原保险合同保费取得的现金,收到再保险业务现金净额,保户储金及投资款净增加额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,回购业务资金净增加额,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,支付原保险合同赔付款项的现金,支付利息、手续费及佣金的现金,支付保单红利的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产所收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到的其他与投资活动有关的现金,减少质押和定期存款所收到的现金,处置可供出售金融资产净增加额,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,质押贷款净增加额,取得子公司及其他营业单位支付的现金净额,增加质押和定期存款所支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,期初现金及现金等价物余额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,2672986202.87,,,,,,,,,,,,9654610.35,2682640813.22,81165117.82,,,,,,388889199.19,316965275.49,574041895.21,1361061487.71,1321579325.51,,830171.87,,,,217661.0,,,1047832.87,28281701.27,1457185418.24,,,,,1485467119.51,-1484419286.64,,490000.0,490000.0,,,65603045.43,66093045.43,,8094899.93,8094899.93,436313.17,8531213.1,57561832.33,-1474263.44,-106752392.24,6260427064.26,,,,,6153674672.02,定期报告,未审计,20260428,CNY,合并期末,2026-04-27T16:42:03
20251231,,5935623636.89,,,,,,,,,,,124302797.55,47103734.17,6107030168.61,290973043.17,,,,,,935946130.99,573523608.33,1321481911.71,3121924694.2,2985105474.41,,386792204.09,83395815.39,1212119.71,,4932361.37,,,476332500.56,110742298.83,52137626.73,,,,,162879925.56,313452575.0,,,,,,1479683703.23,1479683703.23,,560556771.59,12343100.0,13480173.03,574036944.62,905646758.61,-2140010.96,4202064797.06,2057997510.53,6260062307.59,2057997510.53,,,6260062307.59,定期报告,是,20260427,CNY,合并期末,2026-04-26T15:54:05
20250930,,3796878336.3,,,,,,,,,,,124302797.55,27243748.4,3948424882.25,197782488.62,,,,,,726813452.47,356444678.88,816133989.44,2097174609.41,1851250272.84,,44761426.04,79946536.63,1038822.71,,2627622.66,,,128374408.04,98739909.67,48637626.73,,,,,147377536.4,-19003128.36,,,,,,1479911907.27,1479911907.27,,554191671.59,5978000.0,1199553.03,555391224.62,924520682.65,-456956.17,2756310870.96,2057997510.53,,,,,4814308381.49,定期报告,未审计,20251029,CNY,合并期末,2025-10-28T17:48:20
20250630,,1792355984.97,,,,,,,,,,,67378115.68,19209287.14,1878943387.79,115287396.77,,,,,,495608394.76,180045574.05,345239280.76,1136180646.34,742762741.45,,42525788.03,17330321.55,498907.71,,2304738.71,,,62659756.0,62643072.13,27607735.93,,,,,90250808.06,-27591052.06,,,,,,614818415.58,614818415.58,,262130480.22,5978000.0,732270.6,262862750.82,351955664.76,343014.19,1067470368.34,2057997510.53,3125467878.87,2057997510.53,,,3125467878.87,定期报告,未审计,20250828,CNY,合并期末,2025-08-27T21:00:09
20250331,,774958959.63,,,,,,,,,,,38627165.5,5167640.4,818753765.53,53587797.79,,,,,,302331727.65,78489842.45,166775674.14,601185042.03,217568723.5,,30044594.87,7869782.56,405472.0,,,,,38319849.43,35173194.75,26107735.93,,,,,61280930.68,-22961081.25,,,,,,,0.0,,0.0,0.0,451650.6,451650.6,-451650.6,325858.02,194481849.67,2057997510.53,,,,,2252479360.2,定期报告,未审计,20260428,CNY,合并期末,2025-04-29T19:22:06
20241231,,2997047251.02,,,,,,,,,,,154244439.51,51021667.56,3202313358.09,204232547.63,,,,,,881211002.58,268482207.38,814181388.57,2168107146.16,1034206211.93,,52551359.36,73153706.69,422280.88,,0.0,,,126127346.93,187380558.1,250300000.0,,,,,437680558.1,-311553211.17,,,,,,0.0,0.0,,428996613.88,11147500.0,113497403.09,542494016.97,-542494016.97,-145073.51,180013910.28,1877983600.25,2057997510.53,1877983600.25,,,2057997510.53,定期报告,是,20260427,CNY,合并期末,2025-04-24T22:12:06
20240930,,2174004727.38,,,,,,,,,,,118436867.38,33323314.2,2325764908.96,142874379.13,,,,,,683117967.93,190830535.49,574023144.27,1590846026.82,734918882.14,,33598320.48,73153706.69,408519.0,,0.0,,,107160546.17,125425855.77,250300000.0,,,,,375725855.77,-268565309.6,,,,,,0.0,0.0,,423160713.88,5311600.0,78082936.58,501243650.46,-501243650.46,-1790320.79,-36680398.71,1877983600.25,,,,,1841303201.54,定期报告,未审计,20251029,CNY,合并期末,2024-10-30T19:25:03
20240630,,1434365620.8,,,,,,,,,,,80028509.05,18848575.91,1533242705.76,87931647.67,,,,,,466952238.62,138003211.01,375367031.23,1068254128.53,464988577.23,,14748531.27,72491577.8,405323.0,,0.0,,,87645432.07,74676441.84,20000000.0,,,,,94676441.84,-7031009.77,,,,,,0.0,0.0,,158257533.94,5311600.0,36128906.3,194386440.24,-194386440.24,-1215218.24,262355908.98,1877983600.25,2140339509.23,1877983600.25,,,2140339509.23,定期报告,未审计,20250828,CNY,合并期末,2024-08-29T19:05:18
20240331,,705815995.85,,,,,,,,,,,48144004.03,10138339.01,764098338.89,38363937.67,,,,,,291126060.53,73188009.19,95114860.17,497792867.56,266305471.33,,0.0,0.0,0.0,,,,,0.0,35877615.02,24190000.0,,,,,60067615.02,-60067615.02,,,,,,,0.0,,5311600.0,5311600.0,30822756.29,36134356.29,-36134356.29,-787186.26,169316313.76,1877983600.25,,,,,2047299914.01,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T20:35:06
20231231,,3036716503.72,,,,,,,,,,,138190137.37,50755871.03,3225662512.12,194354668.27,,,,,,794585404.19,234163772.63,877486523.25,2100590368.34,1125072143.78,,16951570.74,76085380.3,245515.0,,,,,93282466.04,88632824.0,319736401.68,,,,0.0,408369225.68,-315086759.64,,,,,,,0.0,,557871071.59,6708100.0,101829055.97,659700127.56,-659700127.56,614767.63,150900024.21,1727083576.04,1877983600.25,1727083576.04,,,1877983600.25,定期报告,是,20250425,CNY,合并期末,2024-04-29T20:35:06
