报告日,营业总收入,营业收入,净利息收入,利息收入,利息支出,手续费及佣金净收入_中间业务,手续费及佣金收入_中间业务,手续费及佣金支出_中间业务,中间业务净收入,中间业务收入,中间业务支出,委托管理资产业务净收入,净交易收入,衍生产品业务收入,汇兑收益,租赁收益,投资收益,对联营公司的投资收益,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益,其他业务收入,资产处置收益,其他收益,营业总成本,营业成本,营业税金及附加,销售费用,管理费用,财务费用,研发费用,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,不良资产处置损失专项准备,其他业务成本,营业利润,加：营业外收入,非流动资产处置利得,加：营业外支出,非流动资产处置损失,利润总额,减：所得税,含少数股东损益的净利润,持续经营净利润,终止经营净利润,少数股东损益,归属于母公司所有者的净利润,加:年初未分配利润,其他因素调整,可供分配的利润,盈余公积转入,一般风险准备转入,减:提取法定盈余公积,提取法定公益金,提取一般风险准备,提取信托赔偿准备金,提取职工奖福基金,盈余公积补亏,应付永续债利息,其他,可供股东分配的利润,减:应付优先股股利,提取任意盈余公积,应付普通股股利,转作股本的普通股股利,未分配利润,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能重分类进损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下重分类进损益的其他综合收益,可供出售金融资产公允价值变动损益,持有至到期投资重分类为可供出售金融资产损益,其他债权投资公允价值变动,现金流量套期储备,金融资产重分类计入其他综合收益的金额,现金流量套期损益的有效部分,其他债权投资信用减值准备,外币财务报表折算差额,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,433131272.91,433131272.91,193121318.7,203374202.4,10252883.7,187354775.03,,10252883.7,,,,,,,-14488164.74,,107405829.36,-341054.86,,-6580419.31,-44740276.33,10436757.39,,621452.81,197176674.2,197176674.2,2451004.02,,,,4320758.66,208198515.93,32553.21,-23301054.58,,,485663.18,235954598.71,197356.73,,365833.64,,235786121.8,30355355.29,205430766.51,205430766.51,,667808.5,204762958.01,,,,,,,,,,,,,,,,,,,,-43472417.38,-43502674.3,1360249.69,,,1360249.69,,-44862923.99,,,,,,,,,-44862923.99,30256.92,161958349.13,161260283.71,698065.42,0.29,0.29,定期报告,未审计,20260421,CNY,合并期末,2026-04-20T19:41:21
20251231,1387505298.61,1387505298.61,572342545.91,610728025.39,38385479.48,605559604.3,,38385479.48,,,,,,,-1474958.3,,115977064.12,-4641.98,,-4711003.73,38274710.26,60256067.84,39469.25,1241798.96,837657149.24,837657149.24,7161362.51,,,,20958514.99,754741273.33,-299624.02,27591154.99,,,12110729.69,549848149.37,771224.23,,5311126.35,,545308247.25,58649251.11,486658996.14,486658996.14,,395879.48,486263116.66,1946854188.06,,2433117304.72,,,4556728.17,,10225841.77,,,,,,2418334734.78,,,45933234.08,,2372401500.7,-59932195.67,-59927018.33,-5614712.5,,,-5614712.5,,-54312305.83,,,,,,,,,-54312305.83,-5177.34,426726800.47,426336098.33,390702.14,0.8,0.8,定期报告,是,20260328,CNY,合并期末,2026-03-27T21:49:39
20250930,940558845.01,940558845.01,400376504.37,427083255.06,26706750.69,429389766.88,,26706750.69,,,,,,,2161548.81,,139492114.43,143806.91,,-14898685.97,-53729060.05,36666337.46,314569.38,785749.7,545470903.6,545470903.6,5429438.87,,,,14307449.21,496250760.18,-278301.05,8869381.61,,,9057447.84,395087941.41,331834.56,,1638633.73,,393781142.24,41944288.73,351836853.51,351836853.51,,388481.12,351448372.39,,,,,,,,,,,,,,,,,,,,-26074548.87,-26105269.9,2164698.12,,,2164698.12,,-28269968.02,,,,,,,,,-28269968.02,30721.03,325762304.64,325343102.49,419202.15,0.58,0.58,定期报告,未审计,20251024,CNY,合并期末,2025-10-23T18:19:12
20250630,1100653087.93,1100653087.93,253289141.97,273197812.87,19908670.9,234539322.17,,19908670.9,,,,,,,9161337.94,,129887242.08,175116.83,,-6156986.2,-45715569.43,524577749.24,336357.85,734492.31,841914234.22,841914234.22,2984691.03,,,,9233522.01,315250292.22,-201236.49,-3681820.31,,,512635159.88,258738853.71,322727.69,,1611595.98,,257449985.42,26122011.64,231327973.78,231327973.78,,74353.73,231253620.05,1946854188.06,,2178107808.11,,,,,2436779.14,,,,,,2175671028.97,,,45933234.08,,2129737794.89,-18376435.57,-18407268.35,5375453.99,,,5375453.99,,-23782722.34,,,,,,,,,-23782722.34,30832.78,212951538.21,212846351.7,105186.51,0.38,0.38,定期报告,未审计,20250819,CNY,合并期末,2025-08-18T21:59:15
20250331,269602813.94,269602813.94,143051733.44,152552594.78,9500861.34,106600666.42,,9500861.34,,,,,,,717660.28,,13457247.01,67729.76,,-6609141.53,2515747.43,9034718.5,228386.87,605795.52,172843128.76,172843128.76,1438441.9,,,,4023427.17,156418918.42,-32832.76,7098044.97,,,1446711.73,96759685.18,314300.07,,291101.12,,96782884.13,10850720.87,85932163.26,85932163.26,,193891.06,85738272.2,,,,,,,,,,,,,,,,,,,,-6453466.15,-6334748.02,2674346.85,,,2674346.85,,-9009094.87,,,,,,,,,-9009094.87,-118718.13,79478697.11,79403524.18,75172.93,0.14,0.14,定期报告,未审计,20260421,CNY,合并期末,2025-04-21T17:23:05
20241231,1354269039.13,1354269039.13,681800057.98,726092203.51,44292145.53,542397268.38,,44292145.53,,,,,,,-8145465.32,,104284901.18,-573973.16,,-2498639.07,-23878913.69,58789163.27,153246.75,1367419.65,836275300.24,836275300.24,8864048.72,,,,34058581.9,729648082.22,-1562186.7,19500947.62,,,30832573.83,517993738.89,7646870.61,,3981901.96,,521658707.54,63622118.23,458036589.31,458036589.31,,64245.42,457972343.89,1542273646.27,,2000245990.16,,,3605447.48,,9522005.68,,,,,,1987118537.0,,,40264348.94,,1946854188.06,44247873.18,44268602.25,1486936.82,,,1486936.82,,42781665.43,,,,,,,,,42781665.43,-20729.07,502284462.49,502240946.14,43516.35,0.75,0.75,定期报告,是,20260328,CNY,合并期末,2025-03-10T22:01:23
20240930,1025308704.77,1025308704.77,519845439.76,572695813.17,52850373.41,399534746.03,,52850373.41,,,,,,,-2533246.31,,-77301624.44,-427851.66,,32076793.19,110642972.69,41927470.91,154059.46,962093.48,611033027.6,611033027.6,6249898.6,,,,26376659.82,521734516.18,-1747410.53,19243220.12,,,27673647.02,414275677.17,3885880.86,,3212201.61,,414949356.42,56429391.2,358519965.22,358519965.22,,189178.41,358330786.81,,,,,,,,,,,,,,,,,,,,-1873027.59,-1870602.59,2740089.29,,,2740089.29,,-4610691.88,,,,,,,,,-4610691.88,-2425.0,356646937.63,356460184.22,186753.41,0.59,0.59,定期报告,未审计,20251024,CNY,合并期末,2024-10-18T17:21:15
20240630,2637505189.71,2637505189.71,350793017.96,378539096.67,27746078.71,272347661.41,,27746078.71,,,,,,,-3835591.12,,-73560760.14,-305241.68,,8968282.76,86110190.11,1995750713.28,154059.46,777615.99,2367466343.92,2367466343.92,3863175.32,,,,18064023.61,338129853.79,-1198030.92,21617787.08,,,1979045630.58,270038845.79,3862782.66,,2697404.93,,271204223.52,40727550.43,230476673.09,230476673.09,,292915.41,230183757.68,1542273646.27,,1772457403.95,,,,,3107946.75,,,,,,1769349457.2,,,40264348.94,,1729085108.26,22972700.19,22955839.79,103463.02,,,103463.02,,22852376.77,,,,,,,,,22852376.77,16860.4,253449373.28,253139597.47,309775.81,0.38,0.38,定期报告,未审计,20250819,CNY,合并期末,2024-08-16T17:46:07
20240331,992083545.23,992083545.23,179954400.63,196834307.21,16879906.58,136849177.22,,16879906.58,,,,,,,-1282320.02,,-144607619.21,-186253.66,,13243253.17,114175888.1,693164662.69,-13912.57,600015.22,894177844.2,894177844.2,1821418.18,,,,5589996.89,172418391.74,-974433.26,20084593.2,,,691163715.05,97905701.03,219915.31,,28781.86,,98096834.48,12707637.7,85389196.78,85389196.78,,-234563.0,85623759.78,,,,,,,,,,,,,,,,,,,,14957301.58,14926671.03,,,,,,14926671.03,,,,,,,,,14926671.03,30630.55,100346498.36,100550430.81,-203932.45,0.14,0.14,定期报告,未审计,20250422,CNY,合并期末,2024-04-19T17:31:07
20231231,6246526290.98,6246526290.98,545375377.75,605166214.37,59790836.62,611659285.95,,59790836.62,,,,,,,-1684298.36,,175381902.33,-374420.05,,-61257076.21,-73517633.69,5036954654.52,557335.93,13056742.76,5759978026.02,5759978026.02,8654265.61,,,,42573676.54,706888328.39,716538.31,10346293.45,,,4969262410.03,486548264.96,881689.36,,38992717.22,,448437237.1,45615325.13,402821911.97,402821911.97,,966970.69,401854941.28,1206501834.81,,1608356776.09,,,12884053.75,,19035386.06,,,,,,1576437336.28,,,34163690.01,,1542273646.27,19132950.3,19127089.74,,,,,,19127089.74,,,,,,,,,19127089.74,5860.56,421954862.27,420982031.02,972831.25,0.66,0.66,定期报告,是,20250311,CNY,合并期末,2024-03-08T20:01:04
