报告日,营业总收入,营业收入,净利息收入,利息收入,利息支出,手续费及佣金净收入_中间业务,手续费及佣金收入_中间业务,手续费及佣金支出_中间业务,中间业务净收入,中间业务收入,中间业务支出,委托管理资产业务净收入,净交易收入,衍生产品业务收入,汇兑收益,租赁收益,投资收益,对联营公司的投资收益,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益,其他业务收入,资产处置收益,其他收益,营业总成本,营业成本,营业税金及附加,销售费用,管理费用,财务费用,研发费用,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,不良资产处置损失专项准备,其他业务成本,营业利润,加：营业外收入,非流动资产处置利得,加：营业外支出,非流动资产处置损失,利润总额,减：所得税,含少数股东损益的净利润,持续经营净利润,终止经营净利润,少数股东损益,归属于母公司所有者的净利润,加:年初未分配利润,其他因素调整,可供分配的利润,盈余公积转入,一般风险准备转入,减:提取法定盈余公积,提取法定公益金,提取一般风险准备,提取信托赔偿准备金,提取职工奖福基金,盈余公积补亏,应付永续债利息,其他,可供股东分配的利润,减:应付优先股股利,提取任意盈余公积,应付普通股股利,转作股本的普通股股利,未分配利润,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能重分类进损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下重分类进损益的其他综合收益,可供出售金融资产公允价值变动损益,持有至到期投资重分类为可供出售金融资产损益,其他债权投资公允价值变动,现金流量套期储备,金融资产重分类计入其他综合收益的金额,现金流量套期损益的有效部分,其他债权投资信用减值准备,外币财务报表折算差额,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20230930,4848452662.56,4848452662.56,414952891.71,459446223.73,44493332.02,441214860.21,,44493332.02,,,,,,,-3032996.73,,180128469.76,-306100.6,,-69444559.62,-106122228.04,3980249417.92,62138.87,10444668.48,4504778209.61,4504778209.61,5863590.97,,,,30866932.77,487695236.72,3945081.66,42762725.35,,,3918195990.19,343674452.95,872021.38,,3400519.85,,341145954.48,42984719.1,298161235.38,298161235.38,,-266130.17,298427365.55,,,,,,,,,,,,,,,,,,,,41310649.45,41283474.83,,,,,,41283474.83,,,,,,,,,41283474.83,27174.62,339471884.83,339710840.38,-238955.55,0.49,0.49,定期报告,未审计,20241019,CNY,合并期末,2023-10-17T16:16:03
20230630,3145282203.41,3145282203.41,267283926.19,294986969.08,27703042.89,286055351.78,,27703042.89,,,,,,,-2440557.26,,137676532.83,-339451.77,,-51938088.93,-108849270.07,2607034092.24,62138.87,10398077.76,2949944181.32,2949944181.32,3695129.85,,,,20164080.58,311139925.79,3945081.66,34676104.73,,,2566087824.55,195338022.09,871550.33,,2716435.27,,193493137.15,25184396.0,168308741.15,168308741.15,,-44658.56,168353399.71,1206501834.81,,1374855234.52,,,,,2761626.86,,,,,,1372093607.66,,,34163690.01,,1337929917.65,45794508.55,45764309.34,,,,,,45764309.34,,,,,,,,,45764309.34,30199.21,214103249.7,214117709.05,-14459.35,0.28,0.28,定期报告,未审计,20250819,CNY,合并期末,2023-08-18T16:36:04
20230331,1383698321.71,1383698321.71,128401750.83,140172116.7,11770365.87,129502817.04,,11770365.87,,,,,,,4599404.47,,148534216.09,-212053.08,,-16277316.97,-165512268.66,1147630196.54,,6819522.37,1311758350.68,1311758350.68,1655465.76,,,,8719345.03,160678237.49,-93750.0,25281151.61,,,1110890446.52,71939971.03,416755.04,,1101379.69,,71255346.38,8742513.54,62512832.84,62512832.84,,185309.39,62327523.45,,,,,,,,,,,,,,,,,,,,-12783559.47,-12819365.36,,,,,,-12819365.36,,,,,,,,,-12819365.36,35805.89,49729273.37,49508158.09,221115.28,0.1,0.1,定期报告,未审计,20240420,CNY,合并期末,2023-04-24T16:01:06
20221231,6822727861.85,6822727861.85,326537646.29,365951554.81,39413908.52,498038381.62,,39413908.52,,,,,,,-10614373.28,,-49357311.71,-495378.8,,14084017.39,131649868.55,5903321707.25,14425.51,9053500.23,6527179013.24,6527179013.24,14584392.0,,,,43221546.37,579101295.21,639480.92,-2816681.27,,,5874430788.22,295548848.61,4380734.04,,5096187.83,,294833394.82,48920928.45,245912466.37,245912466.37,,-147198.66,246059665.03,1016517411.93,,1262577076.96,,,13857040.87,,17815565.56,,,,,,1230904470.53,,,24402635.72,,1206501834.81,57402119.18,57266477.9,,,,,,57266477.9,,,,,,,,,57266477.9,135641.28,303314585.55,303326142.93,-11557.38,0.4033,0.4033,定期报告,是,20240309,CNY,合并期末,2024-03-08T20:01:04
20220930,5210258454.96,5210258454.96,212923185.47,237991142.16,25067956.69,392504719.54,,25067956.69,,,,,,,-11559451.35,,-190763812.34,-354233.45,,24573798.51,219986011.56,4560257622.56,11063.97,2325317.04,5036207340.83,5036207340.83,12416238.41,,,,32630990.92,418857169.67,-7193.6,18332204.73,,,4539335091.91,174051114.13,637855.23,,3354441.63,,171334527.73,39196445.07,132138082.66,132138082.66,,211196.55,131926886.11,,,,,,,,,,,,,,,,,,,,66159616.39,66122654.39,,,,,,66122654.39,,,,,,,,,66122654.39,36962.0,198297699.05,198049540.5,248158.55,0.22,0.22,定期报告,未审计,20231018,CNY,合并期末,2022-10-27T15:41:03
20220630,3411192353.14,3411192353.14,130741666.9,143763421.94,13021755.04,251254288.52,,13021755.04,,,,,,,-7753762.22,,-205953659.63,-776160.88,,13135562.38,217561355.0,3010735729.16,12389.38,1458783.65,3302509586.27,3302509586.27,10660575.22,,,,21264011.45,263345579.05,1383.64,14634850.84,,,2983107277.58,108682766.87,408481.45,,2803793.52,,106287454.8,30660734.02,75626720.78,75626720.78,,341791.49,75284929.29,1016517411.93,,1091802341.22,,,,,1618614.39,,,,,,1090183726.83,,,24402635.72,,1065781091.11,30628297.21,30595684.5,,,,,,30595684.5,,,,,,,,,30595684.5,32612.71,106255017.99,105880613.79,374404.2,0.12,0.12,定期报告,未审计,20230819,CNY,合并期末,2022-08-19T16:01:02
20220331,1539041197.7,1539041197.7,62476448.73,68243119.79,5766671.06,140529131.54,,5766671.06,,,,,,,589632.85,,-163065517.9,-47120.24,,,141234003.08,1356736753.9,12389.38,528356.12,1497771238.89,1497771238.89,8064344.14,,,,7474230.83,137522048.34,-3783.69,4461919.57,,,1334762602.0,41269958.81,336627.91,,2694881.03,,38911705.69,10093530.24,28818175.45,28818175.45,,710200.36,28107975.09,,,,,,,,,,,,,,,,,,,,-2486813.19,-2505331.72,,,,,,-2505331.72,,,,,,,,,-2505331.72,18518.53,26331362.26,25602643.37,728718.89,0.0461,0.0461,定期报告,未审计,20230425,CNY,合并期末,2022-04-28T16:36:05
20211231,10514796719.55,10514796719.55,240168500.39,266709113.8,26540613.41,511047694.06,,26540613.41,,,,,,,7435626.35,,79701433.44,-3342715.42,,62107616.81,-19938884.72,9630936367.27,,3338365.95,10175778454.44,10175778454.44,8506155.91,,,,21743607.88,586440756.35,-143418.07,8902042.97,,,9529983779.38,339018265.11,142423.13,,6549283.27,,332611404.97,90008672.23,242602732.74,242602732.74,,-995833.67,243598566.41,826399273.2,,1069997839.61,,,29358781.19,,31935197.48,,,,,,1008703860.94,,,,,1016517411.93,-22360902.21,-21963798.69,1783869.35,,,1783869.35,,-23747668.04,,,,,,,,,-23747668.04,-397103.52,220241830.53,221634767.72,-1392937.19,0.4043,0.4043,定期报告,是,20230311,CNY,合并期末,2022-03-14T17:41:02
20210930,6876614310.04,6876614310.04,167404515.11,189010520.29,21606005.18,361158314.53,,21606005.18,,,,,,,4253404.59,,55234673.02,-712338.64,,,-1871310.11,6289452947.77,-748.82,982513.95,6647378780.83,6647378780.83,3221150.15,,,,14170536.37,431600062.23,,12673611.47,,,6171404848.2,229235529.21,250461.75,,3163472.54,,226322518.42,56463868.6,169858649.82,169858649.82,,-716112.2,170574762.02,,,,,,,,,,,,,,,,,,,,-10704371.53,-10720245.35,361421.72,,,361421.72,,-11081667.07,,,,,,,,,-11081667.07,15873.82,159154278.29,159854516.67,-700238.38,0.28,0.28,定期报告,未审计,20221028,CNY,合并期末,2021-10-20T16:11:04
20210630,4243454718.72,4243454718.72,105447711.17,120754847.39,15307136.22,218421370.28,,15307136.22,,,,,,,3398171.92,,3239484.23,-785317.19,,,-10728468.57,3922912103.66,-748.82,765094.85,4121769517.93,4121769517.93,2349013.78,,,,9989416.23,271185980.67,,4170727.67,,,3825564519.67,121685200.79,163382.67,,3020900.73,,118827682.73,32769884.08,86057798.65,86057798.65,,-423802.45,86481601.1,826399273.2,,912880874.3,,,,,943109.19,,,,,,911937765.11,,,,,911937765.11,-9177615.88,-9165364.85,700479.55,,,700479.55,,-9865844.4,,,,,,,,,-9865844.4,-12251.03,76880182.77,77316236.25,-436053.48,0.15,0.15,定期报告,未审计,20220820,CNY,合并期末,2022-08-19T16:01:02
20210331,2015357802.16,2015357802.16,49889714.13,55837081.13,5947367.0,102133451.97,,5947367.0,,,,,,,802410.84,,-51749373.12,-480442.87,,,22221576.02,1891406578.55,,653443.77,1965807242.01,1965807242.01,1078354.42,,,,5170615.25,119184657.27,,40142.74,,,1836216015.58,49550560.15,68823.14,,1243716.71,,48375666.58,14185655.6,34190010.98,34190010.98,,-516996.11,34707007.09,,,,,,,,,,,,,,,,,,,,3380792.14,3609330.04,133806.4,,,133806.4,,3475523.64,,,,,,,,,3475523.64,-228537.9,37570803.12,38316337.13,-745534.01,0.0598,0.0598,定期报告,未审计,20220429,CNY,合并期末,2021-04-27T16:46:03
20201231,9915230244.26,9915230244.26,167005604.0,215490710.7,48485106.7,369831066.19,,48485106.7,,,,,,,962276.88,,184513477.9,-546840.25,,,41476282.48,9141992608.2,14789.06,9434139.55,9794366803.93,9794366803.93,3855489.51,,,,21186657.74,489084325.71,6108918.87,11216703.6,,,9249217363.77,120863440.33,8370169.04,,2045280.83,,127188328.54,34596682.86,92591645.68,92591645.68,,-1581767.41,94173413.09,783836814.54,,878010227.63,,,10293249.22,,13477705.21,,,,,,854239273.2,,,27840000.0,,826399273.2,-36867650.92,-36994270.32,1914200.24,,,1914200.24,,-38908470.56,,,,,,,,,-38908470.56,126619.4,55723994.76,57179142.77,-1455148.01,0.1624,0.1624,定期报告,是,20220315,CNY,合并期末,2021-03-15T18:01:02
20200930,7825629032.21,7825629032.21,141490246.03,183300194.52,41809948.49,278849085.19,,41809948.49,,,,,,,-703370.69,,197260226.43,-145869.16,,,20740298.39,7181404017.68,,6588529.18,7739393629.57,7739393629.57,3174322.77,,,,,362795578.94,-1220168.79,6475338.19,,,7358336387.45,86235402.64,8083741.45,,1204803.57,,93114340.52,26807019.01,66307321.51,66307321.51,,-910426.11,67217747.62,,,,,,,,,,,,,,,,,,,,-3103496.32,-3346300.2,3275085.11,,,3275085.11,,-6621385.31,,,,,,,,,-6621385.31,242803.88,63203825.19,63871447.42,-667622.23,0.1191,0.1191,定期报告,未审计,20211021,CNY,合并期末,2020-10-29T17:06:03
20200630,5318573474.07,5318573474.07,75939427.0,105429504.82,29490077.82,162713735.47,,29490077.82,,,,,,,-2501512.91,,213388439.75,-135979.8,,,46736420.42,4816542305.79,,5754658.55,5275786028.46,5275786028.46,2199020.52,,,,,224079118.13,-1090651.43,5879979.3,,,5039114986.02,42787445.61,4943751.39,,1018595.34,,46712601.66,14100383.38,32612218.28,32612218.28,,-644378.97,33256597.25,783836814.54,,817093411.79,,,,,1508249.98,,,,,,815585161.81,,,27840000.0,,787745161.81,14229069.7,13910772.59,3053587.13,,,3053587.13,,10857185.46,,,,,,,,,10857185.46,318297.11,46841287.98,47167369.84,-326081.86,0.06,0.06,定期报告,未审计,20210817,CNY,合并期末,2021-08-16T17:31:03
20200331,2556776759.07,2556776759.07,39397488.42,54845286.69,15447798.27,79857441.74,,15447798.27,,,,,,,5494.48,,171844980.79,-31465.37,,,128377932.34,2135226729.7,,2066691.6,2446924708.82,2446924708.82,847368.62,,,,,111259790.29,76168679.53,350860.19,,,2255632570.77,109852050.25,3052670.07,,75796411.51,,37108308.81,6061414.7,31046894.11,31046894.11,,-309845.83,31356739.94,,,,,,,,,,,,,,,,,,,,8277072.54,8163612.54,1460930.72,,,1460930.72,,6702681.82,,,,,,,,,6702681.82,113460.0,39323966.65,39520352.48,-196385.83,0.05,0.05,定期报告,未审计,20210428,CNY,合并期末,2020-04-28T01:21:03
20191231,9537526165.45,9537526165.45,169316390.23,222744558.44,53428168.21,219614003.45,,53428168.21,,,,,,,-2288939.88,,159587066.42,,,,-5357859.57,8978029847.43,-111157.22,18736814.59,9421724003.7,9421724003.7,2369725.53,,,,,454762357.27,1220168.79,6629010.35,,,8947601066.63,115802161.75,560283.22,,2029437.89,,114333007.08,34762869.59,79570137.49,79570137.49,,76931.83,79493205.66,718852229.86,,798345435.52,,,5779525.1,,8729095.88,,,,,,783836814.54,,,,,783836814.54,13516417.03,13445293.67,1803886.39,,,1803886.39,,11641407.28,,,,,,,,,11641407.28,71123.36,93086554.52,92938499.33,148055.19,0.149,0.149,定期报告,是,20210316,CNY,合并期末,2021-03-15T18:01:02
20190930,7639659688.24,7639659688.24,126144815.87,168481257.41,42336441.54,200789196.76,,42336441.54,,,,,,,-754928.03,,122020521.79,5615.72,,,11577615.35,7171097704.95,,8784761.55,7527210110.9,7527210110.9,1779680.93,,,,,335486178.53,12965412.95,-2980028.85,,,7173481957.12,112449577.34,1109013.79,,4594059.27,,108964531.86,28232634.02,80731897.84,80731897.84,,-318581.18,81050479.02,,,,,,,,,,,,,,,,,,,,21276289.8,21568580.96,-1279919.18,,,-1279919.18,,22848500.14,,,,,,,,,22848500.14,-292291.16,102008187.64,102619059.98,-610872.34,0.1566,0.1566,定期报告,未审计,20201030,CNY,合并期末,2020-03-16T08:21:11
20190630,3813598482.74,3813598482.74,82566066.24,95349823.33,12783757.09,102006198.22,102006198.22,12783757.09,,,,,,,-2060859.23,,100146460.51,,,,10478748.24,3515326700.51,,5135168.25,3739080360.3,3739080360.3,1311914.15,,,,,221935980.65,3865264.57,-1455249.77,,,3509930851.43,74518122.44,503163.67,,4496701.84,,70524584.27,18129839.96,52394744.31,52394744.31,,-225380.79,52620125.1,718852229.86,,771472354.96,,,,,1483914.26,,,,,,769988440.7,,,,,769988440.7,4487668.72,4438034.74,1073434.96,,,1073434.96,,3364599.78,,,,,,,,,3364599.78,49633.98,56882413.03,57058159.84,-175746.81,0.1,0.1,定期报告,是,20200828,CNY,合并期末,2020-03-16T08:21:11
20190331,1617950048.62,1617950048.62,43390873.25,56308532.29,12856242.06,45914895.78,,12856242.06,,,,,,,602460.89,,30090429.32,,,,5287635.22,1487663754.16,,5000000.0,1580409837.25,1580409837.25,535135.75,,,,,105125509.13,,,4336486.09,,1468855985.68,37540211.37,431072.17,,2727971.92,,35243311.62,7123554.86,28119756.76,28119756.76,,-78361.7,28198118.46,,,,,,,,,,,,,,,,,,,,-12416693.68,-12452512.65,37345.99,,,37345.99,,-12489858.64,,,,,,,,,-12489858.64,35818.97,15703063.08,15745605.81,-42542.73,0.06,0.06,定期报告,未审计,20200428,CNY,合并期末,2020-04-28T01:21:03
20181231,4587419310.87,4587419310.87,232417518.69,269052727.35,36635208.66,248453497.01,248453497.01,36635208.66,,,,,,,967835.79,,216790747.81,,,,-131586244.1,4012024880.79,,8351074.88,4421539238.48,4421539238.48,1932054.97,,,,,433838851.07,-10006853.86,,,,3986232187.83,165880072.39,81311.5,,2379565.19,,163581818.7,39945341.89,123636476.81,123636476.81,,-252371.21,123888848.02,610275857.09,,734164705.11,,,7034739.27,,7964285.93,,,,,,719165679.91,,,,,719165679.91,23504932.56,23443507.41,,,,,,23443507.41,,-588999.37,,,,,,,24032506.78,61425.15,147141409.37,147332355.43,-190946.06,0.2429,0.2429,定期报告,是,20200314,CNY,合并期末,2020-03-16T08:21:11
20180930,2791440668.44,2791440668.44,180596695.7,209757779.94,29161084.24,197908506.82,,29161084.24,,,,,,,,,166030599.08,,,,-119308524.5,2359767799.09,,6445592.25,2696163364.46,2696163364.46,1161073.33,,,,,358814691.07,2703985.44,,,,2333483614.62,95277303.98,1296067.3,,538103.95,,96035267.33,25338608.47,70696658.86,70696658.86,,-274653.83,70971312.69,,,,,,,,,,,,,,,,,,,,20189366.52,20412941.05,,,,,,20412941.05,,-5940019.94,,,,,,,26352960.99,-223574.53,90886025.38,91384253.74,-498228.36,0.1392,0.1392,定期报告,未审计,20191028,CNY,合并期末,2020-03-16T08:21:11
20180630,1851976801.25,1571220600.31,,126233837.52,2906691.48,,113049694.72,2906691.48,,,,,,,1573300.25,,157186666.49,,,,-124671321.28,1571220600.31,,7384023.24,1793017522.87,1552457251.67,968114.06,227629080.02,,,,,4707118.85,,,,1552457251.67,58959278.38,93901.55,,2895984.9,,56157195.03,14556562.69,41600632.34,41600632.34,,-111152.21,41711784.55,,,,,,,,,,,,,,,,,,,,3630357.95,,,,,,,,,,,,,,,,,,45230990.29,45317802.21,-86811.92,0.08,0.08,其他,未审计,20180831,CNY,合并期末,2020-03-16T08:21:11
20171231,2041905584.45,2041905584.45,282001542.97,,,332049751.2,332049751.2,,,,,,,,1829138.39,,-35855042.98,,,,141395407.78,1304730989.43,2077876.7,13675920.96,1795812715.75,1795812715.75,1678466.9,,,,,471107997.6,29898447.51,,,,1278607325.47,246092868.7,129403.55,,2346403.9,,243875868.35,66403372.81,177472495.54,177472495.54,,-1220828.72,178693324.26,459135909.31,,637829233.57,,,13756366.51,,13797009.97,,,,,,610275857.09,,,,,610275857.09,-32101288.47,-32236909.14,,,,,,-32236909.14,,128835.25,,,,,,,-32365744.39,135620.67,145371207.07,146456415.12,-1085208.05,0.35,0.35,招股说明书/意向书,是,20190813,CNY,合并期末,2020-03-16T08:21:11
20170630,472691068.23,472691068.23,132937455.29,,,164147578.26,,,,,,,,,1466512.16,,-49985093.75,,,,76643078.89,136113475.16,,11368062.22,373567264.16,373567264.16,763590.69,,,,,224152343.82,11477418.98,,,,129253176.3,99123804.07,2797095.35,,2445859.83,,99475039.59,18742851.73,80732187.86,,,-1137432.57,81869620.43,,,,,,,,,,,,,,,,,,,,-15136576.78,-15209994.82,,,,,,-15209994.82,,-734435.03,,,,,,,-14475559.79,73418.04,65595611.08,66659625.61,-1064014.53,0.16,0.16,其他,未审计,20170901,CNY,合并期末,2020-03-16T08:21:11
