报告日,流动资产,货币资金,结算备付金,拆出资金,交易性金融资产,买入返售金融资产,衍生金融资产,应收票据及应收账款,应收票据,应收账款,应收款项融资,预付款项,应收股利,应收利息,应收保费,应收分保账款,应收分保合同准备金,应收出口退税,应收补贴款,应收保证金,内部应收款,其他应收款,其他应收款(合计),存货,划分为持有待售的资产,待摊费用,待处理流动资产损益,一年内到期的非流动资产,其他流动资产,流动资产合计,非流动资产,发放贷款及垫款,债权投资,其他债权投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,可供出售金融资产,长期股权投资,投资性房地产,长期应收款,其他权益工具投资,其他非流动金融资产,其他长期投资,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,在建工程合计,在建工程,工程物资,固定资产净额,固定资产清理,固定资产及清理合计,生产性生物资产,公益性生物资产,油气资产,合同资产,使用权资产,无形资产,开发支出,商誉,长期待摊费用,股权分置流通权,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,流动负债,短期借款,向中央银行借款,吸收存款及同业存放,拆入资金,交易性金融负债,衍生金融负债,应付票据及应付账款,应付票据,应付账款,预收款项,合同负债,卖出回购金融资产款,应付手续费及佣金,应付职工薪酬,应交税费,应付利息,应付股利,应付保证金,内部应付款,其他应付款,其他应付款合计,其他应交款,担保责任赔偿准备金,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,国际票证结算,国内票证结算,预提费用,预计流动负债,应付短期债券,划分为持有待售的负债,一年内的递延收益,一年内到期的非流动负债,其他流动负债,流动负债合计,非流动负债,长期借款,应付债券,应付债券：优先股,应付债券：永续债,租赁负债,长期应付职工薪酬,长期应付款,长期应付款合计,专项应付款,预计非流动负债,长期递延收益,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,所有者权益,实收资本(或股本),其他权益工具,优先股,永续债,资本公积,减:库存股,其他综合收益,专项储备,盈余公积,一般风险准备,未确定的投资损失,未分配利润,拟分配现金股利,外币报表折算差额,归属于母公司股东权益合计,少数股东权益,所有者权益(或股东权益)合计,负债和所有者权益(或股东权益)总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,136289503.19,,,,,,586613663.52,2559155.0,584054508.52,3037473.37,1706656.42,,,,,,,,,,,21765161.62,38857416.57,,,,31264972.69,26827429.34,1020933395.63,,,,,,,,53610307.2,10767118.04,,1000000.0,,,,,,,31210799.61,,,,,159373483.81,,,,174571118.91,806365.18,39021934.3,,,535926.35,,20804877.1,723687698.72,1040818510.31,2061751905.94,,168000000.0,,,,,,312708776.4,,312708776.4,,9175181.13,,,31968627.36,29833185.0,41511951.28,,,,,132455283.85,,,,,,,,,,,,,,158888438.31,338294212.44,1181323704.49,,293054079.87,,,,,,,,,24741537.8,436869.57,120954.78,72313104.69,390666546.71,1571990251.2,,1031548540.0,,,,728444083.28,,1042599.92,,66624667.48,,,-1346788313.9,,,480871576.78,8890077.96,489761654.74,2061751905.94,定期报告,是,20260428,CNY,合并期末,2026-04-27T23:46:07
20251231,,22910143.29,,,,,,570611476.71,3021629.89,567589846.82,1554674.58,920707.06,,,,,,,,,,21626935.36,21626935.36,36590014.98,,,,31677306.35,27122783.75,892127131.04,,,,,,,,53677756.94,10999449.36,,1000000.0,,,524618360.35,322506502.45,202111857.9,38574325.87,31584578.97,31584578.97,,163537532.03,,163537532.03,,,,179113088.96,609793.19,39814474.87,,,582443.04,,20775248.58,742468539.79,1065049816.77,1957176947.81,,361992672.04,,,,,,317067987.64,,317067987.64,,8586018.66,,,35646189.34,27726148.12,50425366.46,,,,245726806.69,296152173.15,,,,,,,,,,,,,,266583506.89,358070302.65,1671824998.49,,317514079.87,,,,,,,,,31413700.59,436869.57,91468.98,74318485.79,423774604.8,2095599603.29,,1031548540.0,,,,63520512.2,,1046666.09,,66624667.48,,,-1310532045.39,,,-147791659.62,9369004.14,-138422655.48,1957176947.81,定期报告,是,20260428,CNY,合并期末,2026-04-27T23:46:07
20250930,,16665165.62,,,,,,534534989.65,4190631.55,530344358.1,,2528491.6,,,,,,,,,,,21043976.8,31418979.43,,,,35372802.43,27172236.09,865239610.22,,,,,,,,53506402.85,11233282.49,,1000000.0,,,,,,,32111053.17,,,,,171186489.32,,,,196502968.6,1033010.6,41280632.68,,,678226.48,,21086183.62,855946108.77,1189061389.98,2054301000.2,,362200000.0,,,,,,324639404.59,,324639404.59,,8930169.73,,,32358578.86,25919583.37,48584377.81,,,,,226742185.65,,,,,,,,,,,,,,151693267.7,275228935.54,1407712125.44,,501284079.87,,,,,,,,,50656378.22,436869.57,154951.59,79949479.55,632481758.8,2040193884.24,,1031548540.0,,,,63520512.2,,950540.85,,66624667.48,,,-1144141302.62,,,18502957.91,-4395841.95,14107115.96,2054301000.2,定期报告,未审计,20251024,CNY,合并期末,2025-10-23T18:44:07
20250630,,8752146.69,,,,,,526101362.21,4330977.04,521770385.17,1612106.22,6117624.82,,,,,,,,,,23500710.62,23500710.62,31770495.62,,,,34654958.16,28181374.2,859047436.35,,,,,,,,53406397.61,11465613.82,651352.46,1000000.0,,,525023338.38,313608167.23,211415171.15,35197684.37,32111053.17,32111053.17,,176217486.78,,176217486.78,,,,198356657.81,426199.93,41968659.78,,,773676.85,,21451344.19,869048648.72,1208520433.31,2067567869.66,,362200000.0,,,,,,327764076.23,,327764076.23,,9121866.33,,,31690551.25,24840257.45,33875561.48,,,,173806766.42,207682327.9,,,,,,,,,,,,,,118896590.51,283221267.74,1365416937.41,,525744079.87,,,,,,,,,47385691.65,449261.64,204693.97,81366779.73,655150506.86,2020567444.27,,1031548540.0,,,,63520512.2,,1015911.66,,66624667.48,,,-1112446615.05,,,50263016.29,-3262590.9,47000425.39,2067567869.66,定期报告,未审计,20250827,CNY,合并期末,2025-08-26T21:30:04
20250331,,16627851.34,,,,,,487662906.36,7350299.73,480312606.63,2220423.28,3438057.38,,,,,,,,,,,22764330.75,31120326.83,,,,19317428.9,28069647.32,811590866.5,,,,,,,,56965549.49,11697945.19,635165.65,1000000.0,,,,,,,32111053.17,,,,,180445061.73,,,,200369894.34,895413.19,42745540.17,,,816204.58,,21027195.64,930475859.81,1278814988.62,2090405855.12,,362200000.0,,,,,,333347800.82,,333347800.82,,10700810.48,,,28981405.69,20734800.07,,,,,,198714031.47,,,,,,,,,,,,,,66655332.96,219375265.64,1240709447.13,,640572926.0,,,,,,,,,40045029.8,489859.93,204693.97,87644397.74,768956907.44,2009666354.57,,1031548540.0,,,,63520512.2,,1052218.99,,66624667.48,,,-1078807867.46,,,83938071.21,-3198570.66,80739500.55,2090405855.12,定期报告,未审计,20250429,CNY,合并期末,2025-04-28T22:46:10
20241231,,12294276.38,,,,,,465737995.76,2986152.08,462751843.68,2271897.32,3884629.55,,,,,,,,,,22979947.58,22979947.58,35020062.28,,,,27853131.61,28855165.24,806686726.25,,,,,,,,56522413.98,11930276.55,1215198.94,1000000.0,,,528666852.2,306980876.75,221685975.45,35279764.86,32111053.17,32111053.17,,186406210.59,,186406210.59,,,,207789620.53,1364626.45,43522264.44,,,821096.48,,21271276.48,965622830.48,1321787247.56,2128473973.81,,362200000.0,,,,,,343059983.38,,343059983.38,,12045675.21,,,28856702.57,18086335.4,12061371.6,,,,176039969.9,188101341.5,,,,,,,,,,,,,,69095638.39,209284627.53,1230730303.98,,641446563.9,,,,,,9240000.0,9240000.0,,37050138.59,530458.22,204693.97,84034712.08,772506566.76,2003236870.74,,1031548540.0,,,,63520512.2,,1052598.11,,66624667.48,,,-1035782366.3,,,126963951.49,-1726848.42,125237103.07,2128473973.81,定期报告,是,20260428,CNY,合并期末,2025-04-28T22:46:10
20240930,,50461163.47,,,,,,407811582.65,2985689.98,404825892.67,1865196.07,3129085.8,,,,,,,,,,,29848492.27,42074355.7,,,,18726792.9,32111831.51,803380290.23,,,,,,,,56245088.57,12162607.93,1183003.21,1000000.0,,,,,,,40952188.84,,,,,204071304.18,,,,217351789.86,1823717.78,44298988.71,,,932215.84,,34376056.28,1170179098.7,1567224270.04,2370604560.27,,391479813.45,,,,,,492020051.62,153888327.91,338131723.71,,9546910.9,,,28306264.58,16339793.99,,,,,,183412745.09,,,,,,,,,,,,,,121892131.47,40069838.62,1283067549.72,,612144079.87,,,,78226.66,,,9240000.0,,25811491.3,806384.14,,83842583.07,731922765.04,2014990314.76,,1031548540.0,,,,63520512.2,,1945724.81,,66624667.48,,,-809893772.03,,,353745672.46,1868573.05,355614245.51,2370604560.27,定期报告,未审计,20250429,CNY,合并期末,2024-10-29T20:20:08
20240630,,47741860.25,,,,,,443946336.81,19129562.81,424816774.0,1091964.78,4779825.16,,,,,,,,,,27947403.07,27947403.07,42559163.57,,,,17747735.96,33270509.6,837530534.94,,,,,,,,394400636.16,12394939.28,2617723.96,1000000.0,,,531965487.98,300041336.14,231924151.84,21814431.0,40952188.84,40952188.84,,210109720.84,,210109720.84,,,,218445735.74,1059231.66,45075726.19,,,819521.63,,31918597.02,1182050160.64,1922398446.22,2759928981.16,,381655749.24,,,,,,514232612.38,165888327.91,348344284.47,,12618751.54,,,26403344.13,14123229.26,,,,,189191233.4,189191233.4,,,,,,,,,,,,,,134336974.47,57018179.63,1329580074.05,,601069079.87,,,,341924.52,,9240000.0,9240000.0,,40924.0,985443.97,15150670.93,83694033.47,710522076.76,2040102150.81,,1031548540.0,,,,63520512.2,,1811145.6,,66624667.48,,,-446224022.88,,,717280842.4,2545987.95,719826830.35,2759928981.16,定期报告,未审计,20240827,CNY,合并期末,2024-08-26T22:40:04
20240331,,51754022.07,,,,,,417920801.29,17476662.73,400444138.56,360980.35,5265695.05,,,,,,,,,,,27704737.76,39262215.61,,,,16546364.8,33162945.86,827871315.61,,,,,,,,390340410.31,12627270.63,3529817.26,1000000.0,,,,,,,40939359.2,,,,,215510468.3,,,,235893552.82,1505234.28,45698265.71,,,819307.8,,28640880.72,1213489416.07,1954100430.28,2781971745.89,,384543018.26,,,,,,491939616.52,157413193.81,334526422.71,,6726210.14,,,29302609.39,14878562.08,,,,,,199767833.92,,,,,,,,,,,,,,115811527.68,48734408.35,1291703786.34,,650189079.87,,,,510123.02,,,9240000.0,,,1157564.18,14230013.91,85698864.74,761025645.72,2052729432.06,,1031548540.0,,,,63520512.2,,1843187.83,,66624667.48,,,-438068253.92,,,725468653.59,3773660.24,729242313.83,2781971745.89,定期报告,未审计,20240427,CNY,合并期末,2024-04-27T01:55:06
20231231,,46744795.49,,,,,,424796171.86,18506389.8,406289782.06,530881.6,6419821.64,,,,,,,,,,29112396.54,29112396.54,42923258.25,,,,15802318.99,31947539.43,844451705.11,,,,,,,,55813134.61,12859601.96,3529817.26,1000000.0,,,585319925.24,337350510.32,247969414.92,25839282.12,40939359.2,40939359.2,,222130132.8,,222130132.8,,,,246174521.31,665734.55,46459451.24,,,975769.58,,24146814.59,1244477007.35,1652996823.14,2497448528.25,,370155276.95,,,,,,527071297.0,183113193.81,343958103.19,,8558836.52,,,27900542.84,10446475.08,,,,,189459556.34,189459556.34,,,,,,,,,,,,,,123135496.84,54745883.51,1311473365.08,,650473749.8,,,,,,18977148.73,18977148.73,,5919500.0,801417.36,0.0,83233499.24,759405315.13,2070878680.21,,1031548540.0,,,,63520512.2,,541497.09,,66624667.48,,,-728604165.35,,,433631051.42,-7061203.38,426569848.04,2497448528.25,定期报告,是,20250429,CNY,合并期末,2024-04-27T01:55:06
