报告日,经营活动产生的现金流量,客户贷款及垫款净减少额,客户存款和同业存放款项净增加额,吸收的存款,同业及其他金融机构存放款净增加额,拆入资金收到的现金,卖出回购证券收到的现金,买入返售证券到期返售收到的现金,收回存放同业及其他金融机构净额,收回拆出资金收到的现金,汇兑净收益收到的现金,贵金属现金流入,保户储金及投资款净增加额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,利息收入收到的现金,手续费收入收到的现金,金融企业往来收入收到的现金,证券投资收到的现金,保证金流入的现金,收回的委托资金净额,收回的已于以前年度核销的贷款及应收款项,基金管理费收入收到的现金,销售商品、提供劳务收到的现金,其他营业及营业外净收入收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,偿还中央银行借款,拆出资金支付的现金,偿还同业及其他金融机构拆入净额,贵金属现金流出,卖出回购证券到期回购支付的现金,买入返售证券支付的现金,处置可供出售金融资产净减少额,为交易目的而持有的金融资产净增加额,支付利息、手续费及佣金的现金,利息支出支付的现金,手续费支出支付的现金,金融企业往来支出支付的现金,证券投资支付的现金,以现金支付的营业费用,委托资金减少支付的现金,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,取得投资收益所收到的现金,分得股利或利润收到的现金,处置固定资产、无形资产和其他长期资产而收到的现金净额,处置子公司及其他营业单位收到的现金,收到的其他与投资活动有关的现金,投资活动现金流入小计,投资所支付的现金,权益性投资支付的现金,债权性投资支付的现金,购建固定资产、无形资产和其他长期资产所支付的现金,购买子公司及其他营业单位支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资所收到的现金,借款所收到的现金,发行债券收到的现金,收到的其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务所支付的现金,发生筹资费用支付的现金,分配股利、利润或偿付利息所支付的现金,偿付利息支付的现金,支付的其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金的影响额,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20150630,,,,,,,,,,,,,,,490093428.94,123817546.98,366275881.96,,,,,,,,,,53603228.88,543696657.82,-440000000.0,,,,,,,,,,5167444.45,777.78,5166666.67,,,,,,120852408.85,442233368.93,130220699.48,258473921.71,285222736.11,,800000000.0,3965213.87,,,,,803965213.87,898636000.0,,,3623616.85,,,902259616.85,-98294402.98,,3107307681.9,,,,3107307681.9,,,317876844.6,,,317876844.6,2789430837.3,,2976359170.43,3353808921.61,377449751.18,,,377449751.18,3353808921.61,定期报告,是,20160826,CNY,合并期末,2020-03-13T14:53:05
20150331,,,,,,,,,,,,,,,205565007.72,43564570.67,162000437.05,,,,,,,,,,,205565007.72,350000000.0,,,,,,,,,,777.78,777.78,,,,,,,104509098.42,268051796.9,59967898.06,782529571.16,-576964563.44,,650000000.0,1647882.53,,,,,651647882.53,307300000.0,,,455945.0,,,307755945.0,343891937.53,,,,,,0.0,,,,,,0.0,0.0,,-233072625.91,,,,,377449751.18,144377125.27,定期报告,未审计,20160416,CNY,合并期末,2020-03-13T14:53:05
20141231,,,,,,,,,,,,,,,1874721003.45,158047003.68,1716673999.77,,,,,,,,,,23329728.32,1898050731.77,1232000000.0,,,,,,,,,,46892460.96,,46892460.96,,,,,,167575905.82,186784228.12,90065924.9,1723318519.8,174732211.97,,2000000000.0,15111353.5,,27049680.0,,,2042161033.5,2091700000.0,,,13085946.65,,,2104785946.65,-62624913.15,,,,,,0.0,,,90821955.6,,,90821955.6,-90821955.6,,21285343.22,377449751.18,356164407.96,,,356164407.96,377449751.18,定期报告,是,20160118,CNY,合并期末,2020-03-13T14:53:05
20140930,,,,,,,,,,,,,,,858235813.07,108697661.58,749538151.49,,,,,,,,,,20214900.0,878450713.07,985000000.0,,,,,,,,,,15609955.54,,,,,,,,126815726.85,187737017.71,74621334.38,1389784034.48,-511333321.41,,1480000000.0,1950973.14,,,,,1481950973.14,1050000000.0,,,11978836.19,,,1061978836.19,419972136.95,,,,,,0.0,,,90821955.6,,,90821955.6,-90821955.6,,-182183140.06,,,,,356164407.96,173981267.9,定期报告,未审计,20151028,CNY,合并期末,2020-03-13T14:53:05
20140630,,,,,,,,,,,,,,,537109618.97,70566310.37,466543308.6,,,,,,,,,,20214900.0,557324518.97,724000000.0,,,,,,,,,,8276622.21,,8276622.21,,,,,,111432874.6,173516582.91,43833171.48,1061059251.2,-503734732.23,,820000000.0,,,,,,820000000.0,470000000.0,,,5188960.4,,,475188960.4,344811039.6,,,,,,0.0,,,,,,0.0,0.0,,-158923692.63,197240715.33,356164407.96,,,356164407.96,197240715.33,定期报告,未审计,20150731,CNY,合并期末,2020-03-13T14:53:05
20140331,,,,,,,,,,,,,,,185981482.0,30719759.83,155261722.17,,,,,,,,,,,185981482.0,700000000.0,,,,,,,,,,8276622.21,,8276622.21,,,,,,90420891.32,71038611.02,24890079.38,894626203.93,-708644721.93,,480000000.0,,,,,,480000000.0,,,,1298242.0,,,1298242.0,478701758.0,,,,,,0.0,,,,,,0.0,0.0,,-229942963.93,,,,,356164407.96,126221444.03,定期报告,未审计,20150410,CNY,合并期末,2020-03-13T14:53:05
20131231,,,,,,,,,,,,,,,1054085790.75,88695349.85,965390440.9,,,,,,,,,,15600158.3,1069685949.05,384700000.0,,,,,,,,,,30223114.16,,,,,,,,122558591.06,44922660.92,103021357.31,685425723.45,384260225.6,,973529474.26,6286023.74,,,60000.0,,979815498.0,1414304124.26,,,10146151.25,,,1424450275.51,-444634777.51,,,,,,0.0,,,45410977.8,,,45410977.8,-45410977.8,,-105785529.71,356164407.96,461949937.67,,,461949937.67,356164407.96,定期报告,是,20150210,CNY,合并期末,2020-03-13T14:53:05
20130930,,,,,,,,,,,,,,,512583139.33,,,,,,,,,,,,12614200.0,525197339.33,564700000.0,,,,,,,,,,19489288.6,,,,,,,,70563524.9,59997377.16,137321065.58,852071256.24,-326873916.91,,166669450.0,3250252.92,,,159225350.0,,169919702.92,64289121.14,,,6889912.75,,15003.12,71194037.01,98725665.91,,,,,,0.0,,,45410977.8,,,45410977.8,-45410977.8,,-273559228.8,,,,,461949937.67,188390708.87,定期报告,未审计,20141010,CNY,合并期末,2020-03-13T14:53:05
20130630,,,,,,,,,,,,,,,317575860.58,,,,,,,,,,,,12613800.0,330189660.58,584700000.0,,,,,,,,,,644833.34,,,,,,,,69627590.05,25248683.34,73065291.38,753286398.11,-423096737.53,,159165350.0,1639663.63,,,60000.0,,160805013.63,8626421.14,,,4263458.75,,9052.42,12898932.31,147906081.32,,,,,,0.0,,,45410977.8,,,45410977.8,-45410977.8,,-320601634.01,141348303.66,461949937.67,,,461949937.67,141348303.66,定期报告,未审计,20140729,CNY,合并期末,2020-03-13T14:53:05
20130331,,,,,,,,,,,,,,,124683919.45,,,,,,,,,,,,12613800.0,137297719.45,626880000.0,,,,,,,,,,46472.2,,46472.2,,,,,,52409806.87,15290611.02,13911149.42,708538039.51,-571240320.06,,159165350.0,1358104.31,,,,,160523454.31,,,,2442791.75,,,2442791.75,158080662.56,,,,,,0.0,,,,,,0.0,0.0,,-413159657.5,,,,,461949937.67,48790280.17,定期报告,未审计,20140428,CNY,合并期末,2020-03-13T14:53:05
20121231,,,,,,,,,,,,,,,564565148.78,,,,,,,,,21751678.08,,,21116096.3,607432923.16,-14700000.0,,,,,,,,,,48886727.39,,,,,,,15273275.1,102032695.31,101405632.81,202325384.83,455223715.44,152209207.72,,,1545973.33,,11340401.96,26218796.59,40000000.0,79105171.88,,,,10974262.58,,190000000.0,200974262.58,-121869090.7,,,36000000.0,,,36000000.0,30000000.0,,2480415.42,,,32480415.42,3519584.58,,33859701.6,461949937.67,428090236.07,,,428090236.07,461949937.67,定期报告,是,20140306,CNY,合并期末,2020-03-13T14:53:05
20120930,,,,,,,,,,,,,,,287138682.36,,,,,,,,,16019057.08,,,25862372.53,329020111.97,-86700000.0,,,,,,,,,,18886788.89,,,,,,,13177967.59,74929542.79,85559365.72,342171396.96,448025061.95,-119004949.98,,40000000.0,1400560.0,,40000.0,,,41440560.0,40000000.0,,,2912973.13,,,42912973.13,-1472413.13,,,36000000.0,,,36000000.0,30000000.0,,1957128.0,,,31957128.0,4042872.0,,-116434491.11,,,,,428090236.07,311655744.96,定期报告,未审计,20131026,CNY,合并期末,2020-03-13T14:53:05
20120630,,,,,,,,,,,,,,,183535459.16,,,,,,,,,6287604.32,,,14335443.38,204158506.86,200000000.0,,,,,,,,,,2451900.0,,,,,,,8278520.38,68510163.33,67331387.03,62756211.97,409328182.71,-205169675.85,,,1400560.0,,40000.0,,,1440560.0,,,,1727705.84,,,1727705.84,-287145.84,,,36000000.0,,,36000000.0,30000000.0,,1260504.0,,,31260504.0,4739496.0,,-200717325.69,227372910.38,428090236.07,,,428090236.07,227372910.38,定期报告,未审计,20130722,CNY,合并期末,2020-03-13T14:53:05
20120331,,,,,,,,,,,,,,,92091632.0,,,,,,,,,9070665.39,,,12181278.02,113343575.41,210000000.0,,,,,,,,,,187500.0,,,,,,,8379025.38,59040645.61,24946546.79,33908315.61,336462033.39,-223118457.98,,,696453.33,,40000.0,,40000000.0,40736453.33,,,,1553369.53,,40000000.0,41553369.53,-816916.2,,,36000000.0,,,36000000.0,30000000.0,,536280.0,,,30536280.0,5463720.0,,-218471654.18,,,,,428140236.07,209668581.89,定期报告,未审计,20130426,CNY,合并期末,2020-03-13T14:53:05
20111231,,,,,,,,,,,,,,,434491224.87,,,,,,,,,29059569.1,,,16786968.48,480337762.45,55000000.0,,,,,,,,,,3374827.85,,,,,,,16752589.08,69549024.47,83626743.42,78370374.99,306673559.81,173664202.64,,,2524860.0,,77797.33,-358320.57,40000000.0,42244336.76,,,,4290487.01,,40000000.0,44290487.01,-2046150.25,,,30000000.0,,,30000000.0,30000000.0,,2063132.16,,50000.0,32113132.16,-2113132.16,,169504920.23,428090236.07,258585315.84,,,258585315.84,428090236.07,定期报告,是,20130307,CNY,合并期末,2020-03-13T14:53:05
20110930,,,,,,,,,,,,,,,115925355.05,,,,,,,,,15218166.99,,,8250828.7,139394350.74,55000000.0,,,,,,,,,,3375000.0,,,,,,,8766988.32,46765344.62,73923380.0,51401819.15,239232532.09,-99838181.35,,,1828406.67,,8495.0,,,1836901.67,268514.0,,,1679473.73,,,1947987.73,-111086.06,,,30000000.0,,,30000000.0,30000000.0,,1515918.83,,,31515918.83,-1515918.83,,-101465186.24,,,,,258585315.84,157120129.6,定期报告,未审计,20121030,CNY,合并期末,2020-03-13T14:53:05
20110630,,,,,,,,,,,,,,,89454726.39,,,,,,,,,9466713.52,,,5865642.66,104787082.57,-100000000.0,,,,,,,,,,375000.0,,,,,,,5031540.4,41617792.66,60571055.47,44571796.88,52167185.41,52619897.16,,,1181180.0,,8495.0,,,1189675.0,,,,582866.55,,,582866.55,606808.45,,,30000000.0,,,30000000.0,30000000.0,,983765.0,,,30983765.0,-983765.0,,52242940.61,310828256.45,258585315.84,,,258585315.84,310828256.45,定期报告,是,20120830,CNY,合并期末,2020-03-13T14:53:05
20110331,,,,,,,,,,,,,,,53779278.58,,,,,,,,,7081939.84,,,5203308.87,66064527.29,-100000000.0,,,,,,,,,,187672.15,,,,,,,3465054.5,34656520.61,31149284.44,27636411.28,-2905057.02,68969584.31,,,,,,,,0.0,,,,166093.0,,,166093.0,-166093.0,,,30000000.0,,,30000000.0,30000000.0,,471075.0,,,30471075.0,-471075.0,,68332416.31,326917732.15,258585315.84,,,258585315.84,326917732.15,定期报告,未审计,20120424,CNY,合并期末,2020-03-13T14:53:05
20101231,,,,,,,,,,,,,,,224793336.83,,,,,,,,,38220644.36,,2428070.57,33481301.35,298923353.11,97000000.0,,,,,,,,,,10033558.44,,,,,,,14858871.8,53099544.05,12143752.39,42115214.36,229250941.04,69672412.07,,,2232560.0,,400.0,,40000000.0,42232960.0,,,,4480058.23,,40000000.0,44480058.23,-2247098.23,,,30000000.0,,,30000000.0,30000000.0,,6014642.92,,,36014642.92,-6014642.92,,61410670.92,258585315.84,197174644.92,,,197174644.92,258585315.84,定期报告,是,20120228,CNY,合并期末,2020-03-13T14:53:05
20100930,,,,,,,,,,,,,,,94473994.22,,,,,,,,,32158800.71,,2428070.57,26855870.22,155916735.72,,,,,,,,,,,6707817.79,,,,,,,13255177.47,35701153.97,11280104.5,34224040.13,101168293.86,54748441.86,,,1778260.0,,,,,1778260.0,508750.0,,,2134530.79,,,2643280.79,-865020.79,,,30000000.0,,,30000000.0,30000000.0,,5566918.45,,,35566918.45,-5566918.45,,48316502.62,245491147.54,197174644.92,,,197174644.92,245491147.54,定期报告,未审计,20111027,CNY,合并期末,2020-03-13T14:53:05
20100630,,,,,,,,,,,,,,,51231459.69,,,,,,,,,25984891.33,,2428070.57,26340876.01,105985297.6,,,,,,,,,,,3652415.41,,,,,,,10239785.09,29950228.39,8456873.96,19330750.61,71630053.46,34355244.14,,,1181180.0,,,,,1181180.0,,,,2520736.7,,,2520736.7,-1339556.7,,,30000000.0,,,30000000.0,30000000.0,,5096415.0,,,35096415.0,-5096415.0,,27919272.44,225093917.36,197174644.92,,,197174644.92,225093917.36,定期报告,未审计,20110816,CNY,合并期末,2020-03-13T14:53:05
20100331,,,,,,,,,,,,,,,24521673.79,,,,,,,,,9508852.7,,,7097959.24,41128485.73,,,,,,,,,,,1802415.41,,,,,,,7671343.93,24310107.25,5942828.06,13280632.07,53007326.72,-11878840.99,,,584100.0,,,,,584100.0,,,,1245352.57,,,1245352.57,-661252.57,,,30000000.0,,,30000000.0,30000000.0,,4648605.0,,,34648605.0,-4648605.0,,-17188698.56,179985946.36,197174644.92,,,197174644.92,179985946.36,定期报告,未审计,20110426,CNY,合并期末,2020-03-13T14:53:05
20091231,,,,,,,,,,,,,,,132309706.17,,,,,,,,,49981920.78,,7731707.37,90991274.2,281014608.52,3000000.0,,,,,,,,,,12078578.33,,,,,,,34977011.65,33583414.21,11777287.19,26481170.46,121897461.84,159117146.68,,,590590.0,,888745.0,100000.0,,1579335.0,,,,3775536.41,,40000000.0,43775536.41,-42196201.41,,,30000000.0,,13434478.14,43434478.14,31400000.0,,1801037.54,,,33201037.54,10233440.6,,127154385.87,197174644.92,70020259.05,,,70020259.05,197174644.92,定期报告,是,20110426,CNY,合并期末,2020-03-13T14:53:05
20090930,,,,,,,,,,,,,,,69456909.66,,,,,,,,,15198348.39,,534093.34,67951257.81,153140609.2,40000000.0,,,,,,,,,,10604708.36,,,,,,,2091775.23,32962643.24,2619918.78,26064435.22,114343480.83,38797128.37,,99129.36,,,888000.0,,,987129.36,,,,1478671.15,,24000.0,1502671.15,-515541.79,,30000000.0,30000000.0,,13434478.14,43434478.14,31400000.0,,1289250.62,,,32689250.62,10745227.52,,49026814.1,119047073.15,70020259.05,,,70020259.05,119047073.15,定期报告,未审计,20101028,CNY,合并期末,2020-03-13T14:53:05
20090630,,,,,,,,,,,,,,,32349089.25,,,,,,,,,11938025.67,,,52497896.75,96785011.67,,,,,,,,,,,2589708.36,,,,,,,1506765.51,25930300.25,1030676.2,15059555.15,46117005.47,50668006.2,,99129.36,,,830000.0,,,929129.36,,,,1366639.17,,,1366639.17,-437509.81,,,30000000.0,,13434478.14,43434478.14,31400000.0,,866197.16,,,32266197.16,11168280.98,,61398777.37,131419036.42,70020259.05,,,70020259.05,131419036.42,定期报告,未审计,20100819,CNY,合并期末,2020-03-13T14:53:05
20090331,,,,,,,,,,,,,,,19218640.67,,,,,,,,,8420930.93,,,39751868.92,67391440.52,,,,,,,,,,,535176.58,,,,,,,531466.03,20162049.56,3156624.14,8510647.22,32895963.53,34495476.99,,,,,,,,,,,,85570.0,,,85570.0,-85570.0,,,30000000.0,,,30000000.0,30400000.0,,369293.12,,,30769293.12,-769293.12,,33640613.87,103660872.92,70020259.05,,,70020259.05,103660872.92,定期报告,未审计,20100427,CNY,合并期末,2020-03-13T14:53:05
20081231,,,,,,,,,,,,,,55471.0,88820597.42,,,,,,,,,48502040.24,,2791819.38,6793876.23,146963804.27,-110000.0,,,,,,,,,,5516863.86,,,,,,,24861676.16,41764707.47,23458172.39,51038310.72,146529730.6,434073.67,,10000000.0,,,,,,10000000.0,,,,2121881.91,,,2121881.91,7878118.09,,,30000000.0,,3252296.48,33252296.48,36400000.0,,3129386.95,,,39529386.95,-6277090.47,,2035101.29,70020259.05,67985157.76,,,67985157.76,70020259.05,定期报告,是,20100427,CNY,合并期末,2020-03-13T14:53:05
20080930,,,,,,,,,,,,,,,57684087.93,,,,,,,,,19798947.54,,2661451.92,6247106.62,86391594.01,-110000.0,,,,,,,,,,2758912.95,,,,,,,12946957.84,23835323.31,19732731.16,35533489.93,94697415.19,-8305821.18,,10000000.0,,,,,,10000000.0,,,,3157912.4,,,3157912.4,6842087.6,,,30000000.0,,3252296.48,33252296.48,33000000.0,,2446944.75,,,35446944.75,-2194648.27,,-3658381.85,64326775.91,67985157.76,,,67985157.76,64326775.91,定期报告,未审计,20091027,CNY,合并期末,2020-03-13T14:53:05
20080630,,,,,,,,,,,,,,,38517078.69,,,,,,,,,14582244.54,,519748.61,3269665.07,56888736.91,-110000.0,,,,,,,,,,1889972.98,,,,,,,9349288.9,18577554.82,16251180.23,27944983.87,73902980.8,-17014243.89,,10000000.0,,,,,,10000000.0,,,,1547051.44,,,1547051.44,8452948.56,,,30000000.0,,3252296.48,33252296.48,33000000.0,,1636274.89,,,34636274.89,-1383978.41,,-9945273.74,58039884.02,67985157.76,,,67985157.76,58039884.02,定期报告,未审计,20090818,CNY,合并期末,2020-03-13T14:53:05
20080331,,,,,,,,,,,,,,,22119284.96,,,,,,,,,7703404.98,,1646477.55,8293797.03,39762964.52,,,,,,,,,,,,,,,,,,3521007.25,12822449.98,6939324.66,34147099.72,57429881.61,-17666917.09,,,,,,,,,,,,296962.0,,,296962.0,-296962.0,,,,,,,,,787923.49,,800.0,788723.49,-788723.49,,-18752602.58,49232555.18,67985157.76,,,67985157.76,49232555.18,定期报告,未审计,20090425,CNY,合并期末,2020-03-13T14:53:05
20071231,,,,,,,,,,,,,,41260.35,97143953.43,,,,,,,,,79869239.86,,1950782.72,139166878.24,176172114.6,-152032484.72,,,,,,,,,,,,,,,,,4939783.57,33318818.72,14637470.94,91043950.65,-8092460.84,184264575.44,,10454000.0,,,21750.0,,,10475750.0,,,,623587.15,,,623587.15,9852162.85,,,270000000.0,,1998955.47,271998955.47,401000000.0,,17903592.71,,,418903592.71,-146904637.24,,47212101.05,67985157.76,20773056.71,,,20773056.71,67985157.76,定期报告,是,20090425,CNY,合并期末,2020-03-13T14:53:05
20070930,,,,,,,,,,,,,,,46060481.77,,,,,,,,,19520221.49,,1950782.72,149551979.19,75083465.17,-149442484.72,,,,,,,,,,,,,,,,,3522901.34,17688018.65,9685816.1,50134429.49,-68411319.14,143494784.31,,54000.0,,,21750.0,,,75750.0,,,,480364.15,,,480364.15,-404614.15,,,270000000.0,,1998955.47,271998955.47,401000000.0,,21674016.87,,,422674016.87,-150675061.4,,-7584891.24,13188165.47,20773056.71,,,20773056.71,13188165.47,定期报告,未审计,20081028,CNY,合并期末,2020-03-13T14:53:05
20070630,,,,,,,,,,,,,,,32565143.03,,,,,,,,,12568685.59,,1842735.05,29024897.96,-65998538.37,-147752484.72,,,,,,,,,,,,,,,,,2229230.63,11151799.11,7504241.78,76656116.1,-50211097.1,-15787441.27,,,,,20750.0,,,20750.0,,,,345691.15,,25610.0,345691.15,-324941.15,,,270000000.0,,1998955.47,271998955.47,250000000.0,,18133726.37,,,268133726.37,3865229.1,,-12247153.32,8525903.39,20773056.71,,,20773056.71,8525903.39,定期报告,未审计,20080816,CNY,合并期末,2020-03-13T14:53:05
20070331,,,,,,,,,,,,,,,14412747.91,,,,,,,,,9530349.08,,3670267.05,17149593.59,-97237042.37,-82252484.72,,,,,,,,,,,,,,,,,2109144.22,6187460.11,3237955.02,5971374.81,-64746550.56,-32490491.81,,,,,750.0,,,750.0,,,,298998.15,,,298998.15,-298248.15,,,290000000.0,,240000000.0,290000000.0,250000000.0,,12572267.0,,,262572267.0,27427733.0,,-5361006.96,15412049.75,20773056.71,,,20773056.71,15412049.75,定期报告,未审计,20080429,CNY,合并期末,2020-03-13T14:53:05
20061231,,,,,,,,,,,,,,1651215.89,47498363.7,,,,,,,,,71718254.98,,1905696.66,35705610.83,-11020857.94,31951038.81,,,,,,,,,,510064.26,,,,,,,26037361.56,14380126.69,11029524.09,28221317.49,112129432.9,-123150290.84,,,,,317500.0,,,317500.0,,,,6149899.74,,,6149899.74,-5832399.74,,,168800000.0,,,168800000.0,98800000.0,,4930274.83,,5985975.81,109716250.64,59083749.36,,-69898941.22,20773056.71,90671997.93,,,90671997.93,20773056.71,定期报告,是,20080415,CNY,合并期末,2020-03-13T14:53:05
20060930,,,-6683618.18,,,,,,,,,,,,25600047.05,,,,,,,,,8536576.56,,2250000.0,3809652.78,101762658.21,119980000.0,,,,,,,,,,,,,,,,,30682962.29,7530639.0,1641599.76,31365289.38,160517528.14,-58754869.93,,389874.49,1000000.0,,,,,1389874.49,,,,4073812.48,,,4073812.48,-2683937.99,,,4800000.0,,460000.0,4800000.0,20788259.78,,603797.0,,69133.68,21461190.46,-16661190.46,,-78099998.38,6586023.74,84686022.12,,,84686022.12,6586023.74,定期报告,未审计,20071030,CNY,合并期末,2020-03-13T14:53:05
20060630,,,18200000.0,,,70500000.0,,,,,,,,,15154570.59,,,,,,,,,7010895.56,,,3587575.13,114453041.28,120000000.0,,,,,,,,,,,,,,,,,,3628253.3,1297372.41,45159893.98,170085519.69,-55632478.41,,389874.5,1000000.0,,,,,1389874.5,,,,3814133.33,,,3814133.33,-2424258.83,,,,,,0.0,19788259.78,,537527.0,,69133.68,20394920.46,-20394920.46,,-78451657.7,6279216.1,84730873.8,,,84730873.8,6279216.1,定期报告,未审计,20070816,CNY,合并期末,2020-03-13T14:53:05
20060331,,,,,,-19500000.0,,,,,,,,,12710458.07,,,,,,,,,2789359.19,,,251308481.85,244518939.92,90000000.0,,,,,,,,,,,,,,,,,1981669.22,3200721.35,459171.64,192247712.42,285907605.41,-41388665.49,,,,,,,16294546.94,16294546.94,,,,3806933.33,,,3806933.33,12487613.61,,,,,412488.96,412488.96,54800000.0,,170675.0,,69133.68,55039808.68,-54627319.72,,-83528371.6,7143626.33,90671997.93,,,90671997.93,7143626.33,定期报告,未审计,20070423,CNY,合并期末,2020-03-13T14:53:05
20051231,,12430055.0,-13490000.0,-13490000.0,,-108000000.0,110000000.0,,,,,,,15042004.63,18547392.72,10254193.64,8293199.08,119147.37,,,,,,45790290.48,,,509895.78,80948785.98,,,,,,,,,,,10520818.41,10520818.41,,12090230.14,,,,5285358.37,11808769.72,10484649.24,32641753.74,82831579.62,-1882793.64,,39790086.92,35838870.34,,56000.0,,,75684957.26,,,,14045256.0,,,14045256.0,61639701.26,,,33800000.0,,,33800000.0,16960000.0,,10870510.58,,,27830510.58,5969489.42,,65726397.04,90671997.93,24945600.89,,,24945600.89,90671997.93,定期报告,是,20060429,CNY,合并期末,2020-03-13T14:53:05
20050930,,,,,,,,,,,,,,,,,,,,,,,,100371001.94,,509895.78,356901674.52,457782572.24,,,,,,,,,,,,,,,,,,96489563.95,6807217.27,5368870.0,351999800.29,460665451.51,-2882879.27,,3000000.0,5683786.8,,56000.0,,,8739786.8,1060002.28,,,297401.0,,,1357403.28,7382383.52,,,12000000.0,,,12000000.0,19210000.0,,1617891.06,,10929773.55,31757664.61,-19757664.61,,-15258160.36,9687440.53,24945600.89,,,24945600.89,9687440.53,定期报告,未审计,20051020,CNY,合并期末,2020-03-13T14:53:05
20050630,,4431500.0,,,,,,,,,,,,,8637088.83,7561028.83,1076060.0,91485.59,,,,,,78250954.77,,589895.78,149385685.6,241386610.57,,,,,,,,,,,2786774.7,2786000.0,774.7,6022099.68,,,,70486258.86,3793018.33,3243678.78,116893088.85,203224919.2,38161691.37,,,4653720.0,,50000.0,,,4703720.0,1060002.28,,,174085.0,,,1234087.28,3469632.72,,,12000000.0,,,12000000.0,17960000.0,,2224097.25,,,20184097.25,-8184097.25,,33447226.84,58392827.73,24945600.89,,,24945600.89,58392827.73,定期报告,未审计,20050825,CNY,合并期末,2020-03-13T14:53:05
20050331,,1370000.0,,,,,,,,,,,,,2170350.19,1958296.19,212054.0,13047.28,,,,,,39965354.27,,509895.78,83044354.17,127073001.69,,,,,,,,,,,3229899.0,3229625.3,273.7,,,,,39365666.82,1134538.08,1485457.9,30946814.93,76162376.73,50910624.96,,,4000000.0,,,,,4000000.0,1060002.28,,,140385.0,,,1200387.28,2799612.72,,,,,,,,,818982.5,,,818982.5,-818982.5,,52891255.18,77836856.07,24945600.89,,,24945600.89,77836856.07,定期报告,未审计,20050421,CNY,合并期末,2020-03-13T14:53:05
20041231,,-201488300.0,,,,5650000.0,2960000.0,,,,,,,-9085870.06,21566859.55,17462810.02,4104049.53,101581.97,15747205.27,,,,,103770587.64,,194000.0,285629191.62,230632385.99,,,,,,,,,,,27917271.81,27917271.81,,23058824.09,,,,83383206.58,4300429.7,20164010.67,106356166.94,265179909.79,-34547523.8,,,2648071.8,,,,12217.78,2660289.58,38836735.82,,,46578920.61,,,85415656.43,-82755366.85,,38020000.0,,,,38020000.0,24000000.0,,1859543.42,,81809.22,25941352.64,12078647.36,,-105224243.29,24945600.89,130169844.18,,,130169844.18,24945600.89,定期报告,是,20050421,CNY,合并期末,2020-03-13T14:53:05
20040930,,-113677300.0,,,,18650000.0,,,,,,,,-930877.74,8063155.31,4553422.68,3509732.63,77863.25,1551551.0,,,,,5023346.5,,96.45,366668427.0,300783726.57,,,,,,,,,,,11693793.37,11693793.37,,17047139.2,,,,2319809.54,2256192.08,2991447.26,447904539.95,484212921.4,-183429194.83,,116664.8,2657139.58,,,,,2773804.38,37036963.9,,,5640606.67,,,42677570.57,-39903766.19,,,133020000.0,,,133020000.0,24000000.0,,,,,24000000.0,109020000.0,,-114312961.02,15856883.16,130169844.18,,,130169844.18,15856883.16,定期报告,未审计,20041020,CNY,合并期末,2020-03-13T14:53:05
20040630,,-116641200.0,,,,40818333.33,,,,,,,,138229.26,6012860.87,3591819.27,2421041.6,55430.23,308054.75,,,,,,,96.45,300777982.32,235639952.21,,,,,,,,,,,5580728.93,5580728.93,,4499970.76,,,,9402634.52,677571.18,2605508.79,366233734.09,389000148.27,-153360196.06,,,,,,,12217.78,12217.78,35686884.1,,,5207358.0,,,40894242.1,-40882024.32,,,133520000.0,,,133520000.0,23000000.0,,,,,23000000.0,110520000.0,,-83722220.38,46447623.8,130169844.18,,,130169844.18,46447623.8,定期报告,未审计,20040820,CNY,合并期末,2020-03-13T14:53:05
20040331,,-3773200.0,,,,30000000.0,,,,,,,,,2988551.65,1507918.15,1480633.5,31781.4,,,,,,1032295.0,,,171243873.11,205693301.16,,,,,,,,,,,1924432.97,1924432.97,,3147734.19,,,,501150.0,362082.13,767122.82,272141985.2,278844507.31,-73151206.15,,,,,,,,,,,,298050.0,,,298050.0,-298050.0,,,49040000.0,,,49040000.0,23000000.0,,,,,23000000.0,26040000.0,,-47409256.15,82760588.03,130169844.18,,,130169844.18,82760588.03,定期报告,未审计,20040423,CNY,合并期末,2020-03-13T14:53:05
