报告日,经营活动产生的现金流量,客户贷款及垫款净减少额,向央行借款净增加额,客户存款和同业存放款项净增加额,客户存款,同业及其他金融机构存放款,收回存放同业及其他金融机构净额,拆入资金现金流入,收回的拆出资金净额,吸收的卖出回购项净额,收回的买入返售项净额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,收到利息,收到的手续费,金融企业往来收入收到的现金,中间业务收入收到的现金,证券投资收益收到的现金,汇兑净收益收到的现金,存入保证金收到的现金,销售商品、提供劳务收到的现金,贵金属现金流入,收到的委托资金,贴现收到的现金,其他负债增加流入的现金,收回的已于以前年度核销的贷款及应收款项,已核销呆账贷款及利息收回,处置抵债资产收到的现金,其他营业及营业外净收入收到的现金,收到的税费返还,收到其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,存放中央银行,存放同业及其他机构存款,拆出资金净现金流出,偿还中央银行借款,支付的存款,减少同业及其他金融机构存放净额,偿还同业及其他金融机构拆入净额,偿还卖出回购款项净额,证券投资支出的现金,支付买入返售款项净额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,支付的利息,手续费支出支付的现金,支付给职工以及为职工支付的现金,以现金支付的营业费用,与金融机构往来支出的现金净额,贴现支付的现金,委托及代理业务减少额,贵金属现金流出,购买商品、接受劳务支付的现金,借入其他资金净减少额,其他资产减少支出的现金,为交易目的而持有的金融资产净增加额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,分得股利或利润所收到的现金,取得债券利息收入收到的现金,处置固定资产、无形资产及其他资产而收到的现金,处置股权投资所收到的现金,处置子公司及其他单位收到的现金,取得子公司及其他营业单位所收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,权益性投资增加支付的现金,债券投资所支付的现金,购买子公司、联营企业及合营企业投资所支付的现金净额,增加在建工程所支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资所收到的现金,发行证券化资产所吸收的现金,取得借款收到的现金,发行债券收到的现金,发行次级债券收到的现金,增加股本所收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务所支付的现金,分配股利、利润或偿付利息支付的现金,偿付利息所支付的现金,支付新股发行费用,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,7025629000.0,28008561000.0,10056685000.0,17951876000.0,93000000.0,,5159604000.0,,11900000000.0,,5772773000.0,,,,,,,,,,,,,,,,,,1122136000.0,60888958000.0,22845164000.0,496558000.0,496558000.0,,,,,,3800000000.0,9672466000.0,,,,3837886000.0,,,721145000.0,,,,,,,,,5585648000.0,700756000.0,453961000.0,48113584000.0,12775374000.0,,18160595000.0,2155711000.0,,,961000.0,,,,,20317267000.0,39105555000.0,,,,,31527000.0,,,39137082000.0,-18819815000.0,,,,,33309289000.0,,,,33309289000.0,37115382000.0,566618000.0,566618000.0,,,37731114000.0,-4421825000.0,-21090000.0,-10487356000.0,,,,,26910845000.0,16423489000.0,定期报告,未审计,20260429,CNY,合并期末,2026-04-28T22:12:03
20251231,,,20215453000.0,86435005000.0,69453126000.0,16981879000.0,198346000.0,1412390000.0,,,,,20266117000.0,,,,,,,,,,,,,,,,,,1479220000.0,130006531000.0,56909984000.0,3646357000.0,3646357000.0,,3155277000.0,,,,,12411457000.0,,10500000000.0,,12519939000.0,,,2281494000.0,,,,,,,,,13820097000.0,2262648000.0,3180109000.0,121206905000.0,8799626000.0,,63294916000.0,8062230000.0,,,7620000.0,,,,,71364766000.0,105519693000.0,,,,,377733000.0,18827000.0,,105916253000.0,-34551487000.0,,,,,120462490000.0,,,,122462490000.0,97344718000.0,3388075000.0,2175432000.0,,620000.0,100901561000.0,21560929000.0,-4308000.0,-4195240000.0,26910845000.0,31106085000.0,,,31106085000.0,26910845000.0,定期报告,是,20260327,CNY,合并期末,2026-03-26T20:46:05
20250930,,,18204445000.0,56858330000.0,49702915000.0,7155415000.0,,,,,900000000.0,,15523477000.0,,,,,,,,,,,,,,,,,,1600234000.0,94066601000.0,35703308000.0,3178406000.0,3144818000.0,33588000.0,5426876000.0,,,,1138490000.0,9336603000.0,,,,9771411000.0,,,1680463000.0,,,,,,,,,10708877000.0,1809308000.0,2257622000.0,81011364000.0,13055237000.0,,53955579000.0,6700668000.0,,,4997000.0,,,,,60661244000.0,89151594000.0,,,,,164191000.0,,,89315785000.0,-28654541000.0,,,,,84914522000.0,,,,84914522000.0,75233533000.0,2799054000.0,1586418000.0,,,78153941000.0,6760581000.0,7436000.0,-8831287000.0,,,,,31106085000.0,22274798000.0,定期报告,未审计,20251029,CNY,合并期末,2025-10-28T20:10:03
20250630,,,10648461000.0,38840622000.0,34116108000.0,4724514000.0,376682000.0,,,,,,10645314000.0,,,,,,,,,,,,,,,,,,2146608000.0,63243356000.0,28646306000.0,1880104000.0,1880104000.0,,4622938000.0,,,,956430000.0,3602265000.0,,5500000000.0,,6449609000.0,,,1185572000.0,,,,,,,,,7347544000.0,1165366000.0,1943838000.0,63299972000.0,-56616000.0,,47513148000.0,5039968000.0,,,3096000.0,,,,,52556212000.0,65129085000.0,,,,,96006000.0,,,65225091000.0,-12668879000.0,,,,,53840318000.0,,,,53840318000.0,47801237000.0,2146951000.0,1167563000.0,,,50021592000.0,3818726000.0,10283000.0,-8896486000.0,22209599000.0,31106085000.0,,,31106085000.0,22209599000.0,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T21:32:03
20250331,,,7717876000.0,18353732000.0,16674295000.0,1679437000.0,502592000.0,,,,2700000000.0,,5260087000.0,,,,,,,,,,,,,,,,,,1387026000.0,36374829000.0,18862951000.0,879482000.0,879482000.0,,2601317000.0,,,,845180000.0,6945813000.0,,,,2997212000.0,,,719713000.0,,,,,,,,,1809544000.0,567663000.0,621910000.0,36850785000.0,-475956000.0,,29888750000.0,2503673000.0,,,2688000.0,,,,,32395111000.0,33382061000.0,,,,,40087000.0,,,33422148000.0,-1027037000.0,,,,,24722553000.0,,,,24722553000.0,21237013000.0,544987000.0,544987000.0,,,21826379000.0,2896174000.0,9134000.0,1402315000.0,,,,,31106085000.0,32508400000.0,定期报告,未审计,20260429,CNY,合并期末,2025-04-28T20:14:03
20241231,,,10014871000.0,56063823000.0,45961747000.0,10102076000.0,,,,,6450000000.0,,20068554000.0,,,,,,,,,,,,,,,,,,2375292000.0,96053137000.0,41976241000.0,2629884000.0,2479884000.0,150000000.0,2077304000.0,,,,264805000.0,4262229000.0,,,,8779571000.0,,,2190114000.0,,,,,,,,,5170905000.0,2440552000.0,3309939000.0,73101544000.0,22951593000.0,,52097783000.0,6960621000.0,,,37789000.0,,,,,59096193000.0,72003845000.0,,,,,371514000.0,,,72375359000.0,-13279166000.0,,,,,102086676000.0,,,,102086676000.0,92520716000.0,3584389000.0,2371775000.0,,,96253555000.0,5833121000.0,3765000.0,15509313000.0,31106085000.0,15596772000.0,,,15596772000.0,31106085000.0,定期报告,是,20260327,CNY,合并期末,2025-03-26T19:05:06
20240930,,,10103261000.0,58004497000.0,42129640000.0,15874857000.0,450000000.0,69365000.0,,,4150000000.0,,15417546000.0,,,,,,,,,,,,,,,,,,1578656000.0,91284873000.0,31966049000.0,2333918000.0,2333918000.0,,4288518000.0,,,,,11873099000.0,,,,6300569000.0,,,1657148000.0,,,,,,,,,5429404000.0,1994802000.0,2391090000.0,68234597000.0,23050276000.0,,41621145000.0,5365876000.0,,,33978000.0,,,,,47020999000.0,51979750000.0,,,,,218469000.0,,,52198219000.0,-5177220000.0,,,,,72280100000.0,,,,72280100000.0,73897574000.0,2943429000.0,1730826000.0,,,76954814000.0,-4674714000.0,-18204000.0,13180138000.0,,,,,15596772000.0,28776910000.0,定期报告,未审计,20251029,CNY,合并期末,2024-10-28T21:35:05
20240630,,,6305522000.0,42601038000.0,25526187000.0,17074851000.0,250000000.0,158345000.0,,,,,10574486000.0,,,,,,,,,,,,,,,,,,851674000.0,61005673000.0,24927904000.0,1156112000.0,1156112000.0,,1648000000.0,,,,,10099544000.0,,2050000000.0,,4458618000.0,,,1215448000.0,,,,,,,,,6521404000.0,1321011000.0,2736936000.0,56134977000.0,4870696000.0,,33802933000.0,4170005000.0,,,33169000.0,,,,,38006107000.0,29985640000.0,,,,,149777000.0,,,30135417000.0,7870690000.0,,,,,53829376000.0,,,,53829376000.0,50049948000.0,2327837000.0,1348452000.0,,,52448952000.0,1380424000.0,-1148000.0,14120662000.0,29717434000.0,15596772000.0,,,15596772000.0,29717434000.0,定期报告,未审计,20250829,CNY,合并期末,2024-08-28T20:35:07
20240331,,,1647507000.0,9307978000.0,4047379000.0,5260599000.0,250000000.0,2959275000.0,,,3950000000.0,,5131425000.0,,,,,,,,,,,,,,,,,,4951414000.0,28197599000.0,17409179000.0,670794000.0,670794000.0,,600000000.0,,,,,8381954000.0,,,,2073290000.0,,,791802000.0,,,,,,,,,,465967000.0,1380922000.0,32387987000.0,-4190388000.0,,14570331000.0,1965321000.0,,,33124000.0,,,,,16568776000.0,11093765000.0,,,,,64271000.0,,,11158036000.0,5410740000.0,,,,,32034377000.0,,,,32034377000.0,29580838000.0,651164000.0,651162000.0,,,30269891000.0,1764486000.0,-929000.0,2983909000.0,,,,,15596772000.0,18580681000.0,定期报告,未审计,20250429,CNY,合并期末,2024-04-30T00:55:03
20231231,,,4877609000.0,44715083000.0,44715083000.0,,100000000.0,3292994000.0,,11473894000.0,,,18439173000.0,,,,,,,,,,,,,,,,,,807658000.0,83706411000.0,32293707000.0,1299260000.0,1299260000.0,,4048000000.0,,,4174687000.0,,,,13950000000.0,,7622282000.0,,,2100212000.0,,,,,,,,,,2403958000.0,4005089000.0,73569481000.0,10136930000.0,,49029018000.0,7273934000.0,,,6682000.0,,,,,56309634000.0,72959278000.0,,,,,403917000.0,,,73363195000.0,-17053561000.0,,,,,106455676000.0,,,,106455676000.0,91930519000.0,3384475000.0,2196347000.0,,,95463381000.0,10992295000.0,12111000.0,4087775000.0,15596772000.0,11508997000.0,,,11508997000.0,15596772000.0,定期报告,是,20250327,CNY,合并期末,2024-03-28T22:55:03
