报告日,资产,货币资金,客户资金存款,结算备付金,客户备付金,拆出资金,融出资金,融出证券,交易性金融资产,买入返售金融资产,应收票据及应收账款,应收账款,应收票据,应收款项融资,预付账款,应收股利,应收利息,应收保证金,应收投资款项,其他应收款,存货净额,待转承销费用,衍生金融资产,可供出售金融资产,划分为持有待售的资产,长期股权投资,投资性房地产,债权投资,其他债权投资,其他权益工具投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,固定资产净额,在建工程,固定资产清理,固定资产合计,合同资产,使用权资产,无形资产,商誉,开发支出,交易席位费,长期待摊费用,递延税款借项,其他长期资产,资产总计,负债,短期借款,质押借款,应付短期融资款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,应付票据及应付账款,应付账款,预收账款,应付职工薪酬,应交税金,应付股利,应付利息,其他应付款,代买卖证券款,代理承销证券款,代兑付证券款,信用交易代理买卖证券款,预提费用,预计负债,划分为持有待售的负债,长期递延收益,长期借款,应付债券款,应付债券：优先股,应付债券：永续债,长期应付职工薪酬,长期应付款,专项应付款,合同负债,租赁负债,递延税款贷项,其他负债,负债合计,股东权益,实收资本净额,其他权益工具,其中：优先股,其中：永续债,资本公积,库存股,其他综合收益,专项储备,盈余公积,一般风险准备,交易风险准备,未分配利润,外币折算差额,归属于母公司的股东权益合计,少数股东权益,所有者权益合计,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,14217510203.59,11239177459.05,5183375935.8,4981268917.68,,9671271440.19,,18451705103.36,181040955.13,200142514.18,200142514.18,,,,,,379158768.21,,,,,6287376.6,,,1765775745.32,259791474.2,,310784062.5,7207416817.15,,,,,,,160676313.43,737706996.16,,898383309.59,,119348301.97,848341355.77,7356833.17,,,,193368632.67,286926762.85,60187985592.25,,,,1005642054.8,2981003291.66,1856370438.23,,7434064593.82,152288957.05,152288957.05,,1129828970.38,91788778.44,,,,16014347608.14,,,,,69910.34,,48171428.61,544710283.53,10006369756.61,,,,,,11364305.31,120843283.31,29594301.25,496568704.66,41923026666.14,,4202400000.0,,,,6066917800.54,,1262849824.32,,696642076.61,2081892016.91,,3365822441.84,,17676524160.22,588434765.89,18264958926.11,60187985592.25,定期报告,未审计,20260429,CNY,合并期末,2026-04-28T22:14:04
20251231,,13513823710.69,11025478331.1,3487728580.67,3117130074.34,,9680060660.1,,17252866775.94,795445050.65,185539766.02,185539766.02,,,,,,422353428.97,,,,,4716375.59,,,1887317939.78,262342448.33,,639600428.63,6930848517.54,,,474080929.16,306034666.07,168046263.09,,168046263.09,717348130.89,,885394393.98,,134704332.06,866681451.9,7356833.17,,,,198905389.41,272789382.5,57428475465.93,,,,1105678657.53,4307336583.34,1212255735.53,,7908353985.91,308365812.22,308365812.22,,1038270432.52,104921537.93,,,,13939862161.05,,,,,69910.34,,48685714.32,518687648.5,8421636923.15,,,,,,10843400.27,134259681.1,4760112.58,503034140.05,39567022436.34,,4202400000.0,,,,6066917800.54,,1073747920.56,,696642076.61,2068530153.84,,3181959511.95,,17290197463.5,571255566.09,17861453029.59,57428475465.93,定期报告,是,20260429,CNY,合并期末,2026-04-28T22:14:04
20250930,,12294256934.57,10060602060.05,3380003940.18,3150177405.05,,9069547043.92,,16763997472.67,322746012.79,561730585.9,561730585.9,,,,,,402105849.16,,,,,6293976.62,,,1954440482.83,267856028.59,,1701452571.81,5954336923.94,,,,,,,167639047.09,596286664.69,,763925711.78,,139232930.18,872258258.44,7356833.17,,,,144347443.77,292407139.79,54898296140.11,,,,1102152739.72,4712857677.78,1532981620.35,,7283521594.73,18084143.54,18084143.54,,1076871044.09,172439859.14,,,,12886494393.4,,,,,,,49310922.59,481114633.59,7368655233.83,,,,,,11066246.0,136848872.75,5062158.79,430566255.33,37268027395.63,,4202400000.0,,,,6066924198.07,,880386365.85,,658633058.56,1956578131.7,,3301022117.64,,17065943871.82,564324872.66,17630268744.48,54898296140.11,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T18:46:15
20250630,,11465708688.86,9092409311.0,2393175140.92,2134609768.26,,7673526522.56,,19135410122.87,693847481.84,782006395.43,782006395.43,,,,,,449709307.8,,,,,13996325.02,,,1984891291.91,270407002.72,,1741676772.17,6171646171.79,,,468387360.87,300718338.48,167669022.39,,167669022.39,554151029.3,,721820051.69,,138209091.73,882917945.36,7356833.17,,,,159007568.9,464521821.76,55149834536.5,,,,,3905523636.09,1261858839.59,,10268776031.94,80567458.14,80567458.14,,1114353005.19,163720758.42,,,,11111793889.45,,,,,,,49825208.3,455768062.15,8636385599.32,,,,,,11958108.24,132671381.24,5253395.29,396730060.05,37595185433.41,,4202400000.0,,,,6066923314.42,,970150328.52,,658633058.56,1946295325.87,,3158750866.67,,17003152894.04,551496209.05,17554649103.09,55149834536.5,定期报告,未审计,20250828,CNY,合并期末,2025-08-27T21:10:05
20250331,,11321033249.37,8698967027.51,2294389888.39,2059143522.01,,8062832901.12,,20008195943.15,509984749.57,468669051.68,468669051.68,,,,,,296849461.4,,,,,1948438.67,,,2019905859.36,272957976.85,,1709185651.82,4472185016.49,,,,,,,173168376.4,529587998.97,,702756375.37,,147557135.12,895249423.4,7356833.17,,,,621620972.11,255499905.94,54068178832.98,,,,504471232.88,3214088174.99,1522605892.32,,11467877653.51,48323112.8,48323112.8,,985694121.76,36642833.08,,,,10602904681.27,,,,,,,50339494.01,439679273.58,6886115320.75,,,,,,11910334.51,142547380.45,425768746.15,526875579.19,36865843831.25,,4202400000.0,,,,6066161230.44,,908058035.69,,600173195.01,1857713442.51,,3043497486.81,,16678003390.46,524331611.27,17202335001.73,54068178832.98,定期报告,未审计,20250426,CNY,合并期末,2025-04-25T20:20:16
20241231,,11903998426.18,8580958475.68,2790514619.41,2536189757.11,,7590328341.73,,18690681394.43,571931981.49,305260799.47,305260799.47,,,,,,817470057.48,,,,,22553205.35,,,1991605617.39,275508950.98,,930745187.29,4110193357.27,,,464750201.83,283951922.07,180798279.76,,180798279.76,515116781.72,,695915061.48,,153205108.85,913757183.45,7356833.17,,,,625668385.46,345762383.69,52742456894.57,,,,511575041.1,4307351063.91,1706455258.26,668579.41,9294133857.96,47740317.72,47740317.72,,926280550.51,38670593.09,,,,10970609048.29,,,,,,,50853779.72,413229468.24,6618859677.77,,,,,,11490719.92,150011197.46,339692726.54,542756154.86,35930378034.76,,4202400000.0,,,,6066161230.44,,679809809.52,,600173195.01,1845384980.93,,2911840121.85,,16305769337.75,506309522.06,16812078859.81,52742456894.57,定期报告,是,20260429,CNY,合并期末,2025-04-25T20:20:16
20240930,,11087654220.08,8414391731.98,1675629351.58,1479995625.59,,6244155337.67,,17918361733.56,540674954.44,323878874.25,323878874.25,,,,,,616729947.83,,,,,29115273.94,,,1959133263.46,278022063.07,,25914354.65,3614100049.64,,,,,,,177041726.8,458461089.43,,635502816.23,,112567719.23,918120647.58,7356833.17,,,,640566913.55,498469966.66,47125954320.59,,,,10009780.82,3005926344.46,1298430101.59,4589771.25,7628807854.71,86785850.57,86785850.57,,708384597.98,44198666.03,,,,9851595760.92,,,,,,,51488123.45,374225085.78,7090839254.35,,,,,,9268129.93,107179321.0,203976031.84,529446038.42,31005150713.1,,4202400000.0,,,,6066236802.54,,259079142.43,,551827129.61,1768522817.19,,2774523840.72,,15622589732.49,498213875.0,16120803607.49,47125954320.59,定期报告,未审计,20241030,CNY,合并期末,2024-10-29T20:07:28
20240630,,8552034798.27,5823938459.56,1840973083.46,1581515585.1,,6353579849.55,,17214748217.7,679399460.69,440900768.97,440900768.97,,,,,,621896447.45,,,,,,,,1941367091.69,280580609.62,,63423198.08,3541809500.86,,,456604683.27,273355943.07,183248740.2,,183248740.2,385897235.49,,569145975.69,,122166762.98,927949624.89,7356833.17,,,,702236981.09,613143883.61,44472713087.77,,,,,2788106830.54,1293468857.23,12822247.39,8092340396.57,25550436.68,25550436.68,,753193038.62,28144778.23,,,,7202635714.5,,,,,,,52002409.16,321201133.26,6960885934.71,,,,,,9423039.62,119613738.98,190145597.7,742846633.26,28592380786.45,,4202400000.0,,,,6066173455.87,,229931257.66,,551827129.61,1724728892.59,,2619163786.63,,15394224522.36,486107778.96,15880332301.32,44472713087.77,定期报告,未审计,20240824,CNY,合并期末,2024-08-23T19:12:03
20240331,,9247644363.02,6796213987.86,1909911305.11,1487284520.63,,6777417610.25,,17236757438.94,749958222.63,226184739.92,226184739.92,,,,,,818361663.44,,,,,29994222.0,,,1925742377.95,283139156.17,,63625781.28,2768084363.3,,,,,,,189312094.29,332183507.2,,521495601.49,,141945012.46,930757445.43,7356833.17,,,,688747382.14,477300285.89,44804423804.59,,,,20597917.81,2257107305.54,1796210709.18,12729981.35,7783149346.8,394052761.89,394052761.89,,774694486.59,27576813.08,,,,8078650581.33,,,,,,,52285714.29,265051421.49,6903308642.37,,,,,,11241398.64,135536560.57,126017337.94,635680990.51,29273891969.38,,4202400000.0,,,,6066159417.64,,31751243.42,,512082051.7,1644007905.83,,2617377034.97,,15073777653.56,456754181.65,15530531835.21,44804423804.59,定期报告,未审计,20240427,CNY,合并期末,2024-04-26T20:32:02
20231231,,7847914270.28,5513622967.76,2657498366.82,2299054719.47,,7185216440.95,,18626528262.05,696809159.45,194732084.55,194732084.55,,,,,,600502046.59,,,,,,,,1975211210.54,285697702.72,,63423198.08,2610205786.57,,,454742016.57,258327198.3,196414818.27,,196414818.27,307235949.06,,503650767.33,,120302129.79,936795519.77,7356833.17,,,,694808774.27,274552149.03,45281204701.96,,,,50699068.49,3416245916.66,780621901.47,3137690.11,10202423564.93,142966191.5,142966191.5,,726235001.23,12841949.28,,,,7458052947.1,100656200.0,,,,,,52800000.0,231656355.98,5895720939.1,,,,,,13190461.62,115952234.63,77599318.29,707324907.52,29988124647.91,,4202400000.0,,,,6066159417.64,,-77921560.37,,512082051.7,1622387969.6,,2495799892.64,,14820907771.21,472172282.84,15293080054.05,45281204701.96,定期报告,是,20250426,CNY,合并期末,2024-04-26T20:32:02
