报告日,资产,货币资金,客户资金存款,结算备付金,客户备付金,拆出资金,融出资金,融出证券,交易性金融资产,买入返售金融资产,应收票据及应收账款,应收账款,应收票据,应收款项融资,预付账款,应收股利,应收利息,应收保证金,应收投资款项,其他应收款,存货净额,待转承销费用,衍生金融资产,可供出售金融资产,划分为持有待售的资产,长期股权投资,投资性房地产,债权投资,其他债权投资,其他权益工具投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,固定资产净额,在建工程,固定资产清理,固定资产合计,合同资产,使用权资产,无形资产,商誉,开发支出,交易席位费,长期待摊费用,递延税款借项,其他长期资产,资产总计,负债,短期借款,质押借款,应付短期融资款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,应付票据及应付账款,应付账款,预收账款,应付职工薪酬,应交税金,应付股利,应付利息,其他应付款,代买卖证券款,代理承销证券款,代兑付证券款,信用交易代理买卖证券款,预提费用,预计负债,划分为持有待售的负债,长期递延收益,长期借款,应付债券款,应付债券：优先股,应付债券：永续债,长期应付职工薪酬,长期应付款,专项应付款,合同负债,租赁负债,递延税款贷项,其他负债,负债合计,股东权益,实收资本净额,其他权益工具,其中：优先股,其中：永续债,资本公积,库存股,其他综合收益,专项储备,盈余公积,一般风险准备,交易风险准备,未分配利润,外币折算差额,归属于母公司的股东权益合计,少数股东权益,所有者权益合计,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,57681801603.06,51961493337.18,7499313606.79,6636839353.28,,28535604695.58,,51248017894.12,2477026390.79,405953627.93,405803627.93,150000.0,,,,,11634142145.81,,,,,1004160604.18,,,2530880813.79,,1676100.73,58974856130.24,14704781001.16,,,,,,,2052445208.34,,,2052445208.34,,165656554.77,281486000.58,320619108.18,,,,532869237.9,994670450.75,241045961174.7,,3103194501.52,,21601883661.56,12481957294.45,1077145118.02,54569507.14,59693877232.73,552219842.3,207219842.3,,1907735599.19,718005687.49,,,,67046665141.01,18625433.33,,,,,,,,27735132040.51,,,,,,6745478.71,163981726.67,,645182632.9,196806920897.53,,4968702837.0,,,,23318753598.9,,205773610.17,,2186649338.4,5026164801.78,,8040194906.43,,43746239092.68,492801184.49,44239040277.17,241045961174.7,定期报告,未审计,20260429,CNY,合并期末,2026-04-28T17:14:02
20251231,,50712968311.82,46899008797.56,7519486841.75,6462510682.27,,28688115218.16,,42645183066.0,1660435251.62,575370059.75,575220059.75,150000.0,,,,,10936682664.44,,,,,394316180.51,,,2525774211.3,,1702607.88,54107446801.27,12265188039.08,,,2994706666.61,911733294.12,2082973372.49,,2082973372.49,,,2082973372.49,,159766328.82,299564745.67,324605969.61,,,,508558551.14,811341753.3,216219479974.61,,2597880230.37,,21332589472.15,8951536677.78,734374644.1,44084875.67,48981410769.06,808290126.45,326290126.45,,2211612347.89,698198297.88,,,,61544965140.03,3564500.0,,,,,,,,23985300350.94,,,,,,10604534.88,154729312.54,,402214234.03,172461355513.77,,4968702837.0,,,,23321198178.55,,540415447.14,,2186649338.4,5017594215.85,,7236959562.42,,43271519579.36,486604881.48,43758124460.84,216219479974.61,定期报告,是,20260429,CNY,合并期末,2026-04-28T17:12:02
20250930,,43067771840.86,40565495458.29,8534504092.18,6826771261.67,,27429934340.35,,56590162061.05,1591680126.27,768985136.83,732485136.83,36500000.0,,,,,10096776071.37,,,,,36552130.9,,,2506750898.18,,1721334.37,51848150917.65,10479065395.71,,,,,,,2105131326.43,,,2105131326.43,,174116092.73,286820934.88,326540189.51,,,,407585855.68,707402614.37,216959651359.32,,1938471238.67,,20187467273.55,7910034766.67,36808766.68,21557176.65,59749447728.96,750775824.68,165775824.68,,2310685176.64,780743051.73,,,,55021628699.03,9893888.89,,,,,,,,23936082818.58,,,,,,18451886.81,172872415.83,,1279847684.4,174124768397.77,,4968702837.0,,,,23321304907.22,,264557559.68,,1854147850.74,4333520094.56,,7553362768.83,,42295596018.03,539286943.52,42834882961.55,216959651359.32,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T17:26:05
20250630,,41087247843.39,38129120792.79,6232100627.28,5094511395.88,,20102659875.93,,42257221126.96,1537310164.68,569780897.13,569280897.13,500000.0,,,,,8084950527.62,,,,,38404489.08,,,2458570618.07,,4342049.39,32855475436.37,13005381893.11,,,3005205940.62,876519170.61,2128686770.01,,2128686770.01,,,2128686770.01,,185602201.89,297187009.28,326342820.13,,,,162985271.97,534931580.9,171869181203.19,,1164454332.84,,15707485069.62,7946814759.14,22363917.84,58226970.27,29088136468.13,1377238019.52,479238019.52,,1922939096.86,548007696.71,,,,48513266781.52,4525000.0,,,,,,,,21290149796.97,,,,,,12983962.29,181633841.58,58874374.73,724746520.95,128621846608.97,,4968702837.0,,,,23321304907.22,,1277879572.15,,1854147850.74,4325037324.75,,6965528002.89,,42712600494.75,534734099.47,43247334594.22,171869181203.19,定期报告,未审计,20250828,CNY,合并期末,2025-08-27T16:10:04
20250331,,35998732200.4,33013508834.26,7343726988.84,5981838848.3,,21808371887.78,,57552083508.75,2409725027.37,282308617.68,281308617.68,1000000.0,,,,,8645334513.06,,,,,33273135.74,,,2468412639.73,,4630455.29,49204745542.96,9691027297.28,,,,,,,2158854776.9,,,2158854776.9,,193018788.56,286051919.31,328474409.41,,,,304922236.06,684104413.46,199397798358.58,,1150809863.06,,17110372888.11,10922686999.98,50565632.04,159573633.86,62406759128.29,1619928089.58,732928089.58,,1947805289.83,500231549.88,,,,44242908404.47,2770986.66,,,,,,,,15222421859.8,,,,,,133028880.05,189917010.34,3470476.0,878378810.8,156541629502.75003,,4968702837.0,,,,23328912017.08,,927030642.63,,1854147850.74,4315130985.16,,6931059403.53,,42324983736.14,531185119.69,42856168855.83,199397798358.58,定期报告,未审计,20250426,CNY,合并期末,2025-04-25T17:14:04
20241231,,38310667331.83,34984854891.35,7433348764.9,6360459700.62,,20579823347.32,,40159210138.06,1703198267.07,439253583.23,438753583.23,500000.0,,,,,6920499915.7,,,,,143578101.47,,,2224512358.55,,4672154.03,49942918393.76,6396118993.54,,,3007396533.33,820478449.42,2186918083.91,,2186918083.91,,,2186918083.91,,199822086.68,272380526.13,329105991.41,,,,192730250.63,365851039.12,177804609327.34,,880377876.44,,16132891084.46,9414611900.01,564320266.94,144481195.12,36320695111.95,746210802.76,272710802.76,,1747671489.21,168224426.75,,,,45825231320.25,18303850.0,,,,,,,,22387722318.1,,,,,,10568867.95,200097282.28,102176788.72,882064035.08,135545648616.02,,4968702837.0,,,,23328912017.08,,1381408457.52,,1854147850.74,4306275083.92,,5889701690.41,,41729147936.67,529812774.65,42258960711.32,177804609327.34,定期报告,是,20260429,CNY,合并期末,2025-04-25T17:14:04
20240930,,36548790146.35,33878668365.77,5257042948.59,4083208351.21,,17313237976.25,,55725742125.04,2071048567.38,219602631.85,219602631.85,,,,,,7361021262.1,,,,,739859722.31,,,2225448067.56,,4539090.59,44686812643.39,3118565430.8,,,,,,,2196966515.72,,,2196966515.72,,218213062.33,263673804.89,324329652.48,,,,432986360.15,368629070.09,179076509077.87003,,778288117.26,,12078558630.14,9419802022.24,1009085046.79,807186779.44,44623551188.09,910147877.25,283647877.25,,1715921997.12,361597946.41,,,,42145556177.34,5298486.2,,,,,,,,22307306737.64,,,,,,71652139.76,219341236.69,933434.25,1570846832.59,138025074649.21,,4968702837.0,,,,23334580331.66,,598162616.27,,1607770126.88,3799142954.93,,6160311813.21,,40468670679.95,582763748.71,41051434428.66,179076509077.87003,定期报告,未审计,20241030,CNY,合并期末,2024-10-29T16:02:03
20240630,,27007706228.63,23848432364.74,5144228551.42,4033404800.97,,17996839564.01,,40854146906.93,2039096955.53,365770637.3,365770637.3,,,,,,6669934216.99,,,,,767007056.12,,,2179781844.74,,4281996.9,45517178796.16,3799901934.5,,,3001926955.63,776375765.65,2225551189.98,,2225551189.98,,,2225551189.98,,235267442.29,274738570.05,326480978.69,,,,247140446.45,938699068.05,156593752384.74,,676695557.51,,13060787397.25,8426332138.89,1150256765.26,324964491.87,30487907949.22,938143989.43,374143989.43,,1560839879.97,253644206.77,,,,32639039457.47,300000.0,,,,,,,,24285412317.32,,,,,,101083737.71,235973170.26,833380.71,1374020457.37,115516234897.01,,4968702837.0,,,,23334580331.66,,897094774.87,,1607770126.88,3791590194.56,,5897184461.61,,40496922726.58,580594761.15,41077517487.73,156593752384.74,定期报告,未审计,20240824,CNY,合并期末,2024-08-23T16:02:03
20240331,,28692059998.02,24439888638.89,5333391559.5,4295157857.45,,17694239712.94,,59523342249.79,2512925125.8,332620293.48,332620293.48,,,,,,5556540743.53,,,,,567864935.56,,,2206824632.31,,4320208.49,45991305031.5,2837190957.08,,,,,,,2252792523.78,,,2252792523.78,,235543149.13,282976926.66,325277025.49,,,,473450080.63,790140475.49,175612805629.18,,871940803.03,,12136067007.34,6512540108.33,852441951.8,365867150.62,54546656015.52,1206807260.68,761007260.68,,1618141653.41,173863937.82,,,,31682337034.85,26520600.0,,,,,,,,23268644812.39,,,,,,185439874.95,235584718.82,841592.01,998059762.1,134681754283.67,,4968702837.0,,,,23335206175.03,,500341621.65,,1607770126.88,3783734992.33,,6158086631.37,,40353842384.26,577208961.25,40931051345.51,175612805629.18,定期报告,未审计,20240430,CNY,合并期末,2024-04-29T20:42:03
20231231,,27005582649.56,23473304246.28,5331519631.27,4313220690.0,,19042653339.0,,53638231318.13,3218497949.43,192471443.67,192471443.67,,,,,,5894358172.81,,,,,361504055.91,,,2209475792.53,,4440876.68,35072312361.76,1845315357.82,,,2368010149.21,744490839.36,1623519309.85,,1623519309.85,346919577.55,,1970438887.4,,252938145.24,292705352.33,325198077.74,,,,515111735.79,322552667.62,157495307814.68997,,645345857.48,,14982387325.88,3491892888.89,687256746.39,409566379.08,39155427560.8,1238070939.07,404570939.07,,1512404327.21,186966818.4,,,,30761079692.17,1275660.0,,,,,,,,22420793934.33,,,,,,49582245.06,256336413.63,750491.8,1404072091.04,117203209371.23,,5007502651.0,,,,23640873877.88,344467516.85,318105627.48,,1607770126.88,3776457712.49,,5708540134.3,,39714782613.18,577315830.28,40292098443.46,157495307814.68997,定期报告,是,20250426,CNY,合并期末,2024-04-29T20:42:03
