报告日,营业收入,手续费净收入,代理买卖证券业务净收入,证券承销业务净收入,委托管理资产业务净收入,投资咨询服务净收入,期货经纪业务净收入,基金管理业务净收入,利息净收入,利息收入,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益,汇兑净收益,其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,研发费用,其他业务成本,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税费用,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,年初未分配利润,其他因素调整,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划净负债或净资产的变动,权益法下在被投资单位不能重分类进损益的其他综合收益中享有的份额,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下在被投资单位以后将重分类进损益的其他综合收益中享有的份额,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,537554606.13,263093693.96,231580199.9,2359729.03,259902.85,,,,138860141.6,243592690.75,104732549.15,116036878.26,22238560.81,,,13333095.15,1465960.79,628515.49,249244.53,3887076.35,329906700.61,3588382.85,327493806.13,,-1462517.1,,,287028.73,207647905.52,623685.21,,83430.75,,208188159.98,35184263.53,173003896.45,173003896.45,,168651261.5,4352634.95,,,-962723.45,-962723.45,,,,,,-962723.45,-1804035.07,,10058904.29,,-955589.33,,,,-8262003.34,,,172041173.0,167688538.05,4352634.95,0.0363,0.0363,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T18:13:51
20251231,1962941008.85,977047974.27,822938775.02,24283643.18,22348930.11,,,,411861828.04,859939431.98,448077603.94,678164707.44,80296229.0,,,-123470748.28,50280.04,6351048.26,2510374.58,10425544.5,1324976027.51,13428337.78,1202648735.71,,80762574.1,25980012.6,,2156367.32,637964981.34,8163237.7,,49481131.49,,596647087.55,146222293.33,450424794.22,450424794.22,,455818683.4,-5393889.18,358503723.78,,-15887371.81,-15887371.81,,,,,,-15887371.81,5400454.22,,-12689936.42,,1458938.12,,,,-10056827.73,,,434537422.41,439931311.59,-5393889.18,0.0982,0.0982,定期报告,是,20260328,CNY,合并期末,2026-03-27T21:23:38
20250930,1439429860.52,740872934.93,624696624.57,12642097.31,23350114.27,,,,281662486.92,620123061.85,338460574.93,434151052.73,74224768.11,,,-31071802.98,157292.93,3447246.71,1144684.97,9065964.31,988838377.87,10528723.51,955391195.36,,17432218.33,4752513.0,,733727.67,450591482.65,885492.75,,2391859.98,,449085115.42,58508637.6,390576477.82,390576477.82,,389453655.29,1122822.53,,,-10038746.23,-10038746.23,,,,,,-10038746.23,1562293.82,,-5266840.13,,-46792.66,,,,-6287407.26,,,380537731.59,379414909.06,1122822.53,0.0839,0.0839,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T18:13:35
20250630,921354746.21,424854336.38,358387152.25,5653889.37,15101558.7,,,,174898824.75,409459221.72,234560396.97,275310673.55,58235148.03,,,32381186.01,2205970.1,1784577.34,1287579.06,8631599.02,628139701.92,6726953.88,614135834.19,,2021098.12,4752513.0,,503302.73,293215044.29,600879.39,,1050469.54,,292765454.14,33624641.11,259140813.03,259140813.03,,260308365.67,-1167552.64,358503723.78,,-11890170.82,-11890170.82,,,,,,-11890170.82,139527.52,,-5182644.85,,-46792.65,,,,-6800260.84,,,247250642.21,248418194.85,-1167552.64,0.0561,0.0561,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T17:13:08
20250331,401029592.04,225295645.08,191740704.82,3700657.53,7974214.77,,,,94990373.65,214060180.18,119069806.53,98949700.21,35252564.07,,,-25517695.25,408461.42,1011972.97,1265359.29,4625774.67,288245556.64,3283956.86,286090419.51,,-1401697.51,,,272877.78,112784035.4,26071.42,,131197.95,,112678908.87,11248937.39,101429971.48,101429971.48,,102963370.01,-1533398.53,,,-6724124.38,-6724124.38,,,,,,-6724124.38,,,-5119469.98,,-46792.66,,,,-1557861.74,,,94705847.1,96239245.63,-1533398.53,0.0222,0.0222,定期报告,未审计,20260430,CNY,合并期末,2025-04-29T19:03:11
20241231,1392409795.91,810071316.09,642907031.27,56282928.18,24479998.61,,,,244705312.27,828108569.66,583403257.39,507905625.93,59105673.19,,,-198814850.1,-1455640.68,13699856.79,3427741.26,12870434.35,1188383774.04,12902288.08,1142505105.72,,19811034.92,12113303.94,,1052041.38,204026021.87,36707776.37,,5440011.55,,235293786.69,13400146.28,221893640.41,221893640.41,,245847400.51,-23953760.1,242467397.11,,14354440.33,14354440.33,,,,,,14354440.33,550391.86,,4146948.96,,-141209.01,,,,9798308.52,,,236248080.74,260201840.84,-23953760.1,0.053,0.053,定期报告,是,20260328,CNY,合并期末,2025-03-28T22:24:38
20240930,1292372031.84,465801539.05,363291225.27,35203642.86,21389418.5,,,,122982456.75,582776141.38,459793684.63,899787556.26,-10302145.74,,,-507180139.15,-1098983.22,297895601.19,2829328.35,11354672.61,1161740977.69,9717164.11,827811494.61,,25881408.55,5609511.54,,292721398.88,130631054.15,15237992.98,,2400257.37,,143468789.76,2170543.29,141298246.47,141298246.47,,163169587.25,-21871340.78,,,1035402.36,1035402.36,,,,,,1035402.36,-327564.88,,3502654.29,,-38854.74,,,,-2100832.31,,,142333648.83,164204989.61,-21871340.78,0.0351,0.0351,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T20:48:05
20240630,1198670567.05,319162088.55,248077408.62,25574336.5,13810436.36,,,,78626368.95,388806227.22,310179858.27,675775506.06,-27503805.08,,,-120698919.06,-167332.82,240605710.27,-1027.9,5368173.0,983880443.99,6350184.94,712644577.89,,26164774.93,2964419.83,,235756486.4,214790123.06,1598648.85,,1741100.8,,214647671.11,35246230.35,179401440.76,179401440.76,,201265120.05,-21863679.29,242467397.11,,6960345.18,6960345.18,,,,,,6960345.18,523188.92,,3361315.14,,-54815.97,,,,3130657.09,,,186361785.94,208225465.23,-21863679.29,0.0433,0.0433,定期报告,未审计,20250830,CNY,合并期末,2024-08-30T21:43:18
20240331,643976990.46,152861490.42,123440313.9,7419657.15,6578628.64,,,,28467598.95,193934094.15,165466495.2,427807610.26,7782156.3,,,-110052426.23,271780.4,139281940.82,-796.9,5339792.74,512766469.72,3453117.8,373269569.82,,428773.87,-240342.07,,135855350.3,131210520.74,728920.11,,516178.8,,131423262.05,7171638.01,124251624.04,124251624.04,,130790222.34,-6538598.3,,,2181372.88,2181372.88,,,,,,2181372.88,,,2009302.65,,-14287.54,,,,186357.77,,,126432996.92,132971595.22,-6538598.3,0.0282,0.0282,定期报告,未审计,20250430,CNY,合并期末,2024-04-26T19:23:10
20231231,1968016572.87,745988329.71,531862054.5,91944011.98,48701535.95,,,,126068459.51,813456863.57,687388404.06,873177476.72,-23173922.62,,,-96656528.14,387802.13,300815779.22,40069.74,18195183.98,1758744134.17,11154411.12,1381597398.39,,55036615.4,13044185.59,,297911523.67,209272438.7,6269169.2,,3293044.41,,212248563.49,10024758.34,202223805.15,202223805.15,,211601553.51,-9377748.36,211258110.35,,771826.05,771826.05,,,,,,771826.05,-3952584.19,,42307818.15,,-44950186.83,,,,7366778.92,,,202995631.2,212373379.56,-9377748.36,0.0456,0.0456,定期报告,是,20250329,CNY,合并期末,2024-03-28T22:28:08
