报告日,营业收入,净利息收入,利息收入,利息支出,手续费及佣金净收入,手续费及佣金收入,手续费及佣金支出,中间业务净收入,中间业务收入,中间业务支出,净交易收入,衍生金融工具交易净收入,投资收益,对联营公司的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,租赁收入,净敞口套期收益,公允价值变动收益/(损失),其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,折旧费,提取呆账准备,研发费用,其他业务支出,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,加:年初未分配利润,其他因素调整,可供分配的利润,一般风险准备转入,盈余公积转入,减:提取法定盈余公积,提取法定公益金,提取一般风险准备,提取信托赔偿准备金,盈余公积补亏,提取职工奖福基金,应付永续债利息,其他,可供股东分配的利润,减:应付优先股股利,提取任意盈余公积,应付普通股股利,转作股本的普通股股利,未分配利润,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能重分类进损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下重分类进损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,2885902000.0,2471130000.0,4625229000.0,2154099000.0,72614000.0,93024000.0,20410000.0,,,,-5515000.0,,135788000.0,57182000.0,,-5515000.0,,,210712000.0,32000.0,-49000.0,1190000.0,2142366000.0,31189000.0,412958000.0,,1695977000.0,,,,,2242000.0,743536000.0,1044000.0,,533000.0,,744047000.0,-11859000.0,,755906000.0,,,755866000.0,40000.0,,,,,,,,,,,,,,,,,,,,26817000.0,25090000.0,-98413000.0,,,-98413000.0,,123503000.0,,,127467000.0,,-17207000.0,,,,,1727000.0,782723000.0,780956000.0,1767000.0,0.17,0.17,定期报告,未审计,20260423,CNY,合并期末,2026-04-22T19:28:05
20251231,9965625000.0,8820172000.0,18389005000.0,9568833000.0,351195000.0,456661000.0,105466000.0,,,,6875000.0,,1260568000.0,190376000.0,569925000.0,6875000.0,,,-476435000.0,577000.0,-346000.0,3019000.0,7459270000.0,130459000.0,2047296000.0,51251000.0,5217702000.0,,,,,12562000.0,2506355000.0,958000.0,,24265000.0,,2483048000.0,-164136000.0,,2647184000.0,,,2649947000.0,-2763000.0,16663174000.0,,19313121000.0,,,,,933848000.0,,,,,,18379273000.0,,,444444000.0,,17934829000.0,-503990000.0,-501591000.0,241965000.0,7552000.0,,234413000.0,,-743556000.0,,,-803190000.0,,53423000.0,,,,,-2399000.0,2143194000.0,2148356000.0,-5162000.0,0.6,0.6,定期报告,是,20260423,CNY,合并期末,2026-04-22T19:30:06
20250930,7690989000.0,6309537000.0,13544764000.0,7235227000.0,277607000.0,352329000.0,74722000.0,,,,6678000.0,,1088788000.0,167280000.0,569654000.0,6678000.0,,,7023000.0,440000.0,-194000.0,1110000.0,5771782000.0,99517000.0,1423084000.0,,4242140000.0,,,,,7041000.0,1919207000.0,199000.0,,22378000.0,,1897028000.0,-133763000.0,,2030791000.0,,,2033176000.0,-2385000.0,,,,,,,,,,,,,,,,,,,,-489917000.0,-487439000.0,222336000.0,,,222336000.0,,-709775000.0,,,-784999000.0,,74074000.0,,,,,-2478000.0,1540874000.0,1545737000.0,-4863000.0,0.46,0.46,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T21:14:05
20250630,5204521000.0,3898002000.0,8751978000.0,4853976000.0,195520000.0,240361000.0,44841000.0,,,,3839000.0,,1011693000.0,149742000.0,529705000.0,3839000.0,,,94433000.0,287000.0,-363000.0,1110000.0,3806921000.0,65232000.0,910256000.0,,2826868000.0,,,,,4565000.0,1397600000.0,177000.0,,2957000.0,,1394820000.0,-55318000.0,,1450138000.0,,,1451660000.0,-1522000.0,16663174000.0,,18114834000.0,,,,,,,,,,,18114834000.0,,,444444000.0,,17670390000.0,28229000.0,28710000.0,205407000.0,,,205407000.0,,-176697000.0,,,-178010000.0,,1241000.0,,,,,-481000.0,1478367000.0,1480370000.0,-2003000.0,0.33,0.33,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T20:30:04
20250331,2038926000.0,1806723000.0,4186957000.0,2380234000.0,64228000.0,87987000.0,23759000.0,,,,1550000.0,,208253000.0,87358000.0,,1550000.0,,,-43154000.0,247000.0,58000.0,1021000.0,1342477000.0,29126000.0,416863000.0,,894255000.0,,,,,2233000.0,696449000.0,1000.0,,1248000.0,,695202000.0,-15235000.0,,710437000.0,,,711993000.0,-1556000.0,,,,,,,,,,,,,,,,,,,,-420023000.0,-418987000.0,-5097000.0,,,-5097000.0,,-413890000.0,,,-414747000.0,,295000.0,,,,,-1036000.0,290414000.0,293006000.0,-2592000.0,0.16,0.16,定期报告,未审计,20260423,CNY,合并期末,2025-04-29T21:50:21
20241231,8190241000.0,5523874000.0,15760149000.0,10236275000.0,350078000.0,443408000.0,93330000.0,,,,7923000.0,,1828549000.0,323647000.0,58050000.0,7923000.0,,,476712000.0,1128000.0,-303000.0,2280000.0,5784627000.0,107085000.0,1990972000.0,,3675530000.0,,,,,11040000.0,2405614000.0,12727000.0,,7315000.0,,2411026000.0,-149483000.0,,2560509000.0,,,2558554000.0,1955000.0,14944302000.0,,17502856000.0,,,,,590793000.0,,,,,,16912063000.0,,,248889000.0,,16663174000.0,234018000.0,233847000.0,57226000.0,-55103000.0,,112329000.0,,176621000.0,,,178805000.0,,1017000.0,,,,,171000.0,2794527000.0,2792401000.0,2126000.0,0.58,0.58,定期报告,是,20260423,CNY,合并期末,2025-04-29T21:30:06
20240930,5528823000.0,3904394000.0,11645580000.0,7741186000.0,275941000.0,339974000.0,64033000.0,,,,-170000.0,,833823000.0,298273000.0,55415000.0,-170000.0,,,511542000.0,1100000.0,87000.0,2106000.0,3728124000.0,74563000.0,1392049000.0,,2255576000.0,,,,,5936000.0,1800699000.0,34000.0,,2803000.0,,1797930000.0,-130230000.0,,1928160000.0,,,1927036000.0,1124000.0,,,,,,,,,,,,,,,,,,,,96370000.0,96975000.0,104023000.0,,,104023000.0,,-7047000.0,,,-4363000.0,,371000.0,,,,,-605000.0,2024530000.0,2024011000.0,519000.0,0.43,0.43,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T20:20:05
20240630,3621843000.0,2437448000.0,7660579000.0,5223131000.0,195411000.0,240173000.0,44762000.0,,,,3321000.0,,571563000.0,205494000.0,55415000.0,3321000.0,,,411948000.0,394000.0,89000.0,1669000.0,2320723000.0,49255000.0,875380000.0,,1392314000.0,,,,,3774000.0,1301120000.0,24000.0,,2513000.0,,1298631000.0,-39064000.0,,1337695000.0,,,1336859000.0,836000.0,14944302000.0,,16281161000.0,,,,,,,,,,,16281161000.0,,,248889000.0,,16032272000.0,56435000.0,56512000.0,36172000.0,,,36172000.0,,20340000.0,,,21891000.0,,-335000.0,,,,,-77000.0,1394130000.0,1393371000.0,759000.0,0.3,0.3,定期报告,未审计,20250829,CNY,合并期末,2024-08-29T20:50:09
20240331,1885441000.0,1239753000.0,3790440000.0,2550687000.0,70847000.0,94046000.0,23199000.0,,,,-315000.0,,174509000.0,106255000.0,9258000.0,-315000.0,,,398808000.0,247000.0,-46000.0,1638000.0,1186504000.0,23718000.0,420031000.0,,740875000.0,,,,,1880000.0,698937000.0,2000.0,,2015000.0,,696924000.0,13834000.0,,683090000.0,,,682628000.0,462000.0,,,,,,,,,,,,,,,,,,,,41705000.0,41361000.0,22070000.0,,22070000.0,22070000.0,,19291000.0,17523000.0,,12635000.0,,-91000.0,,,,,344000.0,724795000.0,723989000.0,806000.0,0.15,0.15,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T21:35:04
20231231,7204769000.0,5307557000.0,15382617000.0,10075060000.0,276936000.0,355948000.0,79012000.0,,,,9413000.0,,1173755000.0,275837000.0,-467000.0,9413000.0,,,431746000.0,1089000.0,-1855000.0,6128000.0,4818490000.0,97983000.0,1967685000.0,,2742486000.0,,,,,10336000.0,2386279000.0,15669000.0,,6274000.0,,2395674000.0,-69270000.0,,2464944000.0,,,2462237000.0,2707000.0,13388068000.0,,15850305000.0,,,,,172670000.0,,,,,,15677635000.0,,,733333000.0,,14944302000.0,-52552000.0,-53798000.0,-10375000.0,-16196000.0,,5821000.0,,-43423000.0,,,-36889000.0,,-19340000.0,,,,,1246000.0,2412392000.0,2408439000.0,3953000.0,0.55,0.55,定期报告,是,20250430,CNY,合并期末,2024-04-29T21:00:04
20230930,5040594000.0,4025795000.0,11454288000.0,7428493000.0,210014000.0,259618000.0,49604000.0,,,,9857000.0,,749495000.0,211545000.0,,9857000.0,,,40183000.0,593000.0,-9000.0,4666000.0,3098827000.0,73205000.0,1377540000.0,,1638781000.0,,,,,9301000.0,1941767000.0,1600000.0,,1366000.0,,1942001000.0,35646000.0,,1906355000.0,,,1905349000.0,1006000.0,,,,,,,,,,,,,,,,,,,,54698000.0,54264000.0,20837000.0,,20837000.0,20837000.0,,33427000.0,51694000.0,,33676000.0,,-13789000.0,,,,,434000.0,1961053000.0,1959613000.0,1440000.0,0.43,0.43,定期报告,未审计,20241128,CNY,合并期末,2023-10-30T20:50:09
20230630,3424264000.0,2752935000.0,7613801000.0,4860866000.0,144309000.0,176386000.0,32077000.0,,,,11044000.0,,531519000.0,127563000.0,,11044000.0,,,-16267000.0,375000.0,85000.0,264000.0,2050146000.0,48982000.0,889352000.0,,1105418000.0,,,,,6394000.0,1374118000.0,1599000.0,,1296000.0,,1374421000.0,40479000.0,,1333942000.0,,,1332751000.0,1191000.0,13388068000.0,,14720819000.0,,,,,,,,,,,14720819000.0,,,733333000.0,,13987486000.0,128740000.0,127759000.0,27215000.0,,,27215000.0,,100544000.0,,,82872000.0,111282000.0,-9423000.0,,,,,981000.0,1462682000.0,1460510000.0,2172000.0,0.3,0.3,定期报告,未审计,20240830,CNY,合并期末,2024-08-29T20:45:03
20230331,1805241000.0,1389901000.0,3769188000.0,2379287000.0,55350000.0,72591000.0,17241000.0,,,,-1451000.0,,216759000.0,,,-1451000.0,,,144362000.0,246000.0,-92000.0,166000.0,1105685000.0,24649000.0,405793000.0,,672789000.0,,,,,2454000.0,699556000.0,6000.0,,48000.0,,699514000.0,41768000.0,,657746000.0,,,657729000.0,17000.0,,,,,,,,,,,,,,,,,,,,113243000.0,113243000.0,28132000.0,,28132000.0,,,85111000.0,89462000.0,,,,-4351000.0,,,,,,770989000.0,771002000.0,-13000.0,0.15,0.15,定期报告,未审计,20240430,CNY,合并期末,2023-04-27T20:40:03
20221231,6567550000.0,5507733000.0,13870322000.0,8362589000.0,407098000.0,462980000.0,55882000.0,,,,21679000.0,,737295000.0,,,21679000.0,,,-118112000.0,3201000.0,478000.0,8178000.0,4087607000.0,89309000.0,1889992000.0,,2098820000.0,,,,,9486000.0,2479943000.0,5139000.0,,9873000.0,,2475209000.0,49065000.0,,2426144000.0,,,2424443000.0,1701000.0,12419435000.0,,14843878000.0,,,,,611366000.0,,,,,,14232512000.0,,,844444000.0,,13388068000.0,63937000.0,63937000.0,76966000.0,-23974000.0,,100940000.0,,-13029000.0,,,347935000.0,,-360964000.0,,,,,,2490081000.0,2489122000.0,959000.0,0.55,0.55,定期报告,是,20240430,CNY,合并期末,2024-04-29T21:00:04
20220930,4861542000.0,4113222000.0,10258930000.0,6145708000.0,305135000.0,340485000.0,35350000.0,,,,21847000.0,,400777000.0,,,21847000.0,,,11015000.0,3078000.0,647000.0,5821000.0,2974629000.0,67296000.0,1303195000.0,,1596148000.0,,,,,7990000.0,1886913000.0,3856000.0,,9317000.0,,1881452000.0,100740000.0,,1780712000.0,,,1778975000.0,1737000.0,,,,,,,,,,,,,,,,,,,,283744000.0,283744000.0,118489000.0,,118489000.0,,,165255000.0,81787000.0,118489000.0,,,83468000.0,,,,,,2064456000.0,2062736000.0,1720000.0,0.4,0.4,定期报告,未审计,20231031,CNY,合并期末,2022-10-28T18:45:02
20220630,3253840000.0,2796774000.0,6804592000.0,4007818000.0,188287000.0,210209000.0,21922000.0,,,,14339000.0,,344064000.0,,,14339000.0,,,-98043000.0,2942000.0,659000.0,4818000.0,1944392000.0,44802000.0,807189000.0,,1087002000.0,,,,,5399000.0,1309448000.0,3854000.0,,6863000.0,,1306439000.0,78100000.0,,1228339000.0,,,1227174000.0,1165000.0,12419435000.0,,13646609000.0,,,,,,,,,,,13646609000.0,,,844444000.0,,12802165000.0,255781000.0,255781000.0,130003000.0,,,130003000.0,,125778000.0,,,,42268000.0,83510000.0,,,,,,1484120000.0,1483075000.0,1045000.0,0.28,0.28,定期报告,未审计,20230831,CNY,合并期末,2022-08-30T20:20:04
20220331,1543037000.0,1413739000.0,3445235000.0,2031496000.0,83115000.0,92711000.0,9596000.0,,,,1403000.0,,105052000.0,,,1403000.0,,,-63596000.0,2289000.0,14000.0,1021000.0,852746000.0,22773000.0,350298000.0,,477095000.0,,,,,2580000.0,690291000.0,44000.0,,6804000.0,,683531000.0,75110000.0,,608421000.0,,,607866000.0,555000.0,,,,,,,,,,,,,,,,,,,,141005000.0,141005000.0,125917000.0,,125917000.0,,,15088000.0,19338000.0,,,,-4250000.0,,,,,,749426000.0,748873000.0,553000.0,0.14,0.14,定期报告,未审计,20230428,CNY,合并期末,2022-04-28T21:20:04
20211231,7203045000.0,5992759000.0,13910721000.0,7917962000.0,560394000.0,617463000.0,57069000.0,,,,152000.0,,418744000.0,,1422000.0,152000.0,,,217911000.0,1101000.0,6772000.0,5212000.0,4140376000.0,92291000.0,1868748000.0,,2170668000.0,,,,,8669000.0,3062669000.0,1139000.0,,3807000.0,,3060001000.0,252673000.0,,2807328000.0,,,2804324000.0,3004000.0,11131141000.0,,13935465000.0,,,280158000.0,,391428000.0,,,,,,13263879000.0,,,844444000.0,,12419435000.0,17217000.0,,14681000.0,-18188000.0,,32869000.0,,2536000.0,,,,,2536000.0,,,,,,2824545000.0,2819919000.0,4626000.0,0.63,0.63,定期报告,是,20230428,CNY,合并期末,2022-04-28T22:45:04
20210930,5306937000.0,4567352000.0,10397713000.0,5830361000.0,350613000.0,387937000.0,37324000.0,,,,1216000.0,,279962000.0,,,1216000.0,,,100805000.0,1081000.0,2436000.0,3472000.0,3051859000.0,68422000.0,1304975000.0,,1671090000.0,,,,,7372000.0,2255078000.0,1139000.0,,3060000.0,,2253157000.0,220961000.0,,2032196000.0,,,2030141000.0,2055000.0,,,,,,,,,,,,,,,,,,,,-17161000.0,-17161000.0,,,,,,-17161000.0,-15447000.0,,,,-1714000.0,,,,,,2015035000.0,2011356000.0,3679000.0,0.46,0.46,定期报告,未审计,20221029,CNY,合并期末,2021-10-28T19:10:05
20210630,3555396000.0,3101510000.0,6892913000.0,3791403000.0,247004000.0,271119000.0,24115000.0,,,,-1783000.0,,179317000.0,,,-1783000.0,,,27387000.0,1064000.0,-18000.0,915000.0,1959565000.0,46134000.0,837511000.0,,1071159000.0,,,,,4761000.0,1595831000.0,73000.0,,2982000.0,,1592922000.0,174121000.0,,1418801000.0,,,1417876000.0,925000.0,11131141000.0,,12549017000.0,,,,,,,,,,,12549017000.0,,,844444000.0,,11704573000.0,-39859000.0,-39859000.0,,,,,,-39859000.0,,,,-36099000.0,-3760000.0,,,,,,1378942000.0,1377203000.0,1739000.0,0.32,0.32,定期报告,未审计,20220831,CNY,合并期末,2021-08-27T20:30:03
20210331,1893709000.0,1567468000.0,3393821000.0,1826353000.0,141630000.0,151673000.0,10043000.0,,,,2927000.0,,9430000.0,,,2927000.0,,,171311000.0,59000.0,-6000.0,890000.0,1050366000.0,23157000.0,397350000.0,,627519000.0,,,,,2340000.0,843343000.0,1000.0,,2430000.0,,840914000.0,132836000.0,,708078000.0,,,708223000.0,-145000.0,,,,,,,,,,,,,,,,,,,,4113000.0,4113000.0,,,,,,4113000.0,6720000.0,,,,-2607000.0,,,,,,712191000.0,711995000.0,196000.0,0.16,0.16,定期报告,未审计,20220429,CNY,合并期末,2021-04-29T22:35:04
20201231,7137883000.0,6207341000.0,13154499000.0,6947158000.0,595649000.0,645016000.0,49367000.0,,,,-21965000.0,,518627000.0,,,-21965000.0,,,-180187000.0,887000.0,-77000.0,17608000.0,4051728000.0,89432000.0,1800483000.0,,2154527000.0,,,,,7286000.0,3086155000.0,888000.0,,12757000.0,,3074286000.0,314888000.0,,2759398000.0,,,2756499000.0,2899000.0,9991745000.0,,12748244000.0,,,275425000.0,,519456000.0,,,,,,11953363000.0,,,822222000.0,,11131141000.0,9507000.0,,-54442000.0,858000.0,,-55300000.0,,63949000.0,,,,,63949000.0,,,,,,2768905000.0,2770246000.0,-1341000.0,0.62,0.62,定期报告,是,20220429,CNY,合并期末,2021-04-29T21:05:03
20200930,5148890000.0,4525502000.0,9693839000.0,5168337000.0,395026000.0,427676000.0,32650000.0,,,,-7935000.0,,372632000.0,,,-7935000.0,,,-144065000.0,868000.0,-34000.0,6896000.0,2893316000.0,66415000.0,1245056000.0,,1576047000.0,,,,,5798000.0,2255574000.0,728000.0,,12597000.0,,2243705000.0,253104000.0,,1990601000.0,,,1990910000.0,-309000.0,,,,,,,,,,,,,,,,,,,,-55112000.0,-55112000.0,,,,,,-55112000.0,-36475000.0,,,,-18637000.0,,,,,,1935489000.0,1938700000.0,-3211000.0,0.45,0.45,定期报告,未审计,20211029,CNY,合并期末,2020-10-29T19:55:03
20200630,3365346000.0,2918534000.0,6294457000.0,3375923000.0,228169000.0,247589000.0,19420000.0,,,,5491000.0,,324812000.0,,,5491000.0,,,-114536000.0,751000.0,-21000.0,2146000.0,1813031000.0,43468000.0,792702000.0,,973551000.0,,,,,3310000.0,1552315000.0,543000.0,,12484000.0,,1540374000.0,193514000.0,,1346860000.0,,,1347712000.0,-852000.0,9991745000.0,,11339457000.0,,,,,,,,,,,11339457000.0,,,822222000.0,,10517235000.0,-102084000.0,-102084000.0,,,,,,-102084000.0,,,,-81222000.0,-20862000.0,,,,,,1244776000.0,1245497000.0,-721000.0,0.3,0.3,定期报告,未审计,20210828,CNY,合并期末,2020-08-27T22:25:03
20200331,1757803000.0,1443814000.0,3117012000.0,1673198000.0,109753000.0,115136000.0,5383000.0,,,,6006000.0,,83713000.0,,,6006000.0,,,114275000.0,272000.0,-30000.0,,810610000.0,21478000.0,340344000.0,,446620000.0,,,,,2168000.0,947193000.0,41000.0,,12038000.0,,935196000.0,166027000.0,,769169000.0,,,770165000.0,-996000.0,,,,,,,,,,,,,,,,,,,,69641000.0,69641000.0,,,,,,69641000.0,,,,,,,,,,,838810000.0,839318000.0,-508000.0,0.17,0.17,定期报告,未审计,20210430,CNY,合并期末,2020-04-21T20:55:04
20191231,6845299000.0,5653644000.0,11564006000.0,5910362000.0,549079000.0,599745000.0,50666000.0,,,,10374000.0,,602620000.0,,,10374000.0,,,18213000.0,754000.0,4794000.0,5821000.0,3657193000.0,75471000.0,1747270000.0,,1824181000.0,,,,,10271000.0,3188106000.0,6068000.0,,3510000.0,,3190664000.0,512128000.0,,2678536000.0,,,2674990000.0,3546000.0,8484406000.0,,11159396000.0,,,267232000.0,,189308000.0,,,,,,10702856000.0,,,711111000.0,,9991745000.0,-105030000.0,,-8784000.0,-8784000.0,,,,,,,,,,,,,,,2573506000.0,2567423000.0,6083000.0,0.61,0.61,定期报告,是,20210430,CNY,合并期末,2020-04-21T20:55:04
20190930,5119448000.0,4202195000.0,8492170000.0,4289975000.0,431036000.0,467772000.0,36736000.0,,,,13737000.0,,395659000.0,,,13737000.0,,,70336000.0,749000.0,4849000.0,887000.0,2729140000.0,55286000.0,1271724000.0,,1394902000.0,,,,,7228000.0,2390308000.0,1144000.0,,2494000.0,,2388958000.0,377571000.0,,2011387000.0,,,2010977000.0,410000.0,,,,,,,,,,,,,,,,,,,,92969000.0,92969000.0,-2034000.0,-2034000.0,,,,95003000.0,-107823000.0,,,,202826000.0,,,,,,2104356000.0,2101857000.0,2499000.0,0.46,0.46,定期报告,未审计,20201030,CNY,合并期末,2020-03-13T15:42:35
20190630,3392132000.0,2791938000.0,5584522000.0,2792584000.0,290091000.0,314219000.0,24128000.0,,,,5703000.0,,261901000.0,,,5703000.0,,,36964000.0,517000.0,4371000.0,647000.0,1774105000.0,34800000.0,824333000.0,,910361000.0,,,,,4611000.0,1618027000.0,40000.0,,646000.0,,1617421000.0,284655000.0,,1332766000.0,,,1332766000.0,0.0,8484406000.0,,9817172000.0,,,,,,,,,,,9817172000.0,,,711111000.0,,9106061000.0,198934000.0,198934000.0,-2034000.0,-2034000.0,,,,200968000.0,,,,1499000.0,199469000.0,,,,,,1531700000.0,1530567000.0,1133000.0,0.31,0.31,定期报告,未审计,20200828,CNY,合并期末,2020-03-13T15:42:35
20190331,1697518000.0,1337244000.0,2738451000.0,1401207000.0,166437000.0,176846000.0,10409000.0,,,,-2326000.0,,108214000.0,,,-2326000.0,,,87277000.0,406000.0,-206000.0,472000.0,830802000.0,17218000.0,377600000.0,,433861000.0,,,,,2123000.0,866716000.0,25000.0,,87000.0,,866654000.0,165851000.0,,700803000.0,,,699509000.0,1294000.0,,,,,,,,,,,,,,,,,,,,111826000.0,,,,,,,,,,,,,,,,,,812629000.0,811335000.0,1294000.0,0.17,0.17,定期报告,未审计,20200422,CNY,合并期末,2020-03-13T15:42:35
