报告日,营业收入,手续费净收入,代理买卖证券业务净收入,证券承销业务净收入,委托管理资产业务净收入,投资咨询服务净收入,期货经纪业务净收入,基金管理业务净收入,利息净收入,利息收入,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益,汇兑净收益,其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,研发费用,其他业务成本,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税费用,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,年初未分配利润,其他因素调整,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划净负债或净资产的变动,权益法下在被投资单位不能重分类进损益的其他综合收益中享有的份额,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下在被投资单位以后将重分类进损益的其他综合收益中享有的份额,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,976632915.72,584013439.89,359395690.09,12297609.51,75560889.24,,,,189405131.68,315710947.02,126305815.34,167224294.35,11082680.09,,,31262766.33,-292717.08,1088501.13,77249.06,3854250.36,623123693.74,8388288.8,590252244.43,,15716995.62,4578053.1,,4188111.79,353509221.98,31749.43,,553146.96,,352987824.45,79915023.87,273072800.58,273072800.58,,256833248.74,16239551.84,,,25090523.58,24874959.51,,,,,,24874959.51,,,19149939.24,,5725020.27,,,,,,215564.07,298163324.16,281708208.25,16455115.91,0.04,0.04,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T20:34:37
20251231,3454731967.1,2123799749.24,1162487715.81,162652546.69,203958749.38,,,,604250360.29,1081834781.55,477584421.26,807143531.54,39538966.35,,,-101543719.85,-345002.48,13812095.92,102232.91,7512719.53,2243732426.59,30254498.98,2317847246.68,,-122673048.25,-334229.98,,18637959.16,1210999540.51,1887713.96,,120253099.67,,1092634154.8,242885076.88,849749077.92,849749077.92,,769223948.65,80525129.27,1589781671.73,,-52342221.67,-52405486.36,-657891.59,,,-657891.59,,-51747594.77,,,-55466007.06,,3718412.29,,,,,,63264.69,797406856.25,716818462.29,80588393.96,0.12,0.12,定期报告,是,20260328,CNY,合并期末,2026-03-27T21:40:13
20250930,2616666971.5,1574413145.09,882840213.39,120211036.92,139488667.67,,,,425832703.36,797552047.21,371719343.85,532139687.85,39038466.17,,,69021906.91,-187981.77,8840654.77,94551.77,6512303.52,1626431880.67,23598266.23,1712639319.16,,-126242821.86,2098194.15,,14338922.99,990235090.83,1195205.45,,1532896.37,,989897399.91,222449996.8,767447403.11,767447403.11,,705356764.46,62090638.65,,,-53848469.91,-53852719.5,-342727.37,,,-342727.37,,-53509992.13,,,-55058061.44,,1548069.31,,,,,,4249.59,713598933.2,651504044.96,62094888.24,0.11,0.11,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T20:58:36
20250630,1586388812.93,950435274.11,515560702.44,70311801.01,89850267.34,,,,262998510.17,539544947.41,276546437.24,446071262.78,6030347.25,,,-83197953.72,-152539.16,5093538.3,94551.77,5046168.68,1069064530.61,15449789.69,1106574743.82,,-62133693.6,-208920.24,,9382610.94,517324282.32,941265.78,,859978.18,,517405569.92,114817436.74,402588133.18,402588133.18,,369787347.74,32800785.44,1589781671.73,,-51308031.34,-51308031.34,-342727.37,,,-342727.37,,-50965303.97,,,-51623384.19,,658080.22,,,,,,,351280101.84,318479316.4,32800785.44,0.06,0.06,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T21:53:05
20250331,750210592.9,488550974.61,270676762.86,30694975.77,47305054.87,,,,133270805.36,278544929.27,145274123.91,245664582.06,2030806.55,,,-124938379.42,-37692.25,3352763.48,94551.77,4252987.29,469757006.83,8554870.49,525556912.98,,-72655396.62,3159321.11,,5141298.87,280453586.07,732511.27,,459615.77,,280726481.57,64907740.62,215818740.95,215818740.95,,200216272.32,15602468.63,,,-44715822.92,-44715822.92,,,,,,-44715822.92,,,-47959006.37,,3243183.45,,,,,,,171102918.03,155500449.4,15602468.63,0.03,0.03,定期报告,未审计,20260430,CNY,合并期末,2025-04-26T01:03:32
20241231,3222018543.33,1737088171.88,870245782.17,107048705.95,199214810.65,,,,491057738.94,1155279365.98,664221627.04,846464663.92,-28306245.85,,,105108455.07,255495.33,14106585.55,490362.21,27447070.43,2496180264.88,29717291.14,2311344373.53,,137068240.78,56474.33,,17993885.1,725838278.45,2527022.04,,79530960.05,,648834340.44,137513350.92,511320989.52,511320989.52,,428379469.63,82941519.89,1603576046.82,,17424973.12,17424973.12,-1989793.15,,,-1989793.15,,19414766.27,,,21682349.44,,-2267583.17,,,,,,,528745962.64,445804442.75,82941519.89,0.07,0.07,定期报告,是,20260328,CNY,合并期末,2025-03-28T22:24:38
20240930,2106493827.31,1150044435.06,531391907.37,75430682.27,151236336.55,,,,310052663.82,845272595.7,535219931.88,516009133.26,-19716433.98,,,95780189.3,-91496.31,12374803.73,62570.26,22261528.19,1797678120.65,21215509.48,1469327799.93,,281883246.33,2908631.55,,22342933.36,308815706.66,1662567.06,,8573677.87,,301904595.85,52825778.74,249078817.11,249078817.11,,184185774.12,64893042.99,,,-35719143.42,-35719143.42,,,,,,-35719143.42,,,-32148793.37,,-3570350.05,,,,,,,213359673.69,148466630.7,64893042.99,0.03,0.03,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T20:13:15
20240630,1373780912.66,773443432.55,368818795.22,48603362.72,98951871.04,,,,204074523.45,601288336.23,397213812.78,337633729.52,-20092755.61,,,34732893.29,90548.29,8710078.98,42251.97,15053454.61,1141852791.5,14099324.66,903321391.98,,204557717.17,6798678.14,,13075679.55,231928121.16,2465092.39,,8086492.09,,226306721.46,46496537.16,179810184.3,179810184.3,,142631445.79,37178738.51,1603576046.82,,-36417946.18,-36417946.18,,,,,,-36417946.18,,,-32046184.42,,-4371761.76,,,,,,,143392238.12,106213499.61,37178738.51,0.02,0.02,定期报告,未审计,20250830,CNY,合并期末,2024-08-23T20:21:49
20240331,802418300.73,366905156.28,181385426.11,16546468.84,47858850.02,,,,106632034.25,317903205.13,211271170.88,138027468.14,-9029501.18,,,22638703.89,13344.29,157795730.44,-3819.66,10409683.1,663229336.68,7479833.62,432368550.38,,66028285.21,-277755.65,,157630423.12,139188964.05,78287.33,,506579.28,,138760672.1,26939457.55,111821214.55,111821214.55,,93564104.47,18257110.08,,,-28960328.54,-28960328.54,,,,,,-28960328.54,,,-32046188.55,,3085860.01,,,,,,,82860886.01,64603775.93,18257110.08,0.01,0.01,定期报告,未审计,20250426,CNY,合并期末,2024-04-29T21:43:03
20231231,4188477732.54,1796743170.55,800449191.46,157971329.76,182733655.07,,,,400718243.23,1452089355.79,1051371112.56,730225982.41,43764241.53,,,-51607536.12,191902.85,1286982003.61,89373.2,25134592.81,3597135945.88,29074030.26,2304287752.0,,-16460430.76,277755.65,,1279956838.73,591341786.66,5552734.21,,81456877.86,,515437643.01,95236063.99,420201579.02,420201579.02,,326963050.21,93238528.81,1587800708.8,,35059563.32,35059563.32,,,,,,35059563.32,,,28352785.27,,6706778.05,,,,,,,455261142.34,362022613.53,93238528.81,0.06,0.06,定期报告,是,20250329,CNY,合并期末,2024-03-08T20:33:47
