报告日,流动资产,货币资金,结算备付金,拆出资金,交易性金融资产,买入返售金融资产,衍生金融资产,应收票据及应收账款,应收票据,应收账款,应收款项融资,预付款项,应收股利,应收利息,应收保费,应收分保账款,应收分保合同准备金,应收出口退税,应收补贴款,应收保证金,内部应收款,其他应收款,其他应收款(合计),存货,划分为持有待售的资产,待摊费用,待处理流动资产损益,一年内到期的非流动资产,其他流动资产,流动资产合计,非流动资产,发放贷款及垫款,债权投资,其他债权投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,可供出售金融资产,长期股权投资,投资性房地产,长期应收款,其他权益工具投资,其他非流动金融资产,其他长期投资,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,在建工程合计,在建工程,工程物资,固定资产净额,固定资产清理,固定资产及清理合计,生产性生物资产,公益性生物资产,油气资产,合同资产,使用权资产,无形资产,开发支出,商誉,长期待摊费用,股权分置流通权,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,流动负债,短期借款,向中央银行借款,吸收存款及同业存放,拆入资金,交易性金融负债,衍生金融负债,应付票据及应付账款,应付票据,应付账款,预收款项,合同负债,卖出回购金融资产款,应付手续费及佣金,应付职工薪酬,应交税费,应付利息,应付股利,应付保证金,内部应付款,其他应付款,其他应付款合计,其他应交款,担保责任赔偿准备金,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,国际票证结算,国内票证结算,预提费用,预计流动负债,应付短期债券,划分为持有待售的负债,一年内的递延收益,一年内到期的非流动负债,其他流动负债,流动负债合计,非流动负债,长期借款,应付债券,应付债券：优先股,应付债券：永续债,租赁负债,长期应付职工薪酬,长期应付款,长期应付款合计,专项应付款,预计非流动负债,长期递延收益,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,所有者权益,实收资本(或股本),其他权益工具,优先股,永续债,资本公积,减:库存股,其他综合收益,专项储备,盈余公积,一般风险准备,未确定的投资损失,未分配利润,拟分配现金股利,外币报表折算差额,归属于母公司股东权益合计,少数股东权益,所有者权益(或股东权益)合计,负债和所有者权益(或股东权益)总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,547067983.18,,,1009027672.95,,,468489039.83,,468489039.83,,29561486.2,,,,,,,,,,,135562163.53,39216560.61,,,,357374331.85,29047575.57,2615346813.72,,,1907508187.71,,,,,15470385.7,107003588.52,,,230346833.15,,,,,,5062367.21,,,,,392716111.46,,,,,8000287.12,102353869.71,,95521.99,76518384.71,,17504881.83,9185982.5,2871766401.61,5487113215.33,,,,,,,,623075461.58,,623075461.58,4416421.53,76219535.23,,,79193297.47,33918018.65,,6493979.47,,,,187571226.94,,,,,,,,,,,,,,3728781.82,4146413.26,1012269156.48,,,,,,6169719.33,,,,,,5966284.46,,,12136003.79,1024405160.27,,795695940.0,,,,2384707398.44,10000972.12,,,316561104.22,,,490411645.42,,,3977375115.96,485332939.1,4462708055.06,5487113215.33,定期报告,未审计,20260423,CNY,合并期末,2026-04-22T19:08:28
20251231,,1090305415.84,,,,,,534061932.31,,534061932.31,,28267266.85,,,,,,,,,,120831089.66,120831089.66,22309489.02,,,,864585934.07,19437551.85,2679798679.6,,,1897723753.96,,,,,16645963.37,110043114.74,,,230777709.28,,1743409371.44,1324581745.7,418827625.74,14964890.68,5835801.51,5835801.51,,403862735.06,,403862735.06,,,,,8035360.4,106411795.11,,95521.99,78893018.14,,17986466.74,15604592.5,2891915832.8,5571714512.4,,,,,,,,659935725.18,,659935725.18,4149049.72,147439195.93,,,65081197.11,46301563.86,,6493979.47,,,151700181.96,158194161.43,,,,,,,,,,,,,,3659524.21,11429611.47,1096190028.91,,,,,,5770738.27,,,,,,5262918.64,,,11033656.91,1107223685.82,,795695940.0,,,,2384707398.44,999025.86,,,316561104.22,,,482500715.56,,,3978466132.36,486024694.22,4464490826.58,5571714512.4,定期报告,是,20260423,CNY,合并期末,2026-04-22T19:08:28
20250930,,668570037.03,,,350000000.0,,,352038727.0,,352038727.0,,47673739.65,,,,,,,,,,,151543373.59,33548948.8,,,,1214729437.07,11891685.2,2829995948.34,,,1564212797.65,,,,,16349563.15,109125450.94,,,228705705.4,,,,,,6386264.87,,,,,418317124.47,,,,,9206086.54,110547943.47,,95521.99,79746447.88,,29538124.01,5052586.0,2577283616.37,5407279564.71,,,,,,,,544036076.51,,544036076.51,4382142.64,112235528.75,,,67401161.0,24598753.74,,4687304.51,,,,156203184.55,,,,,,,,,,,,,,4241712.78,6063652.4,919162212.37,,,,,,7104724.58,,,,,,9687164.06,,,16791888.64,935954101.01,,795695940.0,,,,2384707398.44,,,,316561104.22,,,480585054.23,,,3977549496.89,493775966.81,4471325463.7,5407279564.71,定期报告,未审计,20251029,CNY,合并期末,2025-10-28T17:16:09
20250630,,741695743.47,,,200000000.0,,,377701332.73,,377701332.73,,44501439.04,,,,,,,,,,139973171.59,139973171.59,16861397.14,,,,1205480286.41,14766830.6,2740980200.98,,,1553467346.84,,,,,16598893.21,112096776.55,,,245194684.4,,1767046358.73,1322214688.83,444831669.9,14660157.48,6221471.25,6221471.25,,430171512.42,,430171512.42,,,,,10820760.41,113000943.35,,95521.99,82961202.72,,30000481.85,5362444.0,2605992038.99,5346972239.97,,,,,,,,547246348.06,,547246348.06,3633586.5,80848626.2,,,66403047.48,23969856.83,,4687304.51,,,120068454.49,124755759.0,,,,,,,,,,,,,,4413292.97,4649522.06,855920039.1,,,,,,7797205.13,,,,,,12244045.77,,,20041250.9,875961290.0,,795695940.0,,,,2384707398.44,,,,316561104.22,,,482078660.15,,,3979043102.81,491967847.16,4471010949.97,5346972239.97,定期报告,未审计,20250823,CNY,合并期末,2025-08-22T17:30:06
20250331,,1010178013.49,,,,,,330045584.65,,330045584.65,,50348297.55,,,,,,,,,,,109072321.86,20009507.83,,,,877798604.14,35492214.66,2432944544.18,,,1861680099.82,,,,,14809149.79,115071052.49,,,245194684.4,,,,,,8689498.36,,,,,439714052.66,,,,,12230142.75,117353992.78,,95521.99,85755369.61,,32467337.84,,2933060902.49,5366005446.67,,,,,,,,554898136.59,,554898136.59,4667145.8,91189031.16,,,68447157.25,27252481.04,,5010874.42,,,,127756770.06,,,,,,,,,,,,,,4613693.76,4781015.7,883605431.36,,,,,,9151798.95,,,,,,11189423.59,,,20341222.54,903946653.9,,795695940.0,,,,2384707398.44,,,,316561104.22,,,473991705.18,,,3970956147.84,491102644.93,4462058792.77,5366005446.67,定期报告,未审计,20250426,CNY,合并期末,2025-04-25T18:20:07
20241231,,1285284755.19,,,,,,486622247.0,,486622247.0,,24526333.58,,,,,,,,,,137088935.15,137088935.15,22191303.52,,,,377444878.68,10688099.33,2343846552.45,,,2341900664.43,,,,,14805398.19,118045328.36,,,245194684.4,,1777758116.94,1311275626.45,466482490.49,14660157.48,8519318.54,8519318.54,,451822333.01,,451822333.01,,,,,9288339.65,122027980.56,,95521.99,88727932.55,,31740618.98,,3432168120.66,5776014673.11,,,,,,,,907943199.63,,907943199.63,4513456.17,127563635.03,,,62497894.52,43874414.07,,5010874.42,,,137800276.33,142811150.75,,,,,,,,,,,,,,3607338.52,7261984.92,1300073073.61,,,,,,6977923.67,,,,,,11726801.41,,,18704725.08,1318777798.69,,795695940.0,,,,2384707398.44,,,,316561104.22,,,468155921.08,,,3965120363.74,492116510.68,4457236874.42,5776014673.11,定期报告,是,20260423,CNY,合并期末,2025-04-25T18:20:07
20240930,,657540192.52,,,200000000.0,,,366610736.95,,366610736.95,,38871994.79,,,,,,,,,,,180208411.16,13247226.67,,,,2400580.36,16870748.58,1475749891.03,,,2696989312.24,,,,,14938574.9,120990975.56,,,252730028.68,,,,,,6738921.17,,,,,473372418.43,,,,,11098754.62,139442798.74,,95521.99,91659837.0,,31314802.33,,3839371945.66,5315121836.69,,,,,,,,469098621.09,,469098621.09,4166496.86,117928972.35,,,82666379.72,27884532.11,,3552045.02,,,,114895390.68,,,,,,,,,,,,,,5618118.97,5920873.17,828179384.95,,,,,,8004353.12,,,,,,16495880.15,,,24500233.27,852679618.22,,795695940.0,,,,2390026925.08,,,,316561104.22,,,466252951.98,,,3968536921.28,493905297.19,4462442218.47,5315121836.69,定期报告,未审计,20241029,CNY,合并期末,2024-10-28T18:00:07
20240630,,876550034.05,,,,,,344373146.61,,344373146.61,,29405941.57,,,,,,,,,,155361224.22,155361224.22,9509381.01,,,,238262256.27,19393160.27,1672855144.0,,,2477333841.83,,,,,15183686.7,123964978.03,,,281526228.68,,1865270185.54,1368605225.16,496664960.38,9551362.93,11371084.02,11371084.02,,487113597.45,,487113597.45,,,,,12650537.38,146787946.63,,95521.99,91875919.92,,32996964.36,,3680900306.99,5353755450.99,,,,,,,,494575061.42,,494575061.42,3285895.18,134507764.93,,,79531337.89,23218007.41,,5143436.9,,,117512009.1,122655446.0,,,,,,,,,,,,,,5758896.08,9023693.48,872556102.39,,,,,,8599834.0,,,,,,15187080.29,,,23786914.29,896343016.68,,795695940.0,,,,2390026925.08,,,,316561104.22,,,464683750.11,,,3966967719.41,490444714.9,4457412434.31,5353755450.99,定期报告,未审计,20240820,CNY,合并期末,2024-08-19T15:40:05
20240331,,1752350849.99,,,,,,284353351.3,,284353351.3,,55267726.45,,,,,,,,,,,145096191.49,17995033.24,,,,266519557.07,25669119.16,2547251828.7,,,1558448330.44,,,,,15167112.57,126938980.58,1261280.11,,281526228.68,,,,,,12576147.16,,,,,501137877.77,,,,,12765586.19,155729370.21,,95521.99,93053736.09,,32836525.89,,2791536697.68,5338788526.38,,,,,,,,514453414.64,,514453414.64,4089334.28,122012083.26,,,64757797.24,25968225.05,,3552045.02,,,,120222582.2,,,,,,,,,,,,,,6639151.29,5853248.8,863995836.76,,,,,,8867947.4,,,,,,15219742.88,,,24087690.28,888083527.04,,795695940.0,,,,2389227811.77,,,,316561104.22,,,459875231.72,,,3961360087.71,489344911.63,4450704999.34,5338788526.38,定期报告,未审计,20240426,CNY,合并期末,2024-04-25T16:25:05
20231231,,1347999797.9,,,,,,481866242.46,,481866242.46,,49649483.69,,,,,,,,,,118225007.63,118225007.63,10581595.18,,,,580930409.19,23228324.05,2612480860.1,,,1549964572.98,,,,,15089021.56,129912983.05,2524450.69,,281526228.68,,1869018720.96,1343123739.54,525894981.42,9551362.93,12576147.55,12576147.55,,516343618.49,,516343618.49,,,,,15392082.01,165021098.44,,95521.99,97132420.39,,32280471.23,,2817858617.06,5430339477.16,,,,,,,,610208906.51,,610208906.51,4189138.17,121680443.16,,,68300121.86,33736636.15,,3552045.02,,,103148765.65,106700810.67,,,,,,,,,,,,,,6775873.49,6987153.08,958579083.09,,,,,,10586592.92,,,,,,16124116.13,,,26710709.05,985289792.14,,795695940.0,,,,2389227811.77,,,,316561104.22,,,454564583.27,,,3956049439.26,489000245.76,4445049685.02,5430339477.16,定期报告,是,20250426,CNY,合并期末,2024-04-25T16:25:05
