报告日,营业收入,净利息收入,利息收入,利息支出,手续费及佣金净收入,手续费及佣金收入,手续费及佣金支出,租赁收入,投资收益,对联营公司的投资收益,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益/(损失),汇兑收益,其他业务收入,资产处置收益,其他收益,营业总收入,营业支出,营业费用,营业税金及附加,业务及管理费用,管理费用,财务费用,研发费用,营业总成本,资产减值损失,信用减值损失,其他资产减值损失,其他业务支出,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,加:年初未分配利润,其他因素调整,可供分配的利润,减:提取法定盈余公积,提取法定公益金,提取一般风险准备,提取信托赔偿准备金,应付永续债利息,其他,可供股东分配的利润,减:应付优先股股利,提取任意盈余公积,应付普通股股利,转作股本的普通股股利,未分配利润,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能重分类进损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下重分类进损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20090930,35877797.66,,18642.4,,,88670827.39,12035930.45,,110400.32,,,,,,,,,124567267.45,33091091.32,31570798.95,5553033.62,,6078112.74,677367.77,,94785986.96,5779652.11,,,,29891680.81,3245051.34,,524475.65,,32612256.5,7.78,32612248.72,,,33567100.51,-954851.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32612248.72,33567100.51,-954851.79,0.0739,0.0739,定期报告,未审计,20101028,CNY,合并期末,2020-03-13T15:58:08
20090630,7105117.83,,11280.4,,,43523661.77,2697302.0,,110400.32,,,,,,,,,50640060.0,5051817.89,19481356.01,3016231.75,,5952607.7,564197.37,,36831768.61,68255.89,,,,13918691.71,2463158.0,,523556.78,,15858292.93,-237213.45,16095506.38,,,16762147.86,-666641.48,-322651566.06,,-305889418.2,,,,,,,-305889418.2,,,,,-305889418.2,,,,,,,,,,,,,,,,,,16095506.38,16762147.86,-666641.48,0.0369,0.0369,定期报告,未审计,20100819,CNY,合并期末,2020-03-13T15:58:08
20090331,3175228.81,,6845.5,,,22824034.1,588676.18,,,,,,,,,,,26006108.41,2882770.55,12298349.92,1521763.08,,3471979.84,290270.65,,21201661.52,147851.3,,,,4804446.89,2462358.0,,,,7266804.89,,7266804.89,,,7932920.22,-666115.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7266804.89,7932920.22,-666115.33,0.0175,0.0175,定期报告,未审计,20100427,CNY,合并期末,2020-03-13T15:58:08
20081231,43476889.57,,31791.49,,,88818179.7,5658386.86,,55471.0,,,,,,,,,132326860.76,14380343.06,58517851.03,6389343.36,,21943316.61,2710226.59,,113282351.42,3682883.91,,,,19099980.34,15311987.38,,11090.0,,34400877.72,3168974.16,31231903.56,,,26889227.81,4342675.75,-347754618.27,,-320865390.46,,,,,,,-320865390.46,,,,,-322651566.06,,,,,,,,,,,,,,,,,,31231903.56,26889227.81,4342675.75,0.0592,0.0592,定期报告,是,20100427,CNY,合并期末,2020-03-13T15:58:08
20080930,20133755.54,,43044.9,,,62160393.51,2845747.44,,55471.0,,,,,,,,,82337193.95,8795055.26,34752110.57,4357810.26,,4067120.87,2139231.37,,57400151.6,443075.83,,,,24992513.35,4230162.86,,9090.0,,29213586.21,115854.28,29097731.93,,,28374735.29,722996.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,0.0625,定期报告,未审计,20091027,CNY,合并期末,2020-03-13T15:58:08
20080630,14539950.64,,38302.72,,,42705308.09,1922118.99,,55471.0,,,,,,,,,57283561.45,5576220.75,25790247.51,2819452.59,,3224109.54,1370001.67,,41117597.16,415446.11,,,,16221435.29,1881148.61,,8000.0,,18094583.9,115854.28,17978729.62,,,18285729.43,-306999.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0403,0.0403,定期报告,未审计,20090818,CNY,合并期末,2020-03-13T15:58:08
20080331,8685647.02,,2740.47,,,23484939.81,,,55471.0,,,,,,,,,32173327.3,2021117.96,12495586.53,1420053.74,,1643998.04,707436.29,,18401045.67,112853.11,,,,13827752.63,1646877.55,,8000.0,,15466630.18,,15466630.18,,,14610485.42,856144.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0322,0.0322,定期报告,未审计,20090425,CNY,合并期末,2020-03-13T15:58:08
20071231,59516206.54,,6478815.08,1870632.18,,64165237.82,,,461260.35,,,,,,,,,130160259.44,19249584.9,53849838.9,8038994.06,,8749592.35,15591019.77,,109153479.9,1803817.74,,,,21468039.89,9505264.72,,8711317.21,,22261987.4,4589284.37,17672703.03,,,7674666.07,9998036.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0169,0.0169,定期报告,是,20090425,CNY,合并期末,2020-03-13T15:58:08
20070930,10537180.88,,5879682.32,5777185.52,,44109426.16,,,-3929479.73,,,,,,,,,60526289.36,5823882.11,25998095.03,4436759.91,,6098596.22,14717536.67,,60281833.45,-2570222.01,,,,244455.91,5980834.72,,419109.87,,5806180.76,2768.81,5803411.95,,,5365482.58,437929.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0118,0.0118,定期报告,未审计,20081028,CNY,合并期末,2020-03-13T15:58:08
20070630,9751775.25,,5878543.08,1870632.18,,33533753.5,,,-3929479.73,,,,,,,,,49164071.83,4239456.81,18371758.4,3972265.51,,3757678.62,15902396.83,,45716305.4,-2397882.95,,,,3447766.43,4154737.05,,114530.35,,7487973.13,,7487973.13,,,6218288.5,1269684.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0137,0.0137,定期报告,未审计,20080816,CNY,合并期末,2020-03-13T15:58:08
20070331,1454197.9,-9851457.02,4900653.21,1385270.87,22068207.19,20910417.01,,,,,,,,,1122214.99,,,27265268.12,2242327.68,7723600.53,2578266.58,8930839.62,1219454.28,12670623.73,,25236938.14,-2582605.53,,,1598581.06,2028329.98,3670437.05,,9050.67,,5689716.36,,5689716.36,,,5108745.94,580970.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,定期报告,未审计,20080429,CNY,合并期末,2020-03-13T15:58:08
20061231,65885121.96,,16751326.4,28100813.61,,29537879.17,1968400.0,,472399.3,,,,,,,,,112174327.53,25440042.28,44065035.86,4679551.11,,6736384.11,5445908.3,,154865692.88,38429557.61,,,,-42218966.05,8217499.37,,618515.41,,-34619982.09,2837358.5,-37457340.59,,,-43514373.58,6057032.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0958,-0.0958,定期报告,是,20080415,CNY,合并期末,2020-03-13T15:58:08
20060930,44833800.33,,15323371.95,14147188.96,,29334656.65,1968400.0,,-1029147.27,,,,,,,,,50791818.57,4772549.91,24261731.46,2518208.72,,,822527.76,,46231395.83,-2259210.98,,,,3531275.47,2460000.0,,93965.0,,5897310.47,470330.52,5426979.95,,,6140462.22,-713482.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0135,0.0135,定期报告,未审计,20071030,CNY,合并期末,2020-03-13T15:58:08
20060630,4920529.98,,10642096.69,9189303.63,,12714484.95,,,-1626094.71,,,,,,,,,28277111.62,3021099.52,15637956.25,1338633.25,,,728611.27,,27655862.84,-2259741.08,,,,-1004845.93,2250000.0,,,,1245154.07,600228.26,644925.81,,,910116.62,-265190.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.002,定期报告,未审计,20070816,CNY,合并期末,2020-03-13T15:58:08
20060331,12867427.21,930362.83,4975487.52,4045124.69,7734970.55,7734970.55,,,-3425459.54,,,,,,7627553.37,,,,12326249.79,,968598.43,9515167.58,,,,,-52462.5,,,1894946.28,541177.42,2312489.96,,,,2853667.38,,2853667.38,,,2305650.85,548016.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0051,0.0051,定期报告,未审计,20070423,CNY,合并期末,2020-03-13T15:58:08
20051231,163964773.78,-17816756.62,10373341.01,28190097.63,11136540.21,8293199.08,-2843341.13,,67953384.38,,,,,,32109359.16,,,,81428523.19,,2000566.28,74770785.85,,,,,-2843341.13,,,601775.4,12463899.82,617776.17,,7486391.15,,5595284.84,332619.82,5262665.02,,,5768544.13,-505879.11,-234647588.33,,-228879044.2,,,,,,,-228879044.2,,,,,-228879044.2,,,,,,,,,,,,,,,,,,,,,,,定期报告,是,20070423,CNY,合并期末,2020-03-13T15:58:08
20050930,20037821.94,-11656094.34,12020062.94,23676157.28,8017759.0,8017759.0,,,5683786.8,,,,,,31628439.44,,,51288299.35,23734312.37,35842327.51,2094155.7,35900482.6,,2138295.61,,63809091.19,,,,377962.03,-6247109.26,223452.5,,5695618.28,,-11719275.04,110916.48,-11451499.15,,,-11913070.12,461570.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20061025,CNY,合并期末,2020-03-13T15:58:08
20050630,36991604.86,-7376224.9,9165438.95,16541663.85,6753404.0,6753404.0,,,4653720.0,,,,,,28306985.76,,,,23858066.76,,1898822.9,19815564.98,,,,,,,,297990.13,9069713.88,3452.5,,5613862.28,,3459304.1,108854.78,3531180.32,,,2775982.21,755198.11,-171712133.23,,-168936151.02,,,,,,,-168936151.02,,,,,-168936151.02,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20060721,CNY,合并期末,2020-03-13T15:58:08
20050331,17502445.34,-4720635.87,3525796.32,8246432.19,226325.0,226325.0,,,4000000.0,,,,,,13996756.21,,,,12311113.9,,775034.1,10251665.27,,,,,,,,202448.54,1701227.22,200.0,,1000.0,,1700427.22,90684.11,1857726.65,,,1452726.69,404999.96,-232804088.95,,-231351362.26,,,,,,,-231351362.26,,,,,-231351362.26,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20060429,CNY,合并期末,2020-03-13T15:58:08
20041231,22490571.65,-22414637.17,14946483.36,37361120.53,-4981785.53,-4981785.53,,,-455822.19,,,,,,41697285.61,,,,92214270.83,,2551928.1,77385030.06,,,,,,,,9178054.13,-69267876.99,406323.99,,609007.36,,-69470560.36,262507.16,-69733067.52,,,-68531096.42,-1201971.1,-164272992.53,,-232804088.95,,,,,,,-232804088.95,,,,,-232804088.95,,,,,,,,,,,,,,,,,,,,,,,定期报告,是,20060429,CNY,合并期末,2020-03-13T15:58:08
20040930,11841898.28,-21528033.61,4194440.97,25722474.58,3509732.63,3509732.63,,,7192730.64,,,,,,14543860.24,,,,31415479.45,,1000208.75,23182008.21,,,,,,,,5753484.75,-27697189.55,-134.15,,388673.21,,-28085996.91,189029.12,-28275026.03,,,-27945888.63,-329137.4,-114775178.31,,-142721066.94,,,,,,,-142721066.94,,,,,-142721066.94,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20051020,CNY,合并期末,2020-03-13T15:58:08
20040630,6974282.84,-16363896.08,2539953.96,18903850.04,2421041.6,2421041.6,,,4320612.04,,,,,,12414142.5,,,,17873189.11,,849391.14,12754898.91,,,,,,,,3686495.54,-15081289.05,,,375673.21,,-15456962.26,189029.12,-15645991.38,,,-14936948.35,-709043.03,-114775178.31,,-129712126.66,,,,,,,-129712126.66,,,,,-129712126.66,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20050825,CNY,合并期末,2020-03-13T15:58:08
20040331,13686102.0,-6435402.5,1563595.79,7998998.29,1480633.5,1480633.5,,,4170000.0,,,,,,10300871.0,,,,6940676.58,,653507.12,5138051.15,,,,,,,,1033068.65,2575425.42,,,,,2575425.42,,2575425.42,,,2850634.71,-275209.29,-114775178.31,,-111924543.6,,,,,,,-111924543.6,,,,,-111924543.6,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20050421,CNY,合并期末,2020-03-13T15:58:08
20031231,126965281.75,-36291477.88,6262445.36,42553923.24,3495239.12,3495239.12,,,32335288.37,,,,,,98379311.99,,,,121389542.25,,6245049.48,49767287.3,,,,,,,,64668227.71,-27535068.03,38.7,,3494598.24,,-31029627.57,4082.36,-31033709.93,,,-29962021.09,-1071688.84,-84436167.93,-376989.29,-114775178.31,,,,,,,-114775178.31,,,,,-114775178.31,,,,,,,,,,,,,,,,,,,,,,,定期报告,是,20050421,CNY,合并期末,2020-03-13T15:58:08
20030930,37864556.73,-14772686.77,-1543256.65,13229430.12,2716375.32,2716375.32,,,6776505.99,,,,,,35380258.25,,,,44757417.0,,2496634.88,17892327.12,,,,,,,,25142149.57,-14656964.21,38.7,,94000.0,,-14750925.51,,-14750925.51,,,-14540361.9,-210563.61,-84436167.93,,-98976529.83,,,,,,,-98976529.83,,,,,-98976529.83,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20041020,CNY,合并期末,2020-03-13T15:58:08
20030630,35699186.11,-15808010.66,-3492865.19,12315145.47,2001104.72,2001104.72,,,6560649.86,,,,,,35353648.25,,,,42189062.9,,2010574.25,14552918.61,,,,,,,,25075243.56,-14081670.73,14.7,,10000.0,,-14091656.03,,-14091656.03,,,-13952493.08,-139162.95,-84436167.93,,-98388661.01,,,,,,,-98388661.01,,,,,-98388661.01,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20040820,CNY,合并期末,2020-03-13T15:58:08
20030331,14833550.67,-10291515.81,-3981320.94,6310194.87,655000.0,655000.0,,,7609887.54,,,,,,9278045.0,,,,6746371.56,,284899.82,6266270.51,,,,,,,,,505045.17,,,,,505045.17,,505045.17,,,505045.17,,-84436167.93,,-83931122.76,,,,,,,-83931122.76,,,,,-83931122.76,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20040423,CNY,合并期末,2020-03-13T15:58:08
20021231,2476794.41,-45888234.21,-9585757.91,36302476.3,5000.0,5000.0,,,7862122.66,,,,,,41500365.87,,,,2346735.72,,3060586.2,-14198461.09,,,,,,,,13006119.86,-11945424.39,15611493.13,,267069.42,,3398999.32,-952632.24,4351631.56,,,4320277.11,31354.45,-358801086.95,270044641.91,-84436167.93,,,,,,,-84436167.93,,,,,-84436167.93,,,,,,,,,,,,,,,,,,,,,,,定期报告,是,20040423,CNY,合并期末,2020-03-13T15:58:08
20020930,40016287.57,-15273527.72,9688844.25,24962371.97,5000.0,5000.0,,,26095078.93,,,,,,13028558.84,,,,23797205.78,,2453847.55,14531963.33,,,,,,,,6602156.27,6956792.43,,,72113.0,,6884679.43,1413005.43,5471674.0,,,5471674.0,,-266331641.91,270044641.91,9184674.0,,,,,,,9184674.0,,,,,9184674.0,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20031022,CNY,合并期末,2020-03-13T15:58:08
20020630,31528979.27,-12836068.45,4181774.33,17017842.78,5000.0,5000.0,,,26796048.31,,,,,,6657394.84,,,,15122737.05,,1726345.42,9750257.89,,,,,,,,3343896.26,8229637.65,,,68056.5,,8161581.15,1802931.29,6358649.86,,,6358649.86,,-266331641.91,270044641.91,10071649.86,,,,,,,10071649.86,,,,,10071649.86,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20030821,CNY,合并期末,2020-03-13T15:58:08
20020331,8944683.78,-5021244.96,3365514.86,8386759.82,5000.0,5000.0,,,13954367.14,,,,,,6561.6,,,,5200168.62,,1170773.47,3903126.19,,,,,,,,176679.37,3744515.16,,,,,3744515.16,1500985.98,2243529.18,,,2243529.18,,,,2243529.18,,,,,,,2243529.18,,,,,2243529.18,,,,,,,,,,,,,,,,,,,,,,,其他,未审计,20020419,CNY,合并期末,2020-03-13T15:58:08
20011231,-4412957.22,-29030447.59,12390056.52,41420504.11,82918876.11,84838411.15,1919535.04,,-8357410.95,,,,,,46953875.36,,,,157889432.78,,10420145.42,121159063.11,,,,,88540439.2,,,22669380.1,-153944979.05,168432.75,,41972124.07,,-195748670.37,3553480.05,-199302150.42,,,-199302150.42,,-54704372.53,,-254006522.95,,,,,,,-254006522.95,,,,104794564.0,-358801086.95,,,,,,,,,,,,,,,,,,,,,,,定期报告,是,20030418,CNY,合并期末,2020-03-13T15:58:08
20010930,40016287.57,-15273527.72,9688844.25,24962371.97,18276677.73,18276677.73,,,11992289.36,,,,,,13028558.84,,,,23797205.78,,2453847.55,14531963.33,,,,,,,,6602156.27,6956792.43,,,72113.0,,6884679.43,1413005.43,5471674.0,,,5471674.0,,-266331641.91,270044641.91,9184674.0,,,,,,,9184674.0,,,,,9184674.0,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20021030,CNY,合并期末,2020-03-13T15:58:08
20010630,107714459.72,-6045598.6,16553022.65,22598621.25,21150714.79,22136225.79,985511.0,,59415180.49,,,,,,23817124.44,,,,45585554.52,,7747448.49,23173022.24,,,,,-3148370.5,,,12752883.84,55900237.1,62501.93,,260281.11,,55702457.92,9286232.41,46416225.51,,,46416225.51,,119346583.74,,165762809.25,,,,,,,165762809.25,,,,104794564.0,60968245.25,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20020815,CNY,合并期末,2020-03-13T15:58:08
20010331,8944683.78,-5021244.96,3365514.86,8386759.82,13959367.14,13959367.14,,,,,,,,,6561.6,,,,5200168.62,,1170773.47,3903126.19,,,,,,,,176679.37,3744515.16,,,,,3744515.16,1500985.98,2243529.18,,,2243529.18,,,,2243529.18,,,,,,,2243529.18,,,,,2243529.18,,,,,,,,,,,,,,,,,,,,,,,其他,未审计,20020419,CNY,合并期末,2020-03-13T15:58:08
20001231,236396751.1,-10833416.33,33491535.04,44324951.37,170670158.95,173371972.66,2701813.71,,5040969.76,,,,,,64695882.6,,,,110445811.94,,19988707.67,49241557.52,,,,,-1782186.36,,,37549164.59,122580969.4,135005.48,,6667948.65,,116048026.23,23808417.58,92239608.65,,,92239608.65,,1079190.43,,93318799.08,9222663.09,4611331.54,,,,,79484804.45,,18533321.92,26198641.05,26198641.05,34752841.48,,,,,,,,,,,,,,,,,,,,,,,其他,是,20020419,CNY,合并期末,2020-03-13T15:58:08
20000630,100118482.53,-10802125.64,16696898.6,27499024.24,29791381.24,31263336.83,1471955.59,,49993998.54,,,,,,10918461.44,,,,35563776.11,,7422203.68,23304985.6,,,,,-4930556.86,,,4744138.99,49268496.33,152016.07,,114637.0,,49305875.4,4435964.31,44869911.09,,,44869911.09,,85077034.91,,129946946.0,,,,,,,129946946.0,,,,,129946946.0,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20010821,CNY,合并期末,2020-03-13T15:58:08
19991231,234153143.17,22551187.14,69843709.2,47292522.06,67492186.5,69344577.0,1852390.5,,54064650.0,,,,,,41295758.09,,,,83526225.38,,14140084.08,44213708.61,,,,,5315288.56,,,25070702.63,102373751.85,613159.92,,1765378.57,,101221533.2,20601394.01,80620139.19,,,80620139.19,,19148409.92,,99768549.11,8067779.74,4033889.87,,,,,87666879.5,,,,,87666879.5,,,,,,,,,,,,,,,,,,,,,,,其他,是,20010418,CNY,合并期末,2020-03-13T15:58:08
19990630,52324246.57,-6524278.62,17579005.0,24103283.62,20886778.01,21868856.14,982078.13,,27375285.04,,,,,,9094989.65,,,,34453554.74,,5946795.95,23068347.63,,,,,,,,5310964.48,18079219.34,28516.04,,49678.22,,18058057.16,2937639.1,15120418.06,,,15120418.06,,65129441.59,,80249859.65,,,,,,,80249859.65,,,,,80249859.65,,,,,,,,,,,,,,,,,,,,,,,其他,未审计,20000722,CNY,合并期末,2020-03-13T15:58:08
19981231,195225034.38,30251583.95,74288475.48,44036891.53,91306555.39,91990978.93,684423.54,,15835412.15,,,,,,50718083.44,,,,94892384.84,,15607163.89,48205595.63,,,,,,,,30796656.6,88501237.39,733250.91,,2109421.4,,87125066.9,18731750.52,68393316.38,,,68393316.38,,23963179.42,,92356495.8,6869955.74,3434977.88,,,,,82051562.18,,29890706.58,31755928.0,31755928.0,20404927.6,,,,,,,,,,,,,,,,,,,,,,,其他,是,20000226,CNY,合并期末,2020-03-13T15:58:08
19980630,69081353.51,3316438.42,26779003.93,23462565.51,43725372.82,44020919.7,295546.88,,1501390.5,,,,,,20538151.77,,,,36106882.52,,6820455.09,21023354.74,,,,,,,,7783014.95,34659470.99,20000.0,,925480.2,,33753990.79,6160437.28,27593553.51,,,27593553.51,,60732634.58,,88326188.09,,,,,,,88326188.09,,,,31755928.0,56570260.09,,,,,,,,,,,,,,,,,,,,,,,其他,是,19990630,CNY,合并期末,2020-03-13T15:58:08
19971231,167828287.68,24564125.94,79181018.15,54616892.21,36226554.36,37212310.77,985756.41,,71683788.04,,,,,,35353819.34,,,,75836318.1,,16575135.79,35841004.77,,,,,,,,21927824.0,91991969.58,73239.6,,2111828.29,,89953380.89,14400193.03,75553187.86,,,75553187.86,,32809528.45,,108362716.31,7252545.24,3626272.62,,,,,97483898.45,,,35837263.87,35837263.87,61646634.58,,,,,,,,,,,,,,,,,,,,,,,其他,是,19981231,CNY,合并期末,2020-03-13T15:58:08
19970630,83090242.41,6157337.43,40929360.62,34772023.19,22047399.69,22709558.93,662159.24,,33581172.82,,,,,,21304332.47,,,,36385805.06,,7997992.16,14282367.99,,,,,,,,13029487.77,51204437.35,73167.37,,231707.32,,51045897.4,14704788.15,36341109.25,,,36341109.25,,,,36341109.25,,,,,,,36341109.25,,,,,36341109.25,,,,,,,,,,,,,,,,,,,,,,,其他,未审计,19980819,CNY,合并期末,2020-03-13T15:58:08
19961231,100994249.81,40422204.6,120334779.92,79912575.32,26839710.39,26840630.39,920.0,,23872164.69,,,,,,9860170.63,,,,35391470.99,,9280917.88,16943852.47,,,,,,,,8164855.7,65602778.82,11550.0,,1286715.0,,64327613.82,22166126.91,42161486.91,,,42161486.91,,,,42161486.91,4216148.69,2108074.35,,,,,35837263.87,,,,,35837263.87,,,,,,,,,,,,,,,,,,,,,,,其他,是,19980221,CNY,合并期末,2020-03-13T15:58:08
19960630,83316775.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24985994.75,,,,,24985994.75,3747899.21,21238095.54,,,21238095.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,未审计,19970821,CNY,合并期末,2020-03-13T15:58:08
19951231,99992668.16,,,,,,,,4584500.0,,,,,,,,,,22835434.69,,6473828.68,16361606.01,,,,,,,,,60795627.46,70.0,,894862.88,,59900834.58,9312763.17,50588071.41,,,50588071.41,,,,50588071.41,5058807.14,2529403.57,,,,,42999860.7,,12505549.9,30494310.8,,,,,,,,,,,,,,,,,,,,,,,,,其他,是,19970221,CNY,合并期末,2020-03-13T15:58:08
19950630,54529837.36,,,,,,,,3000000.0,,,,,,,,,,,,,,,,,,,,,,28357841.63,,,,,28357841.63,4253676.24,24104165.39,,,24104165.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,未审计,19960825,CNY,合并期末,2020-03-13T15:58:08
19941231,91451262.04,,,,,,,,5492902.19,,,,,,,,,,18232857.36,,5305515.02,12927342.34,,,,,,,,,60291062.34,302461.85,,1877029.33,,58716494.86,8461446.19,50255048.67,,,50255048.67,,36975000.0,,50255048.67,5025504.87,2512752.43,,,,,42716791.37,,12222480.57,30494310.8,,50255000.0,,,,,,,,,,,,,,,,,,,,,,,其他,未审计,19960124,CNY,合并期末,2020-03-13T15:58:08
19940630,50191068.29,,,,,,,,3867902.19,,,,,,3867902.19,,,,,,,,,,,,,,,,31367273.17,146436.73,,30400.0,,31367273.17,4705090.98,26662182.19,,,26662182.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,未审计,19950802,CNY,合并期末,2020-03-13T15:58:08
19931231,60021000.0,40432079.68,50710075.31,10277995.63,6285594.9,6285594.9,,,3015000.0,,,,,,2662.5,,,,6826688.31,,2923925.34,3902747.97,,,,,,,,15.0,43500000.0,904737.02,,321233.9,,43500000.0,6525000.0,36975000.0,,,36975000.0,,,,36975000.0,3697546.54,1848773.27,,,,,31429145.58,,4846812.24,29582333.34,,,,,,,,,,,,,,,,,,,,,,,,,其他,未审计,19950407,CNY,合并期末,2020-03-13T15:58:08
19930630,24635884.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16293956.58,250.0,,274928.0,,16019278.58,24012891.79,13616386.79,,,13616386.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,未审计,19940811,CNY,合并期末,2020-03-13T15:58:08
