报告日,经营活动产生的现金流量,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,拆出资金净减少额,融出资金净减少额,卖出回购金融资产收到的现金,证券投资收到的现金,买入返售金融资产收到的现金,代理买卖业务的现金净增加额,代理兑付证券净增加额,代理承销证券收到的现金净额,保证金现金流入,收到的资产管理业务,销售商品、提供劳务收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,处置交易性金融资产的净减少额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,偿还拆入资金支付的现金,拆出资金净增加额,融出资金净增加额,回购金融资产支付的现金,买入返售金融资产支付的现金,证券投资支付的现金,代理买卖证券净减少额,代兑付债券支付的现金净额,保证金现金流出,为交易目的而持有的金融资产净增加额,以现金支付的营业费用,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产及其他长期资产收回的现金净额,处置子公司和其他营业单位收到的现金,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,吸收权益性投资所收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,530614698.69,,829836291.21,,,,,,,2982959391.67,,,,,,,26892469.53,4370302851.1,,,166903067.28,,,157065566.1,3177151342.84,,,,,,,,,192588506.52,115585687.96,1081205181.06,4890499351.76,-520196500.66,,22227200.0,,33246.05,,,22260446.05,,4364610.53,,,4364610.53,17895835.52,,,,,,8000000000.0,,8000000000.0,5000000000.0,131396389.76,,8857500.54,5140253890.3,2859746109.7,-621168.15,2356824276.41,,,,,26431471051.16,28788295327.57,定期报告,未审计,20260425,CNY,合并期末,2026-04-24T18:14:02
20251231,,,,2796565687.4,,,,7577708435.19,,,3781587573.14,,,,,,,35906448.74,14191768144.47,,,573986416.36,1650000000.0,,4235270373.07,,,,,,,8576918970.9,,,972548155.93,501832750.21,999948862.3,17510505528.77,-3318737384.3,,52645669.55,11086553.31,1397897.85,,,65130120.71,36400000.0,89167622.01,,,125567622.01,-60437501.3,,4941462258.76,,,,24000000000.0,,28941462258.76,16772730000.0,929751020.68,2327200.0,125815130.75,17828296151.43,11113166107.33,-844378.76,7733146842.97,22047645602.15,14733777663.96,4383825449.01,3964546544.23,18698324208.19,26431471051.16,定期报告,是,20260425,CNY,合并期末,2026-04-24T18:58:04
20250930,,,,2071053587.19,,,,6075062540.21,,,2431560238.98,,,,,,,366694952.39,10944371318.77,,,413562984.74,1450000000.0,,3298562381.25,,,,,,,6953934790.12,,,748060143.48,402449113.31,1007388257.57,14273957670.47,-3329586351.7,,42356615.55,8422520.05,666411.96,,,51445547.56,16400000.0,25886836.32,,,42286836.32,9158711.24,,,,,,18200000000.0,,18200000000.0,11072730000.0,837410362.75,2489200.0,50970655.48,11961111018.23,6238888981.77,-447586.11,2918013755.2,,,,,18698324208.19,21616337963.39,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T17:12:03
20250630,,,,1282829875.71,350000000.0,,,140611486.32,,,1469083248.91,,,,,,,307035755.87,3549560366.81,,,255260231.21,,,540211141.41,,,,,,,2225633465.65,,,580436115.67,279040540.35,371689533.09,4252271027.38,-702710660.57,,24051615.55,4491997.23,30425.66,,,28574038.44,13200000.0,16305611.53,,,29505611.53,-931573.09,,,,,,10200000000.0,,10200000000.0,7572730000.0,202794416.99,,36852635.03,7812377052.02,2387622947.98,-240360.25,1683740354.07,16301823723.67,14733777663.96,4080240838.59,3964546544.23,18698324208.19,20382064562.26,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T16:20:03
20250331,,,,638821407.71,,,,4268413493.96,,,,,,,,,,238207343.01,5145442244.68,,,126060842.79,1150000000.0,,982874483.7,,,,235769736.07,,,5084576288.89,,,180693100.03,167308805.73,215731016.78,8143014273.99,-2997572029.31,,16645815.55,119257.23,17535.94,,,16782608.72,,5538268.22,,,5538268.22,11244340.5,,,,,,6200000000.0,,6200000000.0,3072730000.0,117458703.97,,18267994.26,3208456698.23,2991543301.77,-68286.53,5147326.43,,,,,18698324208.19,18703471534.62,定期报告,未审计,20260425,CNY,合并期末,2025-04-29T16:50:10
20241231,,,,2735837556.08,650000000.0,,,1792222777.24,,,5069270456.69,,,,,,,204336171.71,10451666961.72,,,424767845.97,,,1336405232.76,,,,,,,3597472616.51,,,894385096.09,299327733.27,908031738.35,7460390262.95,2991276698.77,,58941941.51,2165868.0,635223.4,,,61743032.91,,128621576.61,,,128621576.61,-66878543.7,,,,,,16611980000.0,,16611980000.0,13246220000.0,895809747.51,1548690.0,71378890.91,14213408638.42,2398571361.58,592928.93,5323562445.58,14733777663.96,10381305223.38,3964546544.23,2993456539.23,13374761762.61,18698324208.19,定期报告,是,20260425,CNY,合并期末,2025-03-21T17:07:06
20240930,,4892796622.76,,1987921958.92,,,1073548014.98,,,,4260557726.26,,,,,,,466433117.95,12681257440.87,,,276647201.0,20000000.0,,,4398578980.75,,,,,,,,,688237876.87,178142011.9,1114454277.42,6676060347.94,6005197092.93,,45077941.51,2165868.0,539474.96,,,47783284.47,,70238370.45,,,70238370.45,-22455085.98,,,,,,10939490000.0,,10939490000.0,11882110000.0,664783887.11,1548690.0,33753859.5,12580647746.61,-1641157746.61,-340370.21,4341243890.13,,,,,13374761762.61,17716005652.74,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T16:02:03
20240630,,,,1402243902.09,,,692836747.41,,,,827854738.89,,,,,,,322202607.44,3245137995.83,,,189492050.8,300000000.0,,,124106849.16,,,,,,137800500.52,,,526331651.58,133974342.94,560857564.31,1972562959.31,1272575036.52,,19439993.31,2165868.0,262193.78,,,21868055.09,,41996183.2,,,41996183.2,-20128128.11,,,,,,7625310000.0,,7625310000.0,7835210000.0,239290541.43,1548690.0,24177330.87,8098677872.3,-473367872.3,230590.87,779309626.98,11645337729.59,10381305223.38,2508733660.0,2993456539.23,13374761762.61,14154071389.59,定期报告,未审计,20250830,CNY,合并期末,2024-08-27T16:52:02
20240331,,9204984581.95,,723128982.44,,,410817065.05,,,,804187065.77,,,,,,,260425897.36,11403543592.57,,,109540949.3,1000000000.0,,,8891162000.0,,,,,,,,,177868024.25,34593742.84,356914965.93,10570079682.32,833463910.25,,6719963.31,,220816.14,,,6940779.45,,10199834.92,,,10199834.92,-3259055.47,,,,,,3253710000.0,18542863.0,3272252863.0,2574710000.0,59299961.99,,10347487.18,2644357449.17,627895413.83,51726.41,1458151995.02,,,,,13374761762.61,14832913757.63,定期报告,未审计,20250430,CNY,合并期末,2024-04-25T18:47:02
20231231,,,,2692147317.6,,,,3836379725.25,,,,,,,,,,1085816231.06,7614343273.91,,,448809278.72,490000000.0,,1208192844.76,,,,178569190.56,,,5486793545.61,,,898070790.06,316026511.06,1207637478.1,10234099638.87,-2619756364.96,,26162423.4,8473155.91,722294.87,,,35357874.18,,113342468.35,,,113342468.35,-77984594.17,,,,,,12989420000.0,,12989420000.0,10716740000.0,750421873.87,1679390.0,50603129.11,11517765002.98,1471654997.02,563854.22,-1225522107.89,10381305223.38,11994377731.45,2993456539.23,2605906139.05,14600283870.5,13374761762.61,定期报告,是,20250322,CNY,合并期末,2024-04-25T18:37:07
