报告日,经营活动产生的现金流量,客户贷款及垫款净减少额,向央行借款净增加额,客户存款和同业存放款项净增加额,客户存款,同业及其他金融机构存放款,收回存放同业及其他金融机构净额,拆入资金现金流入,收回的拆出资金净额,吸收的卖出回购项净额,收回的买入返售项净额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,收到利息,收到的手续费,金融企业往来收入收到的现金,中间业务收入收到的现金,证券投资收益收到的现金,汇兑净收益收到的现金,存入保证金收到的现金,销售商品、提供劳务收到的现金,贵金属现金流入,收到的委托资金,贴现收到的现金,其他负债增加流入的现金,收回的已于以前年度核销的贷款及应收款项,已核销呆账贷款及利息收回,处置抵债资产收到的现金,其他营业及营业外净收入收到的现金,收到的税费返还,收到其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,存放中央银行,存放同业及其他机构存款,拆出资金净现金流出,偿还中央银行借款,支付的存款,减少同业及其他金融机构存放净额,偿还同业及其他金融机构拆入净额,偿还卖出回购款项净额,证券投资支出的现金,支付买入返售款项净额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,支付的利息,手续费支出支付的现金,支付给职工以及为职工支付的现金,以现金支付的营业费用,与金融机构往来支出的现金净额,贴现支付的现金,委托及代理业务减少额,贵金属现金流出,购买商品、接受劳务支付的现金,借入其他资金净减少额,其他资产减少支出的现金,为交易目的而持有的金融资产净增加额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,分得股利或利润所收到的现金,取得债券利息收入收到的现金,处置固定资产、无形资产及其他资产而收到的现金,处置股权投资所收到的现金,处置子公司及其他单位收到的现金,取得子公司及其他营业单位所收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,权益性投资增加支付的现金,债券投资所支付的现金,购买子公司、联营企业及合营企业投资所支付的现金净额,增加在建工程所支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资所收到的现金,发行证券化资产所吸收的现金,取得借款收到的现金,发行债券收到的现金,发行次级债券收到的现金,增加股本所收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务所支付的现金,分配股利、利润或偿付利息支付的现金,偿付利息所支付的现金,支付新股发行费用,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,1434120000.0,17474513000.0,9133653000.0,8340860000.0,,7012928000.0,,,,,2401788000.0,,,,,,,,,,,,,,,,,,237818000.0,28561167000.0,16024375000.0,597366000.0,518980000.0,78386000.0,189706000.0,,,,,9080805000.0,,,,1538080000.0,,,548349000.0,,,,,,,,,3710647000.0,154786000.0,577299000.0,32421413000.0,-3860246000.0,,14963998000.0,846225000.0,,,266000.0,,,,,15810489000.0,9420935000.0,,,,,67717000.0,,,9488652000.0,6321836000.0,,,,,13770700000.0,,,,13770700000.0,13960000000.0,72038000.0,,,28715000.0,15560174000.0,-1789473000.0,-18709000.0,653408000.0,,,,,18634822000.0,19288230000.0,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T21:54:04
20251231,,,2125970000.0,33144328000.0,29462582000.0,3681746000.0,14391000.0,6447761000.0,,1252955000.0,,,9999044000.0,,,,,,,,,,,,,,,,,,298076000.0,53282525000.0,38612932000.0,514719000.0,514719000.0,,4491442000.0,,,,,,,,,5625445000.0,,,1407052000.0,,,,,,,,,2034340000.0,688093000.0,1019691000.0,54393714000.0,-1111189000.0,,71538159000.0,2361673000.0,,,64048000.0,,,,,73963880000.0,70740438000.0,,,,,353566000.0,,,71094004000.0,2869876000.0,,1899946000.0,,,78748699000.0,,,,80648645000.0,78856964000.0,1731629000.0,666494000.0,,124487000.0,81713080000.0,-1064435000.0,-14668000.0,679584000.0,224201000.0,189698000.0,18410619000.0,17765538000.0,17955236000.0,18634820000.0,定期报告,是,20260430,CNY,合并期末,2026-04-29T21:54:04
20250930,,,2114230000.0,26659268000.0,23938727000.0,2720541000.0,127253000.0,8385355000.0,,,,,7262257000.0,,,,,,,,,,,,,,,,,,1418600000.0,46382762000.0,29683675000.0,,,,7054642000.0,,,,,4574766000.0,,,,4022847000.0,,,1076660000.0,,,,,,,,,2350224000.0,515863000.0,850829000.0,50129508000.0,-3746745000.0,,76947530000.0,1319783000.0,,,63933000.0,,,,,78331246000.0,75812650000.0,,,,,237856000.0,,,76050506000.0,2280740000.0,,,,,60481255000.0,,,,60481255000.0,60524448000.0,1103856000.0,455100000.0,,1739000.0,61723908000.0,-1242652000.0,-8131000.0,-2716790000.0,,,,,17955237000.0,15238447000.0,定期报告,未审计,20251030,CNY,合并期末,2025-10-29T19:08:10
20250630,,,,15747079621.46,15747079621.46,,,6404644672.72,,2491550019.5,,,4956935306.22,,,,,,,,,,,,,,,,,,182635841.85,29782845461.75,15846176548.85,972023350.93,178591061.75,793432289.18,4557496921.0,71560000.0,,1666437494.15,,,,,,2598485443.24,,,772770095.28,,,,,,,,,4471990362.6,364722801.66,604852989.27,31926516006.98,-2143670545.23,,55264053530.78,414110932.35,,,9119731.55,,,,,55687284194.68,53598273965.36,,,,,173559183.85,,,53771833149.21,1915451045.47,,,,,38931689010.0,,,,38931689010.0,36400000000.0,576036555.61,66000000.0,,810000.0,37040519340.93,1891169669.07,-1119923.35,1661830245.96,218321596.01,189698127.95,19398745711.52,17765538933.62,17955237061.57,19617067307.53,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T19:56:04
20250331,,,13880000.0,8639662000.0,7219475000.0,1420187000.0,,1226365000.0,,,,26610000.0,2256289000.0,,,,,,,,,,,,,,,,,,226290000.0,12389095000.0,5220655000.0,1920659000.0,1745096000.0,175563000.0,841842000.0,,,,,1019000000.0,,,,964832000.0,,,499815000.0,,,,,,,,,,187468000.0,113122000.0,10767392000.0,1621703000.0,,25231702000.0,630268000.0,,,12448000.0,,,,,25874418000.0,22944794000.0,,,,,51064000.0,,,22995858000.0,2878560000.0,,,,,16190879000.0,,,,16190879000.0,19190000000.0,72757000.0,,,26227000.0,19288984000.0,-3098105000.0,2266000.0,1404423000.0,,,,,17955237000.0,19359660000.0,定期报告,未审计,20260430,CNY,合并期末,2025-04-28T21:46:15
20241231,,2797203000.0,720070000.0,6577772000.0,6577772000.0,,2582191000.0,,,,,,10682634000.0,,,,,,,,,,,,,,,,,,655739000.0,25864389000.0,,,,,2851281000.0,,,2547674000.0,1966981000.0,2793249000.0,,,,5198672000.0,,,1388459000.0,,,,,,,,,11393266000.0,689049000.0,1351352000.0,30179983000.0,-4315594000.0,,45910615000.0,2424425000.0,,,715000.0,,,,,48335755000.0,62346143000.0,,,,,313804000.0,,,62659947000.0,-14324192000.0,,,,,78754098000.0,,,,78754098000.0,67560000000.0,2051695000.0,559604000.0,,155494000.0,69767189000.0,8986909000.0,11003000.0,-9641874000.0,189698000.0,209121000.0,17765538000.0,27387989000.0,27597110000.0,17955236000.0,定期报告,是,20260430,CNY,合并期末,2025-04-28T22:00:03
20240930,,2615222000.0,78660000.0,5754259000.0,5754259000.0,,1865924000.0,1438866000.0,,,,,7844809000.0,,,,,,,,,,,,,,,,,,1720102000.0,21952099000.0,,,,,2264226000.0,,,1393542000.0,,2720927000.0,,,,3902861000.0,,,1091979000.0,,,,,,,,,4010470000.0,477247000.0,1440871000.0,17302124000.0,4649975000.0,,32462516000.0,1501382000.0,,,543000.0,,,,,33964441000.0,39649412000.0,,,,,186926000.0,,,39836338000.0,-5871897000.0,,,,,60745203000.0,,,,60745203000.0,56290000000.0,1393538000.0,346214000.0,,3546000.0,57781710000.0,2963493000.0,-10544000.0,1731027000.0,,,,,27597110000.0,29328138000.0,定期报告,未审计,20251030,CNY,合并期末,2024-10-30T18:40:03
20240630,,,67650000.0,3679267082.76,,3679267082.76,1446547094.08,,,,,44623211.89,5337176229.76,,,,,,,,,,,,,,,,,,3120386170.39,15318929066.2,4246440302.27,,,,266366486.2,,2286523915.08,,532223906.33,380237895.57,,,,2875964077.96,,,795653093.97,,,,,,,,,,326822567.92,3527357743.45,15237589988.75,81339077.45,,25964471810.96,651406561.44,,,288513.25,,,,,26616166885.65,30381557325.74,,,,,97071218.25,,,30478628543.99,-3862461658.34,,,,,41026987600.0,,,,41026987600.0,38770000000.0,929766038.41,20692282.25,,561320.75,39781376152.69,1245611447.31,3384468.04,-2532126665.54,214280595.2,209121688.56,24850703084.3,27387988656.48,27597110345.04,25064983679.5,定期报告,未审计,20250829,CNY,合并期末,2024-08-28T18:30:03
20240331,,,52000000.0,6779548280.86,,6779548280.86,1356135909.79,1999623266.08,,1600839003.22,,,2613619606.59,,,,,,,,,,,,,,,,,,2525468127.57,19436967847.32,887894511.11,,,,1009702211.24,,13979774193.86,,,,,,,1203620398.83,,,529763605.86,,,,,,,,,994992420.06,143691312.04,2880358596.72,21629797249.72,-2192829402.4,,11993760473.44,717243787.33,,,246125.52,,,,,12711250386.29,13733587684.04,,,,,24088912.87,,,13757676596.91,-1046426210.62,,,,,21370412690.0,,,,21370412690.0,19480000000.0,74492502.98,2445936.15,,,19585898759.54,1784513930.46,10521294.24,-1444220388.32,,,,,27597110345.04,26152889956.72,定期报告,未审计,20250429,CNY,合并期末,2024-06-11T09:00:03
20231231,,,3233530000.0,2703399177.04,2703399177.04,,1508842419.14,2513480521.86,,2395908474.2,,,10905001365.84,,,,,,,,,,,,,,,,,,433474922.36,26477054468.69,10128677048.3,,,,5323542058.0,,,6520635579.37,,,,,,5062019849.42,,,1387550717.45,,,,,,,,,960582472.13,751381201.85,715210041.34,30849598967.86,-4372544499.17,,62075005701.33,2079680586.71,,,45596809.81,,,,,64200283097.85,73666949220.95,,,,,340111815.32,,,74007061036.27,-9806777938.42,,3499648113.21,,,85322759810.0,,,,88822407923.21,77670000000.0,1274311208.95,391495454.92,,,79093264614.51,9729143308.7,18311404.31,-4431867724.58,209121688.56,232517983.41,27387988656.48,31796460086.21,32028978069.62,27597110345.04,定期报告,是,20250429,CNY,合并期末,2024-04-29T21:30:03
20230930,,,,,,,1318142000.0,1628618000.0,,,,,8123187000.0,,,,,,,,,,,,,,,,,,541696000.0,14518619000.0,3140143000.0,,,,4545619000.0,1240970000.0,8175820000.0,5359573000.0,,2956473000.0,,,,3765203000.0,,,1086994000.0,,,,,,,,,1921111000.0,575050000.0,2240233000.0,35007190000.0,-20488571000.0,,41462831000.0,1159280000.0,,,34427000.0,,,,,42656538000.0,50919175000.0,,,,,264823000.0,,,51183998000.0,-8527461000.0,,3499648000.0,,,73400111000.0,,,,76899760000.0,56410000000.0,1043730000.0,208989000.0,,,57547627000.0,19352133000.0,37206000.0,-9626694000.0,,,,,32028978000.0,22402285000.0,定期报告,未审计,20241031,CNY,合并期末,2023-10-30T20:20:03
20230630,,,,,,,1411608708.01,1747823957.07,,,,220726775.7,5458562462.51,,,,,,,,,,,,,,,,,,1783168371.76,12836363024.58,1485247085.26,,,,3757000000.0,535870000.0,19790553434.26,3353366811.53,,6560299855.79,,,,2648058070.54,,,792499196.02,,,,,,,,,,408885853.94,936152740.68,40267933048.02,-27431570023.44,,30919774015.4,439904020.05,,,14121905.02,,,,,31373799940.47,32596426719.91,,,,,160564847.31,,,32756991567.22,-1383191626.75,,,,,45050588110.0,,,,45050588110.0,38200000000.0,855389948.55,20669295.69,,,39121139981.07,5929448128.93,51423710.48,-22833889810.78,230076577.4,232517983.41,8965011681.44,31796460086.21,32028978069.62,9195088258.84,定期报告,未审计,20240829,CNY,合并期末,2023-08-28T19:20:03
