报告日,营业收入,手续费净收入,代理买卖证券业务净收入,证券承销业务净收入,委托管理资产业务净收入,投资咨询服务净收入,期货经纪业务净收入,基金管理业务净收入,利息净收入,利息收入,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益,汇兑净收益,其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,研发费用,其他业务成本,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税费用,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,年初未分配利润,其他因素调整,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划净负债或净资产的变动,权益法下在被投资单位不能重分类进损益的其他综合收益中享有的份额,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下在被投资单位以后将重分类进损益的其他综合收益中享有的份额,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,1277331155.51,449567217.71,319418801.69,54768864.43,13761280.73,,,,111412364.21,487870656.77,376458292.56,373888388.08,207411189.66,,,336072640.67,1179698.51,1459432.91,,3751413.42,543203259.98,6189453.94,533502821.53,,3210774.06,,,300210.45,734127895.53,5046.42,,498418.07,,733634523.88,107983641.04,625650882.84,625650882.84,,620775021.78,4875861.06,,,126786463.36,126786463.36,125772942.04,,,125772942.04,,1013521.32,,,12018742.07,,181486.13,,,,-11186706.88,,,752437346.2,747561485.14,4875861.06,0.15,0.15,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T19:39:44
20251231,5195751651.24,1634427700.58,1129238829.29,329913353.29,48206820.23,,,,315161069.3,1754939502.58,1439778433.28,2169744842.69,807121541.46,,,1063396505.38,-1392363.47,7228850.75,,7185046.01,2460671640.05,24766684.26,2417765941.64,,16927068.35,,,1211945.8,2735080011.19,2154211.52,,12852451.31,,2724381771.4,371946145.39,2352435626.01,2352435626.01,,2351600065.53,835560.48,5275155538.6,65779678.5,205736474.02,205736474.02,286944006.66,,,286944006.66,,-81207532.64,,,-69172422.66,,434095.27,,,,-12469205.25,,,2558172100.03,2557336539.55,835560.48,0.58,0.58,定期报告,是,20260421,CNY,合并期末,2026-04-20T21:09:38
20250930,4120987989.34,1182213706.82,830948790.91,210656061.75,35510979.07,,,,197039602.06,1280104742.91,1083065140.85,1909048288.89,573528126.31,,,821888860.25,-557703.29,4805028.73,,6550205.88,1832957667.72,19680667.59,1822409586.85,,-9993015.88,,,860429.16,2288030321.62,1902407.64,,4399726.26,,2285533003.0,344012037.62,1941520965.38,1941520965.38,,1930593049.0,10927916.38,,,26282719.53,26282719.53,105077657.73,,,105077657.73,,-78794938.2,,,-72375790.21,,646487.71,,,,-7065635.7,,,1967803684.91,1956875768.53,10927916.38,0.48,0.48,定期报告,未审计,20251028,CNY,合并期末,2025-10-27T19:33:26
20250630,2858998532.11,688663265.48,480636499.22,140495836.33,25179294.28,,,,94506018.59,841126921.54,746620902.95,1658675181.06,329558736.4,,,405514242.75,2884591.22,2939263.52,,5815969.49,1194987669.63,13245143.59,1191718557.68,,-10549651.08,,,573619.44,1664010862.48,156237.7,,48877.91,,1664118222.27,272848475.64,1391269746.63,1391269746.63,,1384644456.61,6625290.02,5275155538.6,9862972.5,117320496.76,117320496.76,106314404.97,,,106314404.97,,11006091.79,,,18300886.68,,318736.34,,,,-7613531.23,,,1508590243.39,1501964953.37,6625290.02,0.34,0.34,定期报告,未审计,20250826,CNY,合并期末,2025-08-25T20:55:50
20250331,1277113603.75,370283032.84,248228160.52,83822814.76,9593067.05,,,,36842032.95,425787625.56,388945592.61,813930593.63,153571779.2,,,51014931.84,18438.99,1464101.86,,3560471.64,552672900.88,7404105.38,547313081.18,,-2331095.4,,,286809.72,724440702.87,48.5,,12868.96,,724427882.41,116007354.56,608420527.85,608420527.85,,605272462.39,3148065.46,,,36059014.7,36059014.7,67786267.43,,,67786267.43,,-31727252.73,,,-30334485.42,,315893.1,,,,-1708660.41,,,644479542.55,641331477.09,3148065.46,0.15,0.15,定期报告,未审计,20260430,CNY,合并期末,2025-04-28T22:48:38
20241231,4020172277.7,1208672877.1,877780951.53,263630568.89,34395374.79,,,,86515469.52,1699099656.05,1612584186.53,2790621929.4,574249170.74,,,-78130082.42,25682.23,5562176.5,,6904225.37,2220049941.6,24769373.04,2216992392.38,,-22581504.46,,,869680.64,1800122336.1,1961532.72,,5765948.49,,1796317920.33,202845551.55,1593472368.78,1593472368.78,,1579705498.18,13766870.6,4747020493.75,24170526.63,444772916.77,444772916.77,343842221.54,,,343842221.54,,100930695.23,,,89675245.76,,721910.23,,,,10533539.24,,,2038245285.55,2024478414.95,13766870.6,0.39,0.39,定期报告,是,20260421,CNY,合并期末,2025-04-28T23:08:21
20240930,2849729229.3,732295635.4,531519715.83,170334556.04,21410394.61,,,,6106409.23,1224954088.04,1218847678.81,2271773619.41,429384522.46,,,-166816798.22,-1620206.63,3301532.38,,4689037.73,1602520784.81,18226862.3,1609736263.53,,-26025378.33,,,583037.31,1247208444.49,1810234.65,,103145.26,,1248915533.88,140064910.78,1108850623.1,1108850623.1,,1097993394.15,10857228.95,,,236527078.86,236527078.86,210754680.32,,,210754680.32,,25772398.54,,,27813196.8,,353754.52,,,,-2394552.78,,,1345377701.96,1334520473.01,10857228.95,0.27,0.27,定期报告,未审计,20251028,CNY,合并期末,2024-10-30T20:38:18
20240630,1982078302.41,522444474.89,375051573.13,120009115.92,14045127.82,,,,-4684289.13,830843906.33,835528195.46,1494734543.59,295265417.37,,,-36726431.63,451315.6,1721129.66,,4137559.43,1155861747.73,11780356.99,1139408899.66,,4376334.76,,,296156.32,826216554.68,509999.26,,93622.96,,826632930.98,98069041.95,728563889.03,728563889.03,,721463226.71,7100662.32,4747020493.75,43374134.83,312551528.92,312551528.92,272056036.98,,,272056036.98,,40495491.94,,,36938422.83,,147150.07,,,,3409919.04,,,1041115417.95,1034014755.63,7100662.32,0.18,0.18,定期报告,未审计,20250826,CNY,合并期末,2024-08-26T20:53:06
20240331,905601837.5,254075628.53,183957691.18,53347961.09,6800947.16,,,,-2830324.81,428946302.88,431776627.69,754391871.06,133012498.87,,,-104446420.48,75607.76,643458.22,,3692017.22,518274879.17,6114066.89,518591392.52,,-6430580.24,,,,387326958.33,501409.33,,15877.36,,387812490.3,31738118.12,356074372.18,356074372.18,,352803504.74,3270867.44,,,146874361.5,146874361.5,129871353.39,,,129871353.39,,17003008.11,,,16681939.98,,119409.0,,,,201659.13,,,502948733.68,499677866.24,3270867.44,0.09,0.09,定期报告,未审计,20250429,CNY,合并期末,2024-04-29T19:43:02
20231231,3991223756.79,1345831728.89,791203313.82,462623276.35,52267454.88,,,,-3030741.39,1749595400.74,1752626142.13,2066017819.46,680859819.55,,,561697095.16,1012658.87,6916812.17,,12778383.63,2444264360.78,26025629.91,2330134091.41,,88050609.09,,,54030.37,1546959396.01,726582.78,,6591661.84,,1541094316.95,113571165.96,1427523150.99,1427523150.99,,1438472745.34,-10949594.35,4124228146.68,-2354155.03,-14047122.37,-14047122.37,-40009410.75,,,-40009410.75,,25962288.38,,,11499044.75,,352194.59,,,,14111049.04,,,1413476028.62,1424425622.97,-10949594.35,0.36,0.36,定期报告,是,20250429,CNY,合并期末,2024-04-22T22:13:13
20230930,3147117784.61,1021913071.56,608409420.32,339787019.02,44598319.85,,,,16250509.25,1312951921.18,1296701411.93,1668513967.05,541252204.23,,,425011797.78,1887464.68,5451614.94,,8089359.35,1778269424.78,19665231.43,1757645895.73,,916470.79,,,41826.83,1368848359.83,277947.84,,861530.44,,1368264777.23,140737323.19,1227527454.04,1227527454.04,,1212741690.11,14785763.93,,,-6385162.77,-6385162.77,-27002893.01,,,-27002893.01,,20617730.24,,,941215.63,,-310568.4,,,,19987083.01,,,1221142291.27,1206356527.34,14785763.93,0.3,0.3,定期报告,未审计,20241031,CNY,合并期末,2023-10-30T18:58:03
20230630,2200110693.69,582337853.73,408305282.86,117609961.61,33698153.26,,,,18002688.27,873684472.88,855681784.61,1088854688.38,367932205.17,,,498364558.34,2260345.4,4126551.11,,6164008.46,1187798990.19,12199786.01,1175086894.39,,483147.36,,,29162.43,1012311703.5,175592.98,,838291.14,,1011649005.34,113281892.64,898367112.7,898367112.7,,889371277.25,8995835.45,4124823801.76,,-68694712.43,-68694712.43,-91617204.5,,,-91617204.5,,22922492.07,,,1036005.24,,-325422.26,,,,22211909.09,,,829672400.27,820676564.82,8995835.45,0.22,0.22,定期报告,未审计,20240827,CNY,合并期末,2024-08-26T20:58:14
20230331,1119714283.09,278758304.87,194693863.05,56493911.18,19626537.77,,,,7032544.48,429227119.79,422194575.31,463171777.52,188566943.29,,,365715194.79,-1027528.59,1073222.52,,4990767.5,601574635.67,5834288.53,597033125.56,,-1399374.91,,,106596.49,518139647.42,143609.41,,318758.67,,517964498.16,62235022.95,455729475.21,455729475.21,,450777544.23,4951930.98,,,-1263002.32,-1263002.32,-81138.92,,,-81138.92,,-1181863.4,,,406667.57,,-279485.01,,,,-1309045.96,,,454466472.89,449514541.91,4951930.98,0.11,0.11,定期报告,未审计,20240430,CNY,合并期末,2024-04-29T19:43:02
20221231,3126354098.18,1524635501.88,917369620.72,498602929.39,93475402.43,,,,276646164.83,1722906186.64,1446260021.81,1401673460.15,755719127.18,,,-749111294.55,5225883.78,652015909.69,,15268472.4,2301485794.85,29180320.6,1649558188.07,,24341047.56,,,598406238.62,824868303.33,3455374.65,,7544905.16,,820778772.82,-93214619.49,913993392.31,913993392.31,,899060828.66,14932563.65,3942516290.73,31004587.77,-13359509.72,-13359509.72,-16273313.55,,,-16273313.55,,2913803.83,,,3460541.83,,-546738.0,,,,,,,900633882.59,885701318.94,14932563.65,0.26,0.26,定期报告,是,20240423,CNY,合并期末,2023-04-17T20:58:03
20220930,2719352274.48,1151174029.74,710140965.86,380218274.48,55678189.09,,,,193668864.78,1303090806.2,1109421941.42,1005649083.5,574906565.35,,,-517727843.06,6231836.09,869924139.57,,10432163.86,2189782362.81,21816470.03,1336728426.43,,11993213.82,,,819244252.53,529569911.67,1188381.71,,1092687.79,,529665605.59,-57720219.79,587385825.38,587385825.38,,567045282.51,20340542.87,,,-13780070.42,-13780070.42,-16374210.84,,,-16374210.84,,2594140.42,,,3089826.97,,-495686.55,,,,,,,573605754.96,553265212.09,20340542.87,0.18,0.18,定期报告,未审计,20231031,CNY,合并期末,2022-10-30T15:43:06
20220630,2089298387.18,855615444.16,477468345.92,311396859.68,42100375.83,,,,103158873.18,877664070.08,774505196.9,691027354.8,396690063.8,,,-358290095.13,2798582.44,788329296.48,,6658931.25,1666718581.45,13537708.36,903271062.26,,-5071129.67,,,754980940.5,422579805.73,1141968.11,,594525.02,,423127248.82,-24938803.84,448066052.66,448066052.66,,433763046.0,14303006.66,3939699617.34,28851487.24,-16182872.45,-16182872.45,-17990702.68,,,-17990702.68,,1807830.23,,,2113527.47,,-305697.24,,,,,,,431883180.21,417580173.55,14303006.66,0.14,0.14,定期报告,未审计,20230824,CNY,合并期末,2022-08-29T21:18:03
