报告日,经营活动产生的现金流量,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,拆出资金净减少额,融出资金净减少额,卖出回购金融资产收到的现金,证券投资收到的现金,买入返售金融资产收到的现金,代理买卖业务的现金净增加额,代理兑付证券净增加额,代理承销证券收到的现金净额,保证金现金流入,收到的资产管理业务,销售商品、提供劳务收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,处置交易性金融资产的净减少额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,偿还拆入资金支付的现金,拆出资金净增加额,融出资金净增加额,回购金融资产支付的现金,买入返售金融资产支付的现金,证券投资支付的现金,代理买卖证券净减少额,代兑付债券支付的现金净额,保证金现金流出,为交易目的而持有的金融资产净增加额,以现金支付的营业费用,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产及其他长期资产收回的现金净额,处置子公司和其他营业单位收到的现金,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,吸收权益性投资所收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,463569282.54,,675716217.61,120000000.0,,,,,,1594990905.49,,,,,,,5404948.78,2859681354.42,,,166912282.76,,,223348468.0,499509417.68,354479440.05,,,,,,,,230865871.49,60189796.67,436794454.49,1972099731.14,887581623.28,,1092320889.41,41799859.77,1112533.96,,,1135233283.14,,42658082.98,,,42658082.98,1092575200.16,,,,,,1324512000.0,,1324512000.0,1755208000.0,79367011.23,,9025168.82,1843600180.05,-519088180.05,1465960.79,1462534604.18,,,,,22676464051.14,24138998655.32,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T18:10:03
20251231,,1466596502.62,,2262880533.23,,,,1728137519.85,,735276305.41,5226385796.12,,,,,,,214246231.13,11633522888.36,,,600125310.29,930000000.0,,1594833287.92,,,,,,,,,,679969268.5,135345783.85,312477290.8,4252750941.36,7380771947.0,,,24563275.1,3766605.74,,,28329880.84,2923937490.13,176134854.82,,,3100072344.95,-3071742464.11,,,,,,3820573000.0,,3820573000.0,3900008918.95,379395741.74,,58861326.02,4338265986.71,-517692986.71,50280.04,3791386776.22,22676464051.14,18885077274.92,,,18885077274.92,22676464051.14,定期报告,是,20260328,CNY,合并期末,2026-03-27T21:22:03
20250930,,,,1728198371.79,,,,1216404320.89,,995932277.77,5471166590.52,,,,,,,234375345.91,9646076906.88,,,440938709.57,1010000000.0,,1082329401.07,,,,,,,831037247.94,,,514479374.33,75310441.02,194826311.31,4148921485.24,5497155421.64,,151658775.48,3541388.22,1984188.08,,,157184351.78,,90013890.83,,,90013890.83,67170460.95,,,,,,2462054000.0,,2462054000.0,3174041806.27,314786841.13,1551620.4,43033764.13,3531862411.53,-1069808411.53,157292.93,4494674763.99,,,,,18885077274.92,23379752038.91,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T18:10:03
20250630,,,,1027607697.99,,,754548317.88,1712458808.21,,569699103.23,1119892091.86,,,,,,,247150128.84,5431356148.01,,,277168720.79,1000000000.0,,,,,,,,,2925586840.35,,,353288690.98,47167705.05,200229773.61,4803441730.78,627914417.23,,196523815.02,3254359.51,1615176.55,,,201393351.08,,57924841.98,,,57924841.98,143468509.1,,,,,,2407287000.0,,2407287000.0,3154940909.35,172010974.09,,32949336.58,3359901220.02,-952614220.02,2205970.1,-179025323.59,18706051951.33,18885077274.92,,,18885077274.92,18706051951.33,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T17:10:02
20250331,,,,515363365.76,110000000.0,,79487974.19,1551898219.17,,268081062.4,,,,,,,,90822821.5,2615653443.02,,,133642065.84,,,,,,,363939885.83,,,439444208.55,,,161095943.52,21810957.25,364909081.81,1484842142.8,1130811300.22,,76387289.78,1597276.81,1446933.8,,,79431500.39,,34654564.18,,,34654564.18,44776936.21,,,,,,184337878.1,,184337878.1,3049326373.91,129989866.27,,25238947.03,3204555187.21,-3020217309.11,408461.42,-1844220611.26,,,,,18885077274.92,17040856663.66,定期报告,未审计,20260430,CNY,合并期末,2025-04-29T19:02:03
20241231,,5966532744.18,,2192572920.13,665000000.0,,,,,,4937959772.54,,,,,,,940884542.46,14702949979.31,,,646047099.2,,,1747546876.8,5308387751.69,432839613.63,,,,,,,,801536188.39,161090529.35,1437333259.86,10534781318.92,4168168660.39,,665268307.42,38735268.75,4209594.56,,,708213170.73,,121528380.9,,,121528380.9,586684789.83,,,,,7000000.0,7074089304.26,,7081089304.26,5866360948.72,396374355.14,1200000.0,80204665.86,6342939969.72,738149334.54,-1455640.68,5491547144.08,18885077274.92,13393530130.84,,,13393530130.84,18885077274.92,定期报告,是,20260328,CNY,合并期末,2025-03-28T22:27:02
20240930,,6027281544.65,,1432721220.75,,,771338436.22,,,,5041285296.58,,,,,,,800388182.97,14073014681.17,,,468103655.39,115000000.0,,,6068225443.14,771442454.27,,,,,,,,594267238.24,131285377.54,704980866.18,8853305034.76,5219709646.41,,220548811.85,34213488.01,4599928.21,,,259362228.07,,77042535.18,,,77042535.18,182319692.89,,,,,7000000.0,5996701096.89,,6003701096.89,4238438121.04,300562961.55,1200000.0,65282860.67,4604283943.26,1399417153.63,-1098983.22,6800347509.71,,,,,13393530130.84,20193877640.55,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T20:47:02
20240630,,,,956650910.54,305000000.0,,553881460.85,171913373.69,,,790765736.92,,,,,,,491641379.44,3269852861.44,,,320333680.54,,,,,40143454.27,,,,,673280991.34,,,443390258.14,88531000.32,847326696.62,2413006081.23,856846780.21,,144734675.77,33010006.11,1527034.4,,,179271716.28,,52003779.78,,,52003779.78,127267936.5,,,,,7000000.0,3235689711.12,,3242689711.12,3414765922.0,190083721.49,,38798727.36,3643648370.85,-400958659.73,-167332.82,582988724.16,13976518855.0,13393530130.84,,,13393530130.84,13976518855.0,定期报告,未审计,20250830,CNY,合并期末,2024-08-30T21:47:02
20240331,,4199170258.31,,471423845.79,,,101899743.42,,,,395114326.86,,,,,,,321129441.56,5488737615.94,,,170050229.25,395000000.0,,,3150930067.75,380217454.27,,,,,,,,253849337.35,22104862.07,364568957.81,4736720908.5,752016707.44,,1934994.04,706135.96,385131.25,,,3026261.25,,19772375.68,,,19772375.68,-16746114.43,,,,,7000000.0,1461023372.7,,1468023372.7,1680236169.69,142362378.71,,43635297.68,1866233846.08,-398210473.38,271780.4,337331900.03,,,,,13393530130.84,13730862030.87,定期报告,未审计,20250430,CNY,合并期末,2024-04-26T19:22:03
20231231,,,,1879587096.26,1795000000.0,,,715468630.09,,109704059.21,,,,,,,,1135472826.63,5635232612.19,,,639767188.77,,,582154291.72,,,,311616204.82,,,2068690896.41,,,1057624059.3,181995236.07,1260682903.15,6102530780.24,-467298168.05,,1948806922.27,90973706.81,719938.85,,,2040500567.93,,149393386.97,,,149393386.97,1891107180.96,,,,,7867100.0,8721254081.65,,8729121181.65,9499957252.04,357078279.89,2000000.0,200076302.46,10057111834.39,-1327990652.74,387802.13,96206162.3,13393530130.84,13297323968.54,,,13297323968.54,13393530130.84,定期报告,是,20250329,CNY,合并期末,2024-03-28T22:27:02
