报告日,营业总收入,营业收入,利息收入,已赚保费,手续费及佣金收入,房地产销售收入,其他业务收入,营业总成本,营业成本,手续费及佣金支出,房地产销售成本,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其他业务成本,营业税金及附加,研发费用,销售费用,管理费用,财务费用,利息费用,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,净敞口套期收益,公允价值变动收益,期货损益,托管收益,补贴收入,其他收益,资产减值损失,信用减值损失,其他业务利润,资产处置收益,营业利润,营业外收入,非流动资产处置利得,营业外支出,非流动资产处置损失,利润总额,所得税费用,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司所有者的净利润,被合并方在合并前实现净利润,少数股东损益,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能转损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下可转损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,1407269637.48,1407269637.48,,,,,,1372632162.36,895257771.86,,,,,,,,,9579015.37,45541401.56,152851042.74,270962473.44,-1559542.61,17450058.5,,56863093.14,-5186887.07,,,,30206985.14,,,,7139789.44,-5676399.22,-12717401.87,,-40768.87,110412772.88,3261663.17,,1409738.92,,112264697.13,8221810.36,,104042886.77,104042886.77,,108695195.34,,-4652308.57,,,,,,,,,,,,,,,,,,,,104042886.77,108695195.34,-4652308.57,0.08,0.08,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T20:48:09
20251231,7755970009.43,7755970009.43,,,,,,7762269369.85,5392065669.2,,,,,,,,,49934735.13,198999242.68,656368519.71,1517934499.58,-53033296.45,72427747.09,,316576657.25,97902501.96,-1305502.61,,,252559297.05,,,,55650749.66,-58924014.69,-113825229.93,,10087390.84,455825489.76,24132214.38,,21223244.6,,458734459.54,136221991.08,,322512468.46,322512468.46,,279720736.58,,42791731.88,-3212723.19,-3171331.57,1630000.0,1630000.0,,,,-4801331.57,-4801331.57,,,,,,,,,,-41391.62,319299745.27,276549405.01,42750340.26,0.2021,0.2021,定期报告,是,20260418,CNY,合并期末,2026-04-17T20:34:03
20250930,5289923027.22,5289923027.22,,,,,,5202805790.0,3517776956.19,,,,,,,,,35079463.57,185677614.01,584835937.54,933436494.17,-54000675.48,54309670.95,,191160906.85,24380508.37,,,,293009683.64,,,,43801647.82,-36781517.23,-76234563.52,,12135340.32,514208735.1,16844076.28,,13214646.26,,517838165.12,83786454.27,,434051710.85,434051710.85,,399394566.2,,34657144.65,-904224.95,-896496.38,,,,,,-896496.38,-896496.38,,,,,,,,,,-7728.57,433147485.9,398498069.82,34649416.08,0.29,0.29,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T18:44:08
20250630,3527083641.25,3527083641.25,,,,,,3406246438.11,2267264468.41,,,,,,,,,23651680.79,126416524.23,397040383.77,629200795.59,-37327414.68,37967815.3,,136985111.89,18277916.72,,,,119321895.26,,,,18454379.51,-12500343.77,-66718911.93,,12206149.17,328585483.27,11830314.07,,7193753.65,,333222043.69,27822507.18,,305399536.51,305399536.51,,290618376.45,,14781160.06,-904224.95,-896496.38,,,,,,-896496.38,-896496.38,,,,,,,,,,-7728.57,304495311.56,289721880.07,14773431.49,0.21,0.21,定期报告,未审计,20250828,CNY,合并期末,2025-08-27T18:24:05
20250331,1697381814.95,1697381814.95,,,,,,1638488461.24,1104067520.58,,,,,,,,,10801625.77,50595433.39,186538392.9,310316699.65,-23831211.05,20052483.25,,43878049.62,1832286.39,,,,91100156.22,,,,7798749.37,-161334.64,-11197687.49,,910594.64,191221881.43,1628003.95,,3620815.64,,189229069.74,15296168.45,,173932901.29,173932901.29,,175347064.85,,-1414163.56,,,,,,,,,,,,,,,,,,,,173932901.29,175347064.85,-1414163.56,0.13,0.13,定期报告,未审计,20260430,CNY,合并期末,2025-04-29T17:54:07
20241231,9304036681.97,9304036681.97,,,,,,8332279334.25,5620306869.98,,,,,,,,,56637506.52,218971111.72,775878828.59,1811198118.28,-150713100.84,127330086.87,,108573256.17,-10606008.38,-815976.79,,,147560740.83,,,,78689770.43,-39501690.62,-63876110.38,,31194786.67,1234398100.82,24487420.5,,76191164.5,,1182694356.82,399466141.45,,783228215.37,783228215.37,,744387159.94,,38841055.43,9546374.09,9321642.95,-16760000.0,-16760000.0,,,,26081642.95,26068289.76,,,,,,,,13353.19,,224731.14,792774589.46,753708802.89,39065786.57,0.53,0.53,定期报告,是,20260418,CNY,合并期末,2025-04-18T21:26:03
20240930,7200604139.6,7200604139.6,,,,,,6085337840.27,4197597719.79,,,,,,,,,39009473.8,186368417.94,615800318.98,1165801630.33,-119239720.57,89924852.18,,23537202.84,7623197.23,,,,3439721.1,,,,60176636.49,2828270.24,-58626057.01,,20266035.84,1166888108.83,13532937.16,,54840581.53,,1125580464.46,322713691.3,,802866773.16,802866773.16,,784058523.26,,18808249.9,,,,,,,,,,,,,,,,,,,,802866773.16,784058523.26,18808249.9,0.56,0.56,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T17:52:04
20240630,5473313987.65,5473313987.65,,,,,,4375436375.62,3133532180.95,,,,,,,,,25849641.11,140616146.42,365619162.13,836596355.38,-126777110.37,66564723.88,,19150084.07,3629162.63,,,,-145449727.6,,,,49286929.46,-11823067.91,-51101439.28,,20391101.8,978331492.57,9092283.32,,43365784.48,,944057991.41,261846931.83,,682211059.58,682211059.58,,671931337.32,,10279722.26,,,,,,,,,,,,,,,,,,,,682211059.58,671931337.32,10279722.26,0.48,0.48,定期报告,未审计,20250828,CNY,合并期末,2024-08-29T17:12:05
20240331,2272576860.91,2272576860.91,,,,,,1794067604.82,1255531016.12,,,,,,,,,10801242.77,61351974.92,163394400.14,367177518.68,-64188547.81,31413968.61,,6076448.41,8650372.47,,,,-85123895.81,,,,7613969.0,4152363.45,-4235682.82,,,406992458.32,10005715.24,,20077566.4,,396920607.16,119575597.23,,277345009.93,277345009.93,,278873192.35,,-1528182.42,,,,,,,,,,,,,,,,,,,,277345009.93,278873192.35,-1528182.42,0.21,0.21,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T17:32:03
20231231,10889856572.34,10889856572.34,,,,,,8905758169.73,6156529310.61,,,,,,,,,50833117.25,230826900.25,931195302.96,1822081071.93,-285707533.27,145703389.42,,238773485.42,148540099.14,,,,-54975134.26,,,,92084127.17,-148383996.63,-72555119.41,,8549669.69,2047591434.59,34291607.8,,177398426.98,,1904484615.41,-258449183.59,,2162933799.0,2162933799.0,,2210389055.06,,-47455256.06,-4796578.02,-4796578.02,-4780000.0,-4780000.0,,,,-16578.02,,,,,,,,,-16578.02,,,2158137220.98,2205592477.04,-47455256.06,1.58,1.58,定期报告,是,20250419,CNY,合并期末,2024-04-18T18:07:06
