报告日,经营活动产生的现金流量,客户贷款及垫款净减少额,向中央银行借款净增加额,客户存款和同业存放款项净增加额,收回存放同业及其他金融机构净额,拆入资金收到的现金,收回拆出资金收到的现金,销售商品、提供劳务收到的现金,收到的税费返还,手续费收入收到的现金,利息收入收到的现金,卖出回购证券收到的现金,买入返售证券到期返售收到的现金,金融企业往来收入收到的现金,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,保证金流入的现金,吸收的存款,同业及其他金融机构存放款净增加额,处置抵债资产收到的现金,汇兑净收益收到的现金,证券投资收到的现金,中间业务收入收到的现金,其他营业及营业外净收入收到的现金,贴现收到的现金,收回的委托资金净额,受托资产管理收到的现金净额,收到的其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,证券投资支付的现金,手续费支出支付的现金,利息支出支付的现金,金融企业往来支出支付的现金,买入返售证券支付的现金,处置可供出售金融资产净减少额,为交易目的而持有的金融资产净增加额,卖出回购证券到期回购支付的现金,以现金支付的营业费用,拆出资金支付的现金,支付利息、手续费及佣金的现金,存放中央银行款项净增加额,贵金属现金流出,支付的存款,存放同业及其他机构存款净增加额,偿还中央银行借款,减少同业及其他金融机构存放净额,贴现支付的现金,偿还同业及其他金融机构拆入净额,委托资金减少支付的现金,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,处置子公司及其他营业单位收到的现金,取得投资收益所收到的现金,取得债权投资利息收入收到的现金,处置固定资产、无形资产和其他长期资产而收到的现金净额,分得股利或利润收到的现金,收到的其他与投资活动有关的现金,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,权益性投资支付的现金,债权性投资支付的现金,购买子公司及其他营业单位支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,发行债券收到的现金,吸收投资所收到的现金,借款所收到的现金,发行次级债所收到的现金,收到的其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务所支付的现金,分配股利、利润或偿付利息所支付的现金,偿付利息支付的现金,发生筹资费用支付的现金,支付的其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金的影响额,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20170331,,,,,,1433064234.67,,803269284.69,,,,,,,,195281439.0,374881738.0,,,,,,,,,,,2918511.66,14481997792.79,,75267.78,15223694657.4,11809970.77,60996074.45,,,268972078.07,,,,,,,,268972078.07,75267.78,,,,,,,,,12683668.76,15616296717.23,-1134298924.44,,27307586.71,,522152.8,,,,,27829739.51,22319329.47,,,,,,22319329.47,5510410.04,,1649868038.89,,,,,1649868038.89,147538800.0,7427216.74,,,2479285.84,157445302.58,1492422736.31,,363634221.91,,,,,404712595.74,768346817.65,定期报告,未审计,20180428,CNY,合并期末,2020-03-13T14:56:25
20161231,,,,,,5999865666.68,,2624220881.5,,623390663.08,,,,,,623390663.08,977807301.0,,,,,,,,,,,10240400.59,26651296991.64,,8344.01,26341023479.32,63771466.23,481124715.48,,,1019908199.93,,,,,,,,1019908199.93,8344.01,,,,,,,,,60435381.88,28031263981.85,-1379966990.21,,,,712800.0,,52500.0,,,765300.0,36943671.44,31000000.0,,,,,67943671.44,-67178371.44,,1994000000.0,,,,,1994000000.0,465861200.0,202025602.58,102025602.58,,,667886802.58,1326113197.42,,-121032164.23,404712595.74,525744759.97,,,525744759.97,404712595.74,定期报告,是,20180404,CNY,合并期末,2020-03-13T14:56:25
20151231,,,,,2331754.32,1542634666.67,,2289180237.79,,505887116.02,,3000000000.0,,,,505887116.02,953042253.0,,,,,,,,,,,130169684.17,18352246751.08,,,16104904640.8,50212857.42,482310330.14,,,1024567626.77,,,,,,,,1024567626.77,,,,,,,,,,46701426.8,17719210064.64,633036686.44,,,,,,1888.35,,,1888.35,6741639.25,,,,,,6741639.25,-6739750.9,,913828000.0,,,,,913828000.0,904600000.0,453527471.63,136532298.6,,,1358127471.63,-444299471.63,,181997463.91,525744759.97,343747296.06,,,343747296.06,525744759.97,其他,是,20160429,CNY,合并期末,2020-03-13T14:56:25
20141231,,,,,3465129.18,5015261000.0,,1540023640.0,,517014784.5,,,,,,517014784.5,776156600.3,,,,,,,,,,,64030969.23,15896358516.99,,,15208900653.75,43662907.89,358852235.98,,,933586788.37,,,,,658476000.0,,,933586788.37,,,,,,,,,,61407119.27,17288844880.96,-1392486363.97,,,,,,,,,0.0,187515118.55,,,,,,187515118.55,-187515118.55,,1500000000.0,,,,282184695.8,1782184695.8,,172500000.0,22500000.0,,,172500000.0,1609684695.8,,29683213.28,343747296.06,314064082.78,,,314064082.78,343747296.06,其他,是,20150430,CNY,合并期末,2020-03-13T14:56:25
20131231,,,,,5716252.41,2936920000.0,,1284280060.29,,,,158028090.0,,,,316875833.67,658733945.56,,,,,,,,,,,21727313.27,11822538244.74,,,10839155174.58,39302252.1,220907206.17,,,,,,,,,,,630409454.93,,,,,,,,,,36748911.07,11805945429.25,16592815.49,,,,,,27461.54,,,27461.54,107895345.38,,,,,,107895345.38,-107867883.84,,,330000600.0,,,,330000600.0,,406500000.0,22500000.0,,,406500000.0,-76499400.0,,-167774468.35,,,,,481838551.13,314064082.78,招股说明书(申报稿),是,20160513,CNY,合并期末,2020-03-13T14:56:25
20130630,,,2914940000.0,,,,,,,209722200.0,,,,,,209722200.0,173585500.0,,,,,,,,,,,560700.0,7019688500.0,,-12930800.0,,13737500.0,124684400.0,,,288319900.0,,,,,283786900.0,,,288319900.0,-12930800.0,,,,,,,,,57935100.0,7210949900.0,-191261400.0,,,,,,,,,0.0,1497000.0,,,,,,1497000.0,-1497000.0,,,330000600.0,,,,330000600.0,,384000000.0,,,,384000000.0,-53999400.0,,-246757800.0,,,,,476122700.0,229364900.0,其他,未审计,20140212,CNY,合并期末,2020-03-13T14:56:25
20121231,,,,,,,,,,212150854.11,,,,,,212150854.11,975017921.37,,,,,,,,,,,11157491.06,10734105244.09,,7324102.12,,31915494.42,167949069.73,,,536264532.58,,,,,542127885.43,,,536264532.58,7324102.12,,,,,,,,,63668353.67,10374290658.03,359814586.06,,,,,,,,,0.0,2133836.42,,,,,,2133836.42,-2133836.42,,,,,,,0.0,,100000000.0,,,,100000000.0,-100000000.0,,257680749.64,476122697.02,218441947.38,,,218441947.38,476122697.02,其他,是,20130411,CNY,合并期末,2020-03-13T14:56:25
20111231,,,,,,,,,,129486109.22,,812047947.24,,,,129486109.22,611241413.48,,,,,,,,,,,594241.13,7353990218.93,,16034803.73,,29261189.06,104070292.62,,,372847781.59,,,,,,,,372847781.59,16034803.73,,,,,,,,,73241192.88,8263872975.18,-909882756.25,,,,,,,,,0.0,105524100.0,,,,,,105524100.0,-105524100.0,,,1145300000.0,,,,1145300000.0,,11346549.38,,,,11346549.38,1133953450.62,,118546594.37,218441947.38,99895353.01,,,99895353.01,218441947.38,其他,是,20130411,CNY,合并期末,2020-03-13T14:56:25
20101231,,,,,,7529997889.0,,,,123841323.02,1515509.33,,,,,125356832.35,303547344.4,,,,,,,,,,,,10857242079.23,,,,18278282.08,85275176.4,,11053168.5,151375544.72,,,,,,,,162428713.22,,,,,,,,5142470040.81,,162428713.22,11333508021.35,-476265942.12,,,,,,3591459.75,,,3591459.75,2604908.36,,,,,,2604908.36,986551.39,,470000000.0,145299000.0,,,,615299000.0,,122826585.66,,,,122826585.66,492472414.34,,17193023.61,99895353.01,82702329.4,,,82702329.4,99895353.01,其他,是,20110325,CNY,合并期末,2022-04-23T12:56:05
20100630,,,,,,,,432780.0,,32765548.77,592790.14,,,,,33358338.91,124291824.9,,,,,,,,,,,,5122801401.54,,,,6303548.83,38371703.07,,3885089.0,54590404.73,,,,,,,,58475493.73,,,,,,,,,,5985782.91,4929407847.72,193393553.82,,,,,,3591459.75,,,3591459.75,,2286657.01,,,,,2286657.01,1304802.74,,,145299000.0,,,,145299000.0,,122826585.66,,,,122826585.66,22472414.34,,217170770.9,299873100.3,82702329.4,,,82702329.4,299873100.3,其他,未审计,20101108,CNY,合并期末,2020-03-13T14:56:25
20091231,,,,,,4256000000.0,,1296471156.91,,61054889.45,950430.66,,,,,62005320.11,217159898.6,,,,,,,,,,,,5831636375.62,,,,9460059.08,58855350.68,,1914120.0,58689100.23,,,,,,,3192706393.51,60603220.23,,,,,,,,,,5372211.74,6168389059.16,-336752683.54,,,,,,2650405.0,,,2650405.0,3343239.71,,,,,,3343239.71,-692834.71,,,403845000.0,,,,403845000.0,,15000000.0,,,,15000000.0,388845000.0,,51399481.75,82702329.4,31302847.65,,,31302847.65,82702329.4,其他,是,20100318,CNY,合并期末,2020-03-13T14:56:25
20081231,,,,,,1990000000.0,,776099894.96,,27543163.91,879426.06,,,,,28422589.97,154702839.95,,,,,,,,,,,,2949657324.88,,,1474480485.36,7532306.82,32334157.83,,217667.0,45594058.48,,,,,,,,45811725.48,,,,,,,,1360000000.0,,9451157.66,2931944581.0,17712743.88,,,,,,175000.0,,,175000.0,6801171.38,,,,,,6801171.38,-6626171.38,,,,,,,,,,,,,,,,11086572.5,31302847.65,20216275.15,,,20216275.15,31302847.65,其他,是,20090327,CNY,合并期末,2024-01-10T13:26:03
20071231,,,,,,845000000.0,,340000.0,,20156712.6,540731.16,,,,,20697443.76,67364300.0,,,,,,,,,,,287170.12,1674318243.53,,,955594027.13,7863900.0,23750615.32,,277028.0,16492981.16,,,,,,,685000000.0,16770009.16,,,,,,,,,,4388117.84,1693645552.25,-19327308.72,,,,,,,,,,17313070.76,,,,,,17313070.76,-17313070.76,,,,,,,,,15000000.0,,,,15000000.0,-15000000.0,,-51640379.48,20216275.15,71856654.63,,,71856654.63,20216275.15,其他,是,20101108,CNY,合并期末,2024-01-10T13:26:03
20061231,,,,,,295000000.0,,,,12611381.87,356238.98,,,,,12967620.85,83073917.73,,,,,,,,,,,11215100.69,856841835.54,,220000000.0,,6367292.2,17104184.4,,,6473215.87,512758157.13,,,,,,,6473215.87,,,,220000000.0,,,,,,11632841.96,774335691.56,82506143.98,,708394.0,,111949.4,,,,,820343.4,11131003.0,,,,,,11131003.0,-10310659.6,,,,,,,,,15000000.0,,,,15000000.0,-15000000.0,,57195484.38,71856654.63,14661170.25,,,14661170.25,71856654.63,其他,是,20080407,CNY,合并期末,2020-03-13T14:56:25
