报告日,经营活动产生的现金流量,客户贷款及垫款净减少额,向央行借款净增加额,客户存款和同业存放款项净增加额,客户存款,同业及其他金融机构存放款,收回存放同业及其他金融机构净额,拆入资金现金流入,收回的拆出资金净额,吸收的卖出回购项净额,收回的买入返售项净额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,收到利息,收到的手续费,金融企业往来收入收到的现金,中间业务收入收到的现金,证券投资收益收到的现金,汇兑净收益收到的现金,存入保证金收到的现金,销售商品、提供劳务收到的现金,贵金属现金流入,收到的委托资金,贴现收到的现金,其他负债增加流入的现金,收回的已于以前年度核销的贷款及应收款项,已核销呆账贷款及利息收回,处置抵债资产收到的现金,其他营业及营业外净收入收到的现金,收到的税费返还,收到其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,存放中央银行,存放同业及其他机构存款,拆出资金净现金流出,偿还中央银行借款,支付的存款,减少同业及其他金融机构存放净额,偿还同业及其他金融机构拆入净额,偿还卖出回购款项净额,证券投资支出的现金,支付买入返售款项净额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,支付的利息,手续费支出支付的现金,支付给职工以及为职工支付的现金,以现金支付的营业费用,与金融机构往来支出的现金净额,贴现支付的现金,委托及代理业务减少额,贵金属现金流出,购买商品、接受劳务支付的现金,借入其他资金净减少额,其他资产减少支出的现金,为交易目的而持有的金融资产净增加额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,分得股利或利润所收到的现金,取得债券利息收入收到的现金,处置固定资产、无形资产及其他资产而收到的现金,处置股权投资所收到的现金,处置子公司及其他单位收到的现金,取得子公司及其他营业单位所收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,权益性投资增加支付的现金,债券投资所支付的现金,购买子公司、联营企业及合营企业投资所支付的现金净额,增加在建工程所支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资所收到的现金,发行证券化资产所吸收的现金,取得借款收到的现金,发行债券收到的现金,发行次级债券收到的现金,增加股本所收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务所支付的现金,分配股利、利润或偿付利息支付的现金,偿付利息所支付的现金,支付新股发行费用,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,,45714238000.0,40197468000.0,5516770000.0,1154230000.0,889859000.0,,2975167000.0,,,5054075000.0,,,,,,,,,,,,,,,,,,921054000.0,56708623000.0,3537233000.0,1722173000.0,1722173000.0,,13500000000.0,154196000.0,,,,,,2535067000.0,,2636078000.0,,,615863000.0,,,,,,,,,13332225000.0,416603000.0,294529000.0,41155699000.0,15552924000.0,,48660005000.0,1816494000.0,,,52000.0,,,,,50476551000.0,54641422000.0,,,,,34272000.0,,,54675694000.0,-4199143000.0,,,,,35987801000.0,,,,35987801000.0,47739913000.0,151087000.0,151087000.0,,116388000.0,48007388000.0,-12019587000.0,-6149000.0,-671955000.0,,,,,15037872000.0,14365917000.0,定期报告,未审计,20260429,CNY,合并期末,2026-04-28T19:54:04
20251231,,,,67100336000.0,58537044000.0,8563292000.0,,2174200000.0,,,1488177000.0,,20092579000.0,,,,,,,,,,,,,,,,,,2659880000.0,93515172000.0,27273030000.0,2946912000.0,2946629000.0,283000.0,8350001000.0,2555795000.0,,,,3954366000.0,,,,7586542000.0,,,1997160000.0,,,,,,,,,11693754000.0,1780192000.0,1320650000.0,71661263000.0,21853909000.0,,121557946000.0,6229440000.0,,,81634000.0,,,,,127869020000.0,145622048000.0,,,,,99931000.0,,,145721979000.0,-17852959000.0,,,,,167278915000.0,,,,167278915000.0,167154200000.0,2890192000.0,2228800000.0,,116386000.0,170160778000.0,-2881863000.0,-3492000.0,1115595000.0,15037872000.0,13922277000.0,,,13922277000.0,15037872000.0,定期报告,是,20260331,CNY,合并期末,2026-03-30T20:42:03
20250930,,,3727942000.0,54979876000.0,54979876000.0,,410741000.0,1725200000.0,,799318000.0,1809510000.0,,14751387000.0,,,,,,,,,,,,,,,,,,1223223000.0,79427197000.0,21894952000.0,2728725000.0,2728725000.0,,8541587000.0,,,441775000.0,,,,,,5916276000.0,,,1505771000.0,,,,,,,,,18512754000.0,1458546000.0,752122000.0,62240445000.0,17186752000.0,,81834907000.0,4935040000.0,,,8662000.0,,,,,86778609000.0,104291075000.0,,,,,59052000.0,,,104350127000.0,-17571518000.0,,,,,124709341000.0,,,,124709341000.0,121981503000.0,1825389000.0,1643997000.0,,84944000.0,123891836000.0,817505000.0,-3137000.0,429602000.0,,,,,13922277000.0,14351879000.0,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T18:44:03
20250630,,,4126510000.0,42477540000.0,42124327000.0,353213000.0,,,,,1243829000.0,,9989248000.0,,,,,,,,,,,,,,,,,,2230354000.0,60067481000.0,21205187000.0,1998942000.0,1998942000.0,,4800000000.0,,,,848284000.0,7496214000.0,,,,4063824000.0,,,1072237000.0,,,,,,,,,9179873000.0,1126528000.0,488490000.0,52310025000.0,7757456000.0,,39951213000.0,3625339000.0,,,246000.0,,,,,43576798000.0,53003491000.0,,,,,48254000.0,,,53051745000.0,-9474947000.0,,,,,82848442000.0,,,,82848442000.0,81574306000.0,1111694000.0,1111694000.0,,52934000.0,82738934000.0,109508000.0,-2773000.0,-1610756000.0,12311521000.0,13922277000.0,,,13922277000.0,12311521000.0,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T22:36:06
20250331,,,2401585000.0,26860810000.0,25574450000.0,1286360000.0,527998000.0,,,,,,4904039000.0,,,,,,,,,,,,,,,,,,487395000.0,37018278000.0,13072881000.0,794872000.0,794872000.0,,2250000000.0,,,,1949800000.0,1070888000.0,,2021078000.0,,2069170000.0,,,642415000.0,,,,,,,,,12668841000.0,435056000.0,181533000.0,37156534000.0,-138256000.0,,22126320000.0,2203450000.0,,,382000.0,,,,,24330152000.0,29784809000.0,,,,,21766000.0,,,29806575000.0,-5476423000.0,,,,,38791714000.0,,,,38791714000.0,35590521000.0,610479000.0,610479000.0,,32067000.0,36233067000.0,2558647000.0,-86000.0,-3056118000.0,,,,,13922277000.0,10866159000.0,定期报告,未审计,20260429,CNY,合并期末,2025-04-29T20:56:04
20241231,,,4106409000.0,43576457000.0,43576457000.0,,,,,,4802477000.0,2474492000.0,20520592000.0,,,,,,,,,,,,,,,,,,743280000.0,77470406000.0,31825144000.0,2398650000.0,2396026000.0,2624000.0,6700000000.0,,,1862997000.0,4475297000.0,8425830000.0,,,,7819576000.0,,,2078040000.0,,,,,,,,,,2100549000.0,1018967000.0,68705050000.0,8765356000.0,,69046447000.0,6928192000.0,,,3177000.0,,,,,75977816000.0,87666515000.0,,,,,271770000.0,,,87938285000.0,-11960469000.0,,,,,163041068000.0,,,,163041068000.0,154676000000.0,3140655000.0,2660644000.0,,128270000.0,157944925000.0,5096143000.0,1274000.0,1902304000.0,13922277000.0,12019973000.0,,,12019973000.0,13922277000.0,定期报告,是,20260331,CNY,合并期末,2025-03-27T21:45:03
20240930,,,105864000.0,35947960000.0,35947960000.0,,,,,6889649000.0,8539245000.0,,15097618000.0,,,,,,,,,,,,,,,,,,1922858000.0,68503194000.0,29461816000.0,1893603000.0,1893603000.0,,4000000000.0,,,2428884000.0,3725797000.0,,,,,6106048000.0,,,1536595000.0,,,,,,,,,4849567000.0,1746211000.0,884583000.0,56889780000.0,11613414000.0,,56045127000.0,4796988000.0,,,1966000.0,,,,,60844081000.0,66150876000.0,,,,,214760000.0,,,66365636000.0,-5521555000.0,,,,,105234850000.0,,,,105234850000.0,111080323000.0,2128820000.0,2128820000.0,,93688000.0,113302831000.0,-8067981000.0,-13169000.0,-1989291000.0,,,,,12019973000.0,10030682000.0,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T21:25:03
20240630,,,,25398942000.0,25398942000.0,,,,,,2685820000.0,,10098875000.0,,,,,,,,,,,,,,,,,,767515000.0,38951152000.0,12503116000.0,1300306000.0,1300306000.0,,2600000000.0,2302265000.0,,1057538000.0,2870797000.0,10763068000.0,,,,4479289000.0,,,1097965000.0,,,,,,,,,539122000.0,1351241000.0,1310108000.0,43355874000.0,-4404722000.0,,36532614000.0,2753771000.0,,,,,,,,39286385000.0,40115870000.0,,,,,167857000.0,,,40283727000.0,-997342000.0,,,,,77028309000.0,,,,77028309000.0,73015713000.0,1515294000.0,1515294000.0,,62810000.0,74593817000.0,2434492000.0,9262000.0,-2958310000.0,9061663000.0,12019973000.0,,,12019973000.0,9061663000.0,定期报告,未审计,20250829,CNY,合并期末,2024-08-29T21:10:03
20240331,,,,11554141000.0,10243132000.0,1311009000.0,,598083000.0,,,4555764000.0,91623000.0,5088632000.0,,,,,,,,,,,,,,,,,,773472000.0,22661715000.0,4235168000.0,388368000.0,388368000.0,,1300000000.0,3093226000.0,,,,9841726000.0,,,,2192898000.0,,,642948000.0,,,,,,,,,,379546000.0,353275000.0,22764058000.0,-102343000.0,,18760953000.0,1372233000.0,,,,,,,,20133186000.0,23563003000.0,,,,,104615000.0,,,23667618000.0,-3534432000.0,,,,,33405667000.0,,,,33405667000.0,32100830000.0,1010171000.0,1010171000.0,,,33111001000.0,294666000.0,2293000.0,-3339816000.0,,,,,12019973000.0,8680157000.0,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T23:00:03
20231231,,,10762907000.0,23253277000.0,23253277000.0,,700596000.0,3619647000.0,,6030831000.0,1698520000.0,4235749000.0,21310636000.0,,,,,,,,,,,,,,,,,,851990000.0,72464153000.0,36248929000.0,,,,2200000000.0,,,15188972000.0,,,,,,9069758000.0,,,2089004000.0,,,,,,,,,,2055817000.0,763650000.0,70816051000.0,1648102000.0,,88267518000.0,5545615000.0,,,11920000.0,,,,,93825053000.0,96986311000.0,,,,,522536000.0,,,97856717000.0,-4031664000.0,,,,,139390217000.0,,,,139390217000.0,132422300000.0,2961709000.0,2481660000.0,,120121000.0,135504130000.0,3886087000.0,2117000.0,1504642000.0,12019973000.0,10515331000.0,,,10515331000.0,12019973000.0,定期报告,是,20250328,CNY,合并期末,2024-03-28T22:10:02
