报告日,资产,货币资金,其中：现金,其中：存放中央银行款项,存放同业款项,存放联行款项,贵金属,结算备付金,进出口押汇,拆出资金,其中：拆放同业,其中：拆放金融性公司,交易性金融资产,买入返售金融资产,应收票据及应收账款,应收账款,应收票据,应收款项融资,预付账款,应收股利,应收利息,应收租赁款,应收保证金,其他应收款,贴现,发放贷款及垫款总额,减：贷款损失准备,发放贷款及垫款净额,代理证券,委托资金,合同资产,存货净额,待处理抵债资产总额,减：抵债资产减值准备,待处理抵债资产净额,待摊费用,可供出售金融资产,划分为持有待售的资产,长期股权投资,投资子公司,投资性房地产,债权投资,其他债权投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,衍生金融资产,其他权益工具投资,应收投资款项,长期应收款,未确认的收益,递延税款贷项,固定资产原值,减：累计折旧,固定资产净值,减：固定资产减值准备,在建工程,固定资产净额,固定资产清理,固定资产合计,融资租赁资产,预付租赁资产款,使用权资产,无形资产,商誉,长期待摊费用,递延税款借项,其他长期资产,一年内到期的非流动资产,其他流动资产,流动资产合计,非流动资产合计,资产总计,负债,短期借款,拆入资金,向中央银行借款,同业存入及拆入,其中：同业存放款项,联行存放款项,吸收存款及同业存放,吸收存款,应解汇款及临时存款,交易性金融负债,卖出回购金融资产款,应付票据及应付账款,应付票据,应付账款,预收账款,应付职工薪酬,其中：应付工资,其中：应付福利费,应交税金,应付股利,应付利息,应付债券款,应付债券：优先股,应付债券：永续债,应付次级债,应付保证金,应付代理证券款,其他应付款,衍生金融负债,预提费用,汇出汇款,长期借款,合同负债,专项应付款,划分为持有待售的负债,预计负债,长期应付款,长期递延收益,租赁负债,其他负债,货币兑换,一年内到期的长期负债,其他流动负债,流动负债合计,其他长期负债,长期负债合计,负债合计,所有者权益,实收资本净额,其他权益工具,优先股,永续债,资本公积,其他综合收益,库存股,盈余公积,一般风险准备,未分配利润,其中：拟分配现金股利,外币折算差额,其他储备,归属于母公司的股东权益合计,少数股东权益,所有者权益合计,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,17944686767.36,,,,,,3695776.9,,,,,501373416.32,5351883.01,22506548.23,22506548.23,,,,,,,,132979093.01,,,,,,,,,,,,,,,,,630425055.72,,,,,47821706.01,1400000.0,,,,6194206.09,,,,,,149165421.65,,149165421.65,,,25017378.16,65867063.09,,,1436513.77,336017301.14,,,,,30010472930.34,,290839584.88,,,,,,,,,2292479447.77,,232938408.17,232938408.17,,,21030853.27,,,86438199.3,,,0.0,,,,,97613.36,1036500979.07,68555406.15,,,266851875.0,,,,,,3041468.48,24989159.05,15672765.9,,,,,,,25857098142.18,,476933433.0,0.0,,,994178374.2,-8597601.44,,232026113.0,335729274.66,2078467473.54,,,,4108737066.96,44637721.2,4153374788.16,30010472930.34,定期报告,未审计,20260428,CNY,合并期末,2026-04-27T18:15:05
20251231,,15217846826.7,,,,,,3348707.18,,,,,426726347.12,4429273.88,3514260.68,3514260.68,,,,,,,,112122467.15,,,,,,,,,,,,,,,,,632191975.44,,,,,37977726.48,1400000.0,,,,2618890.72,265143473.96,116161423.28,148982050.68,,,148982050.68,,148982050.68,,,23008341.52,66501677.87,,,13588999.64,190242301.98,,,,,24630244276.01,,109202361.11,,,,,,,,,1748743721.44,,239884534.38,239884534.38,,,59905805.62,,,126307701.13,,,265050098.49,,,,,158546.39,853974269.18,74567083.29,,,270226875.02,,,,,,3130899.72,23387483.61,9765246.45,,,,,,,20939856802.13,,464052226.0,44195369.62,,,698221870.97,-2455162.88,,232026113.0,335688880.9,1874902414.55,,,,3646631712.16,43755761.72,3690387473.88,24630244276.01,定期报告,是,20260428,CNY,合并期末,2026-03-31T19:55:03
20250930,,11225369838.81,,,,,,5212168.61,,,,,430365010.1,2821987.95,3866430.28,3866430.28,,,,,,,,87139887.81,,,,,,,,239819812.66,,,,,,,,,638942849.31,,,,,44495202.0,1400000.0,,,,10017550.95,,,,,,148767864.8,,148767864.8,,,23205990.83,67341057.88,0.0,,7303653.06,62778939.25,,,,,20439725667.9,,,,,,,,,,,1502972318.45,,314052836.95,314052836.95,,,21092069.18,,,65105766.03,,,647909263.69,,,,,217248.7,785841870.28,92583413.97,,,114130219.13,90267735.68,,,,,245330.96,23591229.59,23511769.71,,,,,,,17292223995.71,,445036540.0,109257029.21,,,267688499.08,514379.57,,222514914.5,289709749.59,1769245353.05,,,,3103966465.0,43535207.19,3147501672.19,20439725667.9,定期报告,未审计,20251028,CNY,合并期末,2025-10-27T18:49:21
20250630,,10788883169.85,,,,,,4418010.59,,,,,376458678.57,4381936.06,6537890.6,6537890.6,,,,,,,,69572834.6,,,,,,,,185082079.91,,,,,,,,,643628654.37,,,,,44475435.78,1400000.0,,,,2407578.29,264217022.92,112622007.22,151595015.7,,,151595015.7,,151595015.7,,,25269159.73,68279536.15,,,2240640.59,42989930.73,,,,,18406354527.16,,,,,,,,,,,1233535678.61,,367720480.0,367720480.0,,,17634852.16,,,47164663.9,,,635208053.28,,,,,350798.54,562633843.82,28140435.16,,,114115963.74,75037680.3,,,,,259762.2,25822199.35,22555800.87,,,,,,,15338332077.86,,445035762.0,109259723.08,,,267670940.99,197211.39,,222514914.5,289674301.7,1691389333.69,,,,3025742187.35,42280261.95,3068022449.3,18406354527.16,定期报告,未审计,20250820,CNY,合并期末,2025-08-19T19:29:04
20250331,,8954283296.08,,,,,,8518149.5,,,,,366342424.09,5149755.93,6227613.03,6227613.03,,,,,,,,54421834.27,,,,,,,,137124431.84,,,,,,,,,645810194.97,,,,,26450512.85,1400000.0,,,,36723.15,,,,,,154292686.17,,154292686.17,,,23388880.92,70732696.63,,,9923270.16,37224938.95,,,,,16768719713.12,,,,,,,,,,,921217258.31,,442125520.0,442125520.0,,,14308864.11,,,30005569.47,,,640350413.52,,,,,322913.67,411703302.49,70803268.64,,,117010261.02,35078074.73,,,,,274193.44,23788476.99,18279748.8,,,,,,,13755830690.84,,445035622.0,109260396.55,,,267666510.2,3363875.62,,222514914.5,289649713.33,1633671357.52,,,,2971162389.72,41726632.56,3012889022.28,16768719713.12,定期报告,未审计,20250430,CNY,合并期末,2025-04-29T19:25:05
20241231,,9082008816.9,,,,,,5277387.72,,,,,323099067.0,5306657.88,5162898.25,5162898.25,,,,,,,,54046683.56,,,,,,,,59835864.35,,,,,,,,,647358939.89,,,,,9963483.03,1400000.0,,,,227836.48,264304982.55,105938800.22,158366182.33,,,158366182.33,,158366182.33,,,25400727.82,71021025.74,0.0,,15070409.44,93406946.16,,,,,16036521698.25,,,,,,,,,,,809261319.04,,382721120.0,382721120.0,,,45428891.21,,,56597768.65,,,633443678.76,,,,,134580.19,452943522.6,34701458.54,,,117010261.02,5651016.08,,,,,288624.68,25904189.45,19469503.97,,,,,,,13104378039.99,,445029829.0,109288345.49,,,267482967.44,4263761.35,,222514914.5,289622964.99,1552640975.25,,,,2890843758.02,41299900.24,2932143658.26,16036521698.25,定期报告,是,20260401,CNY,合并期末,2025-04-22T19:51:13
20240930,,8337438481.42,,,,,,6724244.1,,,,,392603051.99,4845504.75,4528711.89,4528711.89,,,,,,,,90986606.9,,,,,,,,37476890.42,,,,,,,,,653961626.99,,,,,147475490.32,1400000.0,,,,18636945.9,,,,,,161520767.31,,161520767.31,,,23399122.84,68688602.2,2628442.81,,5459754.88,69875793.59,,,,,15562994962.59,,,,,,,,,,,758903021.2,,350450000.0,350450000.0,,,17214754.59,,,26039687.7,,,626260862.43,,,,,894422.21,594956573.03,66817276.5,,,122022656.96,55058198.04,,,,,303055.92,24323785.28,19425536.08,,,,,,,12692372019.22,,445029826.0,109289995.49,,,267481646.59,-2567232.74,,222513282.5,264089881.7,1524821334.9,,,,2830658734.44,39964208.93,2870622943.37,15562994962.59,定期报告,未审计,20241028,CNY,合并期末,2024-10-27T15:51:05
20240630,,7823182309.22,,,,,,5043741.43,,,,,367928763.02,18973033.64,5276432.18,5276432.18,,,,,,,,106256809.01,,,,,,,,118110868.42,,,,,,,,,715017786.87,,,,,38023935.09,1400000.0,,,,0.0,228614904.57,106253510.02,122361394.55,,,122361394.55,,122361394.55,,,24170428.73,55734062.6,2628442.81,,9342476.25,51632478.29,,,,,15008162243.85,,,,,,,,,,,729528077.18,,224100000.0,224100000.0,,,16342697.75,,,18605080.76,,,619219973.02,,,,,47481.79,683727658.85,62021833.2,,,122022656.96,58732484.18,,,,,317487.16,25057613.43,20767273.43,,,,,,,12268421160.09,,445029826.0,109289995.49,,,267481647.33,536207.24,,222513282.5,264065508.86,1390271494.97,,,,2699187962.39,40553121.37,2739741083.76,15008162243.85,定期报告,未审计,20240827,CNY,合并期末,2024-08-26T19:31:04
20240331,,7388336672.95,,,,,,7907227.96,,,,,392746900.65,11054237.3,5831209.04,5831209.04,,,,,,,5107131764.46,103470044.08,,,,,,,,109756553.07,,,,,,,,,721616081.79,,,,,66135410.41,1400000.0,,,,176466.25,,,,,,125436168.49,,125436168.49,,,24947155.19,56695824.55,2628442.81,,15662579.61,38222229.28,,,,,14207330909.46,,,,,,,,,,,649207144.75,,223500000.0,223500000.0,,,15478260.58,,,38202502.73,,,621960674.38,,,,8864835160.27,17752.21,557134856.36,63680563.0,,,125006952.53,3202628.14,,,,,331918.4,25771571.26,15069407.41,,,,,,,11435885083.15,,445029448.0,109291847.53,,,267469771.54,-1180967.78,,222513282.5,264039996.69,1423742073.56,,,,2730905452.04,40540374.27,2771445826.31,14207330909.46,定期报告,未审计,20240427,CNY,合并期末,2024-04-26T20:46:05
20231231,,7252562486.48,,,,,,5730307.56,,,,,412067771.08,11885647.92,6234778.99,6234778.99,,,,,,,4922217344.71,81736053.75,,,,,,,,19059029.59,,,,,,,,,727545575.06,,,,,44034088.78,1400000.0,,,,4210.9,238730587.67,103882729.77,134847857.9,,,134847857.9,,134847857.9,,,28002881.53,57865534.79,2628442.81,,29232597.81,59390053.69,,,,,13823546754.91,,,,,,,,,,,664786297.17,,329140000.0,329140000.0,,,34529366.11,,,34006134.9,,,615006696.57,,,,8256161814.73,25646.66,662307767.94,126288883.48,,,124113666.67,548150.24,,,,,346349.64,28203356.96,20178011.1,,,,,,,11125079781.5,,445029448.0,109291847.53,,,267469771.54,-1264749.55,,222513282.5,264014371.83,1351403039.49,,,,2658457011.34,40009962.07,2698466973.41,13823546754.91,定期报告,是,20250423,CNY,合并期末,2024-03-29T21:41:03
