报告日,资产,货币资金,客户资金存款,结算备付金,客户备付金,拆出资金,融出资金,融出证券,交易性金融资产,买入返售金融资产,应收票据及应收账款,应收账款,应收票据,应收款项融资,预付账款,应收股利,应收利息,应收保证金,应收投资款项,其他应收款,存货净额,待转承销费用,衍生金融资产,可供出售金融资产,划分为持有待售的资产,长期股权投资,投资性房地产,债权投资,其他债权投资,其他权益工具投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,固定资产净额,在建工程,固定资产清理,固定资产合计,合同资产,使用权资产,无形资产,商誉,开发支出,交易席位费,长期待摊费用,递延税款借项,其他长期资产,资产总计,负债,短期借款,质押借款,应付短期融资款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,应付票据及应付账款,应付账款,预收账款,应付职工薪酬,应交税金,应付股利,应付利息,其他应付款,代买卖证券款,代理承销证券款,代兑付证券款,信用交易代理买卖证券款,预提费用,预计负债,划分为持有待售的负债,长期递延收益,长期借款,应付债券款,应付债券：优先股,应付债券：永续债,长期应付职工薪酬,长期应付款,专项应付款,合同负债,租赁负债,递延税款贷项,其他负债,负债合计,股东权益,实收资本净额,其他权益工具,其中：优先股,其中：永续债,资本公积,库存股,其他综合收益,专项储备,盈余公积,一般风险准备,交易风险准备,未分配利润,外币折算差额,归属于母公司的股东权益合计,少数股东权益,所有者权益合计,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,28183583954.12,22871281613.96,4385971398.37,4211312226.01,,11697762699.0,,17695415880.06,1316050013.3,391472203.82,391472203.82,,,,,,4149376160.44,,,,,13972615.11,,,906325735.09,417356086.09,,19460698383.8,71469753.68,,,,,,,824807423.82,,,824807423.82,,154602972.06,150873869.07,22084264.01,,,,677667573.54,412496520.28,90931987505.66,,50133919.7,,3599451978.08,3000567208.44,295802284.22,16767426.96,23580009366.21,135965800.82,135965800.82,,1046707218.78,163485574.16,,,,29865527060.47,,,,,347727450.48,,,,4608768079.48,,,,,,29105436.25,158310442.69,51521874.82,248386430.16,67198237551.72,,6386174477.0,,,,11226128083.14,,26312443.43,,890259115.8,2204992232.99,,2104827817.27,,22838694169.63,895055784.31,23733749953.94,90931987505.66,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T20:32:04
20251231,,26369103532.49,21685005540.98,2743072459.77,2611623842.18,,11993171506.41,,15077696844.37,1266180891.01,451612348.21,451612348.21,,,,,,3964329400.16,,,,,13343870.92,,,802591189.83,421544197.88,,3535904483.39,71469753.68,,,1335348403.15,499233018.41,836115384.74,,836115384.74,,,836115384.74,,140824740.18,166037086.05,22084264.01,,,,677083560.27,337009103.37,68889174616.74,,,,2891931457.55,3300367911.12,301086660.17,18515371.2,3435398756.88,156197108.23,156197108.23,,961113973.86,86063879.11,,,,27109845707.7,,,,,358155023.71,,,,6368557345.58,,,,,,28137236.41,145020660.72,44967141.62,246438706.72,45451796940.58,,6386174477.0,,,,11226128083.14,,1437483.92,,890259115.8,2198014574.75,,1854972226.77,,22556985961.38,880391714.78,23437377676.16,68889174616.74,定期报告,是,20260430,CNY,合并期末,2026-03-27T21:38:09
20250930,,21991632636.05,17392483250.19,3894279413.92,3460842534.79,,11411656000.29,,16984488705.61,1293847637.24,507879226.65,507879226.65,,,,,,3535149318.15,,,,,66320642.77,,,773408536.56,431078639.42,,11896483731.82,71889972.64,,,,,,,836364110.77,,,836364110.77,,99188227.77,168319198.24,22084264.01,,,,551888658.06,427281908.25,74963240828.22,,,,2584837041.09,2880645777.74,517752465.4,14463000.24,15621268966.97,368337390.3,368337390.3,,863734697.29,34863568.63,,,,22887685572.57,,,,,242002123.48,,,,5059739027.65,,,,,,31643339.86,101573078.14,46387375.96,278103568.21,51533036993.53,,6386174477.0,,,,11226128083.14,,-9749.22,,824322060.45,2055468934.75,,2076221819.51,,22568305625.63,861898209.06,23430203834.69,74963240828.22,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T20:56:05
20250630,,21085199219.88,15506252685.44,3039640571.1,2504905137.89,,9499469400.2,,22813903868.17,1275603502.42,551444397.53,551444397.53,,,,,,3068535334.6,,,,,9639948.28,,,706737725.98,435319951.48,,4831072017.06,71889972.64,,,1320301661.93,468078182.91,852223479.02,,852223479.02,,,852223479.02,,110162831.3,177676202.6,22084264.01,,,,614480716.76,392545678.67,69557629081.7,,,,1212172602.74,3830940277.68,215197235.82,9917276.52,11697422003.46,229184161.03,229184161.03,,741646995.4,83964505.24,,,,20158864542.33,,,,,242002123.48,,,,7612467250.44,,,,,,44609933.71,110621280.31,36857729.02,263876161.19,46489744078.37,,6386174477.0,,,,11226128083.14,,2534938.94,,824322060.45,2047361544.51,,1748759793.03,,22235280897.07,832604106.26,23067885003.33,69557629081.7,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T21:50:05
20250331,,18923229067.83,14238382194.9,3118199036.31,2750746047.11,,9954619649.22,,17297376427.18,3452945675.0,790179230.96,790179230.96,,,,,,3543645683.63,,,,,23854637.71,,,628111815.27,439561263.54,,16094475117.39,72346942.46,,,,,,,861820445.54,,,861820445.54,,126165930.01,171665766.99,22084264.01,,,,533873462.83,505619381.63,76559773797.51,,20062222.22,,1307405205.47,3301033055.66,341863225.84,23258425.4,20413653045.83,378984435.94,378984435.94,,896980571.11,87784717.14,,,,19355108638.39,,,,,242002123.48,,,,6638172044.34,,,,,,43027941.46,127556162.61,38463625.59,245925303.2,53461280743.68,,6386174477.0,,,,11226128083.14,,9127147.36,,824322060.45,2039704807.5,,1778430688.93,,22263887264.38,834605789.45,23098493053.83,76559773797.51,定期报告,未审计,20250426,CNY,合并期末,2025-04-26T01:02:05
20241231,,21189017904.64,14709883963.12,3494401180.6,3037761985.91,,9645782550.7,,14269077551.92,1932139818.03,336125248.16,336125248.16,,,,,,2947424015.43,,,,,21966701.59,,,614065015.96,443802575.59,,2630208904.86,72346942.46,,,1314361957.59,438449023.77,875912933.82,,875912933.82,,,875912933.82,,125681569.49,186642577.82,22084264.01,,,,524501912.3,259827450.12,59591009117.5,,,,349066569.0,4680986986.1,236707741.08,37002066.11,3214405051.96,317349534.37,317349534.37,,855914350.62,69840159.87,,,,19276176151.13,,,,,242002123.48,,,,6979669109.8,,,,,,14253940.03,127118571.29,44372547.01,217733347.38,36662598249.23,,6386174477.0,,,,11226128083.14,,53842970.28,,824322060.45,2028137552.38,,1589781671.73,,22108386814.98,820024053.29,22928410868.27,59591009117.5,定期报告,是,20260328,CNY,合并期末,2025-03-28T22:27:03
20240930,,22869070221.59,14835123064.7,2523067027.42,2080430968.44,,7111740794.06,,18555201518.63,1463439973.14,248625679.39,248625679.39,,,,,,2935427904.94,,,,,68195225.42,,,563629928.11,418537278.45,,4752034202.39,75000000.0,,,,,,,918028120.48,,,918028120.48,,121580584.9,194720939.15,22084264.01,,,,618453281.44,389397134.48,63848234078.0,,,,636124501.13,4961206199.99,523338495.7,54638022.24,8035293012.9,643180247.39,643180247.39,,544461620.75,27644199.41,,,,18253858478.1,,,,,173626154.76,,,,6914842574.97,,,,,,35141672.71,123600197.39,56600276.21,266653845.03,41250209498.68,,6386174477.0,,,,11226128083.14,,698853.74,,786363709.54,1941017636.95,,1470666242.56,,21811049002.93,786975576.39,22598024579.32,63848234078.0,定期报告,未审计,20241031,CNY,合并期末,2024-10-30T20:17:02
20240630,,19451347220.1,10944891570.12,2809523760.1,1957880510.31,,7130915689.57,,24087090053.0,1929432720.25,272374315.79,272374315.79,,,,,,3079574333.22,,,,,20869760.9,,,576870311.21,420366753.57,,127316174.88,75000000.0,,,1352459551.09,420595680.91,931863870.18,,931863870.18,,,931863870.18,,132100210.51,207040815.26,22084264.01,,,,615934306.36,423065793.89,62312770352.8,,,,464830713.31,7002323749.98,670612823.3,17296671.08,8369619408.27,314296349.53,314296349.53,,473074051.71,22878248.95,,,,14691614999.57,,,,,173626154.76,,,,7046489116.71,,,,,,45789808.9,133202073.68,56948381.71,263793626.41,39746396177.87,,6386174477.0,,,,11226128083.14,,50.98,,786363709.54,1933100928.34,,1475345654.02,,21807112903.02,759261271.91,22566374174.93,62312770352.8,定期报告,未审计,20240824,CNY,合并期末,2024-08-23T20:07:07
20240331,,20390219880.11,10839569499.67,3072251559.73,1971554535.22,,7501902305.3,,16281615938.91,2323391790.36,187603873.51,187603873.51,,,,,,2826324221.23,,,,,20761123.78,,,548452665.64,424325111.09,,19831928041.22,75000000.0,,,,,,,940379699.69,,,940379699.69,,142949710.5,204921675.9,22084264.01,,,,596683057.23,539750977.89,75930545896.1,,,,268332691.94,3951336638.94,872891246.37,12938049.03,24799161878.61,519947054.31,519947054.31,,701930104.17,33408944.36,,,,14243395010.39,,,,,166573857.33,,,,7055803831.95,,,,,,41081436.96,143874050.19,60590848.19,258790451.46,53130056094.2,,6386174477.0,,,,11226128083.14,,7457668.62,,786363709.54,1925131404.67,,1689694815.45,,22020950158.42,779539643.48,22800489801.9,75930545896.1,定期报告,未审计,20240430,CNY,合并期末,2024-04-29T21:47:03
20231231,,19297215211.02,10008401752.58,3478823276.07,2736460613.96,,7942916038.1,,19866421076.7,3126313312.64,180941456.39,180941456.39,,,,,,3707215297.83,,,,,17556980.46,,,561547035.87,428283468.61,,8804790695.94,75000000.0,,,1342690420.49,392402943.31,950287477.18,,950287477.18,,,950287477.18,,155740549.43,209969668.5,22084264.01,,,,611787834.92,299615398.26,69736509041.93,,,,516840716.73,5755654834.48,438295704.74,8807569.5,15381593368.32,501183888.93,501183888.93,,743955286.51,40200454.67,,,,14975848546.44,,,,,166573857.33,,,,7981087254.05,,,,,,18674364.61,158455716.29,65070665.0,265694389.34,47017936616.94,,6386174477.0,,,,11226128083.14,,36417997.16,,786363709.54,1917686068.83,,1603576046.82,,21956346382.49,762226042.5,22718572424.99,69736509041.93,定期报告,是,20250329,CNY,合并期末,2024-03-08T21:17:04
