报告日,资产,货币资金,客户资金存款,结算备付金,客户备付金,拆出资金,融出资金,融出证券,交易性金融资产,买入返售金融资产,应收票据及应收账款,应收账款,应收票据,应收款项融资,预付账款,应收股利,应收利息,应收保证金,应收投资款项,其他应收款,存货净额,待转承销费用,衍生金融资产,可供出售金融资产,划分为持有待售的资产,长期股权投资,投资性房地产,债权投资,其他债权投资,其他权益工具投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,固定资产净额,在建工程,固定资产清理,固定资产合计,合同资产,使用权资产,无形资产,商誉,开发支出,交易席位费,长期待摊费用,递延税款借项,其他长期资产,资产总计,负债,短期借款,质押借款,应付短期融资款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,应付票据及应付账款,应付账款,预收账款,应付职工薪酬,应交税金,应付股利,应付利息,其他应付款,代买卖证券款,代理承销证券款,代兑付证券款,信用交易代理买卖证券款,预提费用,预计负债,划分为持有待售的负债,长期递延收益,长期借款,应付债券款,应付债券：优先股,应付债券：永续债,长期应付职工薪酬,长期应付款,专项应付款,合同负债,租赁负债,递延税款贷项,其他负债,负债合计,股东权益,实收资本净额,其他权益工具,其中：优先股,其中：永续债,资本公积,库存股,其他综合收益,专项储备,盈余公积,一般风险准备,交易风险准备,未分配利润,外币折算差额,归属于母公司的股东权益合计,少数股东权益,所有者权益合计,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,12635604323.34,12507116045.16,2822225263.6,2471072681.34,,6259279700.33,,2459745929.8,1099280311.28,3731807.21,3731807.21,,,,,,332119170.74,,,,,41643526.82,,,,1147252.17,,10113604612.97,,,,,,,,62825126.46,18192962.41,,81018088.87,,65364846.23,72049419.82,4204693.33,,,,66019213.26,414141111.79,36471179271.56,,,,430778791.42,2267997033.34,409875073.94,59662795.22,9205347910.06,90379338.37,90379338.37,,8998302.76,27885147.14,,,,14974941871.3,,,,,258499051.91,,,,1158777890.88,,,,,,3000000.0,65350343.28,27652929.6,129558234.02,29118704713.24,,2700000000.0,,,,677164470.75,,-1459741.54,,406825360.19,1155760727.01,,2414183741.91,,7352474558.32,,7352474558.32,36471179271.56,定期报告,未审计,20260425,CNY,合并期末,2026-04-24T19:24:05
20251231,,12121878164.68,11953013458.26,2538970464.85,2247805788.35,,5751991585.46,,1597936294.23,1300702526.61,2508394.78,2508394.78,,,,,,317607245.87,,,,,26113001.43,,,,1175008.24,,3205899197.99,,,,223867579.68,159664803.35,64202776.33,,64202776.33,18180838.38,,82383614.71,,68398166.97,81090130.64,4204693.33,,,,66019213.26,427933002.37,27594810705.42,,,,610087367.69,2256694783.34,478163242.4,997920.21,1495569212.71,158440734.53,158440734.53,,98555455.31,19198237.54,,,,14116870472.9,,,,,258499051.91,,,,678507349.6,,,,,,3000000.0,69423537.4,29628457.87,62920740.49,20336556563.9,,2700000000.0,,,,677164470.75,,-1919539.3,,406825360.19,1155760727.01,,2320423122.87,,7258254141.52,,7258254141.52,27594810705.42,定期报告,是,20260425,CNY,合并期末,2026-03-31T20:46:04
20250930,,12119208926.2,11760348718.88,2723323047.68,2370819233.79,,5995103177.81,,1981983810.24,1044247044.94,3176635.21,3176635.21,,,,,,303782124.99,,,,,4265150.72,,,,1202764.3,,5687066307.22,,,,,,,,64486598.67,20102912.86,,84589511.53,,69750094.7,85419817.36,4204693.33,,,,58763927.9,449939748.65,30616026782.78,,,,941610053.4,1956300652.72,502105878.48,12263582.49,4641996093.86,194501475.09,194501475.09,,8396552.95,50301491.37,,,,13963020704.85,,,,,258499051.91,,,,671913222.28,,,,,,3160896.17,69045471.28,29909053.94,114801721.39,23417825902.18,,2700000000.0,,,,677164470.75,,-5788295.66,,360580903.78,1063210235.43,,2403033566.3,,7198200880.6,,7198200880.6,30616026782.78,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T18:58:07
20250630,,11114227027.0,10752646565.58,2424338676.73,2087494851.59,,4677860249.87,,1791563362.16,1300028536.19,3793783.59,3793783.59,,,,,,293457238.47,,,,,68972887.06,,,,1230520.36,10397833.68,9657373630.82,247088757.84,,,212674634.74,151896550.66,60778084.08,,60778084.08,20185576.93,,80963661.01,,75017780.24,97442590.24,4204693.33,,,,61042793.93,511262918.4,32420266940.92,,,,617378902.49,2006807819.46,203429671.75,13780134.03,8520928422.57,111317679.02,111317679.02,,18426974.98,56453536.91,,,,12826610638.52,,,,,258499051.91,,,,546787933.56,,,,,,3160896.17,74160658.44,26694150.79,59516976.19,25343953446.79,,2700000000.0,,,,677164470.75,,26813274.04,,360580903.78,1063210235.43,,2248544610.13,,7076313494.13,,7076313494.13,32420266940.92,定期报告,未审计,20250823,CNY,合并期末,2025-08-22T19:44:04
20250331,,9839661804.92,9495455621.47,2220507873.79,1914954602.79,,5101817882.28,,1588179283.32,1099493643.79,12886843.63,12886843.63,,,,,,311290778.15,,,,,77210777.13,,,,1258276.42,153833138.91,8856718727.88,229695455.41,,,,,,,56285595.38,16277086.49,,72562681.87,,77088628.56,108141385.72,4204693.33,,,,86877295.5,508037005.01,30349466175.62,,,,1367112829.27,2008230400.06,211061089.02,27651671.37,7466201199.2,27462464.33,27462464.33,,42139460.44,11886592.95,,,,11400245603.57,,,,,258499051.91,,,,359850264.65,,,,,,3160896.17,75858623.96,25574909.09,96763508.47,23381698564.46,,2700000000.0,,,,677164470.75,,43489801.51,,360580903.78,1063210235.43,,2123322199.69,,6967767611.16,,6967767611.16,30349466175.62,定期报告,未审计,20250426,CNY,合并期末,2025-04-26T00:54:07
20241231,,10775406167.09,10010361343.15,1995935919.64,1873119765.48,,5194685091.71,,1578655438.48,979932333.2,47892201.4,47892201.4,,,,,,293844959.22,,,,,100092060.74,,,,1286032.48,202802927.88,2022540648.62,409191850.67,,,203375411.15,144012478.41,59362932.74,,59362932.74,14323463.15,,73686395.89,,68907997.71,116931637.2,4204693.33,,,,84946340.23,513522376.22,24464465071.71,,,,1747766996.78,1998043944.45,213670346.64,33461495.74,1152530380.88,36082630.45,36082630.45,,64444911.18,27920037.95,,,,11887267652.98,,,,,258499051.91,,,,197785204.43,,,,,,2160896.17,67581367.84,24205651.34,92656527.94,17804077096.68,,2700000000.0,,,,677164470.75,,-146144108.87,,360580903.78,1063210235.43,,2005576473.94,,6660387975.03,,6660387975.03,24464465071.71,定期报告,是,20260401,CNY,合并期末,2025-03-28T21:42:04
20240930,,12144707156.29,10853181340.89,628708937.47,502607593.43,,4255780541.94,,2525862884.48,,5209259.25,5209259.25,,,,,,357011804.08,,,,,25653664.49,,,,1313788.54,200703049.93,4531520163.32,410106316.87,,,,,,,57753121.06,17391496.0,,75144617.06,,31768706.98,192560096.38,4204693.33,,,,125028036.29,266929610.64,25782213327.34,,,,1364585447.79,2902182733.3,206451178.08,48824151.47,2281186159.61,363191155.75,363191155.75,,13401268.03,73389575.45,,,,11314625574.32,,,,,258499051.91,,,,196185406.37,,,,,,2228867.61,30489341.99,47965898.18,60229021.63,19163434831.49,,2700000000.0,,,,677164470.75,,-136708420.96,,321745039.74,985476867.69,,2071100538.63,,6618778495.85,,6618778495.85,25782213327.34,定期报告,未审计,20241031,CNY,合并期末,2024-10-30T20:32:01
20240630,,8587439345.33,6617431469.85,1703362307.75,1560615989.1,,4259488012.07,,2360156943.46,459977499.61,5785669.47,5785669.47,,,,,,261773718.03,,,,,,,,,1341544.6,207707670.61,1044781703.3,332047002.76,,,197350049.71,138887816.15,58462233.56,,58462233.56,17737396.9,,76199630.46,,42021014.98,206148271.08,4204693.33,,,,125028036.29,297561109.42,19975024172.55,,,,1791607073.44,2590456022.18,206349054.43,100607945.07,47018156.16,108204117.51,108204117.51,,23561759.17,62110436.56,,,,8063716163.63,,,,,258499051.91,,,,194585608.24,,,,,,2228867.61,41389351.96,47965898.18,74546410.27,13612845916.32,,2700000000.0,,,,677164470.75,,-214498863.95,,321745039.74,985476867.69,,1892290742.0,,6362178256.23,,6362178256.23,19975024172.55,定期报告,未审计,20240831,CNY,合并期末,2024-08-30T18:52:03
20240331,,8229811457.78,7439506154.5,1499506407.49,1321322267.19,,4381403245.1,,3530615039.62,,10163946.98,10163946.98,,,,,,277142575.14,,,,,101607.27,,,,1369300.66,205386498.08,6431628662.02,323048185.95,,,,,,,60777275.15,20263870.4,,81041145.55,,50310624.17,220933514.75,4204693.33,,,,75233977.94,127577493.98,25449478375.81,,,,1073664052.68,2457251291.68,223571445.94,62970567.23,6104227365.07,184087991.66,184087991.66,,17169679.62,30548792.36,,,,8613794735.75,,,,,228375010.0,,,,10606556.35,,,,,,2228867.61,49680847.99,34451182.03,83579890.56,19176208276.53,,2700000000.0,,,,677164470.75,,-245730563.22,,321745039.74,985476336.41,,1834614815.6,,6273270099.28,,6273270099.28,25449478375.81,定期报告,未审计,20240427,CNY,合并期末,2024-04-26T22:42:03
20231231,,8612286723.3,6650169220.69,1837848866.41,1716037891.06,,4673874105.21,,2122565728.27,279962693.88,10581154.0,10581154.0,,,,,,225748394.67,,,,,1351264.42,,,,1397056.72,203059284.96,614652620.68,439185603.46,,,195036497.29,132229399.52,62807097.77,,62807097.77,23706285.12,,86513382.89,,48420912.0,230931366.46,4204693.33,,,,75233977.94,134575316.17,19602393144.77,,,,814168995.35,1988375608.83,223582045.43,29511314.28,270175934.49,186819037.56,186819037.56,,30602273.42,44026093.74,,,,8218974640.64,,,,,228375010.0,,,,1063895409.15,,,,,,2228867.61,49586750.34,35880565.09,71345911.5,13257548457.43,,2700000000.0,,,,677164470.75,,-119328797.9,,321745039.74,985476336.41,,1779787638.34,,6344844687.34,,6344844687.34,19602393144.77,定期报告,是,20250329,CNY,合并期末,2024-04-26T22:42:03
