报告日,经营活动产生的现金流量,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,拆出资金净减少额,融出资金净减少额,卖出回购金融资产收到的现金,证券投资收到的现金,买入返售金融资产收到的现金,代理买卖业务的现金净增加额,代理兑付证券净增加额,代理承销证券收到的现金净额,保证金现金流入,收到的资产管理业务,销售商品、提供劳务收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,处置交易性金融资产的净减少额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,偿还拆入资金支付的现金,拆出资金净增加额,融出资金净增加额,回购金融资产支付的现金,买入返售金融资产支付的现金,证券投资支付的现金,代理买卖证券净减少额,代兑付债券支付的现金净额,保证金现金流出,为交易目的而持有的金融资产净增加额,以现金支付的营业费用,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产及其他长期资产收回的现金净额,处置子公司和其他营业单位收到的现金,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,吸收权益性投资所收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,,477367748.81,10000000.0,,,7909960730.45,,,857932357.5,,,,,,,11901563.45,9267162400.21,,,125261672.5,,,503945691.58,,,,,,,926479054.61,,,172749772.28,23414027.62,181816958.21,1933667176.8,7333495223.41,,80008474.54,26844962.88,576501.16,,,107429938.58,6923464514.36,4685437.18,,,6928149951.54,-6820720012.96,,,,,,557020000.0,,557020000.0,258170000.0,6064961.72,,8881138.93,273116100.65,283903899.35,-351914.27,796327195.53,,,,,14655780811.81,15452108007.34,定期报告,未审计,20260425,CNY,合并期末,2026-04-24T19:24:03
20251231,,507508949.18,,1703922276.89,260000000.0,,,22060079.16,,,2229602819.92,,,,,,,250047128.85,4973141254.0,,,404087039.19,,,543022489.89,,,,,,,,,,387804751.84,164492507.1,664639913.7,2164046701.72,2809094552.28,,1103673300.74,53738049.33,2632882.61,,,1160044232.68,1178203068.87,66500617.79,,,1244703686.66,-84659453.98,,,,,,1447700000.0,,1447700000.0,2091070000.0,162450012.54,,31168764.12,2284688776.66,-836988776.66,2338778.56,1889785100.2,12116810346.96,10770059791.97,2538970464.85,1995935919.64,12765995711.61,14655780811.81,定期报告,是,20260401,CNY,合并期末,2026-03-31T20:52:04
20250930,,,,1308921431.04,,,,3424474020.4,,,2074670557.51,,,,,,,367179203.15,7175245212.1,,,326811937.4,40000000.0,,797993756.06,,,,,,,78610201.03,,,302625131.05,105687695.45,563517240.89,2215245961.88,4959999250.22,,1043529148.55,35699793.66,105029.41,,,1079333971.62,3656555984.08,34631659.08,,,3691187643.16,-2611853671.54,,,,,,1245040000.0,,1245040000.0,1571600000.0,144940129.57,,23806017.18,1740346146.75,-495306146.75,2540558.89,1855379990.82,,,,,12765995711.61,14621375702.43,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T19:20:04
20250630,,,,781878780.63,10000000.0,,521203977.43,7047318411.62,,,938828972.18,,,,,,,244216257.17,9543446399.03,,,202493054.79,,,,,,,,,,205446543.52,,,213579954.79,66808459.5,473638046.4,1161966059.0,8381480340.03,,723640903.69,16313053.95,105029.41,,,740058987.05,7620157048.84,24694875.93,,,7644851924.77,-6904792937.72,,,,,,677100000.0,,677100000.0,1446600000.0,142206430.94,,15782196.49,1604588627.43,-927488627.43,2423925.12,551622700.0,10893279734.88,10770059791.97,2424338676.73,1995935919.64,12765995711.61,13317618411.61,定期报告,未审计,20250823,CNY,合并期末,2025-08-22T19:44:03
20250331,,,,439250702.83,10000000.0,,97658242.33,6191622014.19,,,,,,,,,,6221417.11,6744752376.46,,,95460790.59,,,,,,,487634811.19,,,416399.39,,,99922634.8,43211284.77,360936247.95,1087582168.69,5657170207.77,,494483007.25,5440067.66,41585.84,,,499964660.75,6838318724.54,8281326.42,,,6846600050.96,-6346635390.21,,,,,,359570000.0,,359570000.0,582230000.0,8550285.67,,8176341.69,598956627.36,-239386627.36,2557552.09,-926294257.71,,,,,12765995711.61,11839701453.9,定期报告,未审计,20260425,CNY,合并期末,2025-04-26T00:54:04
20241231,,559168007.54,,1409430169.86,5000000.0,,,182415799.45,,,3668361977.84,,,,,,,248334083.39,6072710038.08,,,338440345.02,,,518840267.43,,,,,,,,,,327738429.74,178790970.78,1046251618.94,2410061631.91,3662648406.17,,263812102.09,57426563.23,352318.36,,,321590983.68,1484260961.94,42270996.37,,,1526531958.31,-1204940974.63,,,,,,2840790000.0,,2840790000.0,2752330000.0,82546761.46,,40995041.64,2875871803.1,-35081803.1,337087.68,2422962716.12,10770059791.97,8505184129.08,1995935919.64,1837848866.41,10343032995.49,12765995711.61,定期报告,是,20260401,CNY,合并期末,2025-03-28T22:27:02
20240930,,,,888661791.54,913810805.59,,407718946.72,2290832387.37,,279813722.23,3094023693.71,,,,,,,312052524.61,7907100149.54,,,216947346.09,,,,,,,,,,317162754.84,,,240871425.66,135840279.97,566355572.38,1477177378.94,6429922770.6,,193745985.07,48880357.41,228143.99,,,242854486.47,3962610287.12,23195721.55,,,3985806008.67,-3742951522.2,,,,,,2143281000.0,,2143281000.0,2431464000.0,76225570.73,,31778779.68,2539468350.41,-396187350.41,-144112.87,2290639785.12,,,,,10343032995.49,12633672780.61,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T20:52:02
20240630,,,,606450067.96,602151983.35,,406918059.95,,,,,,,,,,,66627804.52,1682147915.78,,,158281900.63,,,,403030333.32,180033444.43,,157394610.8,,,207659514.35,,,162032958.64,110534832.43,283098905.32,1482033055.49,200114860.29,,134611260.68,37357234.09,208130.08,,,172176624.85,468349525.83,13448698.37,,,481798224.2,-309621599.35,,,,,,2028324000.0,,2028324000.0,1884953000.0,68790548.42,,21623566.92,1975367115.34,52956884.66,121477.43,-56428376.97,8583242310.77,8505184129.08,1703362307.75,1837848866.41,10343032995.49,10286604618.52,定期报告,未审计,20250823,CNY,合并期末,2024-08-30T20:47:03
20240331,,,,303706109.92,469001350.05,,288931299.83,6109739057.25,,,392820389.77,,,,,,,42583104.01,7606781310.83,,,82885590.52,,,,,,,,,,1402878071.76,,,86014038.4,66977236.96,167694112.58,1806449050.22,5800332260.61,,78874868.24,21768969.7,148609.61,,,100792447.55,5848848961.33,8656764.09,,,5857505725.42,-5756713277.87,,,,,,579567000.0,,579567000.0,1335287000.0,48590748.65,,11712145.41,1395589894.06,-816022894.06,19591.07,-772384320.25,,,,,10343032995.49,9570648675.24,定期报告,未审计,20250426,CNY,合并期末,2024-04-26T23:32:02
20231231,,703973624.1,,1382464057.56,1227000000.0,,,,,,,,,,,,,122009958.61,3435447640.27,,,333457519.55,,,512339834.09,1643975219.19,,,391070412.37,,,,,,385732116.37,63626470.29,454219536.84,3784421108.7,-348973468.43,,2400357303.95,82322250.55,1315738.85,,1342563.94,2485337857.29,200000000.0,71737521.26,,,271737521.26,2213600336.03,,,,,,1866503000.0,,1866503000.0,2778777000.0,240992813.44,,42197096.56,3061966910.0,-1195463910.0,519257.14,669682214.74,8505184129.08,7956267248.2,1837848866.41,1717083532.55,9673350780.75,10343032995.49,定期报告,是,20250329,CNY,合并期末,2024-04-19T23:12:02
