报告日,营业总收入,营业收入,利息收入,已赚保费,手续费及佣金收入,房地产销售收入,其他业务收入,营业总成本,营业成本,手续费及佣金支出,房地产销售成本,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其他业务成本,营业税金及附加,研发费用,销售费用,管理费用,财务费用,利息费用,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,净敞口套期收益,公允价值变动收益,期货损益,托管收益,补贴收入,其他收益,资产减值损失,信用减值损失,其他业务利润,资产处置收益,营业利润,营业外收入,非流动资产处置利得,营业外支出,非流动资产处置损失,利润总额,所得税费用,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司所有者的净利润,被合并方在合并前实现净利润,少数股东损益,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能转损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下可转损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,397968323.15,397968323.15,,,,,,328240859.06,252546288.56,,,,,,,,,4306209.36,18564262.96,26882066.77,25104513.95,837517.46,219124.31,,6661600.9,3110259.35,,,,1337093.57,,,,3119976.68,444596.75,-6412591.47,,-8936.55,74869203.97,55497.07,,1604.84,,74923096.2,8247870.35,,66675225.85,66675225.85,,66538700.95,,136524.9,-1305826.1,-1305826.1,,,,,,-1305826.1,,,,,,,,,-1305826.1,,,65369399.75,65232874.85,136524.9,0.3272,0.325,定期报告,未审计,20260423,CNY,合并期末,2026-04-22T18:26:21
20251231,1768839418.66,1768839418.66,,,,,,1335088286.56,962617562.04,,,,,,,,,16999984.88,89791844.08,152401607.82,121309361.83,-8032074.09,740353.73,,13346934.4,4205327.93,,,,2434098.82,,,,22194356.76,-2524558.63,-24805147.13,,83345.27,444480161.59,668692.85,,727314.53,,444421539.91,58737946.06,,385683593.85,385683593.85,,385398691.04,,284902.81,9807225.23,9807225.23,,,,,,9807225.23,,,,,,,,,9807225.23,,,395490819.08,395205916.27,284902.81,1.8725,1.8725,定期报告,是,20260415,CNY,合并期末,2026-04-14T18:44:02
20250930,1283417876.71,1283417876.71,,,,,,979320541.11,718633576.11,,,,,,,,,12418518.33,59627182.28,101083975.33,95115167.46,-7557878.4,731081.53,,6155110.91,1751272.35,,,,3695026.12,,,,20472685.74,-1211013.61,-14066390.01,,40064.82,319182819.57,640089.36,,714948.24,,319107960.69,40566111.23,,278541849.46,278541849.46,,278266478.43,,275371.03,7146951.65,7146951.65,,,,,,7146951.65,,,,,,,,,7146951.65,,,285688801.11,285413430.08,275371.03,1.3471,1.3471,定期报告,未审计,20251030,CNY,合并期末,2025-10-29T19:42:05
20250630,857525681.53,857525681.53,,,,,,651433811.75,479964617.94,,,,,,,,,8818613.42,36971424.44,70639303.19,61907878.32,-6868025.56,281843.28,,5015801.17,1720476.05,,,,2465243.59,,,,13717402.06,-1075463.98,-11430372.67,,54372.6,214838852.55,458392.43,,215341.57,,215081903.41,27363080.58,,187718822.83,187718822.83,,187483925.6,,234897.23,7690956.95,7690956.95,,,,,,7690956.95,,,,,,,,,7690956.95,,,195409779.78,195174882.55,234897.23,0.9106,0.9049,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T20:22:05
20250331,410489226.79,410489226.79,,,,,,309085317.87,228122133.37,,,,,,,,,4780911.23,16849444.06,31168641.39,29791267.51,-1627079.69,71516.18,,2628993.4,551849.14,,,,1189105.79,,,,9263345.9,289482.19,-6305601.17,,-1684.08,108467550.95,389119.42,,24351.85,,108832318.52,14288047.07,,94544271.45,94544271.45,,94354626.21,,189645.24,2272971.19,2272971.19,,,,,,2272971.19,,,,,,,,,2272971.19,,,96817242.64,96627597.4,189645.24,0.464,0.4636,定期报告,未审计,20260423,CNY,合并期末,2025-04-24T18:12:09
20241231,1566523728.31,1566523728.31,,,,,,1141188787.07,809203030.76,,,,,,,,,14892861.9,75772013.14,141852838.76,102410115.73,-2942073.22,492973.49,,18587695.51,-2064036.14,,,,768278.61,,,,21584440.93,-10009527.74,-8999635.53,,79206.66,447345399.68,261415.64,,277191.56,,447329623.76,54172445.38,,393157178.38,393157178.38,,392454377.7,,702800.68,-1710606.97,-1488144.93,,,,,,-1488144.93,,,,,,,,,-1488144.93,,-222462.04,391446571.41,390966232.77,480338.64,1.9216,1.9216,定期报告,是,20260415,CNY,合并期末,2025-04-14T17:28:03
20240930,1142873888.05,1142873888.05,,,,,,840165254.23,598768898.98,,,,,,,,,11192905.62,53543550.42,100023839.48,77738739.49,-1102679.76,189757.37,,15657464.68,-2377960.05,,,,-1677099.97,,,,10321730.78,-1594402.88,-13717271.34,,86183.38,311785238.47,250467.96,,51791.87,,311983914.56,40263320.09,,271720594.47,271720594.47,,270930956.08,,789638.39,595479.94,423440.52,,,,,,423440.52,,,,,,,,,423440.52,,172039.42,272316074.41,271354396.6,961677.81,1.3246,1.3246,定期报告,未审计,20251030,CNY,合并期末,2024-10-28T18:12:04
20240630,723937960.8,723937960.8,,,,,,533676703.73,382674681.79,,,,,,,,,7551496.44,33518174.33,61065424.9,48589164.32,277761.95,92016.57,,11856355.92,-1157949.49,,,,-641178.41,,,,7385778.61,-1607053.64,-8432350.1,,76468.14,198899277.59,236829.86,,51791.87,,199084315.58,25455716.74,,173628598.84,173628598.84,,173434432.47,,194166.37,-3919.86,-3919.86,,,,,,-3919.86,,,,,,,,,-3919.86,,,173624678.98,173430512.61,194166.37,0.8415,0.8415,定期报告,未审计,20250829,CNY,合并期末,2024-08-29T17:12:05
20240331,336484525.26,336484525.26,,,,,,245697014.73,175036514.76,,,,,,,,,3708659.77,15074805.19,29228916.28,22524277.69,123841.04,80166.66,,6394588.25,-412710.96,,,,-130185.45,,,,4007172.9,-366968.97,-4490110.06,,-5737.56,96196269.64,69011.08,,51791.87,,96213488.85,13203055.27,,83010433.58,83010433.58,,82885498.36,,124935.22,-3626.12,-3626.12,,,,,,-3626.12,,,,,,,,,-3626.12,,,83006807.46,82881872.24,124935.22,0.4036,0.4036,定期报告,未审计,20250425,CNY,合并期末,2024-04-24T21:32:04
20231231,1369359792.29,1369359792.29,,,,,,1000075962.16,689492372.47,,,,,,,,,13015904.75,74740891.79,134446975.05,91299285.16,-2919467.06,301193.87,,23519335.43,-1987108.04,,,,1509374.8,,,,15316267.11,-4847136.59,-4685953.17,,-181319.93,399914397.78,2241138.87,,847291.18,,401308245.47,54266024.18,,347042221.29,347042221.29,,346675535.93,,366685.36,8783.54,8783.54,,,,,,8783.54,,,,,,,,,8783.54,,,347051004.83,346684319.47,366685.36,1.6914,1.6914,定期报告,是,20250415,CNY,合并期末,2024-04-24T21:32:04
