报告日,营业收入,净利息收入,利息收入,利息支出,手续费及佣金净收入,手续费及佣金收入,手续费及佣金支出,中间业务净收入,中间业务收入,中间业务支出,净交易收入,衍生金融工具交易净收入,投资收益,对联营公司的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,租赁收入,净敞口套期收益,公允价值变动收益/(损失),其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,折旧费,提取呆账准备,研发费用,其他业务支出,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,加:年初未分配利润,其他因素调整,可供分配的利润,一般风险准备转入,盈余公积转入,减:提取法定盈余公积,提取法定公益金,提取一般风险准备,提取信托赔偿准备金,盈余公积补亏,提取职工奖福基金,应付永续债利息,其他,可供股东分配的利润,减:应付优先股股利,提取任意盈余公积,应付普通股股利,转作股本的普通股股利,未分配利润,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能重分类进损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下重分类进损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,2033024832.02,1691043642.7,3846122607.36,2155078964.66,62786530.67,100936724.71,38150194.04,,,,-74277.82,,347482481.64,10407404.92,,-74277.82,,,-73040185.8,1429863.47,2562768.74,834008.42,1497612356.76,22080093.6,575028291.44,,897820389.8,2043706.93,,,,639874.99,535412475.26,26683.93,,4297572.05,,531141587.14,-16799545.1,,547941132.24,547941132.24,,531782942.6,16158189.64,,,,,,,,,,,,,,,,,,,,127689245.47,127689245.47,,,,,,127689245.47,,,123506367.27,,,,,,,,675630377.71,659472188.07,16158189.64,0.0934,0.0934,定期报告,未审计,20260428,CNY,合并期末,2026-04-27T22:48:07
20251231,7794939162.37,6247222690.64,15649179042.11,9401956351.47,239588497.1,349201296.17,109612799.07,,,,-484231.94,,1633824355.12,23975780.59,9989201.06,-484231.94,,,-350741093.34,19346355.93,4364904.14,1817684.72,6030753005.58,105414077.9,2482149994.1,,3307475313.38,131681158.34,,,,4032461.86,1764186156.79,17489406.34,,25490072.38,,1756185490.75,-154418115.4,,1910603606.15,1910603606.15,,1864821887.79,45781718.36,8430448611.91,,10295270499.7,,,179614931.03,,579019724.97,,,,240000000.0,,9536635843.7,,,575265393.66,,8721370450.04,-1186690070.18,-1184249306.12,-75889521.09,,,-75889521.09,,-1108359785.03,,,-1101278511.29,,1808959.75,,,,,-2440764.06,723913535.97,680572581.67,43340954.3,0.2853,0.2853,定期报告,是,20260428,CNY,合并期末,2026-04-27T22:44:05
20250930,5923380260.13,4643953191.61,11654256318.95,7010303127.34,200399158.57,272886794.33,72487635.76,,,,501739.39,,1351264143.58,16193844.0,9989201.06,501739.39,,,-288114307.15,11924777.04,2460438.16,991118.93,4416015508.25,76851989.02,1847004552.87,,2477404367.22,12236904.47,,,,2517694.67,1507364751.88,1790476.64,,13608848.01,,1495546380.51,-47254577.67,,1542800958.18,1542800958.18,,1504308524.21,38492433.97,,,,,,,,,,,,,,,,,,,,-1039689233.29,-1039689233.29,,,,,,-1039689233.29,,,-1052714595.73,,2751997.76,,,,,,503111724.89,464619290.92,38492433.97,0.227,,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T19:58:06
20250630,3920688093.82,3028891105.03,7752079332.01,4723188226.98,153365405.3,195842882.29,42477476.99,,,,681463.54,,932277247.2,3747427.27,8407408.61,681463.54,,,-206561574.46,10000921.15,1044298.23,989227.83,3023372949.4,53234180.8,1171818622.98,,1786604309.28,9883987.53,,,,1831848.81,897315144.42,1758106.0,,9359757.11,,889713493.31,-85346323.42,,975059816.73,975059816.73,,951612301.09,23447515.64,8430448611.91,,9382060913.0,,,,,,,,,,,9382060913.0,,,575265413.97,,8806795499.03,-268343466.81,-268343466.81,,,,,,-268343466.81,,,-284301007.61,,1447617.49,,,,,,706716349.92,683268834.28,23447515.64,0.146,,定期报告,未审计,20250828,CNY,合并期末,2025-08-27T20:44:04
20250331,2037166176.93,1589176048.42,3952886442.99,2363710394.57,75758655.88,95346092.65,19587436.77,,,,475145.22,,390725165.77,,40943.4,475145.22,,,-16134426.5,2851003.76,-6485607.6,800191.98,1425152425.59,27614985.15,603726765.03,,793191704.67,,,,,618970.74,612013751.34,89511.79,,1018015.43,,611085247.7,39038115.84,,572047131.86,572047131.86,,558561105.83,13486026.03,,,,,,,,,,,,,,,,,,,,-733157797.57,-733157797.57,,,,,,-733157797.57,,,-729374225.84,,1008995.47,,,,,,-161110665.71,-174596691.74,13486026.03,0.0875,0.0875,定期报告,未审计,20260428,CNY,合并期末,2025-04-27T17:00:06
20241231,7853692608.63,5990931015.34,17063669864.26,11072738848.92,250070612.23,408997111.44,158926499.21,,,,434916.63,,1196764428.66,-7787604.29,5994791.3,434916.63,,,414667372.26,13999675.12,-14462213.99,1286802.38,6070607340.46,124915247.58,2454864405.62,,3335770470.36,151890763.34,,,,3166453.56,1783085268.17,4790141.26,,27348758.7,,1760526650.73,-181722652.22,,1942249302.95,1942249302.95,,1887808328.42,54440974.53,7994825235.49,,9882633563.91,,,185114686.66,,457500548.54,,,,240000000.0,,9240018328.71,,,569569716.8,,8430448611.91,1505129171.75,1505129171.75,-111183251.53,,,-111183251.53,,1616312423.28,,,1605104190.33,,-703016.07,,,,,,3447378474.7,3392937500.17,54440974.53,0.2893,0.2893,定期报告,是,20260428,CNY,合并期末,2025-04-27T16:32:06
20240930,6052658145.23,4544318693.78,13046928900.66,8502610206.88,225539831.78,336283659.26,110743827.48,,,,513577.02,,1056357731.42,-6510956.82,1869284.43,513577.02,,,226300163.56,9237638.89,-10780250.08,1170758.86,4432481676.23,106129205.14,1831993311.91,,2475859364.66,16083940.28,,,,2415854.24,1620176469.0,2050822.17,,3704465.44,,1618522825.73,85368413.97,,1533154411.76,1533154411.76,,1494613579.7,38540832.06,,,,,,,,,,,,,,,,,,,,487230039.34,487230039.34,,,,,,487230039.34,,,482878004.52,,1475773.21,,,,,,2020384451.1,1981843619.04,38540832.06,0.2308,,定期报告,未审计,20251031,CNY,合并期末,2024-10-28T20:20:06
20240630,3994941717.82,3297086210.21,9140455306.73,5843369096.52,177285614.04,253626162.57,76340548.53,,,,145725.97,,537588411.36,-6510956.82,1640756.13,145725.97,,,-20667938.18,5583162.32,-3248904.45,1169436.55,3006216365.53,76747591.32,1153054626.27,,1775182082.46,,,,,1232065.48,988725352.29,665524.18,,1670891.79,,987719984.68,16964089.91,,970755894.77,970755894.77,,943444266.87,27311627.9,7994825235.49,,8938269502.36,,,,,,,,,,,8938269502.36,,,569569716.8,,8368699785.56,659378863.48,659378863.48,,,,,,659378863.48,,,654677701.09,,1475773.21,,,,,,1630134758.25,1602823130.35,27311627.9,0.1446,0.1446,定期报告,未审计,20250828,CNY,合并期末,2024-08-28T20:15:04
20240331,1972917652.61,1656764399.75,4481348251.26,2824583851.51,95638957.0,119795902.84,24156945.84,,,,33799.62,,254791772.65,,,33799.62,,,-45161477.07,1295785.16,8606354.01,948061.49,1352095218.72,26567814.62,589662423.95,,735250185.18,,,,,614794.97,620822433.89,1348045.32,,380749.84,,621789729.37,61763795.65,,560025933.72,560025933.72,,545701195.21,14324738.51,,,,,,,,,,,,,,,,,,,,360542826.85,360542826.85,,,,,,360542826.85,,,353766242.16,,,,,,,,920568760.57,906244022.06,14324738.51,0.0853,,定期报告,未审计,20250428,CNY,合并期末,2024-04-26T23:05:07
20231231,8015832942.0,5936384516.09,18862106410.32,12925721894.23,268407709.95,435386526.49,166978816.54,,,,-23058870.49,,1292968660.68,-21454537.75,-798124.15,-23058870.49,,,549042080.94,14396347.49,-28528422.55,6220919.89,6125715085.64,115441192.59,2435282452.68,,3353772369.66,217816679.84,,,,3402390.87,1890117856.36,11781150.8,,23228849.62,,1878670157.54,-34033643.32,,1912703800.86,1912703800.86,,1863838461.99,48865338.87,7538419562.98,,9402258024.97,,,183589587.08,,300359542.24,,,,240000000.0,,8918308895.65,,,683483660.16,,7994825235.49,408823966.25,408823966.25,,,,,,408823966.25,,,393847276.14,,1869445.57,,,,,,2321527767.11,2272662428.24,48865338.87,0.2851,,定期报告,是,20250428,CNY,合并期末,2024-04-26T23:05:07
