报告日,流动资产,货币资金,结算备付金,拆出资金,交易性金融资产,买入返售金融资产,衍生金融资产,应收票据及应收账款,应收票据,应收账款,应收款项融资,预付款项,应收股利,应收利息,应收保费,应收分保账款,应收分保合同准备金,应收出口退税,应收补贴款,应收保证金,内部应收款,其他应收款,其他应收款(合计),存货,划分为持有待售的资产,待摊费用,待处理流动资产损益,一年内到期的非流动资产,其他流动资产,流动资产合计,非流动资产,发放贷款及垫款,债权投资,其他债权投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,可供出售金融资产,长期股权投资,投资性房地产,长期应收款,其他权益工具投资,其他非流动金融资产,其他长期投资,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,在建工程合计,在建工程,工程物资,固定资产净额,固定资产清理,固定资产及清理合计,生产性生物资产,公益性生物资产,油气资产,合同资产,使用权资产,无形资产,开发支出,商誉,长期待摊费用,股权分置流通权,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,流动负债,短期借款,向中央银行借款,吸收存款及同业存放,拆入资金,交易性金融负债,衍生金融负债,应付票据及应付账款,应付票据,应付账款,预收款项,合同负债,卖出回购金融资产款,应付手续费及佣金,应付职工薪酬,应交税费,应付利息,应付股利,应付保证金,内部应付款,其他应付款,其他应付款合计,其他应交款,担保责任赔偿准备金,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,国际票证结算,国内票证结算,预提费用,预计流动负债,应付短期债券,划分为持有待售的负债,一年内的递延收益,一年内到期的非流动负债,其他流动负债,流动负债合计,非流动负债,长期借款,应付债券,应付债券：优先股,应付债券：永续债,租赁负债,长期应付职工薪酬,长期应付款,长期应付款合计,专项应付款,预计非流动负债,长期递延收益,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,所有者权益,实收资本(或股本),其他权益工具,优先股,永续债,资本公积,减:库存股,其他综合收益,专项储备,盈余公积,一般风险准备,未确定的投资损失,未分配利润,拟分配现金股利,外币报表折算差额,归属于母公司股东权益合计,少数股东权益,所有者权益(或股东权益)合计,负债和所有者权益(或股东权益)总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,4135764593.78,,,,,,1305735872.27,769168236.98,536567635.29,595602288.3,596644503.11,,,,,,,,,,,216803318.6,2830004497.87,,,,,598511085.87,10279066159.8,,,,,,,,2276719950.25,,,127208195.23,,,,,,,4243119265.2,,,,,23514473967.81,,,,,11370384.84,5555509126.93,,9891355.73,7495865.99,,783787690.65,247572866.89,36777148669.52,47056214829.32,,2245088513.88,,,,,,4491146398.72,696631203.05,3794515195.67,,1819630198.09,,,46842334.79,216216368.38,,6082262.79,,,,319818804.76,,,,,,,,,,,,,,5115965361.01,913146663.94,15167854643.57,,12972159256.25,460408693.9,,,6507736.69,,,2645215910.28,,1182460594.07,642192129.58,74116098.49,,17983060419.26,33150915062.83,,1087584712.0,799280000.0,,799280000.0,3727280794.79,119456955.38,5423905.67,211495734.23,544124206.0,,,766554328.05,,,7022286725.36,6883013041.13,13905299766.49,47056214829.32,定期报告,未审计,20260428,CNY,合并期末,2026-04-27T16:52:04
20251231,,2923000562.86,,,,,,1454175364.08,775562659.98,678612704.1,307569451.85,729041894.9,1350000.0,,,,,,,,,130563042.29,131913042.29,3096604219.09,,,,,610303973.95,9252608509.02,,,,,,,,2179566347.07,,,126771529.73,,,42040649851.18,17250775721.2,24789874129.98,1038176774.24,4063433460.56,3887209250.77,176224209.79,23751697355.74,8123386.57,23759820742.31,,,,,11545885.24,5532543753.89,,9891355.73,7799752.43,,782832798.29,268037767.42,36742243392.67,45994851901.69,,2167626408.66,,,,,,4454722927.29,195874125.24,4258848802.05,,1907229617.54,,,69239932.11,276287871.63,,6082262.79,,,436423104.94,442505367.73,,,,,,,,,,,,,,4790093255.22,889288508.96,14996993889.14,,12418106685.31,456886515.64,,,6535357.51,,2724279848.56,2724279848.56,,1179957087.46,589360757.23,75673194.16,,17450799445.87,32447793335.01,,1088248412.0,799280000.0,,799280000.0,3702201730.6,122134434.0,5125090.58,198757621.97,544124206.0,,,585423509.42,,,6801026136.57,6746032430.11,13547058566.68,45994851901.69,定期报告,是,20260428,CNY,合并期末,2026-04-24T19:14:05
20250930,,3375883992.01,,,,,,1598716830.33,1193683831.77,405032998.56,177583316.13,802838093.08,2150000.0,,,,,,,,,,73520498.12,2593881386.89,,,,,445166285.42,9067590401.98,,,,,,,,2160795091.3,,,126103600.57,,,,,,,3662660734.62,,,,,23311513700.85,,,,,2534560.05,5519705527.95,,9448313.72,8103638.87,,715079732.56,459936458.75,35975881359.24,45043471761.22,,3128028862.35,,,,,,4551715299.78,651872038.2,3899843261.58,,1428590006.88,,,50348010.25,237455559.29,,6082262.79,,,,612517372.74,,,,,,,,,,,,,,3120327388.94,1064404628.37,14193387128.6,,14027877549.1,453286066.72,,,715964.96,,,3228685622.92,,1068049582.28,589493915.8,71363033.2,,19439471734.98,33632858863.58,,1088248412.0,,,,3624596273.16,122211194.0,4576743.45,170652166.7,541457356.0,,,591170299.62,,,5898490056.93,5512122840.71,11410612897.64,45043471761.22,定期报告,未审计,20251025,CNY,合并期末,2025-10-24T18:32:09
20250630,,3826790342.97,,,,,,2120006420.24,1195345328.81,924661091.43,103096786.29,454159316.91,3350837.26,,,,,,,,,77722805.49,81073642.75,2311884282.48,,,,,481477201.13,9378487992.77,,,,,,,,2101144091.43,,,120501755.21,,,37060915933.94,16111300453.06,20949615480.88,879268419.53,5210541250.03,5171692049.87,38849200.16,20070347061.35,15540266.49,20085887327.84,,,,,2787604.61,5518879788.57,,9448313.72,8407525.31,,686806670.04,1182958844.56,34927363171.32,44305851164.09,,3165587842.67,,,,,,3948174612.48,398461459.9,3549713152.58,,806000006.58,,,51528449.24,175990258.1,,6082262.79,,,1924755958.83,1930838221.62,,,,,,,,,,,,,,3346390536.48,985102924.5,14409612851.67,,13174723985.27,449685617.88,,,329961.24,,3719008860.46,3719008860.46,,1063679528.17,529156991.18,73682202.93,81985552.86,19092252699.99,33501865551.66,,1082509712.0,,,,3575653485.74,99124860.0,-280786.57,175819573.82,541457356.0,,,178442763.68,,,5454477244.67,5349508367.76,10803985612.43,44305851164.09,定期报告,未审计,20250823,CNY,合并期末,2025-08-22T19:40:04
20250331,,2003778570.4,,,,,,955432887.55,690380600.6,265052286.95,75979152.67,295001240.46,,,,,,,,,,,60293511.81,1529287103.94,,,,,477558187.78,5397330654.61,,,,,,,,4826034317.48,,,120385790.65,,,,,,,5572519722.94,,,,,8885646498.67,,,,,4223977.42,785299745.8,,1743878.83,8711411.75,,58992434.36,925730392.63,21189288170.53,26586618825.14,,2267354544.13,,,,,,2511918138.75,185178034.8,2326740103.95,,792383294.55,,,13645076.61,87502881.98,,4110542.46,,,,263072031.04,,,,,,,,,,,,,,892301371.41,324863682.12,7153041020.59,,9438448188.56,459987063.87,,,1105877.48,,,263033399.68,,15438296.6,339660559.82,61447753.8,81985552.86,10661106692.67,17814147713.26,,1082509712.0,,,,4178847191.08,103993460.0,-83099.64,24772185.16,541457356.0,,,1692190780.2,,,7415700664.8,1356770447.08,8772471111.88,26586618825.14,定期报告,未审计,20250426,CNY,合并期末,2025-04-25T16:56:09
20241231,,5627853494.15,,,,,,1666024011.61,1349485526.09,316538485.52,144904226.71,541622436.67,,,,,,,,,,53922581.44,89394326.24,2288166355.18,,,,,413434167.76,10771399018.32,,,,,,,,1963316346.92,,,120495621.51,,,37480876753.33,17658802353.16,19822074400.17,1031806375.58,5492676165.78,4439061951.51,61481606.48,18790268024.59,2184780.21,18805831217.48,,,,,5213092.0,5501522654.29,,9448313.72,9015298.19,,699941159.54,872445590.7,33479905460.13,44251304478.45,,4772207808.35,,,,,,3638462082.82,460301120.84,3178160961.98,,1363413036.56,,,74562499.7,211594105.62,,8532262.79,,,309659881.34,454212711.71,,,,,,,,,,,,,,2002294398.76,1188087429.76,13704834073.28,,10964169018.29,456468111.13,,,1705734.42,,271469017.8,3849023586.75,,1057494876.14,456686198.61,85205721.88,81985552.86,16952738800.08,30657572873.36,,1082914712.0,,,,6749481516.68,105702560.0,-188978.8,211110579.67,541457356.0,,,-3995572.01,,,8475077053.54,5118654551.55,13593731605.09,44251304478.45,定期报告,是,20260425,CNY,合并期末,2025-04-02T19:35:10
20240930,,3885293624.65,,,40000000.0,,,405350934.65,143782335.87,261568598.78,,279358779.01,,,,,,,,,,,114020546.58,1420572194.67,,,,,195921617.2,6340517696.76,,,,,,,,4552432669.81,,,120385790.65,,,,,,,1963657511.46,,,,,9334618077.65,,,,,5000608.06,770783049.17,,1743878.83,9319184.63,,36799305.9,1757664714.26,18552404790.42,24892922487.18,,2630248286.77,,,,,,3070930381.08,1058890224.7,2012040156.38,,763000050.87,,,13670113.29,59503415.96,,1660542.46,,,,296038464.44,,,,,,,,,,,,,,1282385535.85,76212170.26,8191988418.52,,6754218875.81,452870959.44,,,3492358.48,,,303387697.14,,,227021792.49,66434094.54,81985552.86,7889411330.76,16081399749.28,,1082914712.0,,,,4094711762.42,105702560.0,-50889.98,25945296.12,472326143.02,,,1833177231.55,,,7403321695.13,1408201042.77,8811522737.9,24892922487.18,定期报告,未审计,20241029,CNY,合并期末,2024-10-28T19:10:04
20240630,,4007182602.79,,,,,,502106115.7,201155797.57,300950318.13,,288743608.64,,,,,,,,,,21918693.48,21918693.48,1324665193.25,,,,,82414364.78,6227030578.64,,,10147958.33,,,,,4472052113.53,0.0,,120385790.65,,,21292732228.91,11191988593.05,10100743635.86,140202045.88,867777075.07,833672005.84,34105069.23,9960541589.98,,9960541589.98,,,,0.0,5922308.66,770197708.34,,1743878.83,9623071.07,,35398461.8,833595189.3,17087385145.56,23314415724.2,,2542069481.38,,,,,,3126936253.2,991960926.17,2134975327.03,,609331141.45,,,14059420.68,88338882.82,,1660542.46,,,205948663.61,207609206.07,,,,,,,,,,,,,,1558654167.74,60408362.31,8207406915.65,,5433234004.88,449273807.75,,,3387932.2,,322890500.65,322890500.65,,203352.5,233250213.03,69636626.08,81985552.86,6593861989.95,14801268905.6,,1057866712.0,,,,4030740352.02,,-37955.38,26621011.21,472326143.02,,,1614592129.54,,,7202108392.41,1311038426.19,8513146818.6,23314415724.2,定期报告,未审计,20240826,CNY,合并期末,2024-08-25T15:40:05
20240331,,3829401796.52,0.0,0.0,0.0,,0.0,444779727.11,309814617.4,134965109.71,0.0,358366832.92,,,0.0,0.0,0.0,,,,,,58039433.8,1424828609.07,,,,,186603780.8,6302020180.22,,,10027972.22,0.0,,,,4389998751.24,0.0,0.0,120385790.65,0.0,,,,,,396065151.28,,,,,10253954428.17,0.0,,0.0,,6425529.07,459147208.43,,1743878.83,9926957.51,,37470198.77,368004982.18,16053150848.35,22355171028.57,,2142772858.73,0.0,0.0,0.0,0.0,0.0,3073997238.49,1062720714.32,2011276524.17,0.0,810826164.37,0.0,,13047924.36,74391809.06,,1660542.46,,,,190057954.82,,,,,0.0,0.0,,,,,,,,2812668059.32,74640877.48,9192402886.63,,3882774450.58,,,,3926000.05,0.0,,343725966.8,,307764.58,221409943.08,73391419.16,81985552.86,4607521097.11,13799923983.74,,1057866712.0,0.0,0.0,0.0,4032999722.09,0.0,-37955.38,23142612.78,485066445.06,0.0,,1543482476.95,,,7142520013.5,1412727031.33,8555247044.83,22355171028.57,定期报告,未审计,20240427,CNY,合并期末,2024-04-26T17:00:06
20231231,,2971945855.85,,,,,,402543480.5,271709500.45,130833980.05,,328063458.37,,,,,,,,,,22914436.77,22914436.77,1753534153.62,,,,,170650237.47,5649651622.58,,,20027972.22,,,,,4225872760.38,,,9950000.0,,,19317549533.93,11133347076.2,8184202457.73,365573880.58,2700216345.5,2669406416.29,30809929.21,7818628577.15,66036.15,7818694613.3,,,,,5746331.2,462680848.96,,1743878.83,10230843.95,,43581081.62,526123284.26,15824867960.22,21474519582.8,,1565047698.21,,,,,,2808062174.89,1021436145.23,1786626029.66,,1144249099.09,,,19495176.63,54117457.51,,1660542.46,,,235840791.72,237501334.18,,,,,,,,,,,,,,3472858316.65,103605514.52,9404936771.68,,2804889623.24,,,,2848747.26,,176891599.98,176891599.98,,289341.9,227177246.46,76467544.05,117776852.86,3406340955.75,12811277727.43,,1057866712.0,,,,3621399346.14,,-37955.38,18440412.32,472326143.02,,,1410745188.82,,,6580739846.92,2082502008.45,8663241855.37,21474519582.8,定期报告,是,20250403,CNY,合并期末,2024-04-26T17:00:06
