报告日,资产,货币资金,客户资金存款,结算备付金,客户备付金,拆出资金,融出资金,融出证券,交易性金融资产,买入返售金融资产,应收票据及应收账款,应收账款,应收票据,应收款项融资,预付账款,应收股利,应收利息,应收保证金,应收投资款项,其他应收款,存货净额,待转承销费用,衍生金融资产,可供出售金融资产,划分为持有待售的资产,长期股权投资,投资性房地产,债权投资,其他债权投资,其他权益工具投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,固定资产净额,在建工程,固定资产清理,固定资产合计,合同资产,使用权资产,无形资产,商誉,开发支出,交易席位费,长期待摊费用,递延税款借项,其他长期资产,资产总计,负债,短期借款,质押借款,应付短期融资款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,应付票据及应付账款,应付账款,预收账款,应付职工薪酬,应交税金,应付股利,应付利息,其他应付款,代买卖证券款,代理承销证券款,代兑付证券款,信用交易代理买卖证券款,预提费用,预计负债,划分为持有待售的负债,长期递延收益,长期借款,应付债券款,应付债券：优先股,应付债券：永续债,长期应付职工薪酬,长期应付款,专项应付款,合同负债,租赁负债,递延税款贷项,其他负债,负债合计,股东权益,实收资本净额,其他权益工具,其中：优先股,其中：永续债,资本公积,库存股,其他综合收益,专项储备,盈余公积,一般风险准备,交易风险准备,未分配利润,外币折算差额,归属于母公司的股东权益合计,少数股东权益,所有者权益合计,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,58556584670.7,52815027056.7,11133145415.21,9234718640.01,,35454134302.55,,40208627087.53,12563790750.71,275412605.08,275412605.08,,,,,,4911710762.15,,,,,116321499.94,,,372731331.43,,,5184039530.11,530036186.67,,,,,,,105162501.7,,,105162501.7,,211252814.59,120145311.01,11632798.02,,,,848613938.56,298057241.26,170901398747.22,,132463775.49,,11241950000.12,1103100926.39,1453138885.94,81213823.46,22622732978.12,1775092500.15,1775092500.15,,3391098922.07,426479410.19,,,,65378336494.24,,,,,,,,,26297126192.17,,,,,,3872383.14,211726117.59,124850630.59,317596518.04,134560779557.7,,3705364910.0,,,,12784706819.36,202097013.57,1879424.59,,2131653207.61,4484574558.37,,13209025630.17,,36115107536.53,225511652.99,36340619189.52,170901398747.22,定期报告,未审计,20260424,CNY,合并期末,2026-04-23T20:38:06
20251231,,41606890525.61,36319128793.42,9665171742.01,7778514397.15,,32794766124.04,,38933280826.02,14045176524.07,371477451.87,371477451.87,,,,,,4358125981.48,,,,,23184919.65,,,395725842.44,,,4424575833.33,634988254.86,,,404840143.66,302740881.3,102099262.36,,102099262.36,,,102099262.36,,225980371.51,129697603.43,11632798.02,,,,876845285.93,230474405.77,148830093752.4,,117664028.24,,13407869726.12,1000132300.0,2172224121.39,137121566.18,21622469919.32,1146035159.12,1146035159.12,,3333494212.58,463373904.69,,,,46918517731.83,,,,,,,,,22264533438.49,,,,,,4081433.15,227037023.4,115747099.16,212203896.22,113142505559.89,,3705364910.0,,,,12784706819.36,202097013.57,50729904.5,,2131653207.61,4479147528.38,,12521572394.12,,35471077750.4,216510442.11,35687588192.51,148830093752.4,定期报告,是,20260424,CNY,合并期末,2026-04-23T20:38:06
20250930,,38974663750.85,32666367293.47,10045903336.29,8449917070.62,,33671995049.96,,37945835557.77,12710800366.95,438085557.87,438085557.87,,,,,,4364984239.0,,,,,81293670.06,,,389397537.47,,,5313062996.77,738699202.44,,,,,,,90253891.39,,,90253891.39,,209599875.09,125014910.13,11632798.02,,,,705326576.97,252418269.95,146068967586.98,,164444682.94,,15457512147.3,260063805.55,1999546745.94,278421432.0,22216101627.22,1211265599.84,1211265599.84,,2858977611.89,252698987.98,,,,43983813669.96,,,,,,,,,21560417564.82,,,,,,5024702.58,208496344.74,125247075.91,351785692.7,110933817691.37,,3712559510.0,,,,12836982843.27,261567637.48,82795911.63,,1931285186.33,4040182718.58,,12581462148.78,,34923700681.11,211449214.5,35135149895.61,146068967586.98,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T17:26:05
20250630,,35919921269.39,30964151678.28,7960981225.45,6122066184.23,,29993606548.9,,41621341161.99,14008190352.3,804493101.36,804493101.36,,,,,,3671927668.77,,,,,,,,385012463.91,,,5352209797.88,1062781199.9,,,394787374.25,299926658.2,94860716.05,,94860716.05,,,94860716.05,,230455812.49,134306052.13,11632798.02,,,,666566653.67,278494023.77,142196780845.98,,164183230.2,,14630549010.35,200057597.22,2503202546.52,114634259.73,28226880815.05,2383736761.77,2383736761.77,,2403277506.29,206574214.11,,,,39319461503.01,,,,,,,,,16375945811.95,,,,,,3717340.52,229125089.27,145167251.48,702775142.24,107609288079.71,,3712559510.0,,,,12836982843.27,261567637.48,151391645.79,,1931285186.33,4035057850.03,,11976526100.46,,34382235498.4,205257267.87,34587492766.27,142196780845.98,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T18:22:03
20250331,,31949213253.95,27404729628.7,9189215730.27,7713841633.36,,31104177514.12,,42889679662.22,12977947900.54,815667432.48,815667432.48,,,,,,3410304815.22,,,,,32276316.38,,,421645891.8,,,5838043640.22,513517880.14,,,,,,,99333712.26,,,99333712.26,,246131637.7,141598868.22,11632798.02,,,,741856270.1,241679912.09,140623923235.73,,120030235.03,,17243604894.25,1301377166.67,2539310183.58,65380041.82,27323265859.14,1622612167.66,1622612167.66,,2742311448.42,181827928.5,,,,37401546630.01,,,,,,,,,14939519173.62,,,,,,6821768.21,249469859.84,130599916.74,249390911.57,106117068185.06,,3712559510.0,,,,12836982843.27,202097013.57,90598993.65,,1931285186.33,4031366619.34,,11882989254.04,,34283685393.06,223169657.61,34506855050.67,140623923235.73,定期报告,未审计,20250425,CNY,合并期末,2025-04-24T19:20:05
20241231,,34200533114.57,29650316433.52,8789819851.75,7232363458.18,,30753266865.19,,24114525571.2,11438316900.84,398224877.37,398224877.37,,,,,,2731508692.93,,,,,24550529.43,,,394846036.84,,,5473921070.33,318012602.74,,,392194729.42,288233408.92,103961320.5,,103961320.5,,,103961320.5,,262028188.51,154266206.69,11632798.02,,,,745505144.76,200954155.59,120115873927.26,,139030770.69,,15565132114.92,1367807243.58,926789633.03,4515438.0,9463249795.39,2197691131.79,2197691131.79,,2813843097.68,367796646.68,,,,37507475984.04,,,,,,,,,15226635141.02,,,,,,1290797.15,267173725.96,119025082.5,194291348.34,86161747950.77,,3712559510.0,,,,12836982843.27,202097013.57,120884081.77,,1931285186.33,4027729181.85,,11303986524.14,,33731330313.79,222795662.7,33954125976.49,120115873927.26,定期报告,是,20260424,CNY,合并期末,2025-04-24T19:20:05
20240930,,33272572503.24,27781423797.45,5187398139.19,4040666753.55,,22998317786.44,,28946288649.45,8664627227.95,630131288.65,630131288.65,,,,,,2853512281.77,,,,,5302640.93,,,432820919.9,,,5057425082.68,294226317.01,,,,,,,102156939.34,,,102156939.34,,295441872.01,150634979.73,11632798.02,,,,736146206.88,230133421.76,109868769054.95,,189520118.52,,7843937108.14,3909254180.87,1792282441.36,53357206.76,11837134740.41,1895816958.3,1895816958.3,,2256663978.29,147652058.65,,,,33840824353.69,,,,,,,,,12190032320.41,,,,,,8981391.78,302090832.32,168760427.61,298024280.27,76734332397.38,,3712559510.0,,,,12836982843.27,202097013.57,76936788.4,,1770617306.55,3681645632.2,,11034112995.06,,32910758061.91,223678595.66,33134436657.57,109868769054.95,定期报告,未审计,20241031,CNY,合并期末,2024-10-30T16:32:02
20240630,,25527423550.53,19122697345.07,5053141468.24,3967996448.36,,23174599481.53,,39903702203.3,10241012686.81,714031442.67,714031442.67,,,,,,2710703808.2,,,,,96585407.29,,,371147261.25,,,5321927554.82,222898734.51,,,377126053.84,273043195.75,104082858.09,,104082858.09,,,104082858.09,,304402415.63,158640982.29,11632798.02,,,,743219493.36,268320845.04,114927472991.58,,173526099.52,,10657860897.07,5217948717.69,2285222917.98,15117902.0,21106014604.24,1500648715.73,1500648715.73,,2151917722.95,62809158.49,,,,24828197850.4,,,,,,,,,13059598697.13,,,,,,3297174.5,307657408.78,160465632.19,738250166.6,82268533665.27,,3712559510.0,,,,12836982843.27,202097013.57,34691750.87,,1770617306.55,3677651402.95,,10599337725.25,,32429743525.32,229195800.99,32658939326.31,114927472991.58,定期报告,未审计,20240830,CNY,合并期末,2024-08-29T15:57:03
20240331,,27894011010.77,21377643953.64,5403192933.79,4100235094.75,,23540578596.45,,31946281148.26,10443552043.46,924447266.62,924447266.62,,,,,,2569513103.26,,,,,50109550.92,,,521767157.17,,,5903172838.62,184565379.24,,,,,,,103170724.37,,,103170724.37,,313313045.9,152828787.2,11632798.02,,,,788487505.86,269130112.15,111019754002.06,,163333232.2,,13666993005.83,4774735125.74,2155075371.17,25319612.0,11826102395.81,1993530410.89,1993530410.89,,2720258893.37,116121977.99,,,,27101430796.14,,,,,,,,,12623572734.02,,,,,,4713284.8,318956150.54,193051828.21,210462415.45,77893657234.16,,3724359310.0,,,,12925182649.45,222101077.97,-7885500.42,,1770617306.55,3673260391.78,,11032370309.47,,32895803388.86,230293379.04,33126096767.9,111019754002.06,定期报告,未审计,20240425,CNY,合并期末,2024-04-24T21:42:03
20231231,,25060869851.37,19862546707.18,4604608690.22,3458849166.91,,24759037755.8,,37546177211.83,13562104663.01,879256885.04,879256885.04,,,,,,2510668293.93,,,,,22479071.47,,,519782927.98,,,5754487979.88,184565379.24,,,374583117.18,267244036.52,107339080.66,,107339080.66,,,107339080.66,,341364163.71,154845246.31,11632798.02,,,,795565542.73,217619497.73,117032405038.93,,235851870.25,,16890817494.04,4623230011.17,1489545418.51,9927399.28,19879549817.47,1496633522.55,1496633522.55,,3012542093.76,208345929.35,,,,24604184074.11,,,,,,,,,11095433156.57,,,,,,1972133.08,342592812.98,155741581.03,189497152.77,84235864466.92,,3724359310.0,,,,12925182649.45,167565594.62,-25256928.31,,1770617306.55,3672799178.37,,10665977503.07,,32566113424.51,230427147.5,32796540572.01,117032405038.93,定期报告,是,20250425,CNY,合并期末,2024-04-24T21:42:03
