报告日,经营活动产生的现金流量,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,拆出资金净减少额,融出资金净减少额,卖出回购金融资产收到的现金,证券投资收到的现金,买入返售金融资产收到的现金,代理买卖业务的现金净增加额,代理兑付证券净增加额,代理承销证券收到的现金净额,保证金现金流入,收到的资产管理业务,销售商品、提供劳务收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,处置交易性金融资产的净减少额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,偿还拆入资金支付的现金,拆出资金净增加额,融出资金净增加额,回购金融资产支付的现金,买入返售金融资产支付的现金,证券投资支付的现金,代理买卖证券净减少额,代兑付债券支付的现金净额,保证金现金流出,为交易目的而持有的金融资产净增加额,以现金支付的营业费用,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产及其他长期资产收回的现金净额,处置子公司和其他营业单位收到的现金,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,吸收权益性投资所收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,,826556191.77,,,,2228866629.77,,,2280696611.99,,,,,,,322178162.56,5658297596.09,,,119675410.23,1450000000.0,,293706727.6,,,,,,,520115871.06,,,435693816.24,81545746.58,177699706.73,3078437278.44,2579860317.65,,2417181612.79,76543305.78,,,,2493724918.57,1876120850.17,-8100964.12,,,1868019886.05,625705032.52,,,,,600000000.0,4290117295.0,,4890117295.0,4633084555.0,300521862.38,26739160.92,74709051.81,5008315469.19,-118198174.19,-13470633.35,3073896542.63,,,,,22417853279.75,25491749822.38,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T19:30:08
20251231,,3596900427.48,,4075834986.42,,,,963444175.02,,,,,,,,,,1281882067.28,9918061656.2,,,506598343.74,160000000.0,,693363500.78,,,,1502739688.18,,,,,,1429079430.02,331094695.81,1984535020.68,6607410679.21,3310650976.99,,5946652611.8,422812464.35,,,18877886.65,6388342962.8,6096126355.7,71512668.34,,,6167639024.04,220703938.76,,3981166998.91,,,9660142120.89,11745837595.0,2000000000.0,27387146714.8,29086022197.61,2054070861.34,143368713.02,2384094901.32,33524187960.27,-6137041245.47,21363873.94,-2584322455.78,22417852926.89,25002175382.67,,,25002175382.67,22417852926.89,定期报告,是,20260430,CNY,合并期末,2026-04-29T19:30:08
20250930,,5328390764.96,,2391303476.03,255000000.0,,,,,,,,,,,,,308394687.12,8283088928.11,,,277908478.61,,,827707811.48,2109331208.59,,,554630818.81,,,,,,1055182131.0,242042275.03,788864539.13,5855667262.65,2427421665.46,,9386216751.21,302616334.04,,,10000000.0,9698833085.25,8802394330.14,12069007.53,,,8814463337.67,884369747.58,,3981166998.91,,,2217531003.45,11325837595.0,2000000000.0,19524535597.36,23452291121.78,1842634206.99,135174698.23,339975302.1,25634900630.87,-6110365033.51,-15864357.17,-2814437977.64,,,,,25002175382.67,22187737405.03,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T17:24:03
20250630,,2784956335.65,,1462001664.53,469000000.0,,602944809.03,3117711977.18,,,,,,,,,,563375777.46,8999990563.85,,,172120460.1,,,,,,,1915930652.9,,,,,,670452317.52,146687643.74,622248011.94,3527439086.2,5472551477.65,,5360809059.64,168314313.34,,,10000000.0,5539123372.98,7143246233.85,9656361.78,,,7152902595.63,-1613779222.65,,3981166998.91,,,2215589582.04,7724604120.0,2000000000.0,15921360700.95,18255146383.0,1253761194.95,26607151.74,391709035.72,19900616613.67,-3979255912.72,6351740.01,-114131917.71,24888043464.96,25002175382.67,,,25002175382.67,24888043464.96,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T17:14:03
20250331,,3781429585.27,,767634260.52,,,264194191.41,,,,,,,,,,,404855645.99,5218113683.19,,,88508475.07,230000000.0,,,2914389351.67,,,1685208800.01,,,,,,358986868.83,88631111.97,517912026.1,5883636633.65,-665522950.46,,2737789659.13,117662781.06,,,23000000.0,2878452440.19,2537451601.66,8290674.22,,,2545742275.88,332710164.31,,,,,756376199.84,2240957580.0,,2997333779.84,4488769759.24,391532231.36,,39683540.52,4919985531.12,-1922651751.28,10098729.59,-2245365807.84,,,,,25002175382.67,22756809574.83,定期报告,未审计,20260430,CNY,合并期末,2025-04-29T20:10:03
20241231,,3233580343.11,,3287771157.7,,,,,,,3778196611.61,,,,,,,3318642120.95,13618190233.37,,,473873592.68,378000000.0,,417474241.14,435940958.62,,,,,,,,,1448133692.16,259576546.96,1248688282.74,4661687314.3,8956502919.07,,19797230778.49,305292095.14,,,2800000.0,20105322873.63,21026511038.33,109732852.29,,,21136243890.62,-1030921016.99,,,,,6731128504.0,9175534000.0,,15906662504.0,19632122933.53,2666873365.02,51960000.0,272609514.97,22571605813.52,-6664943309.52,-27079003.11,1233559589.45,25002175382.67,23768615793.22,,,23768615793.22,25002175382.67,定期报告,是,20260430,CNY,合并期末,2025-04-29T20:28:04
20240930,,,,2167315728.54,858000000.0,,51349989.79,,,,1486652000.53,,,,,,,3486483299.59,8049801018.45,,,352996937.67,,,,187978353.63,,,,,,372330524.67,,,1143508653.05,194414453.39,725908188.73,2977137111.14,5072663907.31,,17896420948.12,402830609.17,,,,18299251557.29,17970802297.85,55069834.48,,,18025872132.33,273379424.96,,,,,1502826463.5,7724482332.8,,9227308796.3,15203099575.99,2013466012.22,33880000.0,171342883.73,17387908471.94,-8160599675.64,-13460270.48,-2828016613.85,,,,,23768615793.22,20940599179.37,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T18:37:02
20240630,,1198905418.61,,1443971073.29,156000000.0,,504763586.83,,,,,,,,,,,3202611700.64,6506251779.37,,,215658335.75,,,,586934647.79,,,318740835.93,,,,,,746066992.45,139219877.33,572812328.86,2579433018.11,3926818761.26,,10628753022.61,269226079.2,,,,10897979101.81,10238112185.87,41509031.13,,,10279621217.0,618357884.81,,,,,1525094527.17,5451799294.8,,6976893821.97,10293037487.45,1428007225.74,33880000.0,119387862.43,11840432575.62,-4863538753.65,7019962.9,-311342144.68,23457273648.54,23768615793.22,,,23768615793.22,23457273648.54,定期报告,未审计,20250830,CNY,合并期末,2024-08-30T17:17:03
20240331,,903147448.85,,946527951.19,,,341426778.5,,,,1281993172.92,,,,,,,1339032419.02,4812127770.48,,,112463648.32,183000000.0,,,1038617557.09,,,,,,,,,443006206.21,47789002.74,405372364.82,2230248779.18,2581878991.3,,7456523817.53,118446143.22,,,,7574969960.75,7125819081.25,32408819.83,,76268807.44,7234496708.52,340473252.23,,,,,117851500.0,2624234000.0,,2742085500.0,3779322000.0,377648992.4,,20074139.5,4177045131.9,-1434959631.9,446573.64,1487839185.27,,,,,23768615793.22,25256454978.49,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T19:02:02
20231231,,2766629390.33,,4182160481.89,,,199685311.82,3186831433.08,,,,,,,,,,6729002427.85,17064309044.97,,,914969961.9,646000000.0,,,,,,1127895545.09,,,,,,1700501787.54,382177642.0,3239667461.59,8011212398.12,9053096646.85,,16474967506.25,942776713.74,,,,17417744219.99,18121215874.11,193332299.18,,1045811.58,18315593984.87,-897849764.88,,70000000.0,,70000000.0,4074281828.78,16248988000.0,4000000000.0,24393269828.78,22908976054.89,2074471403.07,,248173315.98,25231620773.94,-838350945.16,-5004485.99,7311891450.82,23768615793.22,16456724342.4,,,16456724342.4,23768615793.22,定期报告,是,20250430,CNY,合并期末,2024-04-29T19:02:02
