报告日,流动资产,货币资金,结算备付金,拆出资金,交易性金融资产,买入返售金融资产,衍生金融资产,应收票据及应收账款,应收票据,应收账款,应收款项融资,预付款项,应收股利,应收利息,应收保费,应收分保账款,应收分保合同准备金,应收出口退税,应收补贴款,应收保证金,内部应收款,其他应收款,其他应收款(合计),存货,划分为持有待售的资产,待摊费用,待处理流动资产损益,一年内到期的非流动资产,其他流动资产,流动资产合计,非流动资产,发放贷款及垫款,债权投资,其他债权投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,可供出售金融资产,长期股权投资,投资性房地产,长期应收款,其他权益工具投资,其他非流动金融资产,其他长期投资,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,在建工程合计,在建工程,工程物资,固定资产净额,固定资产清理,固定资产及清理合计,生产性生物资产,公益性生物资产,油气资产,合同资产,使用权资产,无形资产,开发支出,商誉,长期待摊费用,股权分置流通权,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,流动负债,短期借款,向中央银行借款,吸收存款及同业存放,拆入资金,交易性金融负债,衍生金融负债,应付票据及应付账款,应付票据,应付账款,预收款项,合同负债,卖出回购金融资产款,应付手续费及佣金,应付职工薪酬,应交税费,应付利息,应付股利,应付保证金,内部应付款,其他应付款,其他应付款合计,其他应交款,担保责任赔偿准备金,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,国际票证结算,国内票证结算,预提费用,预计流动负债,应付短期债券,划分为持有待售的负债,一年内的递延收益,一年内到期的非流动负债,其他流动负债,流动负债合计,非流动负债,长期借款,应付债券,应付债券：优先股,应付债券：永续债,租赁负债,长期应付职工薪酬,长期应付款,长期应付款合计,专项应付款,预计非流动负债,长期递延收益,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,所有者权益,实收资本(或股本),其他权益工具,优先股,永续债,资本公积,减:库存股,其他综合收益,专项储备,盈余公积,一般风险准备,未确定的投资损失,未分配利润,拟分配现金股利,外币报表折算差额,归属于母公司股东权益合计,少数股东权益,所有者权益(或股东权益)合计,负债和所有者权益(或股东权益)总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,8885636676.51,,,707990259.95,,,3284020059.35,1085932342.21,2198087717.14,,151175045.16,,,,,,,,,,,42432267.04,1527893950.1,,,,374083038.46,687967199.49,15661198496.06,,,,,,,,1103798575.79,8874749.85,,1413544679.71,,,,,,,267807508.18,,,,,3965793980.05,,,,,35217731.18,458876476.6,371462003.29,124911302.94,158268132.61,,414238602.76,209948703.95,8532742446.91,24193940942.97,,2717316268.37,,,,340634.53,,1324850979.01,791786434.23,533064544.78,,74575426.55,,,142289381.59,226162226.11,,351946018.88,,,,3425022761.3,,,,,,,,,,,,,,72643689.08,4642946.23,7987844312.77,,158014622.85,,,,17819279.65,,,,,,236386181.28,210298459.72,,622518543.5,8610362856.27,,887907171.0,,,,349549977.72,,-43429449.52,,,,,13315105190.02,,,14509132889.22,1074445197.48,15583578086.7,24193940942.97,定期报告,未审计,20260424,CNY,合并期末,2026-04-23T18:12:05
20251231,,9305381624.06,,,1344668279.76,,,3385878721.6,1137537531.35,2248341190.25,,126230480.63,,,,,,,,,,56912974.18,56912974.18,1561207468.12,,,,270562589.36,67169409.39,16118011547.1,,,,,,,,1078968804.45,9084970.71,,522975348.6,,,9038148084.03,4931643528.52,4106504555.51,52159426.5,234180002.38,234180002.38,,4054345129.01,,4054345129.01,,,,,33090291.5,468847878.26,364875894.36,124911302.94,159862729.57,,427716034.59,388601515.01,7867459901.38,23985471448.48,,2120000000.0,,,,418783.64,,1318292881.64,785490545.87,532802335.77,,104381754.34,,,366922904.59,199427216.06,,9017248.88,,,2921271518.96,2930288767.84,,,,,,,,,,,,,,173221455.56,6799037.11,7219752800.78,,749356599.04,,,,17323404.86,,,,,,242158993.3,209779488.54,,1218618485.74,8438371286.52,,887907171.0,,,,271389337.35,,-9142282.85,,,,,12738196339.64,,,13888350565.14,1658749596.82,15547100161.96,23985471448.48,定期报告,是,20260424,CNY,合并期末,2026-03-24T20:56:06
20250930,,9918953931.89,,,1125662829.02,,,3277889565.29,1006862636.69,2271026928.6,,144257350.88,,,,,,,,,,,52978139.31,1656634262.03,,,,215757172.72,179995483.78,16572128734.92,,,,,,,,1085081709.92,9295191.56,,560246965.62,,,,,,,282697347.75,,,,,4050259754.75,,,,,25205455.46,478720971.44,355884300.38,124911302.94,161037290.44,,416195376.5,416320009.07,7965855675.83,24537984410.75,,2440000000.0,,,,6954006.35,,1303855605.02,740350163.48,563505441.54,,69223196.19,,,301129714.47,261225725.44,,9073481.38,,,,2866238751.72,,,,,,,,,,,,,,106310256.66,3333589.53,7358270845.38,,1357061774.57,,,,13978198.72,,,,,,231180588.88,210485948.47,,1812706510.64,9170977356.02,,904100430.0,,,,298831490.49,570313786.98,59154405.08,,744801154.15,,,12526268113.76,,,13962841806.5,1404165248.23,15367007054.73,24537984410.75,定期报告,未审计,20251024,CNY,合并期末,2025-10-23T17:10:09
20250630,,10352467614.29,,,258321589.51,,,3445018224.71,1143554768.4,2301463456.31,,139386597.12,146732.76,,,,,,,,,43391163.91,43537896.67,1714611456.84,,,,214121617.17,70712661.88,16238177658.19,,,,,,,,1075561617.48,9505412.42,,558309364.71,,,8884664131.76,4709022876.43,4175641255.33,53060601.55,287181711.89,287181711.89,,4122580653.78,,4122580653.78,,,,,27488747.28,491674761.81,292037483.65,124911302.94,162862193.48,,383939697.45,398639433.59,7934692380.48,24172870038.67,,2130000000.0,,,,8581.94,,1390220174.35,833253202.89,556966971.46,,71786066.37,,,251414206.75,235685063.88,,337182016.44,,,2883004574.9,3220186591.34,,,,,,,,,,,,,,106810750.64,3625829.51,7409737264.78,,1367623489.02,,,,15115615.71,,,,,,245657635.3,210547671.33,,1838944411.36,9248681676.14,,904100430.0,,,,320945818.56,406895970.97,61496567.33,,744801154.15,,,12053255754.0,,,13677703753.07,1246484609.46,14924188362.53,24172870038.67,定期报告,未审计,20250821,CNY,合并期末,2025-08-20T17:38:33
20250331,,10830774329.69,,,68319837.03,,,3318241351.04,1317101336.3,2001140014.74,,138544180.44,,,,,,,,,,,42574765.53,1900256033.7,,,,,166931096.84,16465641594.27,,,,,,,,1061082396.62,9715633.28,,565447585.33,,,,,,,293686579.62,,,,,4193164127.05,,,,,29942695.19,394064994.35,250027865.41,124911302.94,168672404.51,,352425871.1,576488788.73,8019630244.13,24485271838.4,,2325000000.0,,,,1227675.21,,1538918073.46,953498175.53,585419897.93,,70601334.44,,,143146994.16,186152256.33,,9845887.63,,,,2881880298.03,,,,,,,,,,,,,,84731300.54,3641643.91,7235299576.08,,1432681669.17,,,,14722689.35,,,,,,218535628.14,208730765.43,,1874670752.09,9109970328.17,,911345730.0,,,,529398356.6,517949967.87,99966490.8,,744801154.15,,,12398087110.19,,,14165648873.87,1209652636.36,15375301510.23,24485271838.4,定期报告,未审计,20250424,CNY,合并期末,2025-04-23T16:56:02
20241231,,10827146984.92,,,89363055.07,,,3249106756.89,1313604720.17,1935502036.72,,149477979.1,,,,,,,,,,34558694.17,34558694.17,1997642296.29,,,,,72684877.86,16419980644.3,,,,,,,,1056220316.06,9925854.14,,561645609.43,,,8782151749.54,4474256872.95,4307894876.59,53089488.43,257366336.12,257366336.12,,4254805388.16,,4254805388.16,,,,,25083211.98,403681866.63,220497980.76,124911302.94,175748366.88,,356345428.36,589613391.42,8035845052.88,24455825697.18,,2455000000.0,,,,8096946.08,,1583978612.35,965581088.61,618397523.74,,124631997.54,,,330257959.08,202697245.73,,9890041.38,,,2851491300.7,2861381342.08,,,,,,,,,,,,,,48742085.99,10642182.94,7625428371.79,,1465735112.37,,,,13102527.71,,,,,,238422836.35,207390254.92,,1924650731.35,9550079103.14,,911345730.0,,,,529244187.41,196616427.46,112180366.63,,744801154.15,,,11761379178.6,,,13862334189.33,1043412404.71,14905746594.04,24455825697.18,定期报告,是,20260325,CNY,合并期末,2025-03-26T20:10:09
20240930,,10732685456.9,,,76472630.38,,,3420679058.03,1273854877.42,2146824180.61,,150998534.03,,,,,,,,,,,55500392.38,1989425761.87,,,,,187632168.0,16613394001.59,,,,,,,,1076344299.46,10136074.99,,584273384.49,,,,,,,269107411.95,,,,,4327803862.18,,,,,20476619.94,410429292.75,305820048.21,124911302.94,180196233.44,,328053312.05,658362308.31,8295914150.71,24909308152.3,,2050000000.0,,,,267731.76,,1716916604.2,1047051310.97,669865293.23,,79012352.87,,,281176461.06,227157751.42,,10022086.38,,,,3015704774.73,,,,,,,,,,,,,,1631707968.32,11321674.26,9013265318.62,,410756325.72,,,,8443738.21,,,,,,244185740.59,206867284.94,90000000.0,960253089.46,9973518408.08,,926608853.0,,,,1352680195.45,321173693.65,107928218.42,,744801154.15,,,11347750735.36,,,14158595462.73,777194281.49,14935789744.22,24909308152.3,定期报告,未审计,20241024,CNY,合并期末,2024-10-23T16:50:04
20240630,,11498335118.94,,,67941574.16,,,3731065566.8,1383283947.01,2347781619.79,,127473272.67,,,,,,,,,,53159500.59,53159500.59,1973603406.4,,,,,55203326.7,17506781766.26,,,,,,,,1062137907.56,10346295.85,,617535504.75,,,8448036285.1,4259846294.56,4188189990.54,41029701.62,373681152.78,373681152.78,,4147160288.92,38808631.84,4185968920.76,,,,,21060949.87,420261648.1,305664348.02,124911302.94,185389007.35,,323903209.77,438317797.52,8069178045.27,25575959811.53,,1850000000.0,,,,4627870.04,,1714824475.24,1083646032.73,631178442.51,,86732463.84,,,239454303.49,238451785.03,,914204622.87,,,3171106292.76,4085310915.63,,,,,,,,,,,,,,1466456736.08,11414619.39,9697273168.74,,714281707.7,,,,7774003.3,,,,,,256118759.3,203113288.62,90000000.0,1271287758.92,10968560927.66,,926325484.0,,,,1356153031.5,73447558.49,135997656.02,,744801154.15,,,10830058722.34,,,13919888489.52,687510394.35,14607398883.87,25575959811.53,定期报告,未审计,20240823,CNY,合并期末,2024-08-23T02:40:03
20240331,,11143148609.6,,,87854188.64,,,3605348780.2,1538161579.79,2067187200.41,,124299998.68,,,,,,,,,,,45948492.93,2015389848.09,,,,,156230044.47,17178219962.61,,,,,,,,1057169895.96,10556516.71,,608599276.49,,,,,,,332916447.35,,,,,4247493974.09,,,,,19067666.43,418296015.12,302795897.47,124911302.94,190447410.69,,302032401.24,397188990.01,8011475794.5,25189695757.11,,1360009625.0,,,,4602262.59,,1784371218.33,1089131474.0,695239744.33,,73866497.83,,,187580396.15,234726177.59,,11458767.63,,,,3299725844.33,,,,,,,,,,,,,,1339864899.02,45173043.96,8329919964.8,,856672857.82,,,,7729245.26,,,,,,263375328.81,202497603.77,90000000.0,1420275035.66,9750195000.46,,926644744.0,,,,1427227207.69,128431667.85,119910673.47,,744801154.15,,,11516009776.95,,,14606161888.41,833338868.24,15439500756.65,25189695757.11,定期报告,未审计,20240424,CNY,合并期末,2024-04-23T17:00:05
20231231,,11325723855.76,,,81792081.22,,,3574991738.86,1459333093.74,2115658645.12,,139458224.63,,,,,,,,,,32008338.25,32008338.25,2060651179.94,,,,,51549299.62,17266174718.28,,,,,,,,1031259800.84,10766737.57,,638843775.68,,,8338548131.48,4040676880.2,4297871251.28,42447414.29,289306707.05,289306707.05,,4255423836.99,38808631.84,4294232468.83,,,,,20908112.56,426283093.35,287888786.16,124911302.94,180732214.07,,301924276.55,171595133.87,7778652409.47,25044827127.75,,1860009625.0,,,,86817.12,,1658413374.79,894588217.1,763825157.69,,137998394.09,,,264432630.74,299087995.28,,12478280.13,,,3145172753.46,3157651033.59,,,,,,,,,,,,,,659679477.31,49778126.82,8087137474.74,,1612773278.99,,,,9030622.57,,,,,,269370462.59,209812292.82,90000000.0,2190986656.97,10278124131.71,,923938139.0,,,,1322498474.23,,143071567.85,,744801154.15,,,10908185967.49,,,14042495302.72,724207693.32,14766702996.04,25044827127.75,定期报告,是,20250327,CNY,合并期末,2024-03-28T22:10:04
