报告日,营业总收入,营业收入,利息收入,已赚保费,手续费及佣金收入,房地产销售收入,其他业务收入,营业总成本,营业成本,手续费及佣金支出,房地产销售成本,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其他业务成本,营业税金及附加,研发费用,销售费用,管理费用,财务费用,利息费用,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,净敞口套期收益,公允价值变动收益,期货损益,托管收益,补贴收入,其他收益,资产减值损失,信用减值损失,其他业务利润,资产处置收益,营业利润,营业外收入,非流动资产处置利得,营业外支出,非流动资产处置损失,利润总额,所得税费用,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司所有者的净利润,被合并方在合并前实现净利润,少数股东损益,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能转损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下可转损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,1676299616.54,1676299616.54,,,,,,1664548670.78,1328239809.01,,,,,,,,,82539814.64,118408415.77,29996989.62,105804840.32,-441198.58,15090081.22,,3979172.62,119581.51,,,,,,,,15161292.35,1237772.02,2750980.52,,7117.49,34887280.76,548462.32,,377162.85,,35058580.23,15879396.63,,19179183.6,19179183.6,,30379772.64,,-11200589.04,-6078991.88,-5952324.52,-274291.06,,,-274291.06,,-5678033.46,,,,,,,,,-5678033.46,,-126667.36,13100191.72,24427448.12,-11327256.4,0.0297,0.0295,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T18:58:05
20251231,8323268551.44,8323268551.44,,,,,,7725206484.08,6481792835.26,,,,,,,,,209709693.48,424200429.91,137996546.59,454495609.66,17011369.18,57573810.61,,51689949.5,-575712.15,,,,,,,,67244045.08,-175803505.22,-3419437.14,,3963565.6,541736685.18,5699793.76,,15859814.27,,531576664.67,59162260.81,,472414403.86,472414403.86,,403096344.61,,69318059.25,-2842045.71,-2249549.92,447577.4,,,447577.4,,-2697127.32,,,,,,,,,-2697127.32,,-592495.79,469572358.15,400846794.69,68725563.46,0.3952,0.3945,定期报告,是,20260403,CNY,合并期末,2026-04-02T17:04:06
20250930,5650191449.63,5650191449.63,,,,,,5293455800.24,4362075759.21,,,,,,,,,135880072.38,321547844.48,98329066.01,347821049.67,27802008.49,48291169.88,,32360320.97,-1204849.23,,,,,,,,47074036.85,-24550492.18,5487972.94,,901467.61,418008955.58,4374886.46,,13820423.62,,408563418.42,60445245.76,,348118172.66,348118172.66,,303039593.65,,45078579.01,-2175701.36,-1987110.08,,,,,,-1987110.08,,,,,,,,,-1987110.08,,-188591.28,345942471.3,301052483.57,44889987.73,0.2972,0.3027,定期报告,未审计,20251028,CNY,合并期末,2025-10-27T18:38:06
20250630,3880661277.4,3880661277.4,,,,,,3684151519.8,3016753585.32,,,,,,,,,121198022.89,221374302.16,66629884.4,228072901.02,30122824.01,33403871.36,,13747010.47,-1562807.0,,,,,,,,24158270.01,-23653742.13,7581091.55,,-665649.21,217676738.29,2989650.97,,9965780.76,,210700608.5,35420738.33,,175279870.17,175279870.17,,146208636.93,,29071233.24,-2508680.24,-2424862.34,,,,,,-2424862.34,,,,,,,,,-2424862.34,,-83817.9,172771189.93,143783774.59,28987415.34,0.1434,0.1459,定期报告,未审计,20250820,CNY,合并期末,2025-08-19T16:56:03
20250331,1808155639.63,1808155639.63,,,,,,1736081838.26,1437134246.32,,,,,,,,,16556213.58,110662500.67,37336628.68,122558582.3,11833666.71,17123236.46,,6157465.71,743513.66,0.0,,,0.0,,,,7537080.87,3499458.3,6703978.39,,-12064.77,95959719.87,1583375.99,,742101.29,,96800994.57,15032087.05,,81768907.52,81768907.52,0.0,75992628.82,,5776278.7,414661.55,773745.57,0.0,,,0.0,,773745.57,,,,,,,,,773745.57,,-359084.02,82183569.07,76766374.39,5417194.68,0.0746,0.0759,定期报告,未审计,20260430,CNY,合并期末,2025-04-22T18:38:05
20241231,7178293586.51,7178293586.51,,,,,,6581328967.1,5495920956.36,,,,,,,,,33709950.29,406479512.61,129012367.17,482209070.9,33997109.77,67836800.96,,46165083.69,4133659.47,,,,,,,,68906040.89,-102131947.72,54979928.79,,-31584207.9,633299517.16,12410978.9,,14353209.81,,631357286.25,55703358.43,,575653927.82,575653927.82,,506178748.33,,69475179.49,-42477152.74,-42667706.55,-43007546.14,,,-43007546.14,,339839.59,,,,,,,,,339839.59,,190553.81,533176775.08,463511041.78,69665733.3,0.499,0.5085,定期报告,是,20260403,CNY,合并期末,2025-04-22T18:38:05
20240930,4878545456.35,4878545456.35,,,,,,4505478795.28,3711481216.22,,,,,,,,,24093266.23,284807904.15,100441233.93,348352002.94,36303171.81,53559707.44,,31103637.3,1635118.95,,,,,,,,52001528.01,-34454555.42,20509970.14,,-1609955.76,440617285.34,9373519.51,,8107969.88,,441882834.97,34712044.35,,407170790.62,407170790.62,,343376105.52,,63794685.1,-34286545.44,-34286545.44,-36266229.71,,,-36266229.71,,1979684.27,,,,,,,,,1979684.27,,,372884245.18,309089560.08,63794685.1,0.3389,0.3524,定期报告,未审计,20251028,CNY,合并期末,2024-10-24T21:22:04
20240630,3225052250.95,3225052250.95,,,,,,3024854535.63,2499055763.74,,,,,,,,,15544272.47,180404430.95,68107836.05,240967475.75,20774756.67,38792082.06,,11134065.32,1762186.39,,,,,,,,40334645.09,-34181672.68,22885913.6,,-1533998.4,238836668.25,8141811.19,,7336166.03,,239642313.41,13405195.66,,226237117.75,226237117.75,,191979291.47,,34257826.28,-26667461.58,-26667461.58,-27804186.41,,,-27804186.41,,1136724.83,,,,,,,,,1136724.83,,,199569656.17,165311829.89,34257826.28,0.1896,0.1983,定期报告,未审计,20250820,CNY,合并期末,2024-08-19T16:32:03
20240331,1464361159.78,1464361159.78,,,,,,1415596168.95,1167431437.29,,,,,,,,,7747229.82,87647950.89,32291873.2,118064961.3,2412716.45,17497499.09,,5291460.04,852818.23,,,,,,,,27558062.29,-3293977.68,7277626.84,,145206.11,85743368.43,1485915.99,,1378423.87,,85850860.55,829694.29,,85021166.26,85021166.26,,68419216.61,,16601949.65,-17551472.8,-17551472.8,-22636332.56,,,-22636332.56,,5084859.76,,,,,,,,,5084859.76,,,67469693.46,50867743.81,16601949.65,0.0676,0.0707,定期报告,未审计,20250423,CNY,合并期末,2024-04-28T16:22:09
20231231,5647595165.99,5647595165.99,,,,,,5253780456.18,4204674887.09,,,,,,,,,35823836.94,358585068.83,131515723.7,458119027.04,65061912.58,73661316.99,,81225239.72,3599970.02,0.0,,,,,,,37369532.27,-100107800.9,19146358.66,,-2345212.5,429102827.06,2690759.36,,20498497.96,,411295088.46,15922343.61,,395372744.85,395372744.85,,333149674.13,,62223070.72,-21047646.01,-20981853.26,-20010468.85,,,-20010468.85,,-971384.41,,,,,,,,,-971384.41,,-65792.75,374325098.84,312167820.87,62157277.97,0.3486,0.3552,定期报告,是,20250423,CNY,合并期末,2024-04-02T16:52:03
