报告日,营业收入,手续费净收入,代理买卖证券业务净收入,证券承销业务净收入,委托管理资产业务净收入,投资咨询服务净收入,期货经纪业务净收入,基金管理业务净收入,利息净收入,利息收入,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益,汇兑净收益,其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,研发费用,其他业务成本,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税费用,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,年初未分配利润,其他因素调整,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划净负债或净资产的变动,权益法下在被投资单位不能重分类进损益的其他综合收益中享有的份额,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下在被投资单位以后将重分类进损益的其他综合收益中享有的份额,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,1651343254.1,941921675.23,533915257.6,99618249.38,297245652.74,,,,216872751.81,661314134.27,444441382.46,548663056.53,154105456.68,,,-111906814.33,1852946.95,1685062.71,,52254575.2,908252920.98,10010800.97,901582531.33,,-3784983.57,,,444572.25,743090333.12,385200.07,,857467.99,,742618065.2,125538227.86,617079837.34,617079837.34,,617079837.34,,,,160842153.36,160842153.36,44663089.87,,,44663089.87,,116179063.49,,,126709722.49,,4644673.47,,,,-15175332.47,,,777921990.7,777921990.7,,0.13,0.13,定期报告,未审计,20260425,CNY,合并期末,2026-04-24T19:53:07
20251231,6922252743.46,3658008551.42,1868827753.11,427136981.52,1315280415.84,,,,706784808.14,2390985028.39,1684200220.25,2893733398.04,508462364.87,,,-419946577.53,-80610.42,17151163.24,100052.36,66501958.21,3736530566.48,52570829.64,3638409962.97,,43755922.11,,,1793851.76,3185722176.98,4574514.78,,24959167.68,,3165337524.08,533408483.34,2631929040.74,2631929040.74,,2632256997.26,-327956.52,9640729896.24,,-111429556.4,-111429556.4,32351050.62,,,32351050.62,,-143780607.02,-16575489.6,,-84645301.74,,-25815191.3,,,,-16744624.38,,,2520499484.34,2520827440.86,-327956.52,0.57,0.55,定期报告,是,20260425,CNY,合并期末,2026-04-24T20:13:06
20250930,5062741720.23,2638841478.26,1385438763.91,276632111.54,956781744.26,,,,498187885.16,1761147763.89,1262959878.73,2317413123.84,361958233.84,,,-470577170.75,205509.2,12967452.66,-6301.01,65709742.87,2575612028.61,28376973.37,2574623468.18,,-28734533.15,,,1346120.21,2487129691.62,988462.15,,24607496.96,,2463510656.81,426133657.83,2037376998.98,2037376998.98,,2037704955.5,-327956.52,,,-222239720.26,-222239720.26,-65564515.03,,,-65564515.03,,-156675205.23,-7518122.0,,-108630940.32,,-30971238.38,,,,-9554904.53,,,1815137278.72,1815465235.24,-327956.52,0.44,0.42,定期报告,未审计,20251030,CNY,合并期末,2025-10-29T16:33:22
20250630,2959390915.32,1649699858.8,810191690.53,219656569.86,607454895.24,,,,301004675.49,1166039872.97,865035197.48,1420010590.25,195046276.27,,,-481324895.29,2839902.31,1596399.28,-15249.12,65579633.6,1670068449.48,19133219.18,1683300358.59,,-33262466.98,,,897338.69,1289322465.84,1522480.11,,8074816.54,,1282770129.41,199872243.8,1082897885.61,1082897885.61,,1083225604.56,-327718.95,9640729896.24,,-49455942.77,-49455942.77,25064753.66,,,25064753.66,,-74520696.43,-7518122.0,,-22888151.82,,-33826934.42,,,,-10287488.19,,,1033441942.84,1033769661.79,-327718.95,0.23,0.23,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T16:23:08
20250331,1069468118.38,795975221.66,420454712.15,106700326.75,263406852.73,,,,139828992.74,598246839.2,458417846.46,689388199.22,76531004.39,,,-589263633.57,484413.37,1108241.37,-15249.12,31961932.71,756463798.18,3617096.54,762984389.82,,-10584539.22,,,446851.04,313004320.2,2463230.09,,6030506.4,,309437043.89,20048156.23,289388887.66,289388887.66,,289662555.45,-273667.79,,,-67913165.86,-67913165.86,-14141832.09,,,-14141832.09,,-53771333.77,,,-17157353.36,,-34264840.53,,,,-2349139.88,,,221475721.8,221749389.59,-273667.79,0.06,0.06,定期报告,未审计,20260425,CNY,合并期末,2025-04-25T20:23:41
20241231,6285729757.86,3533536681.28,1411771840.51,522694623.1,1547296656.01,,,,608059410.58,2512840050.86,1904780640.28,1831062204.84,520029007.76,-6049855.09,,192424867.76,-1232534.37,3213190.91,24811486.94,93854449.92,3496504875.36,33000906.5,3460175392.95,,1403475.98,,,1925099.93,2789224882.5,311625.44,,18428221.25,,2771108286.69,432153272.11,2338955014.58,2338955014.58,,2339779520.26,-824505.68,8644040023.29,,145870363.6,145870363.6,24628667.98,,,24628667.98,,121241695.62,7878771.03,,102402907.97,,-1081819.15,,,,12041835.77,,,2484825378.18,2485649883.86,-824505.68,0.5,0.49,定期报告,是,20260425,CNY,合并期末,2025-04-25T20:23:41
20240930,4441318213.76,2429240463.5,832972114.55,390705509.55,1179734155.76,,,,381169006.4,1841615320.82,1460446314.42,25402706.41,335138312.68,-6019304.95,,1494834184.07,-1895959.92,1696739.07,24739928.92,86131145.31,2713175160.11,20807358.65,2641488528.04,,49399526.54,,,1479746.88,1728143053.65,267495.4,,2951695.51,,1725458853.54,253961217.85,1471497635.69,1471497635.69,,1472169208.06,-671572.37,,,64615265.46,64615265.46,463285.95,,,463285.95,,64151979.51,3727288.13,,65542793.82,,1052198.06,,,,-6170300.5,,,1536112901.15,1536784473.52,-671572.37,0.32,0.31,定期报告,未审计,20251030,CNY,合并期末,2024-10-29T17:13:09
20240630,3025647713.71,1689651184.09,570435136.82,281021500.81,825231906.74,,,,254501758.84,1253222426.87,998720668.03,-312515788.67,208795258.9,-6019304.95,,1330816939.29,-27223.53,1232616.31,19612773.33,42375454.05,1906889376.53,14586678.82,1883887767.72,,7395364.84,,,1019565.15,1118758337.18,83911.51,,1552751.97,,1117289496.72,190647463.55,926642033.17,926642033.17,,927059376.57,-417343.4,8644040023.29,,185303311.21,185303311.21,463285.95,,,463285.95,,184840025.26,3721948.5,,170858166.44,,6774310.74,,,,3485599.58,,,1111945344.38,1112362687.78,-417343.4,0.2,0.2,定期报告,未审计,20250829,CNY,合并期末,2024-08-28T17:24:50
20240331,1410150024.91,762753433.34,297373823.37,140682474.28,319431819.03,,,,117166513.03,626768790.85,509602277.82,-680814140.59,53713207.45,-6019304.95,,1165905463.14,292070.89,407819.26,18281586.17,26157279.67,865287071.48,6867668.42,859939135.83,,-2021770.42,,,502037.65,544862953.43,10983.57,,14564.99,,544859372.01,88746507.01,456112865.0,456112865.0,,456283443.0,-170578.0,,,70893978.99,70893978.99,,,,,,70893978.99,,,64904105.49,,5778780.38,,,,211093.12,,,527006843.99,527177421.99,-170578.0,0.1,0.1,定期报告,未审计,20250426,CNY,合并期末,2024-04-25T20:18:02
20231231,6517340323.84,3557500827.55,1199105645.61,760647007.56,1552640583.55,,,,538526680.54,2394560401.08,1856033720.54,610701700.02,547903680.29,-376196.7,,1694688381.83,1000127.91,6579060.71,125301.65,108218243.63,3888508430.85,42646107.2,3783494884.14,,60451232.97,,,1916206.54,2628831892.99,540079.57,,17362209.96,,2612009762.6,361068177.26,2250941585.34,2250941585.34,,2252014571.3,-1072985.96,7683279021.95,,98890076.44,98890076.44,1449387.39,,,1449387.39,,97440689.05,4375096.17,,93748289.77,,-7743049.78,,,,7060352.89,,,2349831661.78,2350904647.74,-1072985.96,0.48,0.47,定期报告,是,20250426,CNY,合并期末,2024-04-25T20:18:02
