报告日,营业收入,手续费净收入,代理买卖证券业务净收入,证券承销业务净收入,委托管理资产业务净收入,投资咨询服务净收入,期货经纪业务净收入,基金管理业务净收入,利息净收入,利息收入,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益,汇兑净收益,其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,研发费用,其他业务成本,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税费用,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,年初未分配利润,其他因素调整,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划净负债或净资产的变动,权益法下在被投资单位不能重分类进损益的其他综合收益中享有的份额,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下在被投资单位以后将重分类进损益的其他综合收益中享有的份额,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,1326077383.05,704668481.1,412789837.91,15519149.49,82482697.1,,,,52915629.07,352002224.44,299086595.37,617184756.49,31372924.69,,,-68041636.14,-388139.06,12789501.04,16683.38,6932107.17,775644193.61,10824302.61,777603927.65,,-14115395.57,,,1331358.92,550433189.44,116889.86,,520845.74,,550029233.56,129454131.84,420575101.72,420575101.72,,410337583.28,10237518.44,,,119355655.38,119355857.06,120293999.37,,,120293999.37,,-938142.31,,,-933301.95,,,,,,-4840.36,,-201.68,539930757.1,529693440.34,10237316.76,0.18,0.18,定期报告,未审计,20260425,CNY,合并期末,2026-04-24T20:43:16
20251231,5068936529.86,2536760836.46,1357466350.22,132178322.96,305512386.01,,,,230258489.62,1331543273.99,1101284784.37,1912701573.25,108241707.44,-75879.23,,336590518.87,-541645.32,18859586.42,-24378.47,34331549.03,3298726071.3,35651503.19,3209291848.4,,46156693.03,,,7626026.68,1770210458.56,2382166.83,,8986945.83,,1763605679.56,272806190.36,1490799489.2,1490799489.2,,1451396794.06,39402695.14,6451182503.57,,70337602.9,70337867.24,75675091.21,,,75675091.21,,-5337223.97,-454247.85,,-4876632.06,,,,,,-6344.06,,-264.34,1561137092.1,1521734661.3,39402430.8,0.62,0.62,定期报告,是,20260425,CNY,合并期末,2026-04-24T20:48:05
20250930,3861241657.41,1804395223.81,1009590680.67,87248505.91,223512760.71,,,,165038855.71,939346791.09,774307935.38,1204638260.04,94569723.21,,,616721616.37,-287650.96,39848406.93,3182.36,30883763.15,2399160592.7,25811490.49,2331595914.43,,36825767.69,,,4927420.09,1462081064.71,1776996.29,,7825503.13,,1456032557.87,356475020.26,1099557537.61,1099557537.61,,1066617903.85,32939633.76,,,31570476.41,31570621.21,32173419.48,,,32173419.48,,-602798.27,,,-599323.2,,,,,,-3475.07,,-144.8,1131128014.02,1098188525.06,32939488.96,0.46,0.46,定期报告,未审计,20251029,CNY,合并期末,2025-10-28T20:13:51
20250630,2046127157.23,1065517156.69,566182032.28,34502837.04,143432026.47,,,,102241734.0,631624204.25,529382470.25,565685497.23,53607709.28,,,277164252.52,-142941.66,7451396.09,89201.63,28120860.73,1434963133.11,14381427.28,1408905768.36,,8333588.55,,,3342348.92,611164024.12,1595957.99,,4115656.66,,608644325.45,158111661.48,450532663.97,450532663.97,,430618841.03,19913822.94,6451182503.57,,55572988.41,55573109.45,55576014.35,,,55576014.35,,-2904.9,,,,,,,,,-2904.9,,-121.04,506105652.38,486191950.48,19913701.9,0.18,0.18,定期报告,未审计,20250828,CNY,合并期末,2025-08-27T21:13:21
20250331,983732469.08,530152371.37,290426720.77,17477476.48,73787603.29,,,,59687233.68,315596348.1,255909114.42,265541101.93,27155052.17,,,113976693.04,-41721.77,8806502.79,57437.48,5552850.56,709928668.1,7615416.9,698530912.0,,2450980.28,4143237.95,,1331358.92,273803800.98,1550514.45,,236750.6,,275117564.83,60501770.5,214615794.33,214615794.33,,202292716.42,12323077.91,,,-845776.43,-845743.07,-844942.5,,,-844942.5,,-800.57,,,,,,,,,-800.57,,-33.36,213770017.9,201446973.35,12323044.55,0.09,0.09,定期报告,未审计,20260425,CNY,合并期末,2025-04-25T23:09:47
20241231,4303850584.42,2218324797.68,996218931.29,135728007.39,365186540.43,,,,79177973.16,1272373105.46,1193195132.3,2025205739.61,99049296.43,-426071.87,,-80102935.01,1411844.43,18944704.81,567244.46,40321215.28,3113172257.71,28768104.35,3063295832.84,,13654556.16,22271318.18,,7453764.36,1190678326.71,3415554.94,,29810538.67,,1164283342.98,236335443.8,927947899.18,927947899.18,,873649074.44,54298824.74,6204099567.16,,-710014.67,-709580.5,-1130784.75,,,-1130784.75,,421204.25,431624.49,,,,,,,,-10420.24,,-434.17,927237884.51,872939493.94,54298390.57,0.37,0.37,定期报告,是,20260425,CNY,合并期末,2025-04-25T23:09:47
20240930,2781368056.38,1462651337.03,603260522.47,74587129.36,285823839.38,,,,-13056468.66,917120552.8,930177021.46,1061006949.76,81353602.99,,,197655905.61,807076.37,39415132.55,201837.62,32686286.1,2156781646.89,18792439.88,2142360711.1,,-9046907.96,11493549.21,,4675403.87,624586409.49,11337076.41,,7216541.62,,628706944.28,106653941.05,522053003.23,522053003.23,,473620226.66,48432776.57,,,13678.62,14425.85,32359.5,,,32359.5,,-17933.65,,,,,,,,,-17933.65,,-747.23,522066681.85,473634652.51,48432029.34,0.2,0.2,定期报告,未审计,20251029,CNY,合并期末,2024-10-28T18:43:13
20240630,1554048611.5,1011175953.57,427404846.92,46950952.25,197669896.53,,,,-11193089.97,634034676.93,645227766.9,690130456.74,41351187.49,-212086.94,,-161462804.8,1184629.44,9386577.27,20271.84,14806617.41,1441985557.69,12323306.07,1427227102.3,,-823710.63,36892692.54,,3258859.95,112063053.81,11265585.28,,2667910.18,,120660728.91,-46093877.96,166754606.87,166754606.87,,132133234.95,34621371.92,6204099567.16,,388224.85,388187.38,195954.75,,,195954.75,,192232.63,191333.49,,,,,,,,899.14,,37.47,167142831.72,132521422.33,34621409.39,0.06,0.06,定期报告,未审计,20250828,CNY,合并期末,2024-08-27T19:58:02
20240331,1179067202.96,519361262.52,218951621.83,37990244.58,108959949.85,,,,-21595028.36,311878453.98,333473482.34,418386843.63,24871451.99,,,-195684000.96,17553.41,447834181.89,16262.03,10730128.8,1134936640.32,6679205.36,696806314.66,,-2044670.99,2125556.57,,431370234.72,44130562.64,3085774.73,,777686.09,,46438651.28,1846722.66,44591928.62,44591928.62,,21075682.06,23516246.56,,,-149851.03,-149825.52,-149213.25,,,-149213.25,,-612.27,,,,,,,,,-612.27,,-25.51,44442077.59,20925856.54,23516221.05,0.01,0.01,定期报告,未审计,20250426,CNY,合并期末,2024-04-29T17:13:59
20231231,6475249683.62,2143166318.18,931085300.39,198871109.05,292336638.46,,,,2175317.09,1459666512.44,1457491195.35,1511802668.41,90697715.66,373972.6,,52415412.63,1343677.36,2725854885.08,224689.21,38266715.66,5760562692.87,27776302.88,3126650208.56,,-78217834.61,4925072.4,,2679428943.64,714686990.75,1121142.98,,-7008562.14,,722816695.87,27171081.71,695645614.16,695645614.16,,668450370.61,27195243.55,5980333388.92,,518783.2,524518.82,438651.0,,,438651.0,,85867.82,223522.62,,,,,,,,-137654.8,,-5735.62,696164397.36,668974889.43,27189507.93,0.29,0.29,定期报告,是,20250426,CNY,合并期末,2024-04-18T22:03:02
