报告日,经营活动产生的现金流量,销售商品、提供劳务收到的现金,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收到原保险合同保费取得的现金,收到再保险业务现金净额,保户储金及投资款净增加额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,回购业务资金净增加额,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,支付原保险合同赔付款项的现金,支付利息、手续费及佣金的现金,支付保单红利的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产所收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到的其他与投资活动有关的现金,减少质押和定期存款所收到的现金,处置可供出售金融资产净增加额,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,质押贷款净增加额,取得子公司及其他营业单位支付的现金净额,增加质押和定期存款所支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,期初现金及现金等价物余额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,539214689.14,,,,,,,,,,,,2165806.2,541380495.34,455603843.1,,,,,,23855879.07,13002160.43,24245016.76,516706899.36,24673595.98,,,,,,,,,0.0,21046230.69,,,,,,21046230.69,-21046230.69,,,,288328000.0,,,288328000.0,297000000.0,12258575.36,,7515188.26,316773763.62,-28445763.62,,-24818398.33,60827093.46,,,,,36008695.13,定期报告,未审计,20260421,CNY,合并期末,2026-04-20T15:46:16
20251231,,2364899211.66,,,,,,,,,,,,15340311.91,2380239523.57,2065033722.2,,,,,,68105433.41,24457416.01,131145235.7,2288741807.32,91497716.25,,200000.0,587.29,5794553.49,,,,,5995140.78,36932568.3,200000.0,,,,,37132568.3,-31137427.52,,,,1086249255.95,,20500000.0,1106749255.95,1128035243.39,78090508.21,,933505.24,1207059256.84,-100310000.89,,-39949712.16,64979780.29,25030068.13,64979780.29,,,25030068.13,定期报告,是,20260320,CNY,合并期末,2026-03-19T18:48:03
20250930,,1738089016.27,,,,,,,,,,,,8989916.49,1747078932.76,1573415980.87,,,,,,51705809.95,22643665.98,101889152.69,1749654609.49,-2575676.73,,,,4445394.5,,,,,4445394.5,18900326.71,,,,,,18900326.71,-14454932.21,,,,816215973.46,,,816215973.46,695424500.0,62852407.36,,0.0,758276907.36,57939066.1,,40908457.16,64979780.29,,,,,105888237.45,定期报告,未审计,20251030,CNY,合并期末,2025-10-29T15:56:22
20250630,,1020334855.98,,,,,,,,,,,,4407903.02,1024742759.0,992867715.5,,,,,,38043844.08,16121481.52,71774834.86,1118807875.96,-94065116.96,,,,4445394.5,,,,,4445394.5,12814027.64,,,,,,12814027.64,-8368633.14,,,,485267873.44,,,485267873.44,366821000.0,26867589.75,,,393688589.75,91579283.69,,-10854466.41,58182201.84,,,54125313.88,64979780.29,47327735.43,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T16:12:06
20250331,,495756323.14,,,,,,,,,,,,1728844.49,497485167.63,489969927.47,,,,,,21790786.6,9615366.26,21156197.91,542532278.24,-45047110.61,,,,4445394.5,,,,,4445394.5,10914685.63,,,,,,10914685.63,-6469291.13,,,,206138917.98,,,206138917.98,154426500.0,13066736.78,,,167493236.78,38645681.2,,-12870720.54,58182201.84,,,,,45311481.3,定期报告,未审计,20260421,CNY,合并期末,2025-04-27T16:02:49
20241231,,1634613297.93,,,,,,,,,,,,17253357.44,1651866655.37,1710425241.61,,,,,,66977742.44,31811958.07,124071131.11,1933286073.23,-281419417.86,,,,6730975.68,,,,,6730975.68,47348048.06,,,,,,47348048.06,-40617072.38,,,,1379707949.4,,,1379707949.4,952916269.31,71854795.84,,1256988.05,1026028053.2,353679896.2,,31643405.96,33336374.33,64979780.29,33336374.33,,,64979780.29,定期报告,是,20260320,CNY,合并期末,2025-04-27T16:02:49
20240930,,1364661252.9,,,,,,,,,,,,4118921.22,1368780174.12,1279837706.08,,,,,,45725476.47,24191384.21,71445781.18,1421200347.94,-52420173.82,,,,872767.64,,,,,872767.64,41287200.99,,,,,,41287200.99,-40414433.35,,,,738680188.3,,,738680188.3,538513000.0,58017479.38,,165956.9,596696436.28,141983752.02,,49149144.85,33336374.33,,,,,82485519.18,定期报告,未审计,20251030,CNY,合并期末,2024-10-29T18:10:04
20240630,,887847225.38,,,,,,,,,,,,5370575.59,893217800.97,766427472.55,,,,,,36106581.79,19818937.65,59246231.32,881599223.31,11618577.66,,,,872767.64,,,,,872767.64,14136055.5,,,,,,14136055.5,-13263287.86,,,,372370000.0,,,372370000.0,287384048.47,49073139.55,,165956.9,336623144.92,35746855.08,,34102144.88,33336374.33,67438519.21,33336374.33,67438519.21,33336374.33,67438519.21,定期报告,未审计,20250829,CNY,合并期末,2024-08-28T16:25:06
20240331,,399031807.99,,,,,,,,,,,,245535.52,399277343.51,347775148.47,,,,,,22624675.57,9068016.57,31597530.6,411065371.21,-11788027.7,,,,0.0,,,,,0.0,6472683.73,,,,,,6472683.73,-6472683.73,,,,163594594.16,,,163594594.16,124644500.0,7245333.02,0.0,0.0,131889833.02,31704761.14,,13444049.71,33336374.33,,,,,46780424.04,定期报告,未审计,20250428,CNY,合并期末,2024-04-25T21:35:05
20231231,,1422833668.23,,,,,,,,,,,,18538495.14,1441372163.37,1787756652.1,,,,,,59938808.19,32170807.3,123963116.48,2003829384.07,-562457220.7,,,,60510.53,,,,,60510.53,44437878.8,,,,,,44437878.8,-44377368.27,,,,1146802071.3,,,1146802071.3,518990000.0,57817448.67,,746385.02,577553833.69,569248237.61,,-37586351.36,70922725.69,33336374.33,70922725.69,,,33336374.33,定期报告,是,20250428,CNY,合并期末,2024-04-25T21:35:05
