报告日,资产,货币资金,现金,银行存款,存放中央银行款项,存放同业款项,存放联行款项,贵金属,结算备付金,应收保证金,融出资金,拆出资金,拆放同业,拆放金融性公司,交易性金融资产,买入返售金融资产,应收票据及应收账款,应收票据,应收账款,应收款项融资,预付账款,应收股利,应收利息,应收手续费及佣金,应收租赁款,应收投资款项,其他应收款,其他应收款合计,发放贷款及垫款总额,贷款损失准备,发放贷款及垫款净额,代理证券,存货净额,待处理抵债资产总额,抵债资产减值准备,待处理抵债资产净额,待摊费用,划分为持有待售的资产,可供出售金融资产,衍生金融资产,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,长期股权投资,投资性房地产,债权投资,其他债权投资,其他权益工具投资,其他非流动金融资产,长期应收款,未确认的收益,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,固定资产净额,在建工程合计,在建工程,固定资产及清理合计,固定资产清理,固定资产合计,融资租赁资产,预付租赁资产款,合同资产,使用权资产,无形资产,商誉,长期待摊费用,递延税款借项,其他长期资产,一年内到期的非流动资产,其他流动资产,流动资产合计,非流通资产合计,资产总计,流动负债,短期借款,拆入资金,向中央银行借款,同业存放款项,联行存放款项,吸收存款,交易性金融负债,卖出回购金融资产款,应付票据及应付账款,应付票据,应付账款,预收账款,应付职工薪酬,应付工资,应付福利费,应交税金,应付股利,应付利息,其他应付款,其他应付款合计,应付手续费及佣金,应付代理证券款,应付保证金,其他应交款,委托资金,衍生金融负债,合同负债,预提费用,预计负债,递延收益,租赁负债,一年内到期的长期负债,其他流动负债,流动负债合计,长期借款,应付债券款,应付债券：优先股,应付债券：永续债,长期应付职工薪酬,长期应付款,长期应付款合计,专项应付款,递延税款贷项,其他负债,其他长期负债,长期负债合计,负债合计,所有者权益,实收资本净额,其他权益工具,优先股,永续债,资本公积,其他综合收益,库存股,盈余公积,一般风险准备,信托赔偿准备金,未分配利润,外币折算差额,归属于母公司的股东权益合计,少数股东权益,所有者权益合计,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20230930,,1280809326.61,,,,,,,,,,,,,3155581521.37,99227117.58,,,81966199.67,,,,,,,,,,,,10814228734.81,,,,,,,1587184.69,,,,,149237251.35,,6121552187.15,,1477245789.67,,,,,,,,59723980.77,,,,,59723980.77,,,,25461011.79,11768658.91,,350150.29,479202562.81,671163992.94,,,,,24429105670.41,,,,,,,,,,,,,,478164440.29,,,168170020.9,,,,,,,,,,,72448258.08,,40230397.6,,25279009.57,,,,,,,,,,,,6365252.95,6741975984.74,,,7532633364.13,,5113970358.0,,,,6451671270.04,-43921234.38,,598943042.14,234317143.06,293482474.87,4248009252.55,,16896472306.28,,16896472306.28,24429105670.41,定期报告,未审计,20231030,CNY,合并期末,2023-10-29T15:48:04
20230630,,556644284.64,,,,,,,,,,,,,3302734523.24,53050037.15,,,68074716.69,,,,,,,,,,11612609937.47,265021778.97,11347588158.5,,,,,,,1587184.69,,,,,,,5702751698.98,,1477245789.67,,,,123817072.05,63314278.43,60502793.62,,60502793.62,,,,,60502793.62,,,,27723126.58,10400396.65,,500214.7,417799780.84,650593166.1,,,,,23677195872.05,,,400000000.0,,,,,,,,,,,438759926.25,,,164942844.35,,,,,,,,,,,139715877.45,,21382794.57,,27685746.93,,,,,,,,,,,,6930781.65,5814160192.44,,,7013578163.64,,5113970358.0,,,,6451671270.04,-43921234.38,,598943042.14,234317143.06,293482474.87,4015154654.68,,16663617708.41,,16663617708.41,23677195872.05,定期报告,未审计,20230828,CNY,合并期末,2023-08-27T15:58:02
20230331,,1111515087.83,,,,,,,,,,,,,2727592273.03,173588381.77,,,46471781.17,,,,,,,,,,,,10569226606.49,,,,,,,1587184.69,,,,,,,5145341570.51,,1477245789.67,,,,,,,,61617906.5,,,,,61617906.5,,,,29202354.08,10815159.94,,650279.11,382490410.97,769693142.69,,,,,22507037928.45,,,,,,,,,,,,,,410699732.48,,,112254830.38,,,,,,,,,,,102652160.48,,,,30798505.35,,,,,,,,,,,,7300588.52,5291539596.05,,,5955245413.26,,5113970358.0,,,,6451671270.04,-43921234.38,,598943042.14,234317143.06,293482474.87,3903329461.46,,16551792515.19,,16551792515.19,22507037928.45,定期报告,未审计,20230428,CNY,合并期末,2023-04-27T23:28:02
20221231,,2115419303.38,,,,,,,,,,,,,3170688682.83,34543000.0,,,54249587.57,,,,,,,,,,10289482152.75,198839398.65,10090642754.1,,,,,,,1587184.69,,,,,,,5109349539.46,,1477245789.67,,,,123503038.05,60844700.35,62658337.7,,62658337.7,,,,,62658337.7,,,,32978335.19,11229923.23,,800343.52,397774174.61,241108059.15,,,,,22800275015.1,,,,,,,,,,,,,,471734732.6,,,121726824.96,,,,,,,,,,,95176241.94,,17504519.22,,34234386.53,,,,,,,,,,,,344213.79,5841838023.97,,,6582558943.01,,5113970358.0,,,,6451671270.04,-43921234.38,,598943042.14,234317143.06,293482474.87,3569253018.36,,16217716072.09,,16217716072.09,22800275015.1,定期报告,是,20240318,CNY,合并期末,2023-04-27T23:28:02
20220930,,1050980292.23,,,,,,,,,,,,,3297579696.48,189792547.95,,,,,,,,,,,,,,,8456652420.51,,,,,,,,,,,,2880582.77,,218961546.17,,1767225150.4,,,,,,,,63877476.87,,,,,63877476.87,,,,35440123.56,9366521.62,,950407.93,373222071.69,440026532.42,,,,,15906955370.6,,,,,,,,,,,,,,405545029.51,,,133732325.3,,,,,,,,,,,59855674.46,,,,34970207.91,,,,,,,,,,,,58829657.77,2493181222.0,,,3186114116.95,,3964012846.0,,,,4111493528.32,173563286.17,,515145209.33,167683317.26,251583558.47,3537359508.1,,12720841253.65,,12720841253.65,15906955370.6,定期报告,未审计,20221024,CNY,合并期末,2022-10-23T15:58:02
20220630,,456187351.69,,,,,,,,,,,,,3665795385.07,197644801.1,,,,,,,,,,,,,8885186472.24,79578919.58,8805607552.66,,,,,,,,,,,,2917961.54,,277964538.28,,1767225150.4,,,,124702208.19,59793771.24,64908436.95,,64908436.95,,,,,64908436.95,,,,40095965.7,9749737.15,,1100472.34,368651161.45,451416232.2,,,,,16109264746.53,,,,,,,,,,,,,,363982186.26,,,123847366.13,,,,,,,,,,,63917997.18,,,,38591205.35,,,,,,,,,,,,86713295.71,2859527453.58,,,3536579504.21,,3964012846.0,,,,4111493528.32,173563286.17,,515145209.33,167683317.26,251583558.47,3389203496.77,,12572685242.32,,12572685242.32,16109264746.53,定期报告,未审计,20220830,CNY,合并期末,2022-08-29T19:48:02
20220331,,722988359.83,,,,,,,,,,,,,4510175679.72,236987007.25,,,,,,,,,,,,,,,7641216526.16,,,,,,,,,,,,2975183.35,,939106975.22,,1767225150.4,,,,,,,,65002473.96,,,,,65002473.96,,,,44572925.1,8860471.91,,1250536.75,358289878.0,675133768.8,,,,,16973784936.45,,,,,,,,,459944972.78,,,,,330059978.89,,,97602556.18,,,,,,,,,,,55402483.06,,,,42943036.64,,,,,,,,,,,,67501744.44,3518340427.39,,,4571795199.38,,3964012846.0,,,,4111493528.32,173563286.17,,515145209.33,167683317.26,251583558.47,3218507991.52,,12401989737.07,,12401989737.07,16973784936.45,定期报告,未审计,20220428,CNY,合并期末,2022-04-27T20:13:02
20211231,,1303768408.76,,,,,,,,,,,,,4207904740.72,629417148.9,,,,,,,,,,,,,7080037558.33,63411357.68,7016626200.65,,,,,,,,,,,,3037555.97,,1066173437.84,,1802080958.33,,,,123793049.0,57544191.33,66248857.67,,66248857.67,,,,,66248857.67,,,,17746156.64,8717213.24,,1400601.16,354311499.71,766490939.67,,,,,17243923719.26,,,,,,,,,319500000.0,,,,,499416230.79,,,178101312.52,,,,,,,,,,,66725662.92,,,,15643168.09,,,,,,,,,,,,87237847.18,3825153657.22,,,4991777878.72,,3964012846.0,,,,4111493528.32,199705142.12,,515145209.33,167683317.26,251583558.47,3042522239.04,,12252145840.54,,12252145840.54,17243923719.26,定期报告,是,20230428,CNY,合并期末,2022-04-27T20:13:02
20210930,,473038874.06,,,,,,,,,,,,,3673673869.52,387142000.0,,,,,,,,,,,,,,,6277901315.61,,,,,,,,,,,,3099234.91,,1377040353.74,,1802562567.97,,,,,,,,67391963.6,,,,,67391963.6,,,,22765770.84,8669095.74,,1632066.43,328758314.12,1049673581.54,,,,,15473349008.08,,,,,,,,,,,,,,534819977.73,,,156487575.62,,,,,,,,,,,70810911.14,,,,21962362.77,,,,,,,,,,,,109190754.13,2475526574.7,,,3368798156.09,,3964012846.0,,,,4111493528.32,200066349.35,,441922743.88,140350583.88,214972325.74,3031732474.82,,12104550851.99,,12104550851.99,15473349008.08,定期报告,未审计,20211028,CNY,合并期末,2021-10-27T17:33:01
20210630,,564665200.43,,,,,,,,,,,,,3391063658.41,165858000.0,,,,,,,,,,,,,5263605722.23,47142741.96,5216462980.27,,,,,,,,,,,,3165254.16,,2879339949.0,,1853009539.75,,,,117208231.15,52816582.26,64391648.89,,64391648.89,,,,,64391648.89,,,,28406364.73,9005550.87,,,272382506.03,1264146047.19,,,,,15711896699.73,,,,,,,,,,,,,,372657315.35,,,42092860.56,,,,,,,,,,,63398995.67,,,,27194145.22,,,,,,,,,,,,55760777.63,3074330734.03,,,3635434828.46,,3964012846.0,,,,4111493528.32,317202104.25,,441922743.88,140350583.88,214972325.74,2886507739.2,,12076461871.27,,12076461871.27,15711896699.73,定期报告,未审计,20210823,CNY,合并期末,2021-08-22T16:18:03
20210331,,902705066.16,,,,,,,,,,,,,3172992388.72,147400000.0,,,,,,,,,,,,,,,4926035548.85,,,,,,,,,,,,3282888.18,,3138112378.22,,1891807636.49,,,,,,,,65250976.35,,,,,65250976.35,,,,33424886.95,8835663.93,,,234046107.74,1376953268.44,,,,,15900846810.03,,,,,,,,,,,,,,345531628.2,,,38838865.95,,,,,,,,,,,76926894.91,,,,32289675.57,,,,,,,,,,,,33033466.93,3406346238.76,,,3932966770.32,,3964012846.0,,,,4111493528.32,356000200.99,,441922743.88,140350583.88,214972325.74,2739127810.9,,11967880039.71,,11967880039.71,15900846810.03,定期报告,未审计,20210428,CNY,合并期末,2021-04-27T19:18:03
20201231,,433396111.56,,,,,,,,,,,,,3176993417.26,916397000.0,,,,,,,,,,,,,4772081666.68,42740476.62,4729341190.06,,,,,,,72981697.87,,,,,3308179.79,,3529732586.09,,1891807636.49,,,,116448008.81,50285684.64,66162324.17,,66162324.17,,,,,66162324.17,,,,,8824460.45,,,273066969.5,1415044702.8,,,,,16517056276.04,,,,,,,,,,,,,,492654066.98,,,32275289.82,,,,,,,,,,,72398500.83,,,,,,,,,,,,,,,,39684964.02,4084995004.31,,,4722007825.96,,3964012846.0,,,,4111493528.32,356000200.99,,441922743.88,140350583.88,214972325.74,2566296221.27,,11795048450.08,,11795048450.08,16517056276.04,定期报告,是,20220428,CNY,合并期末,2021-04-27T19:43:01
20200930,,1235202639.21,,,,,,,,,,,,,2929419212.6,170100000.0,,,,,,,,,,,,,,,4332047761.13,,,,,,,,,,,,3302031.56,,4688691767.74,,1835081636.49,,,,,,,,66844688.11,,,,,66844688.11,,,,,9188641.43,,,417438735.72,1381133693.46,,,,,17068450807.45,,,,,,,,,,,,,,452748633.94,,,184496875.84,,,,,,,,,,,,,,,,,,,,,,,,,,,25095965.85,4758683847.88,,,5421025323.51,,3964012846.0,,,,4111493528.32,356000200.99,,373353666.42,140350583.88,180687787.01,2521526871.32,,11647425483.94,,11647425483.94,17068450807.45,定期报告,未审计,20201029,CNY,合并期末,2020-10-28T20:13:02
20200630,,521599282.85,,,,,,,,,,,,,2982116552.15,315800000.0,,,,,,,,,,,,,4668812499.98,41815560.87,4626996939.11,,,,,,,,,,,,3494444.79,,4085485528.06,,1835081636.49,,,,116096714.13,47972384.35,68124329.78,,68124329.78,,,,,68124329.78,,,,,8763321.17,,,336007201.63,1469318179.34,,,,,16252787415.37,,,,,,,,,,,,,,393200116.04,,,152608303.24,,,,,,,,,,,,,,,,,,,,,,,,,,,25172358.95,4164390613.6,,,4735371391.83,,3964012846.0,,,,4111493528.32,356000200.99,,373353666.42,140350583.88,180687787.01,2391517410.92,,11517416023.54,,11517416023.54,16252787415.37,定期报告,未审计,20200820,CNY,合并期末,2020-08-19T19:18:02
20200331,,845312444.71,,,,,,,,,,,,,2896786977.3,211900000.0,,,,,,,,,,,,,,,4182710010.69,,,,,,,,,,,,3517818.82,,2536749947.24,,1310269488.17,,,,,,,,68025216.21,,,,,68025216.21,,,,,9035715.0,,,297778762.6,1525472157.11,,,,,13887558537.85,,,,,,,,,,,,,,280068586.28,,,119626113.1,,,,,,,,,,,,,,,,,,,,,,,,,,,6456794.3,2378252913.05,,,2784404406.73,,3964012846.0,,,,4111493528.32,20463052.67,,373353666.42,140350583.88,180687787.01,2312792666.82,,11103154131.12,,11103154131.12,13887558537.85,定期报告,未审计,20200428,CNY,合并期末,2020-04-28T03:43:02
20191231,,827053835.34,,,,,,,,,,,,,3208868062.8,262487000.0,,,,,,,,,,,,,4239493750.0,36852654.34,4202641095.66,,,,,,,,,,,,3537379.37,,3268215695.73,,1394892287.62,,,,114402335.41,45912812.98,68489522.43,,68489522.43,,,,,68489522.43,,,,,6679929.77,,,329714177.32,1094157416.34,,,,,14666736402.38,,,,,,,,,,,,,,387239626.05,,,116628165.46,,,,,,,,,,,,,,,,,,,,,,,,,,,15150271.11,3170354627.8,,,3689372690.42,,3964012846.0,,,,4111493528.32,105085852.12,,373353666.42,140350583.88,180687787.01,2102379448.21,,10977363711.96,,10977363711.96,14666736402.38,定期报告,是,20210428,CNY,合并期末,2020-04-28T03:43:02
20181231,,1192528393.14,,,,,,,,,,,,,248274718.39,392600000.0,,,,,,,6942222.21,,,,576099795.7,,2650000000.0,23035653.76,2650000000.0,,,,,,,,3027385936.98,,,,4523450.83,,1916197672.16,,,,,,112256121.69,41318368.84,70937752.85,,70937752.85,,,,,70937752.85,,,,,5639885.19,,,322530335.88,1865693059.55,,,,,12279353222.88,,,,,,,,,,,,,,308154275.19,,,189593065.27,1065906.32,3090000.0,107627064.51,,,,,,,,,,,,,,,,,,,,4964739.18,,,,,1250000000.0,,,1864495050.47,,3964012846.0,,,,4111493528.32,-195130612.82,,315200868.03,140350583.88,151611387.82,1927319571.18,,10414858172.41,,10414858172.41,12279353222.88,定期报告,是,20200428,CNY,合并期末,2020-03-13T15:28:06
20161231,,675296574.26,,,,,,,,,,,,,228322005.88,350784000.0,,,,,,,3801819.44,,,,390715452.84,394517272.28,,,1711500000.0,,,,,,,,4042448193.63,,,,,,972212070.9,,,,,,109798035.68,29825736.71,79972298.97,,79972298.97,,,79972298.97,,,,,,,2128748.25,,,228982829.78,104502892.75,,714000000.0,2362919852.42,7141747034.28,9504666886.7,,,214000000.0,,,,,,,,,,,333383734.92,,,142359769.09,1065906.32,1739645.33,83926293.01,86731844.66,,,,,,,,,,,,,999000000.0,1775475348.67,,,,,830933.06,,,,,,,830933.06,1776306281.73,,3090491732.0,,,,2744130845.69,-92653324.94,,248029795.23,126278121.85,,1494057583.71,,7728360604.97,,7728360604.97,9504666886.7,定期报告,是,20170307,CNY,合并期末,2020-03-13T15:28:06
20160930,,1062053370.53,,,,,,,,,,,,,96032408.3,,,,,,,,4108472.22,,,,341377911.12,345486383.34,,,1711500000.0,,,,,,,,2017605975.58,,,,,,4147067833.23,,,,,,,,,,81130748.76,,,81130748.76,,,,,,,2516681.5,,,229643939.16,105729121.9,,,1503572162.17,8295194300.13,9798766462.3,,,,,,,,,,,,,,334345435.79,,,98669684.88,1065906.32,2732972.22,46974501.35,50773379.89,,,,,,,,,,,,,1748000000.0,2231788500.56,,,,,878132.95,,,,,,,878132.95,2232666633.51,,3090491732.0,,,,2744130845.69,-90122040.61,,196506038.34,95258601.57,,1437570678.81,,7566099828.79,,7566099828.79,9798766462.3,定期报告,未审计,20161031,CNY,合并期末,2020-03-13T15:28:06
20160630,,1075284371.7,,,,,,,,,,,,,388552161.35,,,,,,,,5100694.44,,,,84584160.01,89684854.45,,,2041500000.0,,,,,,,,1971941797.59,,,,,,2216865457.76,,,,,,106621717.77,26902458.72,79719259.05,,79719259.05,,,79719259.05,,,,,,,2329614.75,,,183804543.78,14428045.88,,,1553521387.5,6510588718.81,8064110106.31,,,,,,,,,,,,,,307537876.96,,,81524048.56,1065906.32,,47626805.43,48692711.75,,,,,,,,,,,,,,437754637.27,,,,,1161561.27,,,,8987383.74,,,10148945.01,447903582.28,,3090491732.0,,,,2744130845.69,27453401.09,,196506038.34,95258601.57,,1370101932.35,,7616206524.03,,7616206524.03,8064110106.31,定期报告,未审计,20160831,CNY,合并期末,2020-03-13T15:28:06
20160331,,1184390121.41,,,,,,,,,,,,,485647296.0,,,,,,,,7264596.2,,,,255957341.23,263221937.43,,,2541500000.0,,,,,,,,1687238452.8,,,,,,1742676603.66,,,,,,,,,,80930998.53,,,80930998.53,,,,,,,2430048.0,,,186678189.9,14568407.96,,,1933259354.84,6256022700.85,8189282055.69,,,,,,,,,,,,,,314772870.93,,,251734504.31,47423282.3,,45994261.45,93417543.75,,,,,,,,,,,,,,659924918.99,,,,,1404280.83,,,,19231690.91,,,20635971.74,680560890.73,,1545245866.0,,,,4289376711.69,58186322.64,,196506038.34,95258601.57,,1231883651.73,,7508721164.96,,7508721164.96,8189282055.69,定期报告,未审计,20160429,CNY,合并期末,2020-03-13T15:28:06
20151231,,2173697442.81,,,,,,,,,,,,,516109411.0,200000000.0,,,,,,,4335151.76,,,,262635462.62,266970614.38,,,1541500000.0,,,,,,,,2150871731.84,,,,,,1617706873.66,,,,,,106463348.77,24203971.95,82259376.82,,82259376.82,,,82259376.82,,,,,,,1280481.25,,376881.86,178376419.58,14708770.04,,,3156777468.19,5587080535.05,8743858003.24,,,300000000.0,,,,,,,,,,,278938719.85,,,212714384.67,1065906.32,613155.56,64234430.2,65913492.08,,,,,,,,,,,,,130000000.0,987566596.6,,,,,1644826.09,,,,100505398.38,,,102150224.47,1089716821.07,,1545245866.0,,,,4289376711.69,302007445.07,,196506038.34,95258601.57,,1133482546.51,,7654141182.17,,7654141182.17,8743858003.24,定期报告,是,20170307,CNY,合并期末,2020-03-13T15:28:06
