报告日,营业收入,净利息收入,利息收入,利息支出,手续费及佣金净收入,手续费及佣金收入,手续费及佣金支出,中间业务净收入,中间业务收入,中间业务支出,净交易收入,衍生金融工具交易净收入,投资收益,对联营公司的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,租赁收入,净敞口套期收益,公允价值变动收益/(损失),其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,折旧费,提取呆账准备,研发费用,其他业务支出,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,加:年初未分配利润,其他因素调整,可供分配的利润,一般风险准备转入,盈余公积转入,减:提取法定盈余公积,提取法定公益金,提取一般风险准备,提取信托赔偿准备金,盈余公积补亏,提取职工奖福基金,应付永续债利息,其他,可供股东分配的利润,减:应付优先股股利,提取任意盈余公积,应付普通股股利,转作股本的普通股股利,未分配利润,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能重分类进损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下重分类进损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,3520919000.0,2672862000.0,5797358000.0,3124496000.0,120489000.0,149823000.0,29334000.0,,,,-24680000.0,,562895000.0,15370000.0,393298000.0,-24680000.0,,,172795000.0,16386000.0,128000.0,44000.0,2215835000.0,48373000.0,499450000.0,,1663870000.0,,,,,4142000.0,1305084000.0,2790000.0,,2427000.0,,1305447000.0,221071000.0,,1084376000.0,,,1070098000.0,14278000.0,,,,,,,,,,,,,,,,,,,,72234000.0,72234000.0,-50810000.0,,,-50810000.0,,123044000.0,,,123044000.0,,,,,,,,1156610000.0,1142332000.0,14278000.0,0.12,0.12,定期报告,未审计,20260429,CNY,合并期末,2026-04-28T20:14:03
20251231,12921145000.0,10864110000.0,23704763000.0,12840653000.0,406390000.0,541553000.0,135163000.0,,,,-33755000.0,,1923379000.0,12429000.0,537202000.0,-33755000.0,,,-378403000.0,56719000.0,80110000.0,2595000.0,11038448000.0,181352000.0,3559209000.0,,7281892000.0,,,,,15995000.0,1882697000.0,32523000.0,,15163000.0,,1900057000.0,-8839000.0,,1908896000.0,,,1895005000.0,13891000.0,15637984000.0,,17532989000.0,,,188056000.0,,711620000.0,,,,,,16633313000.0,,,181842000.0,,15971471000.0,-625576000.0,-625576000.0,52559000.0,7086000.0,,45473000.0,,-676698000.0,,,-676698000.0,,,,,,,,1283320000.0,1269429000.0,13891000.0,0.16,0.16,定期报告,是,20260331,CNY,合并期末,2026-03-30T20:42:04
20250930,9394732000.0,7816025000.0,17465858000.0,9649833000.0,325052000.0,426810000.0,101758000.0,,,,-20005000.0,,1463248000.0,,,-20005000.0,,,-219416000.0,27504000.0,,2324000.0,6755266000.0,141850000.0,2243050000.0,,4359179000.0,,,,,11187000.0,2639466000.0,3231000.0,,4100000.0,,2638597000.0,338570000.0,,2300027000.0,,,2279051000.0,20976000.0,,,,,,,,,,,,,,,,,,,,-798664000.0,-798664000.0,51407000.0,2754000.0,,48653000.0,,-850071000.0,,,-849207000.0,,,,,,,,1501363000.0,1480387000.0,20976000.0,0.25,0.25,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T19:20:05
20250630,6689997000.0,5350775000.0,11733750000.0,6382975000.0,234245000.0,298457000.0,64212000.0,,,,-9619000.0,,1229496000.0,-6020000.0,385865000.0,-9619000.0,,,-133378000.0,16689000.0,,1789000.0,4735794000.0,88542000.0,1468125000.0,,3171613000.0,,,,,7514000.0,1954203000.0,1136000.0,,2861000.0,,1952478000.0,286122000.0,,1666356000.0,,,1627359000.0,38997000.0,15637984000.0,,17265343000.0,,,,,,,,,,,17265343000.0,,,181842000.0,,17083501000.0,-404614000.0,-404614000.0,7925000.0,2754000.0,,5171000.0,,-411675000.0,,,-411675000.0,,,,,,,,1261742000.0,1222745000.0,38997000.0,0.18,0.18,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T21:32:04
20250331,3475467000.0,2673773000.0,5846859000.0,3173086000.0,101823000.0,133008000.0,31185000.0,,,,-6251000.0,,851299000.0,-3100000.0,385865000.0,-6251000.0,,,-153572000.0,8134000.0,,261000.0,2269739000.0,45315000.0,619480000.0,,1601067000.0,,,,,3877000.0,1205728000.0,535000.0,,680000.0,,1205583000.0,189663000.0,,1015920000.0,,,1015591000.0,329000.0,,,,,,,,,,,,,,,,,,,,-800449000.0,-800449000.0,-17847000.0,,,-17847000.0,,-782602000.0,,,-782602000.0,,,,,,,,215471000.0,215142000.0,329000.0,0.11,0.11,定期报告,未审计,20260429,CNY,合并期末,2025-04-29T21:02:05
20241231,12877200000.0,10364605000.0,23355859000.0,12991254000.0,472262000.0,622462000.0,150200000.0,,,,1740000.0,,1833808000.0,-1114000.0,,1740000.0,,,130531000.0,40043000.0,-2000.0,34213000.0,11077572000.0,166074000.0,3712934000.0,,7183476000.0,,,,,15088000.0,1799628000.0,12009000.0,,25206000.0,,1786431000.0,-77039000.0,,1863470000.0,,,1875762000.0,-12292000.0,15305319000.0,,17181081000.0,,,186373000.0,,876724000.0,,,,,,16117984000.0,,,,,15637984000.0,596445000.0,596445000.0,110898000.0,-24011000.0,,134909000.0,,481067000.0,,,481067000.0,,,,,,,,2459915000.0,2472207000.0,-12292000.0,0.15,0.15,定期报告,是,20260331,CNY,合并期末,2025-03-27T21:45:02
20240930,9040856000.0,7385398000.0,17115688000.0,9730290000.0,349854000.0,454812000.0,104958000.0,,,,-26583000.0,,1024108000.0,,,-26583000.0,,,244542000.0,29817000.0,4000.0,33716000.0,6480001000.0,123227000.0,2299454000.0,,4046336000.0,,,,,10984000.0,2560855000.0,10009000.0,,13771000.0,,2557093000.0,268129000.0,,2288964000.0,,,2244132000.0,44832000.0,,,,,,,,,,,,,,,,,,,,201783000.0,201783000.0,-1644000.0,-9664000.0,,8020000.0,,203427000.0,,,203427000.0,,,,,,,,2490747000.0,2445915000.0,44832000.0,0.25,0.25,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T21:00:03
20240630,6393066000.0,5295547000.0,11777458000.0,6481911000.0,265999000.0,339711000.0,73712000.0,,,,-3794000.0,,582414000.0,-3700000.0,,-3794000.0,,,201568000.0,18112000.0,4000.0,33216000.0,4523529000.0,79942000.0,1575525000.0,,2860823000.0,,,,,7239000.0,1869537000.0,8376000.0,,8338000.0,,1869575000.0,220463000.0,,1649112000.0,,,1593861000.0,55251000.0,15305319000.0,,16899180000.0,,,,,,,,,,,16899180000.0,,,,,16899180000.0,360373000.0,360373000.0,-8608000.0,-9664000.0,,1056000.0,,368981000.0,,,368981000.0,,,,,,,,2009485000.0,1954234000.0,55251000.0,0.18,0.18,定期报告,未审计,20250829,CNY,合并期末,2024-08-29T21:10:04
20240331,3400099000.0,2856050000.0,6081712000.0,3225662000.0,110412000.0,143610000.0,33198000.0,,,,-6738000.0,,285709000.0,,,-6738000.0,,,116297000.0,7382000.0,4000.0,30983000.0,2247983000.0,38519000.0,616407000.0,,1589571000.0,,,,,3486000.0,1152116000.0,6005000.0,,4608000.0,,1153513000.0,162289000.0,,991224000.0,,,967445000.0,23779000.0,,,,,,,,,,,,,,,,,,,,292744000.0,292744000.0,6260000.0,,,6260000.0,,286484000.0,,,286484000.0,,,,,,,,1283968000.0,1260189000.0,23779000.0,0.11,0.11,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T23:20:05
20231231,13667290000.0,11739613000.0,24759804000.0,13020191000.0,578926000.0,735875000.0,156949000.0,,,,-6358000.0,,1063978000.0,-17350000.0,,-6358000.0,,,200656000.0,21212000.0,10299000.0,58964000.0,11933166000.0,153309000.0,3695999000.0,,8075323000.0,,,,,8535000.0,1734124000.0,14770000.0,,9258000.0,,1739636000.0,-119843000.0,,1859479000.0,,,1850117000.0,9362000.0,14618050000.0,,16468167000.0,,,184043000.0,,498805000.0,,,,,,15785319000.0,,,,,15305319000.0,310141000.0,310141000.0,-8418000.0,-5408000.0,,-3010000.0,,318559000.0,,,318559000.0,,,,,,,,2169620000.0,2160258000.0,9362000.0,0.15,0.15,定期报告,是,20250328,CNY,合并期末,2024-03-28T22:30:03
