报告日,营业收入,手续费净收入,代理买卖证券业务净收入,证券承销业务净收入,委托管理资产业务净收入,投资咨询服务净收入,期货经纪业务净收入,基金管理业务净收入,利息净收入,利息收入,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益,汇兑净收益,其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,研发费用,其他业务成本,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税费用,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,年初未分配利润,其他因素调整,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划净负债或净资产的变动,权益法下在被投资单位不能重分类进损益的其他综合收益中享有的份额,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下在被投资单位以后将重分类进损益的其他综合收益中享有的份额,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,791250503.26,255857534.1,208407480.96,26575404.01,15719683.23,,,,114324680.4,382656924.94,268332244.54,432503273.84,75391360.16,,,-51062981.91,-384085.15,14782416.75,16549600.35,8680064.88,485820169.41,4730521.32,477191650.93,,-10128977.07,,,14026974.23,305430333.85,277162.72,,1166115.37,,304541381.2,-5802104.47,310343485.67,310343485.67,,310343485.67,,,,41305947.59,41305947.59,23230354.12,,,23230354.12,,18075593.47,,,19405573.49,,342179.27,,,,-1672159.29,,,351649433.26,351649433.26,,0.05,0.05,定期报告,未审计,20260429,CNY,合并期末,2026-04-28T18:24:02
20251231,3207490902.39,975055884.09,749467299.08,194264047.27,19932008.85,,,,551660315.74,1422192170.81,870531855.07,1227269824.21,267057353.26,,,316446532.66,-543690.86,127913620.77,773442.22,8914973.56,2073192025.98,32596697.81,1838099681.26,,67073471.26,14320554.95,,121101620.7,1134298876.41,27056687.8,,13409264.62,,1147946299.59,85572622.77,1062373676.82,1062373676.82,,1062373676.82,,3139241782.5,,-59518106.67,-59518106.67,86912635.88,1358097.77,,85554538.11,,-146430742.55,-1059911.1,,-144277348.73,,752950.2,,,,-1846432.92,,,1002855570.15,1002855570.15,,0.16,0.16,定期报告,是,20260331,CNY,合并期末,2026-03-30T17:58:24
20250930,2518133142.43,754979643.7,568493610.39,162649847.08,14051373.64,,,,379938429.89,1018629171.15,638690741.26,1134819991.03,212280837.38,,,147860071.18,-241460.12,91721332.6,370200.04,8684934.11,1676520453.81,21877014.87,1541097151.52,,26862421.28,253346.47,,86430519.67,841612688.62,27163101.26,,8089326.12,,860686463.76,154942834.11,705743629.65,705743629.65,,705743629.65,,,,-86071085.45,-86071085.45,77578060.78,-1210098.08,,78788158.86,,-163649146.23,-661015.41,,-162288504.87,,533171.64,,,,-1232797.59,,,619672544.2,619672544.2,,0.11,0.11,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T18:58:43
20250630,1503540957.14,445723251.66,331998617.29,98652448.76,8765337.41,,,,234238512.53,664942095.69,430703583.16,590642929.06,124213724.12,,,155345972.95,33321.31,69590187.44,196518.76,7770263.43,1014189401.71,15567645.46,932267726.83,,1557794.2,,,64796235.22,489351555.43,25597896.04,,1291632.01,,513657819.46,90488827.37,423168992.09,423168992.09,,423168992.09,,3139241782.5,,-64112115.0,-64112115.0,37920513.56,-1210098.08,,39130611.64,,-102032628.56,-661015.41,,-100517283.44,,473434.21,,,,-1327763.92,,,359056877.09,359056877.09,,0.06,0.06,定期报告,未审计,20250815,CNY,合并期末,2025-08-14T18:43:48
20250331,613823621.28,219254006.83,174452861.4,35441339.92,4200118.6,,,,118724284.3,328746465.62,210022181.32,374072217.1,57152620.95,,,-111365470.67,-6260.96,5658954.28,161484.34,7324406.06,339541823.24,4783432.7,330968869.34,,1577415.99,,,2212105.21,274281798.04,25561771.06,,1064287.69,,298779281.41,53234041.69,245545239.72,245545239.72,,245545239.72,,,,-91301911.55,-91301911.55,23563805.69,,,23563805.69,,-114865717.24,,,-114836644.52,,225837.96,,,,-254910.68,,,154243328.17,154243328.17,,0.04,0.04,定期报告,未审计,20260429,CNY,合并期末,2025-04-25T20:43:50
20241231,2558876463.31,757454450.15,615447785.44,103511995.48,25812060.57,,,,422264365.41,1414966475.83,992702110.42,1100529221.87,255056401.15,,,194713964.39,174333.48,48355201.74,20495467.11,14889459.16,1710871843.22,25946688.8,1650707262.88,,-6038544.31,,,40256435.85,848004620.09,6855262.33,,18657886.82,,836201995.6,136807990.44,699394005.16,699394005.16,,699394005.16,,3058508987.09,,74965710.54,74965710.54,-13361307.54,-6814310.27,,-6546997.27,,88327018.08,1007123.3,,84364056.02,,1652265.12,,,,1303573.64,,,774359715.7,774359715.7,,0.11,0.11,定期报告,是,20260331,CNY,合并期末,2025-04-25T21:03:49
20240930,1763977350.46,463902829.22,368669800.47,72990786.04,21332828.5,,,,290713872.0,1045207587.13,754493715.13,498846565.13,173668892.72,,,453453002.79,-430390.98,42458746.44,539964.47,14492761.39,1267846491.47,15384430.62,1240038244.01,,-22946676.96,,,35370493.8,496130858.99,4686610.84,,15299400.11,,485518069.72,3721296.02,481796773.7,481796773.7,,483016029.96,-1219256.26,,,35722416.42,35693463.15,2869532.42,-877560.67,,3747093.09,,32823930.73,442744.7,,31610199.34,,1231671.71,,,,-460685.02,,28953.27,517519190.12,518709493.11,-1190302.99,0.07,0.07,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T18:48:29
20240630,1191096619.07,325953411.61,259117754.11,52426915.2,13428205.7,,,,176508889.91,701379010.36,524870120.45,358140879.07,119893500.19,,,302145115.37,-50866.99,13751230.1,512070.08,14135889.92,868024710.57,12926647.18,821060526.12,,22859867.44,,,11177669.83,323071908.5,832370.77,,13507023.9,,310397255.37,-26095561.38,336492816.75,336492816.75,,340267640.14,-3774823.39,3058508987.09,,22405086.47,22478204.78,-61923796.1,-877560.67,,-61046235.43,,84402000.88,442744.7,,81904120.45,,1491716.75,,,,563418.98,,-73118.31,358897903.22,362745844.92,-3847941.7,0.05,0.05,定期报告,未审计,20250815,CNY,合并期末,2024-08-30T19:19:33
20240331,584509904.72,169764556.04,130902170.81,29518551.17,5916442.34,,,,68118598.37,355500724.76,287382126.39,171203619.95,54080290.14,,,163727447.8,-144425.64,1009149.7,-49210.35,10880168.85,302488277.1,3363564.2,298139878.01,,-891583.14,,,1876418.03,282021627.62,196965.48,,50973.51,,282167619.59,54904170.04,227263449.55,227263449.55,,229529418.63,-2265969.08,,,-15693187.79,-15692347.69,-37797615.9,,,-37797615.9,,22105268.21,,,20237992.07,,1824242.44,,,,43033.7,,-840.1,211570261.76,213837070.94,-2266809.18,0.03,0.03,定期报告,未审计,20250426,CNY,合并期末,2024-04-29T18:53:11
20231231,2328768998.97,745225487.77,584778291.18,138368765.1,14329169.07,,,,299306806.25,1539998287.25,1240691481.0,1073089377.59,297046995.19,,,159535863.55,-156284.15,34828060.81,897575.11,16042112.04,1787136580.65,32734792.3,1717695562.32,,-8474095.26,11169210.65,,34011110.64,541632418.32,614134.43,,14617930.5,,527628622.25,-70882383.97,598511006.22,598511006.22,,602229285.63,-3718279.41,2852397531.88,,48888966.06,48967066.21,6954632.21,6763371.08,,191261.13,,42012434.0,521552.51,,39955451.74,,206773.86,,,,1328655.89,,-78100.15,647399972.28,651196351.84,-3796379.56,0.09,0.09,定期报告,是,20250426,CNY,合并期末,2024-03-29T20:39:36
