报告日,经营活动产生的现金流量,客户贷款及垫款净减少额,向央行借款净增加额,客户存款和同业存放款项净增加额,客户存款,同业及其他金融机构存放款,收回存放同业及其他金融机构净额,拆入资金现金流入,收回的拆出资金净额,吸收的卖出回购项净额,收回的买入返售项净额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,收到利息,收到的手续费,金融企业往来收入收到的现金,中间业务收入收到的现金,证券投资收益收到的现金,汇兑净收益收到的现金,存入保证金收到的现金,销售商品、提供劳务收到的现金,贵金属现金流入,收到的委托资金,贴现收到的现金,其他负债增加流入的现金,收回的已于以前年度核销的贷款及应收款项,已核销呆账贷款及利息收回,处置抵债资产收到的现金,其他营业及营业外净收入收到的现金,收到的税费返还,收到其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,存放中央银行,存放同业及其他机构存款,拆出资金净现金流出,偿还中央银行借款,支付的存款,减少同业及其他金融机构存放净额,偿还同业及其他金融机构拆入净额,偿还卖出回购款项净额,证券投资支出的现金,支付买入返售款项净额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,支付的利息,手续费支出支付的现金,支付给职工以及为职工支付的现金,以现金支付的营业费用,与金融机构往来支出的现金净额,贴现支付的现金,委托及代理业务减少额,贵金属现金流出,购买商品、接受劳务支付的现金,借入其他资金净减少额,其他资产减少支出的现金,为交易目的而持有的金融资产净增加额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,分得股利或利润所收到的现金,取得债券利息收入收到的现金,处置固定资产、无形资产及其他资产而收到的现金,处置股权投资所收到的现金,处置子公司及其他单位收到的现金,取得子公司及其他营业单位所收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,权益性投资增加支付的现金,债券投资所支付的现金,购买子公司、联营企业及合营企业投资所支付的现金净额,增加在建工程所支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资所收到的现金,发行证券化资产所吸收的现金,取得借款收到的现金,发行债券收到的现金,发行次级债券收到的现金,增加股本所收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务所支付的现金,分配股利、利润或偿付利息支付的现金,偿付利息所支付的现金,支付新股发行费用,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,2160568000.0,19847639000.0,,,,433139000.0,,,,,3989155000.0,,,,,,,,,,,,,,,,,,212025000.0,26642526000.0,13740065000.0,2243971000.0,,,792733000.0,,,,,7917073000.0,,,,3942187000.0,,,685241000.0,,,,,,,,,2389706000.0,299620000.0,371918000.0,32382514000.0,-5739988000.0,,35952887000.0,731678000.0,,,36631000.0,,,,,36721196000.0,43323479000.0,,,,,82169000.0,,120923000.0,43526571000.0,-6805375000.0,,,,,3300000000.0,,,,3300000000.0,11968000.0,,,,,20627000.0,3279373000.0,-41097000.0,-9307087000.0,,,,,22535424000.0,13228337000.0,定期报告,未审计,20260424,CNY,合并期末,2026-04-23T19:40:03
20251231,,,2271130000.0,20358521000.0,,,,1154842000.0,,6801117000.0,,146389000.0,16811950000.0,,,,,,,,,,,,,,,,,,173179000.0,47717128000.0,15984542000.0,843641000.0,,,469315000.0,,,,,,,,,5917093000.0,,,2442510000.0,,,,,,,,,,1397913000.0,2299361000.0,29354375000.0,18362753000.0,,176738300000.0,1728926000.0,,,18540000.0,,,1538466000.0,,180024232000.0,188667992000.0,,,,,435377000.0,,,189103369000.0,-9079137000.0,,,,,2993745000.0,,,,2993745000.0,4820000000.0,1314964000.0,,,208260000.0,6452338000.0,-3458593000.0,-20125000.0,5804898000.0,22535424000.0,16730526000.0,,,16730526000.0,22535424000.0,定期报告,是,20260424,CNY,合并期末,2026-04-23T19:42:03
20250930,,,1406121000.0,26501020000.0,,,,1856389000.0,,4164930000.0,,328924000.0,12662528000.0,,,,,,,,,,,,,,,,,,157720000.0,47077632000.0,16314249000.0,654282000.0,,,747534000.0,,,,,,,,,4747107000.0,,,1923090000.0,,,,,,,,,,909264000.0,2177987000.0,27473513000.0,19604119000.0,,140556131000.0,1590877000.0,,,5260000.0,,,,,142152268000.0,152199334000.0,,,,,240498000.0,205964000.0,,152645796000.0,-10493528000.0,,,,,1552806000.0,,,,1552806000.0,4154023000.0,1259098000.0,,,125259000.0,5617360000.0,-4064554000.0,10399000.0,5056436000.0,,,,,16730526000.0,21786962000.0,定期报告,未审计,20251030,CNY,合并期末,2025-10-29T19:52:04
20250630,,,2113931000.0,23620495000.0,,,,1471961000.0,,4554184000.0,,578728000.0,8366215000.0,,,,,,,,,,,,,,,,,,153270000.0,40858784000.0,11262857000.0,775836000.0,,,129645000.0,,,,,,,,,3551258000.0,,,1426506000.0,,,,,,,,,,768096000.0,1502755000.0,19416953000.0,21441831000.0,,88230577000.0,1147287000.0,,,5460000.0,,,74320000.0,,89457644000.0,101738682000.0,,,,,223472000.0,,,101962154000.0,-12504510000.0,,,,,1684910000.0,,,,1684910000.0,3510086000.0,761421000.0,,,68273000.0,4407987000.0,-2723077000.0,16837000.0,6231081000.0,22961607000.0,16730526000.0,,,16730526000.0,22961607000.0,定期报告,未审计,20250808,CNY,合并期末,2025-08-07T19:16:03
20250331,,,,20285875000.0,,,,,64598000.0,593651000.0,,,5349855000.0,,,,,,,,,,,,,,,,,,136197000.0,26835195000.0,8794271000.0,,,,,39339000.0,,,671159000.0,,,,,1706692000.0,,,525659000.0,,,,,,,,,3863000.0,378210000.0,1527760000.0,13646953000.0,13188242000.0,,40247032000.0,665380000.0,,,154399000.0,,,188079000.0,,41254890000.0,50193595000.0,,,,,247612000.0,,,50441207000.0,-9186317000.0,,,,,1229951000.0,,,,1229951000.0,2780687000.0,,,,23539000.0,2835447000.0,-1605496000.0,42784000.0,2439213000.0,,,,,16730526000.0,19169739000.0,定期报告,未审计,20260424,CNY,合并期末,2025-04-25T19:42:29
20241231,,,,36160940000.0,,,,857960000.0,,,,,16899973000.0,,,,,,,,,,,,,,,,,,56486000.0,53975359000.0,19510601000.0,1509185000.0,,,80990000.0,97969000.0,,,,2580768000.0,,,,5271259000.0,,,2113490000.0,,,,,,,,,600064000.0,1237628000.0,2814631000.0,35816585000.0,18158774000.0,,201723753000.0,1417053000.0,,,25644000.0,,,168862000.0,,203335312000.0,210929698000.0,,,,,334280000.0,,,211263978000.0,-7928666000.0,,,,,13264002000.0,,,,13264002000.0,17880000000.0,776793000.0,,,58959000.0,18819082000.0,-5555080000.0,-35892000.0,4639136000.0,16730526000.0,12091390000.0,,,12091390000.0,16730526000.0,定期报告,是,20260424,CNY,合并期末,2025-03-27T20:20:02
20240930,,,,35176598000.0,,,,,,,,598403000.0,14007532000.0,,,,,,,,,,,,,,,,,,308438000.0,50090971000.0,17842194000.0,1221883000.0,,,157357000.0,264900000.0,,,1990658000.0,2871622000.0,,,,5564913000.0,,,1828103000.0,,,,,,,,,,889514000.0,2061089000.0,34692233000.0,15398738000.0,,170259213000.0,1276694000.0,,,22174000.0,,,,72291000.0,171630372000.0,180251414000.0,,,,,224326000.0,,,180475740000.0,-8845368000.0,,,,,11161633000.0,,,,11161633000.0,14331622000.0,701881000.0,,,,15115227000.0,-3953594000.0,12471000.0,2612247000.0,,,,,12091390000.0,14703637000.0,定期报告,未审计,20251030,CNY,合并期末,2024-10-24T16:50:05
20240630,,,11034000.0,34235061000.0,,,,,,,,470558000.0,8572619000.0,,,,,,,,,,,,,,,,,,37585000.0,43326857000.0,16308954000.0,1071939000.0,,,87484000.0,,,,145376000.0,2687760000.0,,,,3418220000.0,,,1335191000.0,,,,,,,,,,681090000.0,845407000.0,26581421000.0,16745436000.0,,128475776000.0,912249000.0,,,13191000.0,,,,72291000.0,129473507000.0,140138073000.0,,,,,124205000.0,,,140262278000.0,-10788771000.0,,,,,7172034000.0,,,,7172034000.0,7980000000.0,703797000.0,,,,8738480000.0,-1566446000.0,-87741000.0,4302478000.0,16393868000.0,12091390000.0,,,12091390000.0,16393868000.0,定期报告,未审计,20250808,CNY,合并期末,2024-08-20T16:20:04
20240331,,,,34794585000.0,,,,329969000.0,,,,229016000.0,4408801000.0,,,,,,,,,,,,,,,,,,1874826000.0,41637197000.0,11665111000.0,935840000.0,,,221383000.0,16067000.0,,,,7570007000.0,,,,2470538000.0,,,789951000.0,,,,,,,,,,277729000.0,843351000.0,24789977000.0,16847220000.0,,59259429000.0,551569000.0,,,1413000.0,,,,72291000.0,59884702000.0,71984360000.0,,,,,59984000.0,,,72044344000.0,-12159642000.0,,,,,2158884000.0,,,,2158884000.0,5447195000.0,,,,,5476946000.0,-3318062000.0,-31937000.0,1337579000.0,,,,,12091390000.0,13428969000.0,定期报告,未审计,20250426,CNY,合并期末,2024-04-29T19:35:03
20231231,,,629480000.0,34802959000.0,,,,2704364000.0,144704000.0,3001307000.0,,229016000.0,15582222000.0,,,,,,,,,,,,,,,,,,1185915000.0,58279967000.0,30216678000.0,1543089000.0,,,,,,,,,,,,5877794000.0,,,2235395000.0,,,,,,,,,,1257993000.0,779562000.0,41910511000.0,16369456000.0,,73794966000.0,903002000.0,,,47804000.0,,,,,74745772000.0,86475011000.0,,,,,514614000.0,,,86989625000.0,-12243853000.0,,24682000.0,,,19188909000.0,,,,19213591000.0,21890001000.0,786062000.0,,,,22784410000.0,-3570819000.0,-566000.0,554218000.0,12091390000.0,11537172000.0,,,11537172000.0,12091390000.0,定期报告,是,20250328,CNY,合并期末,2024-03-21T19:40:02
