报告日,经营活动产生的现金流量,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,拆出资金净减少额,融出资金净减少额,卖出回购金融资产收到的现金,证券投资收到的现金,买入返售金融资产收到的现金,代理买卖业务的现金净增加额,代理兑付证券净增加额,代理承销证券收到的现金净额,保证金现金流入,收到的资产管理业务,销售商品、提供劳务收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,处置交易性金融资产的净减少额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,偿还拆入资金支付的现金,拆出资金净增加额,融出资金净增加额,回购金融资产支付的现金,买入返售金融资产支付的现金,证券投资支付的现金,代理买卖证券净减少额,代兑付债券支付的现金净额,保证金现金流出,为交易目的而持有的金融资产净增加额,以现金支付的营业费用,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产及其他长期资产收回的现金净额,处置子公司和其他营业单位收到的现金,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,吸收权益性投资所收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,,1419591010.37,,,,746993409.2,,,4990361962.54,,,,,4056637.17,,289317476.47,7450320495.75,,,256906064.75,14000000.0,,336183381.36,,1399711530.0,,,,,1275201117.5,,4056637.17,459170030.51,181941478.07,678215018.24,4605385257.6,2844935238.15,,4089257160.06,113422030.12,6269.73,,,4202685459.91,2317747166.19,14529471.97,,,2332276638.16,1870408821.75,,,,,,4110000000.0,,4110000000.0,2360000000.0,133195399.41,,17919317.64,2511114717.05,1598885282.95,-676676.93,6313552665.92,,,,,43965460201.82,50279012867.74,定期报告,未审计,20260423,CNY,合并期末,2026-04-22T21:10:04
20251231,,4039886375.93,,5149972294.61,1264000000.0,,,,,4008698928.0,5477795267.83,,,,,3395021.0,,467313647.79,20411061535.16,,,968119779.87,,,3746718349.53,4063875744.29,,,,,,,,1526516.48,1708756767.11,802933503.83,1206663746.28,12498594407.39,7912467127.77,,9521889477.06,241495262.52,299074.74,,,9763683814.32,11960107598.2,79437741.03,,,12039545339.23,-2275861524.91,,,,,,13895000000.0,,13895000000.0,13013868784.02,1040914270.63,,86088855.96,14140871910.61,-245871910.61,-890940.46,5389842751.79,43965460201.82,38575617450.03,,,38575617450.03,43965460201.82,定期报告,是,20260423,CNY,合并期末,2026-04-22T21:10:04
20250930,,564219452.67,,3874752233.08,989000000.0,,,1399721017.97,,1601641113.0,5203263614.43,,,,,,,2006075208.38,15638672639.53,,,771215314.32,,,2616950641.27,,,,,,,,,,1045982117.62,561535974.86,1641704691.32,6637388739.39,9001283900.14,,5442024177.36,121977522.01,260614.33,,,5564262313.7,10304587935.58,62535048.53,,,10367122984.11,-4802860670.41,,,,,,12695000000.0,,12695000000.0,9986344959.62,751385330.48,,64878240.48,10802608530.58,1892391469.42,-480620.19,6090334078.96,,,,,38575617450.03,44665951528.99,定期报告,未审计,20251030,CNY,合并期末,2025-10-29T19:28:03
20250630,,,,2288058690.35,769000000.0,,1660367516.85,3483709492.43,,2516563350.21,562057601.43,,,,,,,491352647.24,11771109298.51,,,489308169.27,,,,,,,,,,4231732023.47,,,707465173.7,423227764.16,755909794.38,6607642924.98,5163466373.53,,1955687667.25,54648708.77,79865.56,,,2010416241.58,3288115994.7,42669373.24,,,3330785367.94,-1320369126.36,,,,,,4255000000.0,,4255000000.0,6656344959.62,354940992.86,,41015644.67,7052301597.15,-2797301597.15,-304992.97,1045490657.05,39621108107.08,38575617450.03,,,38575617450.03,39621108107.08,定期报告,未审计,20250828,CNY,合并期末,2025-08-27T21:22:03
20250331,,,,1210747895.45,139000000.0,,,3911372081.26,,836523393.0,,,,,,,,148818849.37,6246462219.08,,,257245379.82,,,14550171.01,,,,2086268795.27,,,2106327863.91,,,401844230.9,229128629.8,281924238.49,5377289309.2,869172909.88,,622956813.49,8798676.75,35071.32,,,631790561.56,3005847963.98,18336634.94,,,3024184598.92,-2392394037.36,,,,,,1355000000.0,,1355000000.0,3556344959.62,211992142.1,,21884837.85,3790221939.57,-2435221939.57,-81331.43,-3958524398.48,,,,,38575617450.03,34617093051.55,定期报告,未审计,20260423,CNY,合并期末,2025-04-25T00:54:06
20241231,,747893227.14,,4721790453.18,,,,52067414.41,,341119638.14,9355044395.78,,,,,7986586.99,,1091806261.96,16317707977.6,,,1083572470.77,420000000.0,,3013623361.27,,,,,,,,,7376225.45,1672373062.72,289821993.58,4059680919.97,10546448033.76,5771259943.84,,7335741874.74,227567895.21,4460056.03,,,7567769825.98,5397169390.88,87219622.53,,,5484389013.41,2083380812.57,,,,,,18211598870.0,,18211598870.0,13671169242.0,796912893.46,,91684278.4,14559766413.86,3651832456.14,615366.7,11507088579.25,38575617450.03,27068528870.78,,,27068528870.78,38575617450.03,定期报告,是,20260423,CNY,合并期末,2025-04-25T00:54:06
20240930,,,,3058358838.57,460000000.0,,2199680194.45,,,,7506764323.54,,,,,7215094.11,,359863645.82,13591882096.49,,,721210870.56,,,,431020194.11,566311422.13,,,,,731317801.42,,6631018.83,982721408.12,209530127.34,2230860369.05,5879603211.56,7712278884.93,,7047920682.28,182421138.63,208028.32,,,7230549849.23,4121484566.29,55250439.5,,,4176735005.79,3053814843.44,,,,,,8343520887.0,2859236.53,8346380123.53,9396221860.0,674864120.72,,65720598.6,10136806579.32,-1790426455.79,-366035.47,8975301237.11,,,,,27068528870.78,36043830107.89,定期报告,未审计,20251030,CNY,合并期末,2024-10-30T19:37:32
20240630,,1136357106.78,,2024458990.11,,,1844273026.74,,,,,,,,,3053360.34,,378034867.59,5386177351.56,,,488781149.07,421000000.0,,,1595972608.7,1098911006.81,,320025893.88,,,,,2874428.72,676049157.48,152979232.18,1597061968.19,6353655445.03,-967478093.47,,4454974095.39,75976507.51,129921.85,,,4531080524.75,2446920537.79,36623468.77,,,2483544006.56,2047536518.19,,,,,,4900832627.0,,4900832627.0,5639965342.0,355843766.98,,41372535.42,6037181644.4,-1136349017.4,250169.29,-56040423.39,27012488447.39,27068528870.78,,,27068528870.78,27012488447.39,定期报告,未审计,20250828,CNY,合并期末,2024-08-29T20:02:03
20240331,,,,1087266762.95,,,769660588.63,295447285.47,,976490585.88,,,,,,,,189994932.82,3318860155.75,,,239569299.7,1360000000.0,1360000000.0,,,,,322275544.78,,,748255833.0,,2874428.72,360413510.5,53498150.08,1410238710.68,4497125477.46,-1178265321.71,,4249442144.07,21920432.95,129021.85,,,4271491598.87,1961822776.35,25520390.72,,,1987343167.07,2284148431.8,,,,,,2319568773.0,,2319568773.0,3029426000.0,235919292.73,,21776784.12,3287122076.85,-967553303.85,49674.68,138379480.92,,,,,27068528870.78,27206908351.7,定期报告,未审计,20250425,CNY,合并期末,2024-04-26T23:27:02
20231231,,5965096960.26,,4401325386.41,1100000000.0,,,,,2454636870.76,,,,,,1034788.25,,525887923.59,14447981929.27,,,1027143695.05,,,1582203867.55,5457539516.42,,,2188897962.85,,,,,1047093.84,1954906148.21,634219490.24,946557884.93,13792515659.09,655466270.18,,6946850379.0,309610164.46,174629.34,,,7256635172.8,7410502252.94,158478648.86,,,7568980901.8,-312345729.0,,,,,,15432900000.0,17508333.41,15450408333.41,17568964900.0,856247601.79,,101886181.09,18527098682.88,-3076690349.47,543749.05,-2733026059.24,27068528870.78,29801554930.02,,,29801554930.02,27068528870.78,定期报告,是,20250425,CNY,合并期末,2024-04-26T23:42:02
