报告日,经营活动产生的现金流量,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,拆出资金净减少额,融出资金净减少额,卖出回购金融资产收到的现金,证券投资收到的现金,买入返售金融资产收到的现金,代理买卖业务的现金净增加额,代理兑付证券净增加额,代理承销证券收到的现金净额,保证金现金流入,收到的资产管理业务,销售商品、提供劳务收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,处置交易性金融资产的净减少额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,偿还拆入资金支付的现金,拆出资金净增加额,融出资金净增加额,回购金融资产支付的现金,买入返售金融资产支付的现金,证券投资支付的现金,代理买卖证券净减少额,代兑付债券支付的现金净额,保证金现金流出,为交易目的而持有的金融资产净增加额,以现金支付的营业费用,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产及其他长期资产收回的现金净额,处置子公司和其他营业单位收到的现金,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,吸收权益性投资所收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物,数据源,是否审计,公告日期,币种,类型,更新日期
20240930,,35889204256.47,,15514400341.0,,,5282987481.29,,,,23570192807.32,,,,,,,22557365135.81,102814150021.89,,,5711224304.59,1108001071.54,,,33492256682.33,,,,,,,,,4829505776.22,1472633163.16,9514393875.94,56128014873.78,46686135148.11,,62926575446.64,2611304835.28,127767851.59,,,65665648133.51,45780854115.84,701113473.11,,,46481967588.95,19183680544.56,,3010000.0,,3010000.0,39210987769.52,54687337737.11,,93901335506.63,124643212868.95,9483790407.97,189234600.0,3675727621.86,137802730898.78,-43901395392.15,-135007297.76,21833413002.76,,,,,154862040644.88,176695453647.64,定期报告,是,20241031,CNY,合并期末,2024-10-30T19:12:02
20240630,,4770564185.9,,10184790446.56,4315629186.22,,4257481552.93,,,,2591435.96,,,,,,,18113016671.43,41644073479.0,,,3835086252.85,,,,8788038732.78,,,,,,,,,3332147267.75,885812610.62,5520837273.53,22361922137.53,19282151341.47,,34526670217.31,1326517149.13,116542826.07,,,35969730192.51,29885558347.53,301618311.65,,,30187176659.18,5782553533.33,,3010000.0,,3010000.0,39645188965.97,45309376401.52,,84957575367.49,95602337316.05,5592909778.61,,3535760091.41,104731007186.07,-19773431818.58,-15277662.16,5275995394.06,160138036038.94,154862040644.88,,,154862040644.88,160138036038.94,定期报告,未审计,20240830,CNY,合并期末,2024-08-29T22:02:02
20240331,,17639608624.69,,4709674607.63,,,3112649946.17,,,,,,,,,,,13459222167.51,38921155346.0,,,1615027105.67,1389789043.45,,,36209565696.6,,,397234348.68,,,,,,1901964413.24,385832763.04,3945714168.81,45845127539.49,-6923972193.49,,27310573696.05,682243231.26,5941180.9,,,27998758108.21,2828951306.69,143976716.24,,,2972928022.93,25025830085.28,,3010000.0,,3010000.0,12228670888.06,30563367837.34,,42795048725.4,37508751492.0,2874131740.81,,3426144301.51,43809027534.32,-1013978808.92,-136437586.96,16951441495.91,,,,,154862040644.88,171813482140.79,定期报告,未审计,20240427,CNY,合并期末,2024-04-26T19:17:03
20231231,,,,24270264397.45,8297114629.16,,,6489804791.59,,,,,,,,,,24947341432.98,64004525251.18,,,7766866012.73,,,1879382415.51,,,,8988837503.18,,,14853754931.76,,,8268657377.6,3349783199.16,15844205678.48,60951487118.42,3053038132.76,,36088553726.86,2274631980.48,137442210.45,,,38500627917.79,46501951704.09,801677247.59,,,47303628951.68,-8803001033.89,,64301720.5,,64301720.5,54141336293.23,114035437026.92,,168241075040.65,170287954780.86,13430290405.03,473967828.51,1063120038.47,184781365224.36,-16540290183.71,452774658.19,-21837478426.65,154862040644.88,176699519071.53,,,176699519071.53,154862040644.88,定期报告,是,20240329,CNY,合并期末,2024-03-28T20:27:03
20230930,,,,18726076191.19,7006311262.56,,514435112.97,,,,,,,,,,,20007785768.57,46254608335.29,,,4500928265.47,,,,21251808800.75,,,7560495537.93,,,7364727247.05,,,6178218897.06,3168407315.65,17793967757.75,67818553821.66,-21563945486.37,,27753754185.56,2092999606.79,25325630.63,,,29872079422.98,23368080281.69,540815348.09,,,23908895629.78,5963183793.2,,64301720.5,,64301720.5,46192592003.75,90226678467.07,,136483572191.32,136176059909.51,11215116417.15,295008008.25,824148136.32,148215324462.98,-11731752271.66,-204650977.42,-27537164942.25,,,,,176699519071.53,149162354129.28,定期报告,未审计,20241031,CNY,合并期末,2023-10-30T18:57:03
20230630,,5931017211.27,,12548486872.67,2931754889.53,,894483092.29,,,,4358453331.21,,,,,,,11618107910.63,38282303307.6,,,3733270070.74,,,,27055244203.71,,,,,,,,,3940097697.87,2897082585.26,11398801541.86,49024496099.44,-10742192791.84,,19361060634.66,1059824674.06,2850209.12,,,20423735517.84,14680185809.59,344625618.68,,,15024811428.27,5398924089.57,,64301720.5,,64301720.5,42526736614.21,68877961409.37,,111468999744.08,94810967367.7,5460455381.98,278192179.57,273139438.07,100544562187.75,10924437556.33,772761713.21,6353930567.27,183053449638.8,176699519071.53,,,176699519071.53,183053449638.8,定期报告,未审计,20240830,CNY,合并期末,2023-08-30T20:27:03
20230331,,1163983549.57,,5574794257.1,2415337546.54,,,,,,,,,,,,,9004758724.45,18158874077.66,,,1814747021.44,,,1719772560.41,2323740021.45,,,3120783507.08,,,,,,2267190865.68,1284591715.26,6005160771.19,18535986462.51,-377112384.85,,5434048035.81,292728456.82,3359048.06,,,5730135540.69,8076355056.15,151295060.1,,,8227650116.25,-2497514575.56,,431601.96,431601.96,431601.96,35733739632.8,31447295531.71,,67181466766.47,56628637063.37,2746149007.47,,58410420.48,59433196491.32,7748270275.15,-236711496.04,4636931818.7,,,,,176699519071.53,181336450890.23,定期报告,未审计,20240427,CNY,合并期末,2023-04-28T17:57:04
20221231,,13264557967.14,,27776455815.61,,,6923654695.76,16571499980.95,,,,,,,,,,17739997265.93,82276165725.39,,,7104326941.34,9303607479.66,,,,,,7684167700.31,,,,,,8953814602.44,6629336340.17,33781809795.41,73457062859.33,8819102866.06,,38211295601.62,2071774717.93,3100522.71,132053369.74,,40418224212.0,51044297307.83,4657434680.07,,,55701731987.9,-15283507775.9,,3915000.0,3915000.0,3915000.0,71594305146.91,104859197526.26,,176457417673.16998,155278389340.11002,13397553801.68,368137778.1,1648189210.57,170324132352.36,6133285320.81,1772730983.88,1441611394.85,176699519071.53,175257907676.68,,,175257907676.68,176699519071.53,定期报告,是,20240329,CNY,合并期末,2023-03-30T21:22:04
20220930,,29733456172.82,,23071586540.24,,,7404235932.19,,,,,,,,,,,5286782803.24,65496061448.49,,,6265868248.75,5309942042.46,,,13262212132.13,,,10272725807.75,,,,,,7049700891.91,5758456948.73,13693386660.6,61612292732.33,3883768716.16,,20249126350.57,2129024814.55,11744093.39,132053369.74,,22521948628.25,23782530986.48,4365488989.24,,,28148019975.72,-5626071347.47,,,,,60747653227.36,85424087426.89,,146171740654.24997,133016734430.53,8782931414.97,232822348.67,770277295.18,142569943140.68,3601797513.57,1798805761.43,3658300643.69,,,,,175257907676.68,178916208320.37,定期报告,未审计,20231031,CNY,合并期末,2022-10-28T18:47:03
20220630,,20276363076.85,,14194729654.65,,,5097014619.57,,,,6389401344.8,,,,,,,10000836650.2,55958345346.07,,,3688423492.11,4737045008.1,,,13012414188.56,,,,,,,,,4234418963.66,4559539517.43,8412830462.99,38644671632.85,17313673713.22,,16535604240.11,1035876360.93,1204388.53,132053369.74,,17704738359.31,18297444190.19,1852868402.0,,,20150312592.19,-2445574232.88,,,,,43467338922.84,56850896997.57,,100318235920.41,87529796495.23,4360877437.41,189226709.76,725177276.63,92615851209.27,7702384711.14,769430121.9,23339914313.38,198597821990.06,175257907676.68,,,175257907676.68,198597821990.06,定期报告,未审计,20230831,CNY,合并期末,2022-08-26T20:32:04
