报告日,营业总收入,营业收入,利息收入,已赚保费,手续费及佣金收入,房地产销售收入,其他业务收入,营业总成本,营业成本,手续费及佣金支出,房地产销售成本,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其他业务成本,营业税金及附加,研发费用,销售费用,管理费用,财务费用,利息费用,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,净敞口套期收益,公允价值变动收益,期货损益,托管收益,补贴收入,其他收益,资产减值损失,信用减值损失,其他业务利润,资产处置收益,营业利润,营业外收入,非流动资产处置利得,营业外支出,非流动资产处置损失,利润总额,所得税费用,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司所有者的净利润,被合并方在合并前实现净利润,少数股东损益,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能转损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下可转损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,1058696944.01,1058696944.01,,,,,,1110064134.45,782596253.63,,,,,,,,,3337348.49,203135301.13,28463718.13,79475961.11,13055551.96,17779796.34,,14455733.46,-8332059.69,,,,751119.15,,,,42608437.9,,100205.0,,37323.87,6585628.94,229624.1,,605569.35,,6209683.69,4514887.15,,1694796.54,1694796.54,,5827515.95,,-4132719.41,,,,,,,,,,,,,,,,,,,,1694796.54,5827515.95,-4132719.41,0.0024,0.0024,定期报告,未审计,20260425,CNY,合并期末,2026-04-24T19:08:10
20251231,4388020621.39,4388020621.39,,,,,,4826601838.21,3346478051.29,,,,,,,,,35776892.9,928260130.81,153189238.68,345781164.39,17116360.14,74057210.51,,4186815.07,-14075684.13,,,,-1213261.34,,,,82860686.69,-273634465.86,-234054393.56,,684405.85,-859751429.97,2651217.5,,5429813.92,,-862530026.39,-86922973.27,,-775607053.12,-775607053.12,,-786367482.56,,10760429.44,,,,,,,,,,,,,,,,,,,,-775607053.12,-786367482.56,10760429.44,-0.32,-0.32,定期报告,是,20260328,CNY,合并期末,2026-03-27T19:36:09
20250930,3157571166.96,3157571166.96,,,,,,3438802787.82,2400138316.3,,,,,,,,,16964049.29,690001541.69,109774647.89,223850893.94,-1926661.29,49661994.88,,1320575.09,-11010560.1,,,,4047111.13,,,,61430806.85,-6770064.16,-30826734.93,,571442.03,-251458484.85,1664114.79,,2587809.01,,-252382179.07,-86481056.87,,-165901122.2,-165901122.2,0.0,-175175639.46,,9274517.26,,,,,,,,,,,,,,,,,,,,-165901122.2,-175175639.46,9274517.26,-0.0706,-0.0706,定期报告,未审计,20251030,CNY,合并期末,2025-10-29T18:40:03
20250630,2229454022.83,2229454022.83,,,,,,2291823403.07,1619403369.57,,,,,,,,,13256179.33,447023885.87,75694220.64,151388207.08,-14942459.42,32459332.6,,3021341.82,-4444592.95,,,,4087111.11,,,,50008839.06,-6770064.16,-30834053.26,,571605.24,-42284600.43,369152.65,,1712339.07,,-43627786.85,-50255148.22,,6627361.37,6627361.37,,2513763.85,,4113597.52,,,,,,,,,,,,,,,,,,,,6627361.37,2513763.85,4113597.52,0.001,0.001,定期报告,未审计,20250809,CNY,合并期末,2025-08-08T20:22:04
20250331,1039604901.17,1039604901.17,,,,,,1032214402.83,755101459.22,,,,,,,,,3020875.15,185927440.73,35446258.97,69000813.89,-16282445.13,7297083.09,,-4702145.3,-7093754.69,,,,,,,,34139382.93,,0.0,,483410.49,37311146.46,153150.39,,464915.37,,36999381.48,-8996836.22,,45996217.7,45996217.7,,45588807.49,,407410.21,,,,,,,,,,,,,,,,,,,,45996217.7,45588807.49,407410.21,0.0184,0.0184,定期报告,未审计,20260425,CNY,合并期末,2025-04-26T00:54:32
20241231,4919678309.84,4919678309.84,,,,,,4989429975.86,3503516647.24,,,,,,,,,44435563.24,945316433.2,169142487.99,332433598.01,-5414753.82,55329271.01,,18378071.08,2475127.53,-3901854.01,,,-18820.55,,,,149049870.2,-69202317.8,-20604397.01,,56955.7,7907695.6,1158296.02,,3869006.36,,5196985.26,-101686170.43,,106883155.69,106883155.69,,53135821.24,,53747334.45,,,,,,,,,,,,,,,,,,,,106883155.69,53135821.24,53747334.45,0.02,0.02,定期报告,是,20260328,CNY,合并期末,2025-03-28T22:27:04
20240930,3766585820.78,3766585820.78,,,,,,3700349042.97,2637641982.71,,,,,,,,,24602633.84,702157883.85,122445755.98,235659152.92,-22158366.33,30875043.24,,4522184.01,-9847104.91,,,,0.0,,,,133654559.13,-4144136.08,-35479936.28,,56955.7,164846404.29,1424993.93,,2367201.49,,163904196.73,-53403034.38,,217307231.11,217307231.11,0.0,184920621.26,,32386609.85,,,,,,,,,,,,,,,,,,,,217307231.11,184920621.26,32386609.85,0.0745,0.0745,定期报告,未审计,20251030,CNY,合并期末,2024-10-28T19:12:03
20240630,2591409298.16,2591409298.16,,,,,,2482562943.91,1758996688.08,,,,,,,,,17598911.49,477142323.62,83693599.98,163174080.47,-18042659.73,19930842.88,,4398720.78,-5624614.43,,,,0.0,,,,116315601.63,-4144136.08,-39601570.36,,0.0,185814970.22,1245607.78,,1743986.69,,185316591.31,-38283838.0,,223600429.31,223600429.31,,195827476.05,,27772953.26,,,,,,,,,,,,,,,,,,,,223600429.31,195827476.05,27772953.26,0.0789,0.0789,定期报告,未审计,20250809,CNY,合并期末,2024-08-23T19:52:03
20240331,1144316623.42,1144316623.42,,,,,,1109607412.55,779207102.31,,,,,,,,,7033347.33,228206840.17,33298339.08,71422717.3,-9560933.64,8945065.6,,-2619981.75,-7143932.96,,,,,,,,35859507.34,,-493222.45,,0.0,67455514.01,308594.63,,1296072.39,,66468036.25,13595187.15,,52872849.1,52872849.1,,42507168.71,,10365680.39,,,,,,,,,,,,,,,,,,,,52872849.1,42507168.71,10365680.39,0.02,0.02,定期报告,未审计,20250426,CNY,合并期末,2024-04-23T20:32:03
20231231,6449041637.15,6449041637.15,,,,,,5835374139.34,4357688141.27,,,,,,,,,53187433.0,933809906.92,192092656.62,340167690.86,-41571689.33,20370502.98,,17210707.08,-6478290.43,,,,-5184021.68,,,,198647611.15,-83646034.64,-31637929.17,,994785.73,710052616.28,4920431.72,,2904159.89,,712068888.11,-21104024.87,,733172912.98,733172912.98,,703007272.64,,30165640.34,3144358.99,3144358.99,,,,,,3144358.99,,,,,,,,,,3144358.99,,736317271.97,706151631.63,30165640.34,0.3,0.3,定期报告,是,20250329,CNY,合并期末,2024-03-28T21:02:02
