报告日,营业收入,手续费净收入,代理买卖证券业务净收入,证券承销业务净收入,委托管理资产业务净收入,投资咨询服务净收入,期货经纪业务净收入,基金管理业务净收入,利息净收入,利息收入,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益,汇兑净收益,其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,研发费用,其他业务成本,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税费用,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,年初未分配利润,其他因素调整,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划净负债或净资产的变动,权益法下在被投资单位不能重分类进损益的其他综合收益中享有的份额,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下在被投资单位以后将重分类进损益的其他综合收益中享有的份额,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,972208882.87,686353091.75,445978254.57,11127603.39,168292657.31,,,,146990908.61,394881759.33,247890850.72,477769556.06,9577992.93,,,-345947454.49,-421587.15,3397873.85,33992.52,4032501.72,433170855.8,13121447.95,418546483.5,,-2027309.32,,,3530233.67,539038027.07,90345.53,,290176.35,,538838196.25,96708335.43,442129860.82,442129860.82,,433347972.97,8781887.85,,,-5967762.82,-5967762.82,-41906596.53,,156525.73,-42063122.26,,35938833.71,,,46674221.95,,-2687477.44,,,,-8047910.8,,,436162098.0,427380210.15,8781887.85,0.09,0.09,定期报告,未审计,20260429,CNY,合并期末,2026-04-28T18:13:16
20251231,5068423577.14,2386368936.24,1479912988.16,174257016.85,557933620.58,,,,382912011.56,1525279197.34,1142367185.78,2383462685.46,170163659.41,,,-106049015.17,31296.37,12159923.88,265366.28,9272372.52,2440255166.65,50530262.67,2379154628.69,,-3234499.09,,,13804774.38,2628168410.49,35659934.85,,14178199.04,,2649650146.3,538567071.9,2111083074.4,2111083074.4,,2108333535.03,2749539.37,4958273961.56,,12435750.78,12435750.78,126225775.77,,-161681.08,126387456.85,,-113790024.99,,,-108385216.53,,3633269.52,,,,-9038077.98,,,2123518825.18,2120769285.81,2749539.37,0.45,0.43,定期报告,是,20260327,CNY,合并期末,2026-03-26T19:53:52
20250930,4423365434.35,1719136402.59,1102815432.16,135686099.93,354244410.3,,,,256936923.85,1101584954.98,844648031.13,1830038881.84,158390114.03,,,308438989.53,211661.77,302355664.41,257249.65,5989660.71,2014234099.27,38348440.39,1668431982.25,,5526592.52,-2412614.82,,304339698.93,2409131335.08,401674.38,,1570005.86,,2407963003.6,518349463.66,1889613539.94,1889613539.94,,1883278544.99,6334994.95,,,-171434140.83,-171434140.83,36496918.59,,62477.81,36434440.78,,-207931059.42,,,-209201994.36,,6411887.95,,,,-5140953.01,,,1718179399.11,1711844404.16,6334994.95,0.4,0.38,定期报告,未审计,20251029,CNY,合并期末,2025-10-28T18:28:21
20250630,2807680766.53,1102934633.7,636182151.19,114753282.12,275597612.17,,,,120866995.4,704818356.07,583951360.67,1157631043.34,102694767.55,,,27809645.34,1432424.19,391038481.95,253956.64,5713585.97,1468652248.14,25272635.54,1050491655.46,,5281091.43,-2437076.74,,390043942.45,1339028518.39,263467.74,,1084964.2,,1338207021.93,302885338.55,1035321683.38,1035321683.38,,1035135509.89,186173.49,4958273961.56,,106429155.35,106429155.35,163801761.11,,-5155.35,163806916.46,,-57372605.76,,,-58047477.75,,6226348.24,,,,-5551476.25,,,1141750838.73,1141564665.24,186173.49,0.22,0.21,定期报告,未审计,20250828,CNY,合并期末,2025-08-27T18:24:11
20250331,1240223118.46,610948959.78,323458751.29,93410393.33,151291237.09,,,,45740666.0,355863677.81,310123011.81,754890351.54,11191402.65,,,-176833271.74,225462.27,822055.41,267435.57,4161459.63,538400965.85,14552331.35,525750439.47,,-2402536.41,-1488548.14,,500731.44,701822152.61,111952.11,,853684.85,,701080419.87,176692133.04,524388286.83,524388286.83,,524640682.5,-252395.67,,,-117250312.07,-117250312.07,36767429.68,,,36767429.68,,-154017741.75,,,-154163863.82,,1414855.17,,,,-1268733.1,,,407137974.76,407390370.43,-252395.67,0.11,0.11,定期报告,未审计,20260429,CNY,合并期末,2025-04-28T17:43:17
20241231,3865816857.46,1828769196.07,1078337716.79,92351025.33,550470276.22,,,,275508616.51,1419620183.99,1144111567.48,1436096052.44,83716324.97,,,295479745.79,-38990.9,18712493.43,310517.9,10979226.22,2097854965.34,33872910.2,2046501119.54,,-7450585.11,1390204.64,,24931520.71,1767961892.12,401493.93,,13555770.85,,1754807615.2,266113660.86,1488693954.34,1488693954.34,,1485532899.49,3161054.85,4473283271.26,,558402269.94,558402269.94,430267510.67,,2684453.79,427583056.88,,128134759.27,,,116571408.18,,3624205.4,,,,7939145.69,,,2047096224.28,2043935169.43,3161054.85,0.32,0.3,定期报告,是,20260327,CNY,合并期末,2025-03-27T20:23:42
20240930,2643641729.13,1166889332.11,623434153.34,51254519.54,426596105.23,,,,174656541.57,1023572037.73,848915496.16,768824962.03,55333289.0,,,492076795.33,-722394.87,36171180.77,66772.78,5678539.41,1375858362.68,21717037.76,1317041811.77,,-5427630.75,-1099642.93,,43626786.83,1267783366.45,268753.74,,1138137.07,,1266913983.12,127523957.48,1139390025.64,1139390025.64,,1143387161.63,-3997135.99,,,254295747.02,254295747.02,258753438.08,,2684453.79,256068984.29,,-4457691.06,,,-765843.79,,-1919811.03,,,,-1772036.24,,,1393685772.66,1397682908.65,-3997135.99,0.24,0.23,定期报告,未审计,20251029,CNY,合并期末,2024-10-28T17:53:08
20240630,1962167794.92,799924526.04,436955423.28,33180008.54,282983030.98,,,,129639568.05,692200137.83,562560569.78,495407580.65,26669116.94,,,174378503.13,130999.71,357468516.68,124307.44,5093793.22,1186750000.16,13952035.01,819363666.68,,-4184160.05,2340980.57,,355277477.95,775417794.76,171757.4,,374772.93,,775214779.23,70772060.67,704442718.56,704442718.56,,714193264.78,-9750546.22,4473283271.26,,194977509.42,194977509.42,150128841.69,,2683988.07,147444853.62,,44848667.73,,,42422269.97,,-229948.25,,,,2656346.01,,,899420227.98,909170774.2,-9750546.22,0.15,0.15,定期报告,未审计,20250828,CNY,合并期末,2024-08-30T17:33:02
20240331,832043812.48,372334743.83,205450062.77,21827781.0,125637469.78,,,,76780671.2,361258269.23,284477598.03,191378008.35,-12084288.55,,,59645832.7,166823.03,128621239.53,-272727.95,3389221.79,513962215.81,6042718.58,391448061.86,,-11703263.3,591296.44,,127583402.23,318081596.67,91374.35,,229586.85,,317943384.17,40419510.19,277523873.98,277523873.98,,279381443.93,-1857569.95,,,72285747.57,72285747.57,79983111.68,,,79983111.68,,-7697364.11,,,-5294122.29,,-2570011.9,,,,166770.08,,,349809621.55,351667191.5,-1857569.95,0.06,0.06,定期报告,未审计,20250429,CNY,合并期末,2024-04-26T16:53:15
20231231,3652035379.3,1663982732.55,965791555.87,112930136.66,487831360.93,,,,423358899.97,1544833568.19,1121474668.22,827326099.54,120395842.67,,,197159038.48,586293.55,487256000.37,34035993.31,18330321.53,2117196460.91,27475189.51,1583044553.1,,11451430.89,982112.31,,494243175.1,1534838918.39,938731.56,,14559983.38,,1521217666.57,229379727.1,1291837939.47,1291837939.47,,1274434873.21,17403066.26,4081957854.57,,151044860.2,151044860.2,102657781.27,,,102657781.27,,48387078.93,,,36135681.36,,6727938.36,,,,5523459.21,,,1442882799.67,1425479733.41,17403066.26,0.27,0.26,定期报告,是,20250328,CNY,合并期末,2024-03-28T19:23:15
