报告日,经营活动产生的现金流量,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,拆出资金净减少额,融出资金净减少额,卖出回购金融资产收到的现金,证券投资收到的现金,买入返售金融资产收到的现金,代理买卖业务的现金净增加额,代理兑付证券净增加额,代理承销证券收到的现金净额,保证金现金流入,收到的资产管理业务,销售商品、提供劳务收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,处置交易性金融资产的净减少额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,偿还拆入资金支付的现金,拆出资金净增加额,融出资金净增加额,回购金融资产支付的现金,买入返售金融资产支付的现金,证券投资支付的现金,代理买卖证券净减少额,代兑付债券支付的现金净额,保证金现金流出,为交易目的而持有的金融资产净增加额,以现金支付的营业费用,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产及其他长期资产收回的现金净额,处置子公司和其他营业单位收到的现金,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,吸收权益性投资所收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,138496397.39,,357058434.66,,,,,,385000000.0,205341317.67,,,,,,,2973946.63,1088870096.35,,,54445007.32,,,16262378.0,8392526.84,,,,,,,,,187837321.14,17654365.25,94558773.49,379150372.04,709719724.31,,23134997.68,1634906.84,12800.0,,,24782704.52,,7841697.19,,,7841697.19,16941007.33,,,,,,,,0.0,,,,6902434.75,6902434.75,-6902434.75,-264808.25,719493488.64,,,,,9775504718.12,10494998206.76,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T15:42:02
20251231,,,,1408086632.57,,,,37346746.08,,89731214.79,1896163935.09,,,,,,,124591016.93,3555919545.46,,,205933568.0,480000000.0,,563965856.42,,,,,,,335430592.57,,,695695422.67,180427261.29,242114260.16,2703566961.11,852352584.35,,86985693.1,25115474.91,6668057.49,,,118769225.5,31896544.0,45542002.38,,,77438546.38,41330679.12,,,,,,20000000.0,,20000000.0,80000000.0,2643513.28,,26605111.87,109248625.15,-89248625.15,-369015.85,804065622.47,9775504718.12,8971439095.65,,,8971439095.65,9775504718.12,定期报告,是,20260424,CNY,合并期末,2026-04-23T16:18:03
20250930,,,,1003518756.01,,,,37012601.57,,1731214.79,1404993149.76,,,,,,,24949710.36,2472205432.49,,,151376415.75,,30000000.0,573845992.13,,,,,,,574766752.84,,,529196279.98,108902332.82,103505041.16,2071592814.68,400612617.81,,83446086.08,19925303.5,6685422.0,,,110056811.58,30910000.0,38048631.67,,,68958631.67,41098179.91,,,,,,20000000.0,,20000000.0,20000000.0,1161730.83,,22347012.21,43508743.04,-23508743.04,-194013.49,418008041.19,,,,,8971439095.65,9389447136.84,定期报告,未审计,20251030,CNY,合并期末,2025-10-29T16:44:03
20250630,,,,600087128.16,,,,35277041.82,,,895600898.67,,,,,,,50363712.91,1581328781.56,,,91608711.28,130000000.0,,19281300.55,,373000000.0,,,,,385738044.37,,,323133965.6,70718222.78,91760770.66,1485241015.24,96087766.32,,49255496.66,10061372.6,6625661.52,,,65942530.78,30910000.0,11490823.69,,,42400823.69,23541707.09,,,,,,20000000.0,,20000000.0,20000000.0,852775.66,,14771402.85,35624178.51,-15624178.51,-88665.57,103916629.33,9075355724.98,8971439095.65,,,8971439095.65,9075355724.98,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T15:44:02
20250331,,,,299378286.72,,,,233891549.47,,108000000.0,,,,,,,,1641602.67,642911438.86,,,45360694.67,80000000.0,,71692209.58,,,,109234639.19,,,1131572739.64,,,179010058.55,49157696.11,48144997.52,1714173035.26,-1071261596.4,,37162602.65,6865055.26,6456854.49,,,50484512.4,,1764391.71,,,1764391.71,48720120.69,,,,,,,,0.0,20000000.0,514902.46,,8422962.65,28937865.11,-28937865.11,-26922.64,-1051506263.46,,,,,8971439095.65,7919932832.19,定期报告,未审计,20260430,CNY,合并期末,2025-04-25T18:20:03
20241231,,255993753.56,,1414185853.82,430000000.0,,,,,,2399864028.03,,,,,,,6652055.19,4506695690.6,,,165819491.24,,,246147047.5,645366555.19,177440857.66,,,,,,,,697062971.42,114679536.68,315549383.66,2362065843.35,2144629847.25,,65316562.83,21291941.39,88503.62,,,86697007.84,,37790061.09,,,37790061.09,48906946.75,,,,,,60000000.0,,60000000.0,,3879363.75,1917204.3,35409007.1,39288370.85,20711629.15,245435.66,2214493858.81,8971439095.65,6756945236.84,,,6756945236.84,8971439095.65,定期报告,是,20260424,CNY,合并期末,2025-04-25T18:40:03
20240930,,,,934548858.4,,,359940245.53,,,312656534.68,1697590224.07,,,,,,,89611750.07,3394347612.75,,,105424123.84,,100000000.0,,484369887.94,,,,,,584856332.08,,,545506458.6,72151711.48,148163926.18,2040472440.12,1353875172.63,,64704366.91,13457482.52,85952.13,,,78247801.56,,31589321.97,,,31589321.97,46658479.59,,,,,,,,0.0,,11464937.21,6800000.0,73132090.8,84597028.01,-84597028.01,-156049.47,1315780574.74,,,,,6756945236.84,8072725811.58,定期报告,未审计,20251030,CNY,合并期末,2024-10-29T16:12:02
20240630,,,,624076539.24,,,333641911.65,,,74848011.52,,,,,,,,18037522.96,1050603985.37,,,66720923.42,,,,679173265.9,,,7093466.72,,,68836768.24,,,385171010.77,56098679.74,97001340.58,1360095455.37,-309491470.0,,52054815.07,15229226.14,25590.74,,,67309631.95,,12934819.43,,,12934819.43,54374812.52,,,,,,,,0.0,,10987069.69,6800000.0,63486385.2,74473454.89,-74473454.89,98336.14,-329491776.23,6427453460.61,6756945236.84,,,6756945236.84,6427453460.61,定期报告,未审计,20250830,CNY,合并期末,2024-08-29T16:32:03
20240331,,,,291226499.17,100000000.0,,199039496.81,,,145097392.34,420272838.66,,,,,,,48294248.24,1203930475.22,,,25304156.36,,,,290885001.07,,,,,,881642939.7,,,186099696.45,11557302.88,64569980.72,1460059077.18,-256128601.96,,27116197.81,4658488.75,28866.25,,,31803552.81,,1552030.63,,,1552030.63,30251522.18,,,,,,,,0.0,,3691809.12,,57197464.18,60889273.3,-60889273.3,24366.85,-286741986.23,,,,,6756966383.4,6470224397.17,定期报告,未审计,20250426,CNY,合并期末,2024-04-26T23:02:03
20231231,,414578123.58,,1273822685.03,,,,796705030.02,,,,,,,,,,37916818.73,2523022657.36,,,179274647.05,15000000.0,,261391236.64,,188693930.21,,341566354.55,,,,,,706527703.57,112221209.59,243915331.7,2098590413.31,424432244.05,,89141412.04,19155897.46,79592.03,5565033.18,,113941934.71,,70557370.13,,,70557370.13,43384564.58,,,,,,,,0.0,60000000.0,3711410.17,,37371776.91,101083187.08,-101083187.08,249165.03,366982786.58,6756945236.84,6389962450.26,,,6389962450.26,6756945236.84,定期报告,是,20250426,CNY,合并期末,2024-04-26T23:42:02
