报告日,营业总收入,营业收入,净利息收入,利息收入,利息支出,手续费及佣金净收入_中间业务,手续费及佣金收入_中间业务,手续费及佣金支出_中间业务,中间业务净收入,中间业务收入,中间业务支出,委托管理资产业务净收入,净交易收入,衍生产品业务收入,汇兑收益,租赁收益,投资收益,对联营公司的投资收益,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益,其他业务收入,资产处置收益,其他收益,营业总成本,营业成本,营业税金及附加,销售费用,管理费用,财务费用,研发费用,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,不良资产处置损失专项准备,其他业务成本,营业利润,加：营业外收入,非流动资产处置利得,加：营业外支出,非流动资产处置损失,利润总额,减：所得税,含少数股东损益的净利润,持续经营净利润,终止经营净利润,少数股东损益,归属于母公司所有者的净利润,加:年初未分配利润,其他因素调整,可供分配的利润,盈余公积转入,一般风险准备转入,减:提取法定盈余公积,提取法定公益金,提取一般风险准备,提取信托赔偿准备金,提取职工奖福基金,盈余公积补亏,应付永续债利息,其他,可供股东分配的利润,减:应付优先股股利,提取任意盈余公积,应付普通股股利,转作股本的普通股股利,未分配利润,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能重分类进损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下重分类进损益的其他综合收益,可供出售金融资产公允价值变动损益,持有至到期投资重分类为可供出售金融资产损益,其他债权投资公允价值变动,现金流量套期储备,金融资产重分类计入其他综合收益的金额,现金流量套期损益的有效部分,其他债权投资信用减值准备,外币财务报表折算差额,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20230930,815586001.45,815586001.45,105606965.94,131613464.6,26006498.66,390656750.62,,26006498.66,,,,,,,-427070.81,,-13901616.83,0.0,,,-3798843.12,335634803.46,5233.39,1809778.8,571934233.49,571934233.49,9732819.64,,,,,211400776.87,,1882880.89,,,329148965.05,243651767.96,221728.78,,755624.52,,243117872.22,63686384.16,179431488.06,179431488.06,,-121544.44,179553032.5,,,,,,,,,,,,,,,,,,,,-1543184.19,-1543184.19,,,,,,-1543184.19,,,,,,,,,-1543184.19,,177888303.87,178009848.31,-121544.44,0.4,0.4,定期报告,未审计,20241028,CNY,合并期末,2023-10-27T18:31:03
20230630,605450738.82,605450738.82,68847918.18,85647048.32,16799130.14,232216981.9,,16799130.14,,,,,,,-486042.93,,100428075.53,0.0,,,-93308685.46,297041234.79,24797.02,686459.79,446678032.57,446678032.57,6483369.16,,,,,133155121.29,,1109231.11,,,294262903.58,158772706.25,200962.98,,136392.57,,158837276.66,41157322.78,117679953.88,117679953.88,,332365.73,117347588.15,1239433808.64,,1356781396.79,,,,,77090.25,,,,,,1356704306.54,,,97906444.02,,1258797862.52,2285917.03,2285917.03,,,,,,2285917.03,,,,,,,,,2285917.03,,119965870.91,119633505.18,332365.73,0.26,0.26,定期报告,未审计,20240827,CNY,合并期末,2023-08-25T19:01:02
20230331,383353917.09,383353917.09,32273690.91,40844446.13,8570755.22,98927659.83,,8570755.22,,,,,,,640963.33,,36228279.24,0.0,,,-28858637.26,243565334.44,54229.73,522396.87,310017317.36,310017317.36,3006476.62,,,,,60500952.89,0.0,196680.57,,,241368298.55,73336599.73,200078.84,,114609.81,,73422068.76,18506049.0,54916019.76,54916019.76,,199545.3,54716474.46,,,,,,,,,,,,,,,,,,,,-1444136.13,-1444136.13,,,,,,-1444136.13,,,,,,,,,-1444136.13,,53471883.63,53272338.33,199545.3,0.12,0.12,定期报告,未审计,20240427,CNY,合并期末,2024-04-26T19:51:07
20221231,2105740922.25,2105740922.25,155151852.12,200934835.36,45782983.24,490864283.93,,45782983.24,,,,,,,-2634656.16,,64292793.06,-353568.87,,,-245311.69,1392124410.87,-89936.13,6277486.25,1708855927.49,1708855927.49,12836003.15,,,,,292589086.55,0.0,-30325.39,,,1380041068.41,396884994.76,214377.28,,5538327.41,,391561044.63,97710580.1,293850464.53,293850464.53,,287535.7,293562928.83,1154882405.08,,1448445333.91,,,31057696.95,,31261883.46,,,,,,1386125753.5,,,146858910.0,,1239266843.5,6435795.58,6435795.58,,,,,,6435795.58,,,,,,,,,6435795.58,,300286260.11,299998724.41,287535.7,0.66,0.66,定期报告,是,20240330,CNY,合并期末,2023-03-30T20:36:04
20220930,1939801930.03,1939801930.03,120733099.33,157128952.65,36395853.32,415765369.14,,36395853.32,,,,,,,-2861392.74,,47207552.81,-1005686.02,,,-29580333.28,1382465324.92,-88802.84,6161112.69,1611614883.88,1611614883.88,10000755.66,,,,,204861569.96,,1850725.14,,,1375105007.28,328187046.15,181128.85,,5493834.11,,322874340.89,85836756.46,237037584.43,237037584.43,,-407802.02,237445386.45,,,,,,,,,,,,,,,,,,,,6939927.83,6939927.83,,,,,,6939927.83,,,,,,,,,6939927.83,,243977512.26,244385314.28,-407802.02,0.53,0.53,定期报告,未审计,20231028,CNY,合并期末,2023-10-27T18:31:03
20220630,1198041446.15,1198041446.15,88215402.87,110264581.01,22049178.14,305577434.83,,22049178.14,,,,,,,-1250377.34,,33421105.48,-353568.87,,,-18646351.8,790121033.9,-83139.21,686337.42,944082201.32,944082201.32,7167565.04,,,,,141839479.83,,-176816.51,,,780831350.83,253959244.83,181121.64,,5473274.09,,248667092.38,61085144.4,187581947.98,187581947.98,,362565.94,187219382.04,1154882405.08,,1342101787.12,,,,,122305.58,,,,,,1341979481.54,,,146858910.0,,1195120571.54,3154488.48,3154488.48,,,,,,3154488.48,,,,,,,,,3154488.48,,190736436.46,190373870.52,362565.94,0.42,0.42,定期报告,未审计,20230826,CNY,合并期末,2022-08-25T19:41:03
20220331,383629790.22,383629790.22,46783008.82,57252680.96,10469672.14,182611106.51,,10469672.14,,,,,,,301089.54,,64621859.76,-1063456.76,,,-74843047.31,163738582.35,-82219.08,499409.63,250924548.9,250924548.9,3336896.94,,,,,79415713.76,,624647.72,,,158985654.99,132705241.32,181116.25,,5031816.89,,127854540.68,32674193.17,95180347.51,95180347.51,,-149816.05,95330163.56,,,,,,,,,,,,,,,,,,,,-583554.09,-583554.09,,,,,,-583554.09,,,,,,,,,-583554.09,,94596793.42,94746609.47,-149816.05,0.21,0.21,定期报告,未审计,20230428,CNY,合并期末,2022-04-28T17:46:04
20211231,2127881272.86,2127881272.86,190478794.28,230922053.95,40443259.67,947127507.95,,40443259.67,,,,,,,969611.94,,165533830.1,1268858.74,,,-23634026.89,845840674.28,550612.99,1014268.21,1442314248.29,1442314248.29,13154239.04,,,,,539553814.7,2873249.49,797865.54,,,843160822.58,685567024.57,352498.23,,322198.28,,685597324.52,181955213.88,503642110.64,503642110.64,,-295402.76,503937513.4,875502311.46,,1379439824.86,,,52099814.54,,52305883.72,,,,,,1275034126.6,,,120151721.52,,1154882405.08,-2158767.68,-2158767.68,,,,,,-2158767.68,,,,,,,,,-2158767.68,,501483342.96,501778745.72,-295402.76,1.13,1.12,定期报告,是,20230331,CNY,合并期末,2022-03-30T22:21:05
20210930,1652776642.22,1652776642.22,140100061.09,168419239.75,28319178.66,734474879.82,,28319178.66,,,,,,,394380.5,,157662243.77,-54796.05,,,-84937645.22,703719757.71,504562.2,858402.35,1149927005.16,1149927005.16,9415942.64,,,,,399508989.4,0.0,5069183.95,,,702684511.4,502849637.06,6613.85,,266705.59,,502589545.32,132382726.11,370206819.21,370206819.21,,-21001.35,370227820.56,,,,,,,,,,,,,,,,,,,,-781493.06,-781493.06,,,,,,-781493.06,,,,,,,,,-781493.06,,369425326.15,369446327.5,-21001.35,0.83,0.82,定期报告,未审计,20221028,CNY,合并期末,2022-10-27T17:01:02
20210630,1062565230.77,1062565230.77,90710251.67,107555486.25,16845234.58,497137817.85,,16845234.58,,,,,,,346549.72,,77537106.92,114826.65,,,-27290736.65,423333053.6,-44042.58,835230.24,735592631.59,735592631.59,6136468.55,,,,,282833221.99,0.0,2151024.22,,,422375391.74,326972599.18,6608.5,,189669.48,,326789538.2,88845936.87,237943601.33,237943601.33,,0.0,237943601.33,875502311.46,,1113445912.79,,,,,,,,,,,1113445912.79,,,120151721.52,,993294191.27,-869245.81,-869245.81,,,,,,-869245.81,,,,,,,,,-869245.81,,237074355.52,237074355.52,0.0,0.53,0.53,定期报告,未审计,20220826,CNY,合并期末,2021-08-25T21:31:03
20210331,416971237.07,416971237.07,41052383.9,53180811.74,12128427.84,221499039.51,,12128427.84,,,,,,,17134.79,,57500858.0,-31911.59,,,-48005969.98,144108039.6,-14099.48,813850.73,294575241.24,294575241.24,2590970.49,,,,,138309131.06,,197115.53,,,143162043.71,122395995.83,6605.9,,2067.08,,122400534.65,34241719.15,88158815.5,88158815.5,,,88158815.5,,,,,,,,,,,,,,,,,,,,322422.13,322422.13,,,,,,322422.13,,,,,,,,,322422.13,,88481237.63,88481237.63,,0.2,0.2,定期报告,未审计,20220429,CNY,合并期末,2022-04-28T17:46:04
20201231,1341991035.93,1341991035.93,93319035.28,114952714.6,21633679.32,541238406.82,,21633679.32,,,,,,,1167460.8,,142150084.48,-263172.72,,,-56659233.36,615970212.69,37988.43,4767080.79,1002311626.24,1002311626.24,7604288.77,,,,,338320829.7,439098.38,1715733.43,,,631159225.19,339679409.69,103337.34,,2154188.33,,337628558.7,88786309.49,248842249.21,248842249.21,,,248842249.21,756559838.29,,1005402087.5,,,24899888.02,,24899888.02,,,,,,955602311.46,,,80100000.0,,875502311.46,-4856294.14,-4856294.14,,,,,,-4856294.14,,,,,,,,,-4856294.14,,243985955.07,243985955.07,,0.56,0.56,定期报告,是,20220331,CNY,合并期末,2021-03-30T23:11:03
20200930,765038675.65,765038675.65,64114562.93,71272128.28,7157565.35,326665449.03,,7157565.35,,,,,,,197178.88,,59741085.17,0.0,,,-37231040.13,346774790.6,37740.99,4738908.18,581328535.58,581328535.58,4877217.54,,,,,198673303.36,439098.38,2343821.21,,,361132615.78,183710140.07,69770.97,,2085724.72,,181694186.32,50048508.72,131645677.6,131645677.6,,0.0,131645677.6,,,,,,,,,,,,,,,,,,,,-1349342.99,-1349342.99,,,,,,-1349342.99,,,,,,,,,-1349342.99,,130296334.61,130296334.61,0.0,0.3,0.29,定期报告,未审计,20211027,CNY,合并期末,2020-10-28T20:11:03
20200630,445645348.85,445645348.85,42831172.77,47785768.0,4954595.23,174714180.95,,4954595.23,,,,,,,-455503.34,,27333369.24,0.0,,,-26612259.46,223587890.45,-3937.71,4250435.95,345828403.29,345828403.29,3039100.94,,,,,98213092.66,1204667.0,1040416.57,,,235645445.63,99816945.56,7548.79,,2072178.64,,97752315.71,26375730.71,71376585.0,71376585.0,,,71376585.0,756559838.29,,827936423.29,,,,,,,,,,,827936423.29,,,,,747836423.29,1396799.35,1396799.35,,,,,,1396799.35,,,,,,,,,1396799.35,,72773384.35,72773384.35,,0.16,0.16,定期报告,未审计,20210826,CNY,合并期末,2020-08-25T21:31:03
20200331,168133712.37,168133712.37,21166763.29,0.0,0.0,70091195.72,,0.0,,,,,,,-478088.37,,4102663.79,0.0,,,-16321224.55,85513665.2,-667.02,4059404.31,135705869.63,135705869.63,1264177.51,,,,,42098291.41,,1137994.49,,,88423184.94,32427842.74,7547.31,,2001523.41,,30433866.64,9585385.99,20848480.65,20848480.65,,,20848480.65,,,,,,,,,,,,,,,,,,,,1417363.78,1417363.78,,,,,,1417363.78,,,,,,,,,1417363.78,,22265844.43,22265844.43,,0.05,0.05,定期报告,未审计,20210427,CNY,合并期末,2020-04-29T20:11:03
20191231,951251523.0,951251523.0,85173786.09,85489228.11,,213128880.15,,,,,,,,,-540617.61,,21979602.0,,,,2476702.97,627400026.39,-59994.27,1693137.28,791908186.04,791908186.04,1688826.18,,,,,154886937.0,41100.92,-428807.79,,,626718930.25,159343336.96,112197.73,,584824.32,,158870710.37,38059779.45,120810930.92,120810930.92,,,120810930.92,658166642.17,,778977573.09,,,11208867.4,,11208867.4,,,,,,756559838.29,,,,,756559838.29,1539645.97,1539645.97,,,,,,1539645.97,,,,,,,,,1539645.97,,122350576.89,122350576.89,,0.29,0.29,定期报告,是,20210331,CNY,合并期末,2020-03-16T08:21:11
20190930,707470930.74,707470930.74,61664283.07,,,139955076.34,,,,,,,,,-423072.91,,8595118.53,,,,13210215.18,483847787.27,-46656.35,668179.61,586418777.14,586418777.14,1182920.87,,,,,97899010.43,288696.68,-746744.67,,,481981475.08,121052153.6,5664.95,,583042.35,,120474776.2,28161429.54,92313346.66,92313346.66,,,92313346.66,,,,,,,,,,,,,,,,,,,,1981698.7,1981698.7,,,,,,1981698.7,,,,,,,,,1981698.7,,94295045.36,94295045.36,,0.23,0.23,定期报告,未审计,20201029,CNY,合并期末,2020-03-16T08:21:11
20190630,378360716.81,378360716.81,38176755.88,38176755.88,0.0,86384381.42,86384381.42,0.0,,,,,,,-98165.43,,8116646.19,,,,15814583.62,229432411.5,-2776.42,536880.05,290400244.9,290400244.9,689965.26,,,,,60635836.89,41100.92,-1001233.66,41100.92,,226663112.63,87960471.91,5663.75,,572907.99,,87393227.67,18845085.16,68548142.51,68548142.51,,,68548142.51,658166642.17,,726714784.68,,,,,,,,,,,726714784.68,,,,,726714784.68,300969.62,300969.62,,,,,,300969.62,,,,,,,,,300969.62,,68849112.13,68849112.13,,0.17,0.17,定期报告,是,20200826,CNY,合并期末,2020-03-16T08:21:11
20190331,146243303.0,146243303.0,19087309.29,,,35871280.6,,,,,,,,,387273.37,,1962585.21,,,,21269897.99,67150538.57,-13.26,514431.23,96513305.34,96513305.34,205065.54,,,,,29840807.33,,327141.13,,,66140291.34,48035951.08,5661.02,,479585.4,,47562026.7,8887162.85,38674863.85,38674863.85,,,38674863.85,,,,,,,,,,,,,,,,,,,,-1461929.63,-1461929.63,,,,,,-1461929.63,,,,,,,,,-1461929.63,,37212934.22,37212934.22,,0.1,0.1,定期报告,未审计,20200430,CNY,合并期末,2020-04-29T21:41:03
20181231,471071282.06,471071282.06,100775685.22,,,226153967.39,226153967.39,,,,,,,,-919197.3,,-3560203.68,,,,-11015251.23,148946883.4,7610890.0,3078508.26,317082810.44,317082810.44,1740701.47,,,,,155581680.43,559914.0,,,,148963005.03,153988471.62,3535992.44,,847848.35,,156676615.71,41944990.16,114731625.55,114731625.55,,,114731625.55,619024959.47,,733756585.02,,,12845654.63,,12845654.63,,,,,,708065275.76,,,47000000.0,,661065275.76,3198333.3,3198333.3,,,,,,3198333.3,,,,,,,,,3198333.3,,117929958.85,117929958.85,,0.29,0.29,定期报告,是,20200310,CNY,合并期末,2020-03-16T08:21:11
20180930,380290761.79,380290761.79,79365615.58,,,171658590.87,,,,,,,,,-1094064.73,,-2513785.72,,,,-1177519.27,132812367.86,-31250.8,1270808.0,266782128.49,266782128.49,1071873.62,,,,,123407625.99,1095717.83,,,,133132249.97,113508633.3,4942202.91,,371020.97,,118079815.24,31044866.02,87034949.22,,,,87034949.22,,,,,,,,,,,,,,,,,,,,3531982.32,3531982.32,,,,,,3531982.32,,,,,,,,,3531982.32,,90566931.54,90566931.54,,0.22,0.0,定期报告,未审计,20191023,CNY,合并期末,2020-03-16T08:21:11
20171231,513109226.26,513109226.26,125526864.77,,,237899338.99,237899338.99,,,,,,,,8163.81,,3740928.34,,,,14471689.65,125977770.83,-23953.71,5508423.58,294456429.7,294456429.7,2167155.14,,,,,156830098.42,119198.38,,,,125183878.18,218652796.56,270697.23,,5035486.37,,213888007.42,55009877.7,158878129.72,158878129.72,,,158878129.72,491807302.31,,650685432.03,,,15830236.28,,15830236.28,,,,,,619024959.47,,,,,619024959.47,-889786.17,-889786.17,,,,,,-889786.17,,,,,,,,,-889786.17,,157988343.55,157988343.55,,0.4,0.4,招股说明书/意向书,是,20190819,CNY,合并期末,2020-03-16T08:21:11
20161231,464284401.06,464284401.06,156494284.95,,,282739081.2,282739081.2,,,,,,,,-84044.04,,-3890502.48,,,,-1781127.9,30772669.83,5247.46,28792.04,180261528.09,180261528.09,7351579.73,,,,,133374888.43,887720.12,,,,27878298.74,284022872.97,1692830.2,,169203.22,,285546499.95,73082123.37,212464376.58,212464376.58,,,212464376.58,323293638.33,,,,,21975356.3,,21975356.3,,,,,,,,,,,491807302.31,-452328.22,-452328.22,,,,,,-452328.22,,-560689.34,,,,,,,108361.12,,212012048.36,212012048.36,,0.53,0.53,招股说明书/意向书,是,20190819,CNY,合并期末,2020-03-16T08:21:11
20160630,239574134.09,239574134.09,91790953.52,95410800.0,3619900.0,143511438.5,143511438.5,3619900.0,,,,,,,,,-2432049.78,,,,-4881515.32,11585307.17,,,87396064.22,87396064.22,5765503.92,,,,,65315587.27,178317.74,,,,11067311.37,152178069.87,364330.31,,175527.93,,152366872.25,39092126.01,113274746.24,,,,113274746.24,,,,,,,,,,,,,,,,,,,,631490.87,631490.87,,,,,,631490.87,,631490.87,,,,,,,,,113906237.11,113906237.11,,0.28,0.28,招股说明书(申报稿),未审计,20161209,CNY,合并期末,2020-03-16T08:21:11
20151231,579443485.17,579443485.17,130486416.96,133731400.0,3245100.0,394330506.21,394330506.21,3245100.0,,,,,,,,,20143283.65,-83391.96,,,-12360214.84,46843493.19,,,239942400.75,239942400.75,22334099.52,,,,,158678214.51,274978.7,,,,45951752.85,339501084.42,6404060.21,,233079.87,,345672064.76,87527632.95,258144431.81,,,,258144431.81,,,,,,,,,,,,,,,,,,,,560689.34,560689.34,,,,,,560689.34,,560689.34,,,,,,,,,258705121.15,258705121.15,,0.65,0.65,招股说明书(申报稿),是,20161209,CNY,合并期末,2020-03-16T08:21:11
20141231,311415059.8,311415059.8,102551039.58,102856900.0,305800.0,152259168.26,152259168.26,305800.0,,,,,,,,,17135626.75,,,,9699150.49,29770074.72,,,180878277.38,180878277.38,8291048.65,,,,,134054275.92,,,,,30991391.04,130536782.42,4510320.29,,181361.73,,134865740.98,33976127.05,100889613.93,,,,100889613.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100889613.93,100889613.93,,0.25,0.25,招股说明书(申报稿),是,20161209,CNY,合并期末,2020-03-16T08:21:11
20131231,248637379.16,248637379.16,65815673.48,66099100.0,283400.0,181731154.27,181731154.27,283400.0,,,,,,,,,2040484.44,,,,-949933.03,,,,154534332.03,154534332.03,10009740.58,,,,,135458785.7,,,,,,94103047.13,5575122.79,,28267.66,,99649902.26,25695830.22,73954072.04,,,,73954072.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73954072.04,73954072.04,,0.18,0.18,招股说明书(申报稿),是,20161209,CNY,合并期末,2020-03-16T08:21:11
20121231,252378550.39,252378550.39,51589856.06,51755400.0,165500.0,199259003.52,199259003.52,165500.0,,,,,,,,,149457.4,,,,1380233.41,,,,147002506.68,147002506.68,11074727.38,,,,,125974594.12,,,,,,105376043.71,4700723.74,,150046.88,,109926720.57,28058759.68,81867960.89,,,,81867960.89,143916474.69,,,,,1847884.47,,8186796.09,,,,,,,,,,200966679.29,14783075.73,,,,,,,,,,,,,,,,,,,81867960.89,81867960.89,,0.27,0.27,招股说明书(申报稿),是,20150508,CNY,合并期末,2020-03-16T08:21:11
