报告日,资产,现金及存放中央银行款项,其中:现金,存放中央银行款,结算准备金,贵金属,存放同业款项,专项央行票据,央行专项扶持资金,存出保证金,拆出资金,其中:拆放同业,拆放金融性公司,存放联行款项,存出发钞基金,交易性金融资产,买入返售金融资产,应收账款,应收票据,应收款项融资,预付账款,应收利息,应收股利,应收租赁款,贴现,进出口押汇,发放贷款及垫款净额,发放贷款及垫款,减:贷款损失准备,代理业务资产,委托贷款及委托投资,存货,待处理抵债资产,减:抵债资产减值准备,待处理抵债资产净额,待摊费用,可供出售金融资产,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,长期股权投资,其中:投资子公司,债权投资,其他债权投资,投资性房地产,衍生金融工具资产,其他权益工具投资,长期应收款,固定资产原值,减:累计折旧,固定资产净值,减:固定资产减值准备,在建工程,固定资产净额,固定资产清理,固定资产合计,融资租赁资产,预付租赁资产款,划分为持有待售的资产,减:未确认的收益,应收投资款项,其他应收款,合同资产,使用权资产,无形资产,商誉,长期待摊费用,递延税款借项,其他资产,减:不良资产处置损失专项准备,资产总计,负债,短期借款,向中央银行借款,发行货币债务,同业存入及拆入,其中:同业存放款项,拆入资金,客户存款(吸收存款),联行存放款项,外国政府借款,借入其他资金,央行拨付专项票据资金,保证款项,财政拨款,委托存款,衍生金融工具负债,交易性金融负债,卖出回购金融资产款,票据融资,应解汇款及临时存款,发行存款证,汇出汇款,应付票据,应付账款,预收账款,应付职工薪酬,其中:应付工资,应付福利费,应交税费,应付利息,应付股利,其他应付款,代理业务负债,划分为持有待售的负债,存入保证金,合同负债,贴现负债,预提费用,预计负债,递延收益,长期借款,应付债券,其中:应付次级债券,应付债券：优先股,应付债券：永续债,长期应付款,租赁负债,专项应付款,递延所得税负债,货币兑换,其他负债,负债合计,股东权益,股本,其他权益工具,其中:优先股,其中：永续债,资本公积,其他综合收益,可供出售类投资未实现损益(公允价值变动储备),持有至到期投资未结转损益,减:库藏股,盈余公积,一般风险准备,未确定的投资损失,信托赔偿准备金,未分配利润,其中:拟分配现金股利,外币报表折算差额,其他储备,归属于母公司股东的权益,少数股东权益,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,21019176000.0,,,,320571000.0,5925550000.0,,,,5633991000.0,,,,,13196022000.0,,,,,,,,,,,261885650000.0,269372609000.0,7486959000.0,,,,,,,,,,,1770535000.0,,47127089000.0,55199310000.0,,180978000.0,752341000.0,,,,,,397978000.0,1732313000.0,,2130291000.0,,,,,,,,339036000.0,245262000.0,42785000.0,,2452908000.0,1213515000.0,,419435010000.0,,,12766995000.0,,14412945000.0,2594318000.0,11818627000.0,334382799000.0,,,,,,,,166000000.0,1328111000.0,8555834000.0,,,,,,,,1062228000.0,,,384377000.0,,,,,,,,,,314534000.0,,,9590643000.0,,,,,324996000.0,,,,1368679000.0,384658141000.0,,3316521000.0,719632000.0,,,2647443000.0,754049000.0,,,,4969159000.0,4841049000.0,,,15510641000.0,,,,32758494000.0,2018375000.0,419435010000.0,定期报告,未审计,20260424,CNY,合并期末,2026-04-23T19:40:05
20251231,,28469939000.0,,,,128146000.0,4619643000.0,,,,5760878000.0,,,,,11607803000.0,,,,,,,,,,,248584103000.0,256194789000.0,7610686000.0,,,,,,,,,,,1758526000.0,,50156902000.0,44427805000.0,,191202000.0,768736000.0,,3262039000.0,1517843000.0,1744196000.0,,413584000.0,1744196000.0,,2157780000.0,,,,,,,,343701000.0,259463000.0,42785000.0,,2605297000.0,1196398000.0,,403079107000.0,,,10592445000.0,,13634361000.0,2255639000.0,11378722000.0,317345437000.0,,,,,,,,138307000.0,1565898000.0,16474197000.0,,,,,,,,1217691000.0,,,420245000.0,,,,,,,,,,318391000.0,,,6254919000.0,,,,,333532000.0,,,,1322228000.0,369617651000.0,,3316520000.0,719633000.0,,,2624875000.0,601897000.0,,,,4969159000.0,4841049000.0,,,14306523000.0,,,,31379656000.0,2081800000.0,403079107000.0,定期报告,是,20260424,CNY,合并期末,2026-04-23T19:40:05
20250930,,26404106000.0,,,,,5383640000.0,,,,3443529000.0,,,,,11834329000.0,2799218000.0,,,,,,,,,,248823105000.0,256764422000.0,7941317000.0,,,,,,,,,,,1754503000.0,,46644419000.0,47837260000.0,,171285000.0,723763000.0,,,,,,703746000.0,1332834000.0,,2036580000.0,,,,,,,,348492000.0,252197000.0,41168000.0,,2473959000.0,1258242000.0,,402229795000.0,,,9718919000.0,,14375841000.0,2292741000.0,12083100000.0,320891790000.0,,,,,,,,140774000.0,1634879000.0,13838074000.0,,,,,,,,1098656000.0,,,333488000.0,,,,,,,,,,286036000.0,,,5710232000.0,,,,,331400000.0,,,,1278664000.0,369638753000.0,,3316516000.0,719636000.0,,,2643851000.0,521868000.0,,,,4969159000.0,4841049000.0,,,13444616000.0,,,,30456695000.0,2134347000.0,402229795000.0,定期报告,未审计,20251030,CNY,合并期末,2025-10-29T19:52:02
20250630,,27856337000.0,,,,,4619702000.0,,,,5799343000.0,,,,,14098735000.0,500033000.0,,,,,,,,,,243088813000.0,251470665000.0,9104332000.0,,,,,,,,,,,1730164000.0,,48793144000.0,47516329000.0,,196106000.0,786386000.0,,2846338000.0,1476481000.0,1369857000.0,,610602000.0,1369857000.0,,1980459000.0,,,,,,,,341082000.0,267262000.0,41168000.0,,2358676000.0,1252876000.0,,401226615000.0,,,10423199000.0,,12016393000.0,317342000.0,11699051000.0,319001397000.0,,,,,,,,197701000.0,4042487000.0,14227308000.0,,,,,,,,889378000.0,,,204568000.0,,,,,,,,,,234766000.0,,,6207840000.0,,,,,319948000.0,,,,1503332000.0,369268317000.0,,3316498000.0,719649000.0,,,2649264000.0,824825000.0,,,,4969159000.0,4841049000.0,,,12553479000.0,,,,29873923000.0,2084375000.0,401226615000.0,定期报告,未审计,20250808,CNY,合并期末,2025-08-07T19:28:03
20250331,,20642360000.0,,,,,4912422000.0,,,,4263162000.0,,,,,16805774000.0,3680421000.0,,,,,,,,,,241312765000.0,249643020000.0,8330255000.0,,,,,,,,,,,1706935000.0,,48024903000.0,40551262000.0,,216728000.0,681707000.0,,,,,,525434000.0,1391254000.0,,1916688000.0,,,,,,,,328659000.0,281785000.0,28618000.0,,2392652000.0,1268376000.0,,389015217000.0,,,8265147000.0,,10098388000.0,547780000.0,9550608000.0,316691902000.0,,,,,,,,214204000.0,2202010000.0,10264669000.0,,,,,,,,797953000.0,,,285724000.0,,,,,,,,,,216603000.0,,,6444239000.0,,,,,311563000.0,,,,1580738000.0,357373140000.0,,3014986000.0,719659000.0,,,2972661000.0,624612000.0,,,,4969159000.0,4841049000.0,,,12422169000.0,,,,29564295000.0,2077782000.0,389015217000.0,定期报告,未审计,20250426,CNY,合并期末,2025-04-25T19:10:07
20241231,,23631074000.0,,,,,4274183000.0,,,,3706245000.0,,,,,10652351000.0,,,,,,,,,,,232489390000.0,240862102000.0,9081674000.0,,,,,,,,,,,1706935000.0,,50263077000.0,32846351000.0,,392713000.0,637454000.0,,2801150000.0,1370208000.0,1430942000.0,,424233000.0,1430942000.0,,1855175000.0,,,,,,,,342616000.0,296835000.0,28618000.0,,2305315000.0,1153519000.0,,366581851000.0,,,8304681000.0,,10448555000.0,222624000.0,10225931000.0,294965058000.0,,,,,,,,319179000.0,,9670867000.0,,,,,,,,959750000.0,,,352790000.0,,,,,,,,,,228438000.0,,,7938359000.0,,,,,330791000.0,,,,2394863000.0,335913331000.0,,3014985000.0,719660000.0,,,2973763000.0,790834000.0,,,,4969159000.0,4841049000.0,,,11338378000.0,,,,28647828000.0,2020692000.0,366581851000.0,定期报告,是,20260424,CNY,合并期末,2025-03-27T20:20:02
20240930,,21114605000.0,,,,,3787183000.0,,,,3855567000.0,,,,,14362195000.0,487816000.0,,,,,,,,,,230738266000.0,239685817000.0,,,,,,,,,,,,1687531000.0,,48827873000.0,31024169000.0,,274080000.0,751127000.0,,,,,,394489000.0,1438530000.0,,1833019000.0,,,,,,,,330486000.0,311006000.0,17771000.0,,2360104000.0,979844000.0,,362742642000.0,,,8137867000.0,,8028775000.0,642881000.0,7385894000.0,292223810000.0,,,,,,,,362160000.0,1364771000.0,9380103000.0,,,,,,,,590695000.0,,,330238000.0,,,,,,,,,,210431000.0,,,9366890000.0,,,,,309586000.0,,,,2797225000.0,333102551000.0,,3014982000.0,719662000.0,,,2980626000.0,607171000.0,,,,4619273000.0,4141277000.0,,,11550627000.0,,,,27633618000.0,2006473000.0,362742642000.0,定期报告,未审计,20241025,CNY,合并期末,2024-10-24T16:50:09
20240630,,22411819000.0,,,,,4018358000.0,,,,4191522000.0,,,,,20480308000.0,97518000.0,,,,,,,,,,229941078000.0,238934338000.0,9618166000.0,,,,,,,,,,,1615522000.0,,49781305000.0,27832282000.0,,343503000.0,600254000.0,,2722889000.0,1290295000.0,1432594000.0,3920000.0,437872000.0,1428674000.0,,1866546000.0,,,,,,,,312246000.0,271120000.0,17771000.0,,2333903000.0,1187809000.0,,367302864000.0,,,8413282000.0,,10780659000.0,1549513000.0,9231146000.0,289467349000.0,,,,,,,,239369000.0,3822587000.0,9564513000.0,,,,,,,,407958000.0,,,224827000.0,,,,,,,,,,193962000.0,,,11670654000.0,,,,,289994000.0,,,,3836373000.0,338911527000.0,,3014980000.0,719663000.0,,,2977153000.0,629103000.0,,,,4619273000.0,4141277000.0,,,10309249000.0,,,,26410698000.0,1980639000.0,367302864000.0,定期报告,未审计,20240821,CNY,合并期末,2024-08-20T16:00:06
20240331,,21677007000.0,,,,,3841923000.0,,,,2283623000.0,,,,,21502620000.0,,,,,,,,,,,226403794000.0,235242933000.0,8839139000.0,,,,,,,,,,,1600523000.0,,51654083000.0,28672007000.0,,289309000.0,782854000.0,,,,,,410573000.0,1446948000.0,,1857521000.0,,,,,,,,292146000.0,285144000.0,17771000.0,,2227432000.0,1288178000.0,,364675935000.0,,,8386880000.0,,11046244000.0,1337220000.0,9709024000.0,289411872000.0,,,,,,,,207980000.0,6428406000.0,4681274000.0,,,,,,,,302596000.0,,,350424000.0,,,,,,,,,,184123000.0,,,9146054000.0,,,,,268634000.0,,,,6025315000.0,336439802000.0,,2740884000.0,719670000.0,,,3251195000.0,641632000.0,,,,4619273000.0,4141277000.0,,,10212266000.0,,,,26326197000.0,1909936000.0,364675935000.0,定期报告,未审计,20240430,CNY,合并期末,2024-04-30T05:10:06
20231231,,19345642000.0,,,,,2653210000.0,,,,3249822000.0,,,,,13928540000.0,,,,,,,,,,,214226530000.0,222439155000.0,8838710000.0,,,,,,,,,,,1598780000.0,,48694140000.0,24175402000.0,,207959000.0,631847000.0,,2684438000.0,1197590000.0,1486848000.0,3920000.0,356697000.0,1482928000.0,,1839625000.0,,,,,,,,286840000.0,297446000.0,9440000.0,,2208963000.0,1102244000.0,,334456430000.0,,,8176140000.0,,10564892000.0,1193691000.0,9371201000.0,254452879000.0,,,,,,,,194738000.0,3976572000.0,12253382000.0,,,,,,,,517103000.0,,,333928000.0,,,,,,,,,,166858000.0,,,12357440000.0,,,,,264876000.0,,,,4066686000.0,307325494000.0,,2740883000.0,719671000.0,,,3251187000.0,624116000.0,,,,4619273000.0,4141277000.0,,,9260000000.0,,,,25356407000.0,1774529000.0,334456430000.0,定期报告,是,20250328,CNY,合并期末,2024-03-21T19:45:04
