报告日,营业收入,手续费净收入,代理买卖证券业务净收入,证券承销业务净收入,委托管理资产业务净收入,投资咨询服务净收入,期货经纪业务净收入,基金管理业务净收入,利息净收入,利息收入,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益,汇兑净收益,其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,研发费用,其他业务成本,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税费用,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,年初未分配利润,其他因素调整,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划净负债或净资产的变动,权益法下在被投资单位不能重分类进损益的其他综合收益中享有的份额,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下在被投资单位以后将重分类进损益的其他综合收益中享有的份额,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,847198735.2,517423914.04,168792362.23,46421861.69,284316036.02,,,,53687091.92,174509335.11,120822243.19,308944879.95,34171915.32,,,-47658556.68,-670283.98,12308373.53,4938.75,3158377.67,581349769.63,6600076.65,572729133.31,,-1467289.92,,,3487849.59,265848965.57,585716.52,,270350.38,,266164331.71,51760338.95,214403992.76,214403992.76,,197224792.96,17179199.8,,,189101903.76,189101903.76,176524183.28,,,176524183.28,,12577720.48,7614000.0,,4939913.43,,23807.05,,,,,,,403505896.52,386326696.72,17179199.8,0.05,0.05,定期报告,未审计,20260429,CNY,合并期末,2026-04-28T22:13:27
20251231,3685983212.53,1770527967.79,557960052.94,260276617.88,902265079.24,,,,161940050.64,658616479.4,496676428.76,1574213246.21,158884981.86,,,-43694724.93,-934167.67,212714993.29,436487.21,10779359.99,2521629808.69,24948305.38,2370845741.52,,64492022.97,48025211.07,,13318527.75,1164353403.84,2613098.61,,20008207.5,,1146958294.95,239418426.24,907539868.71,907539868.71,,841408864.23,66131004.48,2911840121.85,,453240291.42,453240291.42,405232091.17,,,405232091.17,,48008200.25,181566.65,,-4167120.36,,51993753.96,,,,,,,1360780160.13,1294649155.65,66131004.48,0.2,0.2,定期报告,是,20260429,CNY,合并期末,2026-04-28T22:18:06
20250930,2984926917.64,1299383499.52,413385332.73,196962777.98,654116856.56,,,,102778223.98,479525472.14,376747248.16,1197570542.77,127423143.63,,,185972436.53,-532823.46,191113278.71,374322.16,8267437.43,1917046603.47,19574227.78,1859413515.57,,-7416162.82,35497252.92,,9977770.02,1067880314.17,1984766.79,,2809146.61,,1067055934.35,237177447.05,829878487.3,829878487.3,,770678170.51,59200316.79,,,299710995.93,299710995.93,326394188.88,,,326394188.88,,-26683192.95,-2657892.29,,-24023969.56,,-1331.1,,,,,,,1129589483.23,1070389166.44,59200316.79,0.18,0.18,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T18:48:28
20250630,1831947784.8,828398566.94,226431826.85,141250523.8,439677848.16,,,,56973120.69,313259193.48,256286072.79,744377827.04,81558384.39,,,27997830.32,-313138.68,167972759.68,273381.38,6267437.43,1165473986.13,12867631.9,1149824862.51,,-3899101.2,,,6680592.92,666473798.67,1350379.33,,243426.0,,667580752.0,135677711.95,531903040.05,531903040.05,,485531392.61,46371647.44,2911840121.85,,480043679.7,480043679.7,483096277.81,,,483096277.81,,-3052598.11,-6559561.06,,3507841.24,,-878.29,,,,,,,1011946719.75,965575072.31,46371647.44,0.12,0.12,定期报告,未审计,20250828,CNY,合并期末,2025-08-27T21:13:21
20250331,660809470.04,438887031.22,122750016.12,61479580.92,244853862.36,,,,18363767.9,156666268.38,138302500.48,307572508.74,35018760.63,,,-120953259.66,-64769.87,13284709.2,111252.78,3608229.73,500987336.07,6170486.55,491754982.91,,-363435.78,,,3425302.39,159822133.97,801813.71,,166878.0,,160457069.68,23928498.84,136528570.84,136528570.84,,118001998.86,18526571.98,,,228248226.17,228248226.17,253240533.56,,,253240533.56,,-24992307.39,-824497.07,,-24167376.07,,-434.25,,,,,,,364776797.01,346250225.03,18526571.98,0.03,0.03,定期报告,未审计,20260429,CNY,合并期末,2025-04-25T20:23:41
20241231,3531605346.33,1624137101.35,379703658.77,277844344.65,920564124.11,,,,103686955.02,620388680.46,516701725.44,1559423246.98,160718015.59,,,42079394.54,347291.53,190994339.83,387308.51,10549708.57,2440144888.55,22633575.95,2314180396.56,,64300351.55,24340000.0,,14690564.49,1091460457.78,2880157.01,,5850868.07,,1088489746.72,125173414.62,963316332.1,963316332.1,,903629183.85,59687148.25,2495799892.64,,757731369.89,757731369.89,741239330.78,,,741239330.78,,16492039.11,-302678.57,,-23520242.2,,40314959.88,,,,,,,1721047701.99,1661360553.74,59687148.25,0.22,0.22,定期报告,是,20260429,CNY,合并期末,2025-04-25T20:23:41
20240930,2401088948.17,1119567403.44,222872747.67,171074836.81,702036709.97,,,,59130178.0,450714613.02,391584435.02,909734869.5,87474770.86,,,173167934.28,-512378.26,130627540.02,308956.67,9064444.52,1617451106.03,15513075.61,1591387146.61,,-654036.52,,,11204920.33,783637842.14,1986967.73,,2683805.19,,782941004.68,90244829.92,692696174.76,692696174.76,,641104673.58,51591501.18,,,337000702.8,337000702.8,369538541.66,,,369538541.66,,-32537838.86,-4149514.68,,-28388324.18,,,,,,,,,1029696877.56,978105376.38,51591501.18,0.153,0.153,定期报告,未审计,20251031,CNY,合并期末,2024-10-29T20:03:07
20240630,1524138652.4,740663852.22,153572358.16,102670702.87,467058070.53,,,,46652082.31,313306681.35,266654599.04,631047816.67,61216036.65,,,-3973186.24,-32287.31,101392550.18,301020.05,8086804.52,1051603935.78,10223101.39,1035129602.88,,-1509674.69,,,7760906.2,472534716.62,1244116.85,,2602439.1,,471176394.37,31764294.33,439412100.04,439412100.04,,399926694.89,39485405.15,2495799892.64,,307852818.03,307852818.03,314951438.47,,,314951438.47,,-7098620.44,-7211120.44,,112500.0,,,,,,,,,747264918.07,707779512.92,39485405.15,0.1,0.1,定期报告,未审计,20250828,CNY,合并期末,2024-08-23T18:58:57
20240331,673427362.24,380875137.33,83572689.5,65231302.46,225970931.07,,,,14157758.16,153543873.8,139386115.64,205827520.71,28538035.81,,,51322516.61,-218797.01,16737586.77,184216.99,4541422.68,499364642.51,5353175.42,488083220.59,,2465267.13,,,3462979.37,174062719.73,647710.3,,12050.56,,174698379.47,21139243.08,153559136.39,153559136.39,,143197078.56,10362057.83,,,109672803.79,109672803.79,109408366.39,,,109408366.39,,264437.4,,,264437.4,,,,,,,,,263231940.18,252869882.35,10362057.83,0.03,0.03,定期报告,未审计,20250426,CNY,合并期末,2024-04-26T20:23:14
20231231,2488689449.42,1524900579.92,351319474.45,189778807.61,904525613.27,,,,78701532.03,723196560.94,644495028.91,565517299.55,160050413.19,,,186784457.25,453419.19,114040446.78,569424.73,17722289.97,2121416596.11,17065090.8,2083619736.78,,5205470.15,,,15526298.38,367272853.31,3672508.68,,6810721.34,,364134640.65,-23413328.81,387547969.46,387547969.46,,330655551.54,56892417.92,2490704729.33,,47142769.67,47139395.81,49415878.15,,,49415878.15,,-2276482.34,2371900.38,,-4648382.72,,,,,,,,3373.86,434690739.13,377794947.35,56895791.78,0.08,0.08,定期报告,是,20250426,CNY,合并期末,2024-04-26T20:28:04
