报告日,营业总收入,营业收入,利息收入,已赚保费,手续费及佣金收入,房地产销售收入,其他业务收入,营业总成本,营业成本,手续费及佣金支出,房地产销售成本,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其他业务成本,营业税金及附加,研发费用,销售费用,管理费用,财务费用,利息费用,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,净敞口套期收益,公允价值变动收益,期货损益,托管收益,补贴收入,其他收益,资产减值损失,信用减值损失,其他业务利润,资产处置收益,营业利润,营业外收入,非流动资产处置利得,营业外支出,非流动资产处置损失,利润总额,所得税费用,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司所有者的净利润,被合并方在合并前实现净利润,少数股东损益,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能转损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下可转损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,63318738.52,63318738.52,,,,,,68892207.57,52115497.15,,,,,,,,,299369.72,1901984.02,2141450.01,10345066.28,2088840.39,988355.19,,193954.6,-14119.48,,,,368924.89,,,,222546.66,-86724.53,-855335.69,,4214776.11,-1515327.01,108352.02,,3905.72,,-1410880.71,-170391.58,,-1240489.13,-1240489.13,,-2709300.25,,1468811.12,,,,,,,,,,,,,,,,,,,,-1240489.13,-2709300.25,1468811.12,-0.007,-0.007,定期报告,未审计,20260427,CNY,合并期末,2026-04-26T15:38:08
20251231,203728891.59,203728891.59,,,,,,227853353.63,161829260.26,,,,,,,,,1184964.7,9571252.0,12029505.14,39504466.56,3733904.97,4272448.33,,1438563.63,-984936.21,,,,927288.5,,,,3427005.15,-3732037.24,3517319.62,,204290.87,-18342031.51,75917.29,,22244192.03,,-40510306.25,189197.69,,-40699503.94,-40699503.94,,-45951536.24,,5252032.3,-67500.0,-67500.0,-67500.0,,,-67500.0,,,,,,,,,,,,,,-40767003.94,-46019036.24,5252032.3,-0.13,-0.13,定期报告,是,20260427,CNY,合并期末,2026-04-26T15:38:08
20250930,136977443.47,136977443.47,,,,,,153276913.91,111555553.11,,,,,,,,,708986.27,5981507.19,6569580.67,26299056.13,2162230.54,3092818.88,,1479315.21,-67381.09,,,,790209.56,,,,2472372.61,-466947.76,3368060.05,,230734.97,-8425725.8,10953.83,,813178.01,,-9227949.98,513543.21,,-9741493.19,-9741493.19,,-14589701.74,,4848208.55,,,,,,,,,,,,,,,,,,,,-9741493.19,-14589701.74,4848208.55,-0.04,-0.04,定期报告,未审计,20251030,CNY,合并期末,2025-10-29T15:48:05
20250630,89484940.92,89484940.92,,,,,,99721744.78,71098340.03,,,,,,,,,474098.22,4002350.66,4206974.5,18365206.86,1574774.51,2084615.28,,920796.46,-49661.65,,,,662178.74,,,,1435531.17,-476157.17,3604097.8,,130773.11,-3959583.75,24227.27,,651304.03,,-4586660.51,692572.07,,-5279232.58,-5279232.58,,-9604749.86,,4325517.28,,,,,,,,,,,,,,,,,,,,-5279232.58,-9604749.86,4325517.28,-0.026,-0.026,定期报告,未审计,20250826,CNY,合并期末,2025-08-25T16:22:06
20250331,65749492.29,65749492.29,,,,,,69436347.6,53500356.33,,,,,,,,,239814.44,2057223.56,2095489.52,10490169.92,1053293.83,1077028.65,,752945.79,69334.7,,,,393908.95,,,,665412.93,-115479.94,461008.2,,335.97,-1528723.41,3621.13,,716675.63,,-2241777.91,791588.93,,-3033366.84,-3033366.84,,-5760945.32,,2727578.48,,,,,,,,,,,,,,,,,,,,-3033366.84,-5760945.32,2727578.48,-0.016,-0.016,定期报告,未审计,20260427,CNY,合并期末,2026-04-26T15:38:08
20241231,507278326.71,507278326.71,,,,,,559101776.91,470835236.85,,,,,,,,,1623338.26,10778945.93,12577745.5,63467222.38,-180712.01,5174705.62,,518018.35,-5079076.61,,,,-13594352.21,,,,3763257.5,-22662536.72,507734.67,,4531863.91,-78759464.7,96087.77,,11629216.9,,-90292593.83,5079131.59,,-95371725.42,-95371725.42,,-74910157.58,,-20461567.84,70125.0,70125.0,70125.0,,,70125.0,,,,,,,,,,,,,,-95301600.42,-74840032.58,-20461567.84,-0.21,-0.21,定期报告,是,20260427,CNY,合并期末,2026-04-26T15:38:08
20240930,419490834.82,419490834.82,,,,,,461164551.52,396223471.88,,,,,,,,,1210459.52,7183227.85,9901181.48,42985691.88,3660518.91,4132317.32,,4737753.99,-578441.32,,,,1577.73,,,,2127980.62,-68012.31,1498071.49,,4454841.94,-28921503.24,17642.45,,10125883.26,,-39029744.05,1564491.39,,-40594235.44,-40594235.44,,-27978797.97,,-12615437.47,,,,,,,,,,,,,,,,,,,,-40594235.44,-27978797.97,-12615437.47,-0.077,-0.077,定期报告,未审计,20251030,CNY,合并期末,2024-10-30T16:52:06
20240630,352774420.61,352774420.61,,,,,,373467719.26,336270831.67,,,,,,,,,1028132.71,5229891.27,6713052.29,23370476.94,855334.38,2992580.86,,3903456.79,-520410.84,,,,-157502.33,,,,914396.75,4300.39,-297721.22,,4742757.04,-11583611.23,4640.16,,8138540.77,,-19717511.84,1343273.79,,-21060785.63,-21060785.63,,-15065047.53,,-5995738.1,,,,,,,,,,,,,,,,,,,,-21060785.63,-15065047.53,-5995738.1,-0.041,-0.041,定期报告,未审计,20250826,CNY,合并期末,2024-08-26T19:08:48
20240331,268327142.75,268327142.75,,,,,,275924973.86,257812493.73,,,,,,,,,195009.37,2487024.28,3756953.63,11083673.05,589819.8,1511434.62,,3623789.06,-46338.46,,,,-239677.69,,,,146272.92,,-956061.34,,184126.8,-4839381.36,4123.14,,107398.5,,-4942656.72,415159.27,,-5357815.99,-5357815.99,,-3478268.31,,-1879547.68,,,,,,,,,,,,,,,,,,,,-5357815.99,-3478268.31,-1879547.68,-0.01,-0.01,定期报告,未审计,20250429,CNY,合并期末,2024-04-29T17:42:04
20231231,862585845.98,862585845.98,,,,,,874238606.1,803020662.06,,,,,,,,,1607802.33,6627408.77,12869940.65,48428426.64,1684365.65,6713667.19,,1135907.14,-2328928.55,,,,33022297.27,,,,3505223.53,-9290035.58,-1153667.4,,40516.67,15607481.51,1244196.15,,581029.9,,16270647.76,6292049.73,,9978598.03,9978598.03,,8901767.95,,1076830.08,161100.0,161100.0,161100.0,,,161100.0,,,,,,,,,,,,,,10139698.03,9062867.95,1076830.08,0.02,0.02,定期报告,是,20250429,CNY,合并期末,2024-04-22T18:17:03
