报告日,营业总收入,营业收入,利息收入,已赚保费,手续费及佣金收入,房地产销售收入,其他业务收入,营业总成本,营业成本,手续费及佣金支出,房地产销售成本,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其他业务成本,营业税金及附加,研发费用,销售费用,管理费用,财务费用,利息费用,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,净敞口套期收益,公允价值变动收益,期货损益,托管收益,补贴收入,其他收益,资产减值损失,信用减值损失,其他业务利润,资产处置收益,营业利润,营业外收入,非流动资产处置利得,营业外支出,非流动资产处置损失,利润总额,所得税费用,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司所有者的净利润,被合并方在合并前实现净利润,少数股东损益,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能转损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下可转损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,6057410454.0,6057410454.0,,,,,,6063928628.0,5023462467.0,,,,,,,,,40916991.0,243043018.0,246449582.0,167804669.0,342251901.0,78789465.0,,5178261.0,-470657.0,,,,27638111.0,,,,20405178.0,-37625562.0,-91927.0,,630758.0,9616645.0,2991526.0,,2702603.0,,9905568.0,-6983183.0,,16888751.0,16888751.0,,16893475.0,,-4724.0,-283904581.0,-283904581.0,-51037088.0,,,-51037088.0,,-232867494.0,,,,,,,,,-232867494.0,,,-267015830.0,-267011106.0,-4724.0,0.01,0.01,定期报告,未审计,20260428,CNY,合并期末,2026-04-27T18:40:06
20251231,24642157744.0,24642157744.0,,,,,,22884229315.0,20445464450.0,,,,,,,,,166993679.0,978131177.0,862084950.0,747079595.0,-315524536.0,290895987.0,,48396663.0,-6523182.0,,,,-17619437.0,,,,203457053.0,-471350861.0,4824686.0,,2918115.0,1528554648.0,42507817.0,,28577115.0,,1542485350.0,173731861.0,,1368753489.0,1368753489.0,,1368870960.0,,-117471.0,427830832.0,427830832.0,209637799.0,,,209637799.0,,218193033.0,,,,,,,,,218193033.0,,,1796584321.0,1796701792.0,-117471.0,0.94,0.94,定期报告,是,20260428,CNY,合并期末,2026-04-27T18:40:06
20250930,18160803036.0,18160803036.0,,,,,,16685158750.0,15186735953.0,,,,,,,,,117588030.0,702895946.0,636132636.0,512927925.0,-471121740.0,211250678.0,,51751997.0,-3095366.0,,,,-13397466.0,,,,117812472.0,-334902624.0,7362374.0,,3915502.0,1308186541.0,32749018.0,,16141117.0,,1324794442.0,157564157.0,,1167230285.0,1167230285.0,,1167314311.0,,-84026.0,541932454.0,541932454.0,215752390.0,,,215752390.0,,326180064.0,,,,,,,,,326180064.0,,,1709162739.0,1709246765.0,-84026.0,0.8,0.8,定期报告,未审计,20251028,CNY,合并期末,2025-10-27T17:22:07
20250630,11811885650.0,11811885650.0,,,,,,10682693847.0,9981473602.0,,,,,,,,,86534952.0,450254257.0,416139706.0,336669331.0,-588378001.0,147473030.0,,2610960.0,-2844811.0,,,,15113509.0,,,,76522175.0,-262658400.0,12108407.0,,-577587.0,972310867.0,16981827.0,,13849867.0,,975442827.0,121079475.0,,854363352.0,854363352.0,,854456636.0,,-93284.0,584288051.0,584288051.0,183279072.0,,,183279072.0,,401008979.0,,,,,,,,,401008979.0,,,1438651403.0,1438744687.0,-93284.0,0.58,0.58,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T17:36:10
20250331,5696837335.0,5696837335.0,,,,,,5302165291.0,4847055760.0,,,,,,,,,47642092.0,205259762.0,187011151.0,171962824.0,-156766298.0,83405914.0,,4063415.0,-225420.0,,,,15642011.0,,,,45030998.0,-93633130.0,11922516.0,,218999.0,377916853.0,4854634.0,,178637.0,,382592850.0,42049729.0,,340543121.0,340543121.0,,340576200.0,,-33079.0,124437049.0,124437049.0,,,,,,124437049.0,,,,,,,,,124437049.0,,,464980170.0,465013249.0,-33079.0,0.23,0.23,定期报告,未审计,20260428,CNY,合并期末,2025-04-24T22:12:06
20241231,22057938923.0,22057938923.0,,,,,,19857547432.0,17191782641.0,,,,,,,,,140609617.0,920484763.0,647927179.0,632757645.0,323985587.0,290937305.0,,8415289.0,-1876079.0,,,,-17640185.0,,,,168065601.0,-381900593.0,-979655.0,,520814.0,1976872762.0,10701510.0,,16968253.0,,1970606019.0,218570596.0,,1752035423.0,1752035423.0,,1752351636.0,,-316213.0,-41968562.0,-41968562.0,54737954.0,,,54737954.0,,-96706516.0,,,,,,,,,-96706516.0,,,1710066861.0,1710383074.0,-316213.0,1.2,1.2,定期报告,是,20260428,CNY,合并期末,2025-04-24T22:12:06
20240930,15948891839.0,15948891839.0,,,,,,13814946303.0,12064938858.0,,,,,,,,,100764064.0,645275776.0,425423625.0,463114855.0,115429125.0,207372809.0,,-1713716.0,-464847.0,,,,-26206834.0,,,,115489729.0,-245955115.0,2408082.0,,2622825.0,1980590507.0,8642693.0,,7554386.0,,1981678814.0,270104910.0,,1711573904.0,1711573904.0,,1711795168.0,,-221264.0,-56967698.0,-56967698.0,23606429.0,,,23606429.0,,-80574127.0,,,,,,,,,-80574127.0,,,1654606206.0,1654827470.0,-221264.0,1.17,1.17,定期报告,未审计,20251028,CNY,合并期末,2024-10-29T16:22:04
20240630,10379647176.0,10379647176.0,,,,,,9210202900.0,8021092047.0,,,,,,,,,64496888.0,407177600.0,278988407.0,290775550.0,147672408.0,142283262.0,,-624392.0,-249726.0,,,,-29925795.0,,,,69749585.0,-171671351.0,-6851905.0,,738953.0,1030859371.0,4647001.0,,4569892.0,,1030936480.0,105725667.0,,925210813.0,925210813.0,,925361378.0,,-150565.0,-49935399.0,-49935399.0,23606429.0,,,23606429.0,,-73541828.0,,,,,,,,,-73541828.0,,,875275414.0,875425979.0,-150565.0,0.63,0.63,定期报告,未审计,20250829,CNY,合并期末,2024-08-26T18:27:05
20240331,5044861883.0,5044861883.0,,,,,,4498239124.0,3873118527.0,,,,,,,,,31628401.0,202329398.0,134533202.0,151947958.0,104681638.0,79269921.0,,-147533.0,-147533.0,,,,1586563.0,,,,19570677.0,-84147724.0,-1541559.0,,268818.0,482212001.0,1949654.0,,3007406.0,,481154249.0,40160947.0,,440993302.0,440993302.0,,441062925.0,,-69623.0,-72769530.0,-72769530.0,12127993.0,,,12127993.0,,-84897523.0,,,,,,,,,-84897523.0,,,368223772.0,368293395.0,-69623.0,0.3,0.3,定期报告,未审计,20250425,CNY,合并期末,2024-04-24T16:42:04
20231231,20165274692.0,20165274692.0,,,,,,18340464216.0,16076318053.0,,,,,,,,,118044073.0,814784394.0,588945859.0,662119055.0,80252782.0,272185216.0,,7745341.0,-4126066.0,,,,11428970.0,,,,103676170.0,-370141727.0,-27004414.0,,-22224162.0,1528290654.0,8252967.0,,7286090.0,,1529257531.0,138650387.0,,1390607144.0,1390607144.0,,1390674994.0,,-67850.0,426328909.0,426328909.0,76422543.0,,,76422543.0,,349906366.0,,,,,,,,,349906366.0,,,1816936053.0,1817003903.0,-67850.0,0.95,0.95,定期报告,是,20250425,CNY,合并期末,2024-04-24T16:47:02
