报告日,资产,货币资金,其中：现金,其中：存放中央银行款项,存放同业款项,存放联行款项,贵金属,结算备付金,进出口押汇,拆出资金,其中：拆放同业,其中：拆放金融性公司,交易性金融资产,买入返售金融资产,应收票据及应收账款,应收账款,应收票据,应收款项融资,预付账款,应收股利,应收利息,应收租赁款,应收保证金,其他应收款,贴现,发放贷款及垫款总额,减：贷款损失准备,发放贷款及垫款净额,代理证券,委托资金,合同资产,存货净额,待处理抵债资产总额,减：抵债资产减值准备,待处理抵债资产净额,待摊费用,可供出售金融资产,划分为持有待售的资产,长期股权投资,投资子公司,投资性房地产,债权投资,其他债权投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,衍生金融资产,其他权益工具投资,应收投资款项,长期应收款,未确认的收益,递延税款贷项,固定资产原值,减：累计折旧,固定资产净值,减：固定资产减值准备,在建工程,固定资产净额,固定资产清理,固定资产合计,融资租赁资产,预付租赁资产款,使用权资产,无形资产,商誉,长期待摊费用,递延税款借项,其他长期资产,一年内到期的非流动资产,其他流动资产,流动资产合计,非流动资产合计,资产总计,负债,短期借款,拆入资金,向中央银行借款,同业存入及拆入,其中：同业存放款项,联行存放款项,吸收存款及同业存放,吸收存款,应解汇款及临时存款,交易性金融负债,卖出回购金融资产款,应付票据及应付账款,应付票据,应付账款,预收账款,应付职工薪酬,其中：应付工资,其中：应付福利费,应交税金,应付股利,应付利息,应付债券款,应付债券：优先股,应付债券：永续债,应付次级债,应付保证金,应付代理证券款,其他应付款,衍生金融负债,预提费用,汇出汇款,长期借款,合同负债,专项应付款,划分为持有待售的负债,预计负债,长期应付款,长期递延收益,租赁负债,其他负债,货币兑换,一年内到期的长期负债,其他流动负债,流动负债合计,其他长期负债,长期负债合计,负债合计,所有者权益,实收资本净额,其他权益工具,优先股,永续债,资本公积,其他综合收益,库存股,盈余公积,一般风险准备,未分配利润,其中：拟分配现金股利,外币折算差额,其他储备,归属于母公司的股东权益合计,少数股东权益,所有者权益合计,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20230930,,18255450533.18,,,,,,41045454.9,,,,,4553390330.06,1412460.59,3673153.22,3673153.22,,,58512188.01,,,,13341907068.51,404243668.21,,,,,,,,158096068.77,,,,,,,2418941.29,,176473.81,,,,,,,,,,16049137.52,,,,,,236560768.92,,236560768.92,,,29668456.68,162972764.0,,,7817071.62,72285837.33,,,,,37420724774.75,,1115221823.51,,,,,,,,,93720966.32,,53130835.46,47500000.0,5630835.46,,80047298.35,,,14677004.35,,,504560915.17,,,,29865285273.36,100406301.06,1628834733.2,,,,,64723150.63,,,,,,14246309.36,34443501.03,,,,,,,33790470986.98,,610065893.0,,,,1190728158.44,67670412.05,,125864280.6,161450027.33,1466327705.84,,,,3622106477.26,8147310.51,3630253787.77,37420724774.75,定期报告,未审计,20231018,CNY,合并期末,2023-10-17T16:46:01
20230630,,19351330676.04,,,,,,46951263.81,,,,,2947789386.16,1608437.26,1109017.85,1109017.85,,1300000.0,61643260.62,,,,14876487161.4,328525703.57,,,,,,,,143129896.25,,,,,,,2385590.12,,195931.21,,,,,,,,,,8523471.36,301434332.43,62574119.81,238860212.62,,,238860212.62,,238860212.62,,,32677021.01,164507902.15,,,3845497.04,73774921.62,,,,,38356916805.4,,1093394158.29,,,,,,,,,83106826.74,,107679705.17,99500000.0,8179705.17,,60638370.15,,,23325823.22,,,508130906.2,,,,30844321925.82,156687440.0,1626923782.38,,,,,83938553.2,,,1500494.82,,,24298853.26,29738020.98,,,,,,,34852031652.76,,610065893.0,,,,1190728158.44,72151246.56,,125864280.6,159773849.68,1337929917.65,,,,3496513345.93,8371806.71,3504885152.64,38356916805.4,定期报告,未审计,20230819,CNY,合并期末,2023-08-18T18:21:04
20230331,,16094140864.83,,,,,,435665224.75,,,,,3304187017.29,18000.0,24176022.06,24176022.06,,1300000.0,51622898.1,,,,14428791143.73,247622298.97,,,,,,,,189473176.31,,,,,,,2512988.81,,215388.61,,,,,,,,,,11174099.27,,,,,,229508837.52,,229508837.52,,,32729381.62,162795524.89,,,5874108.59,126139579.7,,,,,35406495253.31,,627909872.3,,,,,,,,,167367064.59,,91933336.12,52000000.0,39933336.12,,43989525.97,,,20738748.73,,,516680897.23,,,,28127363431.81,119344556.71,1982353439.34,,,,,83529256.91,,,,,,31980671.9,13237559.28,,,,,,,32031758584.83,,610065893.0,,,,1190728158.44,13567571.86,,125864280.6,158275012.51,1267566568.57,,,,3366067484.98,8669183.5,3374736668.48,35406495253.31,定期报告,未审计,20230425,CNY,合并期末,2023-04-24T17:01:01
20221231,,17614537069.17,,,,,,12283402.22,,,,,3063640901.94,,1213761.55,1213761.55,,1000000.0,24616274.12,,,,12397681950.59,198231442.9,,,,,,,,150463427.37,,,,,,,2725041.89,,234846.01,,,,,,,,,,18974686.42,288135115.77,59058343.64,229076772.13,,,229076772.13,,229076772.13,,,37269466.97,164160705.66,,,7456227.16,214634597.99,,,,,34189185331.41,,926290337.26,,,,,,,,,53801972.81,,560836.18,,560836.18,,83814270.87,,,19354221.73,,,510290888.26,,,,27264552277.69,241241300.98,1341148056.21,,,,,116059010.29,,,,,,23138215.35,75568055.73,,,,,,,30864142130.41,,610065893.0,,,,1190728158.44,26386937.22,,125864280.6,157012222.82,1206501834.81,,,,3316559326.89,8483874.11,3325043201.0,34189185331.41,定期报告,是,20240309,CNY,合并期末,2023-04-24T16:51:03
20220930,,18716077056.67,,,,,,35397813.08,,,,,2616839866.74,194000.0,17183537.99,17183537.99,,1797600.5,70611327.18,,,,13450739798.74,271946909.71,,,,,,,,121922664.96,,,,,,,3305705.6,,12710146.1,,,,,,,,,,11530381.56,,,,,,233815491.03,,233815491.03,,,36423409.47,160032670.06,,,4781356.01,125512121.54,,,,,35947852456.36,,622111457.4,,,,,,,,,82067110.12,,34606037.91,,34606037.91,,61457233.68,,,18699797.78,,,503806958.92,,,,29307737025.16,274480535.06,1396717233.76,,,,,169598036.61,,,1472341.3,,,35506887.44,21955262.62,,,,,,,32727526784.38,,610065893.0,,,,1190694767.52,35243113.71,,112007239.73,141956902.98,1121228112.9,,,,3211196029.84,9129642.14,3220325671.98,35947852456.36,定期报告,未审计,20221028,CNY,合并期末,2022-10-27T17:16:02
20220630,,17216977525.95,,,,,,71646020.2,,,,,2276654706.88,,40044567.27,40044567.27,,,79510418.22,,,,12849641243.02,253593999.19,,,,,,,,341495049.74,,,,,,,2973661.01,,12830782.46,,,,,,,,,,11293450.71,285877818.14,49867711.82,236010106.32,,,236010106.32,,236010106.32,,,35701744.89,161583954.46,,,,167469131.16,,,,,33823084078.31,,759381250.22,,,,,,,,,77362151.59,95000.0,5113172.84,,5113172.84,,34272930.88,,,17533968.91,,,298900000.0,,,,27214498696.79,424376849.24,1397874900.11,,,,,186059210.76,,,,,,35413082.0,52126579.08,,,,,,,30694745693.14,,610065893.0,,,,1190694767.52,-283856.18,,112007239.73,140815271.65,1065781091.11,,,,3119080406.83,9257978.34,3128338385.17,33823084078.31,定期报告,未审计,20220820,CNY,合并期末,2022-08-19T17:21:02
20220331,,17425215965.97,,,,,,46280735.87,,,,,1896666506.1,27000.0,56944586.29,56944586.29,,1580000.0,87349041.26,,,,11228634376.63,155793689.57,,,,,,,,423537603.28,,,,,,,3215157.32,,12951418.82,,,,,,,,,,4438377.63,,,,,,239846235.31,,239846235.31,,,39361624.32,163315776.7,,,5703859.34,221422560.66,,,,,32082716602.92,,760261056.0,,,,,,,,,178272878.34,,47402705.93,,47402705.93,,33376553.92,,,40362099.59,,,,,,,26381213105.64,235644844.58,907268354.83,,,,,110386650.28,,,,,,39026284.8,95999150.64,,,,,,,29010066256.29,,610065893.0,,,,1190694767.52,-33384872.4,,112007239.73,140074536.4,1043747507.88,,,,3063205072.13,9445274.5,3072650346.63,32082716602.92,定期报告,未审计,20220429,CNY,合并期末,2022-04-28T16:36:02
20211231,,16582911168.64,,,,,,49400162.95,,,,,1580210642.79,80000.8,53575693.71,53575693.71,,5790000.0,59780740.4,,,,10551510771.64,145983365.06,,,,,,,,226750286.21,,,,,,,20170421.89,,13072055.18,,,,,,,,,,13584662.97,282579923.43,41044996.89,241534926.54,,,241534926.54,,241534926.54,,,42516403.3,164929984.79,,,,244538534.12,,,,,30065138381.78,,718739949.76,,,,,,,,,161552784.63,,43981745.55,,43981745.55,,82939733.01,,,51450146.8,,,,,,,24619216566.19,217317619.62,666766080.73,,,,,104322136.51,,,,,,41392690.72,117011217.66,,,,,,,27009717603.19,,610065893.0,,,,1190694767.52,-30879540.68,,112007239.73,139196657.26,1016517411.93,,,,3037602428.76,17818349.83,3055420778.59,30065138381.78,定期报告,是,20230311,CNY,合并期末,2022-03-14T18:36:01
20210930,,16097444238.88,,,,,,68170628.51,,,,,1912837974.63,,45935486.19,19367533.1,26567953.09,4420000.0,70947069.45,,,,11316832666.85,104731082.25,,,,14416039.36,,,,306431932.34,,,,,,,22671774.12,,332133.01,,,,,,11808007.58,,,,3222351.78,,,,,170597765.06,32937439.75,,203535204.81,,,,171585328.13,,,6064713.04,87554150.86,,,,,30523158801.64,,740452476.82,,,,,,,,,198468487.86,363990.76,168603908.41,100000000.0,68603908.41,,68746523.75,,,41166673.23,,,,,,,25195474613.97,247801382.94,601058804.89,,,,,90500544.72,,,,,,,6370221.81,,,,,,,27527469172.96,,610065893.0,,,,1190694767.52,-10481907.84,,82648458.54,108902150.24,995333344.76,,,,2977162706.22,18526922.46,2995689628.68,30523158801.64,定期报告,未审计,20211021,CNY,合并期末,2021-10-20T16:36:01
20210630,,15055373118.45,,,,,,47935328.45,,,,,1206727629.82,,36549038.18,26188085.09,10360953.09,3200000.0,89289221.78,,,,10019367399.41,124997698.15,,14734824.48,218518.51,14516305.97,,,,371417291.05,,,,,,,22727820.12,,351590.41,,,,,,12148533.62,,,,4062549.33,95669093.97,68929674.31,26739419.66,,162707556.68,26739419.66,,189446976.34,,,,172929717.11,,,2488941.86,167835934.11,,,,,27618236238.75,,769676980.38,,,,,,,,,232823584.94,1079989.2,111446592.71,100000000.0,11446592.71,,42790171.23,,,18366846.28,,,,,,,21988768650.2,332245023.07,829252271.76,,,,,110244782.4,,,,,,,106169600.79,,,,,,,24706189358.95,,610065893.0,,,,1190694767.52,-10267555.85,,82648458.54,108204568.97,911937765.11,,,,2893283897.29,18762982.51,2912046879.8,27618236238.75,定期报告,未审计,20210817,CNY,合并期末,2021-08-16T18:11:02
20210331,,12958147642.53,,,,,,131501664.95,,,,,1548384928.57,,9180503.21,7539799.62,1640703.59,4195886.6,166568757.48,,,,8408372848.32,150686714.51,,,,14594587.42,,,,337837742.26,,,,,,,22945661.49,,371047.81,,,,,,11629421.64,,,,5023214.22,,,,,151818101.9,33984113.11,,185802215.01,,,,173786970.83,,,,67713333.67,,,,,24271026788.96,,863833291.41,,,,,,,,,418415787.63,1478985.2,112403769.96,100000000.0,12403769.96,,26675060.38,,,11684647.32,,,,,,,18695719434.89,388382537.5,625774181.37,,,,,79166163.59,,,,,,,15003144.77,,,,,,,21398329095.67,,610065893.0,,,,1190642709.63,2507139.04,,82648458.54,107676446.31,860691293.76,,,,2854231940.28,18465753.01,2872697693.29,24271026788.96,定期报告,未审计,20210428,CNY,合并期末,2021-04-27T16:51:02
20201231,,11559097917.78,,,,,,66357789.04,,,,,1524036067.89,,7473991.2,2351838.76,5122152.44,2994789.0,115665190.8,,,,8043191301.88,100959416.6,,14764091.64,220597.37,14543494.27,,,,325319719.6,,,,,,,3452973.94,,390505.21,,,,,,11913793.25,,,,2099114.46,94830619.22,67494176.33,27336442.89,,143578754.19,27336442.89,,170915197.08,,,,175261922.62,,,,123621085.72,,,,,22313912410.32,,822551461.75,,,,,,,,,400912339.77,527994.72,121678157.23,100000000.0,21678157.23,,66902350.32,,,6739133.49,,,,,,,17419456397.6,249897740.76,510001461.06,,,,,33978465.36,,,13325227.52,,,,38874695.16,,,,,,,19838035233.46,,580000000.0,,,,861458889.32,-1102191.0,,82648458.54,107261459.78,826399273.2,,,,2456665889.84,19211287.02,2475877176.86,22313912410.32,定期报告,是,20220315,CNY,合并期末,2021-04-27T16:51:02
20200930,,8966819470.3,,,,,,115540677.02,,,,,1045386450.1,27302330.0,36966759.85,35021756.36,1945003.49,,138741059.97,,,,7447338705.01,581215773.8,,,,4587166.67,,,,258712938.0,,,,,,,3752969.41,,409962.61,,,,,,10796241.26,,,,10116550.24,,,,,117373325.59,26390117.28,,143763442.87,,,,181982659.81,5175415.97,,8339566.32,73101807.74,,,,,19119077746.14,,781129130.25,,,,,,,,,175511502.81,801991.98,322459513.13,310000000.0,12459513.13,49548642.93,37065715.12,,,5626107.35,,,,,,,14171639360.09,295404236.37,627346378.85,,,,,,,,12046250.03,,,,,,,,,,,16635651644.97,,580000000.0,,,,861456960.89,32545779.12,,72355209.32,96060246.72,820938070.01,,,,2463356266.06,20069835.11,2483426101.17,19119077746.14,定期报告,未审计,20201030,CNY,合并期末,2020-11-20T09:11:14
20200630,,8635161145.71,,,,,,88115120.27,,,,,631240411.56,19201920.0,18480424.34,11271107.64,7209316.7,163383.0,126543644.74,,,,6399841616.44,196825314.91,,16692512.32,239376.37,16453135.96,,,,564954894.92,,,,,,,3864020.2,,429420.01,,,,,,10267037.71,,,,14535274.64,90758748.53,65813270.03,24945478.5,,108184414.64,24945478.5,,133129893.14,,,,182069526.12,5380253.55,,17919144.96,152811164.87,,,,,17272288901.22,,960839312.06,,,,,,,,,72306401.1,1264930.35,282731671.21,260000000.0,22731671.21,74669259.49,24982335.44,,,6378158.01,,,471952602.76,,,,12129192894.81,221670764.77,393465438.16,,,,,,,,11238810.02,,,,991274.34,,,,,,,14808895033.37,,580000000.0,,,,861456960.89,49802851.91,,72355209.32,95292004.55,787745161.81,,,,2446652188.48,16741679.37,2463393867.85,17272288901.22,定期报告,未审计,20200828,CNY,合并期末,2020-11-20T09:11:14
20200331,,8948452482.6,,,,,,54187495.19,,,,,631436533.2,9300930.0,88450169.45,79851233.6,8598935.85,,285666653.74,,,,5122937258.71,285526976.81,,,,15729292.63,,,,480569542.85,,,,,,,1070972.1,,448877.41,,,,,,9285120.72,,,,25912116.57,,,,,96567083.54,24887493.4,,121454576.94,,,,177917048.39,5383725.67,,54225392.29,31270572.31,,,,,16422585819.11,,682680527.42,,,,,,,,,93823283.85,1071989.28,142825728.01,130000000.0,12825728.01,227360423.31,23188684.44,,,8926417.87,,,465445479.47,,,,10975524167.97,328361411.23,735475743.06,,,,,,,,87499785.16,,,,247650.0,,,,,,,13938302785.42,,580000000.0,,,,861456960.89,44169151.86,,72355209.32,94567107.96,815193554.47,,,,2467741984.51,16541049.18,2484283033.69,16422585819.11,定期报告,未审计,20200428,CNY,合并期末,2020-11-20T09:11:14
20191231,,7450400673.87,,,,,,41501996.29,,,,,555681148.77,21302130.0,53359167.56,32628075.44,20731092.12,4141361.05,86918281.49,,,,4505088507.82,175846874.43,,15969178.44,235842.8,15733335.64,,,,668159088.03,,,,,,,1069879.35,,468334.81,,,,,,10224854.78,,,,13686650.7,88545643.87,62369735.4,26175908.47,,86470720.18,26175908.47,,112646628.65,,,,181808587.33,5300832.67,,17030485.29,74147869.32,,,,,14050296817.62,,699069192.76,,,,,,,,,105079093.68,667993.32,14729500.63,,14729500.63,18789363.16,24247163.32,,,6595377.34,,,458938356.18,,,,9247479308.43,206835886.65,663754049.57,,,,,,,,11702670.31,,,,517173.44,,,,,,,11609722976.82,,580000000.0,,,,861456960.89,35892079.32,,72355209.32,93783754.57,783836814.54,,,,2427324818.64,13249022.16,2440573840.8,14050296817.62,定期报告,是,20210316,CNY,合并期末,2020-11-20T09:11:14
20190930,,7620727806.36,,,,,,31673299.54,,,,,537537283.2,,5150408350.91,5150408350.91,,,,,,,417989.13,,,,,,,,,254676150.68,,,,,,,14028480.42,,487792.21,,,,,,4410415.64,,,,7713940.86,,,,,78852006.27,25648709.78,,104500716.05,,,,204743520.0,5374168.91,,9256218.46,38571939.46,,,,,13976814130.97,,656265088.0,,,,,,,,,56118698.32,399996.0,9651021969.08,,9651021969.08,,24741490.75,,,3970379.69,,,450000000.0,,,,,529598896.95,,,,,,,,,12291439.54,,,,,,,,,,,11527026365.89,,580000000.0,,,,861456960.89,44015366.61,,66575684.22,87258984.92,797698382.65,,,,2437005379.29,12782385.79,2449787765.08,13976814130.97,定期报告,未审计,20191028,CNY,合并期末,2020-11-20T09:11:14
20190630,,7401706268.82,,,,,,25995027.76,,,,,655413717.35,,45691798.06,35165905.75,10525892.31,,205378626.92,,,,4009757304.04,238540413.71,,28209609.82,423144.15,27786465.67,,,,379505602.48,,,,,,,68803.93,,507249.61,,,,,,9348467.91,,,,10654939.82,85166039.22,59282265.02,25883774.2,,70114755.05,25883774.2,,95998529.25,,,,181272922.25,5219254.35,,12798278.4,61504861.6,,,,,13416947046.32,,768251664.0,,,,,,,,,144255516.8,,36251215.69,4363122.0,31888093.69,33447151.59,22391475.61,,,8094116.62,,,450000000.0,,,,8543284524.92,718510576.12,415951579.54,,,,,,,,11995904.82,,,,,,,,,,,11294891656.44,,510000000.0,,,,649142651.46,26884820.39,,66575684.22,86538572.95,769988440.7,,,,2109130169.72,12925220.16,2122055389.88,13416947046.32,招股说明书/意向书,是,20190813,CNY,合并期末,2020-11-20T09:11:14
