报告日,经营活动产生的现金流量,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,拆出资金净减少额,融出资金净减少额,卖出回购金融资产收到的现金,证券投资收到的现金,买入返售金融资产收到的现金,代理买卖业务的现金净增加额,代理兑付证券净增加额,代理承销证券收到的现金净额,保证金现金流入,收到的资产管理业务,销售商品、提供劳务收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,处置交易性金融资产的净减少额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,偿还拆入资金支付的现金,拆出资金净增加额,融出资金净增加额,回购金融资产支付的现金,买入返售金融资产支付的现金,证券投资支付的现金,代理买卖证券净减少额,代兑付债券支付的现金净额,保证金现金流出,为交易目的而持有的金融资产净增加额,以现金支付的营业费用,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产及其他长期资产收回的现金净额,处置子公司和其他营业单位收到的现金,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,吸收权益性投资所收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,,716383175.49,,,,2193596494.55,,,3714386112.23,,,,,,,934470234.51,7558836016.78,,,145212376.58,,,1381245004.3,,,,,,,559220061.03,,,259334436.71,70187780.1,2514484064.57,4929683723.29,2629152293.49,,,,1130.95,,,1130.95,,19901073.35,,,19901073.35,-19899942.4,,,,,,,,0.0,,28000000.0,,12630339.92,40630339.92,-40630339.92,-451233.83,2568170777.34,,,,,22170440954.69,24738611732.03,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T15:52:02
20251231,,2133008222.98,,2741516868.7,,,,,,,2705795918.76,,,,,,,316018023.39,7896339033.83,,,552924787.75,,,1066523589.93,910990252.07,,,,,,,,,1048110182.43,448613181.26,920642628.25,4947804621.69,2948534412.14,,,1932156.68,186786.57,,,2118943.25,,79250209.75,,,79250209.75,-77131266.5,,,,,,4993500000.0,,4993500000.0,5000000000.0,743576027.4,,43082633.35,5786658660.75,-793158660.75,-620955.36,2077623529.53,22170440954.69,20092817425.16,,,20092817425.16,22170440954.69,定期报告,是,20260425,CNY,合并期末,2026-04-24T18:30:09
20250930,,2057049090.94,,1976965702.54,,,,218686241.38,,,1326175378.43,,,,,,,617442549.29,6196318962.58,,,391526996.52,,,666964666.69,,,,,,,,,,721978600.56,315105722.74,914371563.0,3009947549.51,3186371413.07,,,,65220.22,,,65220.22,,31107694.57,,,31107694.57,-31042474.35,,,,,,3000000000.0,,3000000000.0,4000000000.0,596967368.83,,39914776.74,4636882145.57,-1636882145.57,-339739.35,1518107053.8,,,,,20092817425.16,21610924478.96,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T15:42:03
20250630,,,,1184676313.05,,,366468551.55,1800093684.19,,,803339343.34,,,,,,,52658279.27,4207236171.4,,,267322528.41,,,,,,,,,,975534878.27,,,455880333.89,208895403.57,482280211.34,2389913355.48,1817322815.92,,,824311.74,5660.19,,,829971.93,,15905970.23,,,15905970.23,-15075998.3,,,,,,1499056603.77,,1499056603.77,2500000000.0,109623972.6,,22945022.56,2632568995.16,-1133512391.39,-205358.01,668529068.22,20761346493.38,20092817425.16,,,20092817425.16,20761346493.38,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T18:22:03
20250331,,,,601177835.21,,,,1917313782.05,,,,,,,,,,276714537.24,2795206154.5,,,137434482.61,,,23488799.43,,,,665549603.24,,,1677517257.42,,,266366682.3,140078659.83,391115342.6,3301550827.43,-506344672.93,,,,193.49,,,193.49,,10727057.35,,,10727057.35,-10726863.86,,,,,,,,0.0,100000000.0,28565890.41,,13876488.49,142442378.9,-142442378.9,-54950.66,-659568866.35,,,,,20092817425.16,19433248558.81,定期报告,未审计,20260430,CNY,合并期末,2025-04-25T20:52:07
20241231,,2439175361.88,,2370815234.61,,,,,,,5791837684.28,,,,,,,1172564770.22,11774393050.99,,,537811403.64,,,796587461.24,2988445221.91,,,,,,,,,964651014.51,240547864.93,846117617.33,6374160583.56,5400232467.43,,,,125000.65,,,125000.65,48313305.91,77566559.92,,,125879865.83,-125754865.18,,,,,,5498000000.0,,5498000000.0,3630000000.0,618580000.0,,42106881.51,4290686881.51,1207313118.49,456709.05,6482247429.79,20092817425.16,13610569995.37,,,13610569995.37,20092817425.16,定期报告,是,20260425,CNY,合并期末,2025-04-25T21:00:03
20240930,,2606988649.64,,1630948054.96,,,757437814.14,,,,3511886391.74,,,,,,,1338266087.61,9845526998.09,,,370354850.08,,,,2444952535.98,,,,,,,,,607523602.79,119184130.9,764029055.43,4306044175.18,5539482822.91,,,,24317.06,,,24317.06,,30058060.73,,,30058060.73,-30033743.67,,,,,,3000000000.0,,3000000000.0,3500000000.0,611765098.08,,37597192.12,4149362290.2,-1149362290.2,-238418.23,4359848370.81,,,,,13610569995.37,17970418366.18,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T16:47:02
20240630,,,,1004053793.11,,,747037865.56,1575008785.26,,,66437740.11,,,,,,,1136783687.45,4529321871.49,,,253720122.58,,,,,,,,,,1546518301.85,,,423808563.96,98660021.36,467595418.45,2790302428.2,1739019443.29,,,,124514.29,,,124514.29,,18906718.92,,,18906718.92,-18782204.63,,,,,,1000000000.0,,1000000000.0,2000000000.0,131800000.0,,16246745.62,2148046745.62,-1148046745.62,173798.11,572364291.15,14182934286.52,13610569995.37,,,13610569995.37,14182934286.52,定期报告,未审计,20250829,CNY,合并期末,2024-08-28T17:52:03
20240331,,,,549771913.43,,,423227773.09,442380841.44,,,542523352.31,,,,,,,1001378808.88,2959282689.15,,,136954600.16,,,,,,,,,,1068540486.81,,,250999108.02,36413746.28,290436526.94,1783344468.21,1175938220.94,,,,854.26,,,854.26,,4612714.15,,,4612714.15,-4611859.89,,,,,,1000000000.0,,1000000000.0,,,,11894794.93,11894794.93,988105205.07,34929.38,2159466495.5,,,,,13610569995.37,15770036490.87,定期报告,未审计,20250426,CNY,合并期末,2024-04-25T20:32:02
20231231,,,,2059511488.78,,,,1503295704.07,,,91022419.57,,,,,,,71930570.7,3725760183.12,,,520626529.56,,,292198355.42,,,,32866455.17,,,1601901397.0,,,870597785.0,344492743.1,771466023.51,4401282833.59,-675522650.47,,,,341149.75,,,341149.75,,130110989.86,,,130110989.86,-129769840.11,,,,,,5982488207.55,,5982488207.55,5000000000.0,463769500.0,,46398007.67,5510167507.67,472320699.88,423850.49,-332547940.21,13610569995.37,13943117935.58,,,13943117935.58,13610569995.37,定期报告,是,20250426,CNY,合并期末,2024-04-25T20:32:02
