报告日,资产,货币资金,客户资金存款,结算备付金,客户备付金,拆出资金,融出资金,融出证券,交易性金融资产,买入返售金融资产,应收票据及应收账款,应收账款,应收票据,应收款项融资,预付账款,应收股利,应收利息,应收保证金,应收投资款项,其他应收款,存货净额,待转承销费用,衍生金融资产,可供出售金融资产,划分为持有待售的资产,长期股权投资,投资性房地产,债权投资,其他债权投资,其他权益工具投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,固定资产净额,在建工程,固定资产清理,固定资产合计,合同资产,使用权资产,无形资产,商誉,开发支出,交易席位费,长期待摊费用,递延税款借项,其他长期资产,资产总计,负债,短期借款,质押借款,应付短期融资款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,应付票据及应付账款,应付账款,预收账款,应付职工薪酬,应交税金,应付股利,应付利息,其他应付款,代买卖证券款,代理承销证券款,代兑付证券款,信用交易代理买卖证券款,预提费用,预计负债,划分为持有待售的负债,长期递延收益,长期借款,应付债券款,应付债券：优先股,应付债券：永续债,长期应付职工薪酬,长期应付款,专项应付款,合同负债,租赁负债,递延税款贷项,其他负债,负债合计,股东权益,实收资本净额,其他权益工具,其中：优先股,其中：永续债,资本公积,库存股,其他综合收益,专项储备,盈余公积,一般风险准备,交易风险准备,未分配利润,外币折算差额,归属于母公司的股东权益合计,少数股东权益,所有者权益合计,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,28851005111.0,23266872199.0,4971683189.0,2430068059.0,,9116437724.0,,39658500181.0,591550964.0,156574699.0,156574699.0,,,,,,4579111462.0,,,,,1728379.0,,,396498954.0,,25026303.0,50963400.0,869060639.0,,,,,,,354013291.0,,,354013291.0,,241142822.0,201677649.0,476939901.0,,,,111493907.0,309625030.0,90963033605.0,,618812551.0,,28472832.0,11444152898.0,3102734796.0,27940852.0,11867208360.0,90597206.0,90597206.0,,163536042.0,73178815.0,,,,27540930407.0,,,,,,,,,15721727207.0,,,,,,,237800346.0,83202290.0,932431531.0,71932726133.0,,3589771547.0,,,,9723419390.0,,-102692505.0,,964415005.0,1100900496.0,1010269008.0,2465370846.0,,18751453787.0,278853685.0,19030307472.0,90963033605.0,定期报告,未审计,20260428,CNY,合并期末,2026-04-27T22:14:04
20251231,,24482472599.0,18222694094.0,4106240592.0,2157945612.0,,8755463774.0,,36594501792.0,628105552.0,170624760.0,170624760.0,,,,,,4092472467.0,,,,,70057315.0,,,399658951.0,,25026303.0,51307952.0,588284781.0,,,999177733.0,632241849.0,366935884.0,,366935884.0,,,366935884.0,,244924320.0,215100276.0,476939901.0,,,,146663298.0,368839532.0,81783620049.0,,497758099.0,,28920661.0,11641390609.0,2226113491.0,51008402.0,9707172050.0,92120032.0,92120032.0,,185993860.0,93565560.0,,,,21096709749.0,,,,,,,,,15628789601.0,,,,,,,240144760.0,90847707.0,1418671768.0,62999206349.0,,3589771547.0,,,,9723419390.0,,-90598933.0,,964415005.0,1100900496.0,1010269008.0,2210323849.0,,18508500362.0,275913338.0,18784413700.0,81783620049.0,定期报告,是,20260428,CNY,合并期末,2026-04-27T22:12:04
20250930,,27947699283.0,19489019880.0,4203359653.0,2280195914.0,,8195888529.0,,33848159435.0,667433234.0,145171156.0,145171156.0,,,,,,3845426670.0,,,,,65110845.0,,,388610560.0,,26226974.0,51214486.0,322867833.0,,,,,,,372364272.0,,,372364272.0,,200674857.0,202945799.0,476939901.0,,,,140755871.0,421146957.0,81521996315.0,,364914622.0,,,9589097656.0,1679182380.0,8544036.0,10778075408.0,188004038.0,188004038.0,,181706172.0,84210238.0,,,,22488662502.0,,,,,,,,,15640401541.0,,,,,,,217526063.0,51932087.0,1644194859.0,62916451602.0,,3589771547.0,,,,9723419390.0,,-98838571.0,,875364199.0,990215359.0,921218202.0,2306544052.0,,18307694178.0,297850535.0,18605544713.0,81521996315.0,定期报告,未审计,20251030,CNY,合并期末,2025-10-29T20:50:02
20250630,,24196063684.0,17391778405.0,3983517826.0,2065386929.0,,6998407351.0,,36332012700.0,532699399.0,148306333.0,148306333.0,,,,,,3477097130.0,,,,,22785241.0,,,388610560.0,,26225061.0,50798195.0,204488196.0,,,978149092.0,608044511.0,370104581.0,,370104581.0,,,370104581.0,,207430409.0,215427312.0,476939901.0,,,,148327681.0,349971123.0,78129212683.0,,181913384.0,,107206471.0,9040745888.0,413330521.0,10566398.0,12601806193.0,175324143.0,175324143.0,,230618530.0,53451243.0,,,,19713446676.0,,,,,,,,,15046248743.0,,,,,,,224690899.0,44861845.0,1681581896.0,59525792830.0,,3589771547.0,,,,9723419390.0,,-84849895.0,,875364199.0,990215359.0,921218202.0,2280286986.0,,18295425788.0,307994065.0,18603419853.0,78129212683.0,定期报告,未审计,20250828,CNY,合并期末,2025-08-27T21:14:05
20250331,,22921637186.0,16387813734.0,3764996211.0,1961388910.0,,7720213023.0,,31547907684.0,1379138404.0,170473949.0,170473949.0,,,,,,3602169252.0,,,,,7178723.0,,,389146061.0,,27426901.0,58293432.0,196554191.0,,,,,,,371109985.0,,,371109985.0,,227647111.0,231200693.0,476939901.0,,,,171292782.0,351563431.0,73614888920.0,,174490378.0,,36012457.0,9968315961.0,2683716410.0,9386049.0,6714224498.0,191127941.0,191127941.0,,127381739.0,118248423.0,,,,19037839192.0,,,,,,,,,14443949977.0,,,,,,,246453917.0,57886852.0,1290013887.0,55099047681.0,,3589771547.0,,,,9723419390.0,,-81105035.0,,875364199.0,990215359.0,921218202.0,2185265066.0,,18204148728.0,311692511.0,18515841239.0,73614888920.0,定期报告,未审计,20250426,CNY,合并期末,2025-04-26T02:04:11
20241231,,25401187834.0,17371214264.0,4020926094.0,2067871695.0,,7329486640.0,,36008042780.0,1977533836.0,140679526.0,140679526.0,,,,,,3063399796.0,,,,,122075207.0,,,389446061.0,,27426901.0,57443663.0,214099641.0,,,961908048.0,575209561.0,386698487.0,,386698487.0,,,386698487.0,,252534614.0,248858945.0,476939901.0,,,,135143611.0,409420577.0,80661344114.0,,129792354.0,,36140651.0,10333096752.0,3369245850.0,86426912.0,12729642678.0,93168277.0,93168277.0,,149427011.0,83677236.0,,,,18504762179.0,,,,,,,,,15170215285.0,,,,,,,264042901.0,53668910.0,1364567880.0,62367874876.0,,3589771547.0,,,,9723419390.0,,-65582068.0,,875364199.0,990215359.0,921218202.0,1935706952.0,,17970113581.0,323355657.0,18293469238.0,80661344114.0,定期报告,是,20260428,CNY,合并期末,2025-04-26T02:04:11
20240930,,28357274523.0,22082618909.0,2662801715.0,860894097.0,,5775152877.0,,37531823857.0,2526506769.0,111381646.0,111381646.0,,,,,,3731015108.0,,,,,151727163.0,,,563897206.0,,28284069.0,56163539.0,214602367.0,,,,,,,373899958.0,,,373899958.0,,265093098.0,205984945.0,476939901.0,,,,172813394.0,365021904.0,83570384039.0,,154511976.0,,35186795.0,9707818135.0,4381952778.0,35825339.0,9051920959.0,208262161.0,208262161.0,,145374853.0,57220226.0,,,,22924750827.0,,,,,,,,,16223318017.0,,,,,,,280210934.0,86072167.0,2009319241.0,65301744408.0,,3589771547.0,,,,9723419390.0,,-91581666.0,,813347453.0,922907949.0,859201456.0,2127221749.0,,17944287878.0,324351753.0,18268639631.0,83570384039.0,定期报告,未审计,20241031,CNY,合并期末,2024-10-30T19:57:02
20240630,,23013680414.0,14697344219.0,2690877730.0,587316110.0,,5962380599.0,,36801656031.0,3888573079.0,120362962.0,120362962.0,,,,,,3727619478.0,,,,,204203427.0,,,473869206.0,,28284069.0,55501404.0,172756569.0,,,915865715.0,550851515.0,365014200.0,,365014200.0,,,365014200.0,,281845451.0,214573615.0,476939901.0,,,,177770286.0,345393361.0,79001301782.0,,138063282.0,,568333884.0,11833987879.0,3949846553.0,22418004.0,11251647044.0,372162041.0,372162041.0,,88612671.0,26237759.0,,,,15258369253.0,,,,,,,,,15277262968.0,,,,,,,305987973.0,100874679.0,1712136183.0,60905940173.0,,3589771547.0,,,,9723419390.0,,-114416928.0,,813347453.0,922907949.0,859201456.0,1913004674.0,,17707235541.0,388126068.0,18095361609.0,79001301782.0,定期报告,未审计,20240828,CNY,合并期末,2024-08-27T20:42:02
20240331,,22130317848.0,15690623985.0,3123399085.0,728697603.0,,6365436718.0,,37554653740.0,3086608991.0,94658799.0,94658799.0,,,,,,4281385750.0,,,,,229186798.0,,,324169206.0,,29141162.0,62862604.0,214994936.0,,,,,,,374969500.0,,,374969500.0,,287682231.0,220949434.0,476939901.0,,,,186797384.0,345306666.0,79389460753.0,,137268287.0,,1154902793.0,9764457942.0,4484087766.0,29554020.0,11690021047.0,269993682.0,269993682.0,,76848398.0,45085197.0,,,,16455176553.0,,,,,,,,,14862809922.0,,,,,,,301330788.0,104048360.0,1702671249.0,61078256004.0,,3589771547.0,,,,9723419390.0,,-72361093.0,,813347453.0,922907949.0,859201456.0,2076264047.0,,17912550749.0,398654000.0,18311204749.0,79389460753.0,定期报告,未审计,20240430,CNY,合并期末,2024-04-29T22:57:03
20231231,,22219704728.0,14074037282.0,2635063238.0,572609778.0,,6764360676.0,,36922114301.0,1916241389.0,120309332.0,120309332.0,,,,,,4229434331.0,,,,,171766410.0,,,324169206.0,,29141162.0,89867451.0,235315501.0,,,914368197.0,527534172.0,386834025.0,,386834025.0,,,386834025.0,,310141621.0,223741579.0,476939901.0,,,,213254141.0,321830325.0,77590229317.0,,137317148.0,,872573450.0,12793602454.0,1512007369.0,131465972.0,10277980209.0,366687841.0,366687841.0,,96518278.0,79650672.0,,,,14586617553.0,125599933.0,,,,,,,,15809101530.0,,,,,,,317169527.0,111707421.0,2219106081.0,59437105438.0,,3589771547.0,,,,9723419390.0,,-79534061.0,,813347453.0,922907949.0,859201456.0,1917718771.0,,17746832505.0,406291374.0,18153123879.0,77590229317.0,定期报告,是,20250426,CNY,合并期末,2024-04-29T22:42:03
