报告日,资产,货币资金,客户资金存款,结算备付金,客户备付金,拆出资金,融出资金,融出证券,交易性金融资产,买入返售金融资产,应收票据及应收账款,应收账款,应收票据,应收款项融资,预付账款,应收股利,应收利息,应收保证金,应收投资款项,其他应收款,存货净额,待转承销费用,衍生金融资产,可供出售金融资产,划分为持有待售的资产,长期股权投资,投资性房地产,债权投资,其他债权投资,其他权益工具投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,固定资产净额,在建工程,固定资产清理,固定资产合计,合同资产,使用权资产,无形资产,商誉,开发支出,交易席位费,长期待摊费用,递延税款借项,其他长期资产,资产总计,负债,短期借款,质押借款,应付短期融资款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,应付票据及应付账款,应付账款,预收账款,应付职工薪酬,应交税金,应付股利,应付利息,其他应付款,代买卖证券款,代理承销证券款,代兑付证券款,信用交易代理买卖证券款,预提费用,预计负债,划分为持有待售的负债,长期递延收益,长期借款,应付债券款,应付债券：优先股,应付债券：永续债,长期应付职工薪酬,长期应付款,专项应付款,合同负债,租赁负债,递延税款贷项,其他负债,负债合计,股东权益,实收资本净额,其他权益工具,其中：优先股,其中：永续债,资本公积,库存股,其他综合收益,专项储备,盈余公积,一般风险准备,交易风险准备,未分配利润,外币折算差额,归属于母公司的股东权益合计,少数股东权益,所有者权益合计,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,42621191819.36,39040919249.97,16537653352.77,16330938429.32,,19229692335.72,,18013044240.43,167674115.92,196309976.44,196309976.44,,,,,,11417940169.97,,,,,2138044.75,,,,,,5327599854.98,1954620316.93,,,,,,,58573718.54,,,58573718.54,,102526621.36,174039833.51,,,,,339038643.35,88860534.78,116230903578.81,,,,8113613645.31,3402396144.46,561784798.26,,6749477395.44,375311751.14,375311751.14,,435841986.72,122247190.69,,,,43194725801.16,,,,,9511696.0,,,,11079485327.85,,,,,,,96841159.83,10760323.86,64953109.96,96874852033.98,,2778000000.0,,,,7341149140.21,,95860097.57,,1059530255.96,3852150763.5,,4227213595.49,,19353903852.73,2147692.1,19356051544.83,116230903578.81,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T19:46:11
20251231,,37697627505.14,34045340553.73,6578591002.07,6330275375.0,,17433867503.85,,18341982131.86,161196382.57,199057628.23,199057628.23,,,,,,5143615542.26,,,,,,,,,,,5222754311.75,1317379524.67,,,498461979.15,434020881.31,64441097.84,,64441097.84,,,64441097.84,,114579121.32,182394405.57,,,,,367300850.74,98027497.51,92922814505.38,,,,7320889438.35,3748602877.77,12171155.14,1102962.25,5683719018.64,324660439.86,324660439.86,,461531260.72,137579627.47,,,,34625512162.85,,,,,9411696.0,,,,11599466906.84,,,,,,,108423630.77,7536151.17,62992078.42,73994336472.36,,2778000000.0,,,,7341149140.21,,29845479.24,,1059530255.96,3842142169.64,,3875663571.51,,18926330616.56,2147416.46,18928478033.02,92922814505.38,定期报告,是,20260430,CNY,合并期末,2026-04-29T19:46:11
20250930,,37491956463.58,33880004611.78,6845571716.06,6609486198.59,,16438136513.11,,14407062480.47,131356519.72,244897727.17,244897727.17,,,,,,6168090931.2,,,,,,,,,,,7388490369.71,1036324108.73,,,,,,,57521137.16,,,57521137.16,,132405031.09,157895946.83,,,,,398978493.56,102350975.28,91001038413.67,,,,6932276821.91,2852041800.0,129417219.89,1050970.08,8936109052.53,337942926.74,337942926.74,,464534843.88,263875964.89,,,,34294338801.91,,,,,9211696.0,,,,6554591643.71,,,,,,,125217749.09,115180.08,99685867.21,72293482235.52,,2778000000.0,,,,7341149140.21,,-8193653.3,,964154834.84,3636313644.52,,3992515228.98,,18703939195.25,3616982.9,18707556178.15,91001038413.67,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T17:38:09
20250630,,32440290245.54,29323629250.01,6877337747.27,6667866655.57,,13027354617.58,,12689584650.6,181114912.66,171249393.28,171249393.28,,,,,,4119694502.6,,,,,,,,,,,1552288006.2,645823489.01,,,492521099.38,431209015.16,61312084.22,,61312084.22,,,61312084.22,,142363384.36,163689266.0,,,,,351725406.06,134229910.61,72558057615.99,,,,4720999369.89,1894260136.1,1009350184.97,83760.53,2685798829.51,334882364.65,334882364.65,,354896067.68,137931586.09,,,,30260871667.39,,,,,9211696.0,,,,3547524657.42,,,,,,,137078452.0,,91385833.98,54022603988.08,,2778000000.0,,,,7341149140.21,,52061259.2,,964154834.84,3626611185.83,,3769859487.97,,18531835908.05,3617719.86,18535453627.91,72558057615.99,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T18:10:03
20250331,,28983509565.3,25828031734.47,5510659543.04,5280974728.22,,14420578493.5,,15039962530.54,98975105.82,171163605.59,171163605.59,,,,,,3749384866.83,,,,,361316.77,,,,,,1744490027.8,469465140.95,,,,,,,66332059.47,,,66332059.47,,157082061.42,172515516.96,,,,,356721175.19,96323814.57,71037524823.75,,,,6328659753.46,1339953708.31,755509081.54,,5765185829.67,260203617.94,260203617.94,,359411932.13,98599884.23,,,,25156531552.23,,,,,9211696.0,,,,3521221917.71,,,,,,,152423384.37,,55117889.03,52775223098.57,,2778000000.0,,,,7341149140.21,,13549189.09,,964154834.84,3617054368.01,,3544777080.87,,18258684613.02,3617112.16,18262301725.18,71037524823.75,定期报告,未审计,20250430,CNY,合并期末,2025-04-29T19:42:06
20241231,,28855638115.88,25112419676.19,9343321330.4,8921520759.96,,14100737365.53,,15827239087.21,383106041.13,201617710.49,201617710.49,,,,,,3787357835.96,,,,,293940.2,,,,,,1128846748.49,397876973.21,,,492204061.47,421238001.68,70966059.79,,70966059.79,,,70966059.79,,174130040.84,182862119.32,,,,,352959517.69,102257191.96,74909210078.1,,,,6584513441.14,4662567183.29,1035578185.87,,3453524303.49,384214868.92,384214868.92,,387176081.74,55841232.19,,,,27972142463.35,,,,,9211696.0,,,,3573708219.08,,,,,,,169148076.9,,54084942.11,56919952601.29,,2778000000.0,,,,7341149140.21,,20903404.49,,964154834.84,3598206706.51,,3283227129.73,,17985641215.78,3616261.03,17989257476.81,74909210078.1,定期报告,是,20260430,CNY,合并期末,2025-04-29T19:42:06
20240930,,32260348583.27,30036977107.24,6077859527.35,5829453743.11,,11078713174.41,,14527940595.06,202916760.64,180008861.57,180008861.57,,,,,,4644444852.01,,,,,,,,,,,4654929880.46,46400000.0,,,,,,,72215716.61,,,72215716.61,,181289802.2,162333313.48,,,,,332135110.89,96134727.82,74517670905.77,,,,4442966294.71,1502345000.0,808950342.46,4244.0,5863049120.0,339580616.09,339580616.09,,426633652.93,12220214.68,,,,28229482445.21,,,,,9211696.0,,,,3547116438.27,,,,,,,176628632.08,2911934.82,84671507.85,56751531105.86,,2778000000.0,,,,7341149140.21,,42240053.54,,880036268.16,3404553617.37,,3315199608.68,,17761178687.96,4961111.95,17766139799.91,74517670905.77,定期报告,未审计,20241031,CNY,合并期末,2024-10-30T18:42:04
20240630,,24206939210.14,21615912976.66,5645348157.59,5322707426.31,,11609524323.16,,16298976710.87,266662988.58,179399108.46,179399108.46,,,,,,4507693282.74,,,,,198551.4,,,,,,4561157958.02,46400000.0,,,487822560.87,410757282.27,77065278.6,,77065278.6,,,77065278.6,,152864677.13,153305905.61,,,,,329935094.02,128216288.61,68163687534.93,,,,3958131050.36,1100249722.21,487834458.87,,7517923351.22,331119569.09,331119569.09,,424709643.04,27283303.56,94452000.0,,,18757687504.82,,,,,9211696.0,,,,6105406849.29,,,,,,,148382623.33,2782834.4,35861574.96,50583160615.96,,2778000000.0,,,,7341149140.21,,45502181.61,,880036266.75,3386035228.65,,3144742057.04,,17575464874.26,5062044.71,17580526918.97,68163687534.93,定期报告,未审计,20240831,CNY,合并期末,2024-08-30T20:12:02
20240331,,20358851999.01,18367200700.68,6315449523.91,5966385278.59,,12117222512.65,,14205933816.8,395586080.36,166139897.27,166139897.27,,,,,,4207878724.13,,,,,128440.39,,,,,,4222383487.96,46400000.0,,,,,,,75677097.72,,,75677097.72,,160665910.43,154434215.88,,,,,325442859.97,134937156.13,62887131722.61,,,,2260197614.38,600000000.0,762884534.4,,7223355000.0,299292892.4,299292892.4,,426197090.62,36235144.8,,,,19047572850.28,,,,,9211696.0,,,,6061652054.78,,,,,,,158457307.79,1244674.6,34704337.77,45450804498.51,,2778000000.0,,,,7341149140.21,,28966929.29,,838802104.01,3367520539.31,,3076833757.5,,17431272470.32,5054753.78,17436327224.1,62887131722.61,定期报告,未审计,20240430,CNY,合并期末,2024-04-29T20:47:03
20231231,,21355647190.69,19388330281.59,6292898143.84,5945094495.6,,12539559245.34,,19221001387.0,492600089.83,250361690.46,250361690.46,,,,,,5994067663.58,,,,,20475.16,,,,,,2357043079.57,46400000.0,,,478692734.3,398711074.34,79981659.96,,79981659.96,,,79981659.96,,183013394.03,148569065.56,,,,,369232979.11,115648973.86,69446045037.99,,,,3230159855.39,2000711305.56,245556738.62,,9246143997.81,304410209.17,304410209.17,,455705466.12,41962616.58,,,,18078039920.11,37440000.0,,,,9011696.0,,,,6096397260.26,,,,,,,178552490.99,2751414.01,33740911.8,52222628698.03,,2778000000.0,,,,7341149140.21,,16387197.2,,838802104.01,3349304001.2,,2892739292.33,,17216381734.95,7034605.01,17223416339.96,69446045037.99,定期报告,是,20250430,CNY,合并期末,2024-04-29T20:47:03
