报告日,资产,货币资金,存放中央银行款项,存放同业款项,结算备付金,贵金属,拆出资金,交易性金融资产,买入返售金融资产,应收票据,应收账款,应收款项融资,预付账款,应收股利,应收利息,应收保费,应收代位追偿款,应收分保账款,应收分保合同准备金,应收分保未到期责任准备金,应收分保未决赔款准备金,应收分保寿险责任准备金,应收分保长期健康险责任准备金,应收保证金,应收投资款项,应收次级债,其他应收款,贴现,发放贷款及垫款净额,存货净额,保费准备金,农险保费准备金,其他保险责任准备金,保单质押贷款,划分为持有待售的资产,可供出售金融资产,长期股权投资,投资性房地产,债权投资,债权计划投资,其他债权投资,其他权益工具投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,衍生金融资产,长期应收款,存出资本保证金,固定资产原值,减：累计折旧,固定资产净值,减：固定资产减值准备,在建工程,固定资产净额,固定资产合计,定期存款,合同资产,使用权资产,其中:交易席位费,无形资产,商誉,长期待摊费用,独立账户资产,递延税款借项,其他长期资产,资产总计,负债,短期借款,同业存放款项,拆入资金,吸收存款,交易性金融负债,卖出回购金融资产款,应付票据,应付账款,预收账款,应付手续费及佣金,应付职工薪酬,应交税金,应付利息,应付股利,其他应付款,应付保户红利,应付分保账款,应付赔付款,应付保证金,预收保费,代买卖证券款,代理承销证券款,预计负债,划分为持有待售的负债,衍生金融负债,长期借款,应付债券款,其中：应付次级债,应付债券：优先股,应付债券：永续债,保险合同准备金,未到期责任准备金,未决赔款准备金,寿险责任准备金,长期健康险责任准备金,应付长期保险保障基金,保户储金,独立账户负债,长期应付款,专项应付款,合同负债,租赁负债,长期递延收益,递延税款贷项,其他负债,负债合计,所有者权益,股本,其他权益工具,其中：优先股,其中：永续债,资本公积,其他综合收益,盈余公积,一般风险准备,未分配利润,外币折算差额,归属于母公司的股东权益合计,少数股东权益,所有者权益合计,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20141231,,442707000000.0,,,2236000000.0,,45841000000.0,51215000000.0,197177000000.0,,14983000000.0,,,,35387000000.0,30740000000.0,,7520000000.0,15587000000.0,,,,,,429216000000.0,,,,1053882000000.0,,,,,37886000000.0,,351435000000.0,12898000000.0,17371000000.0,783497000000.0,,,,,,4311000000.0,,11589000000.0,36903000000.0,10400000000.0,26503000000.0,95000000.0,,26408000000.0,26408000000.0,209097000000.0,,,,30794000000.0,12037000000.0,,47250000000.0,12354000000.0,84585000000.0,4005911000000.0,,20901000000.0,380744000000.0,15119000000.0,1496104000000.0,4747000000.0,99672000000.0,,2721000000.0,5029000000.0,4725000000.0,17013000000.0,15623000000.0,26068000000.0,,,28673000000.0,8746000000.0,27737000000.0,,24452000000.0,14344000000.0,,,,2770000000.0,36635000000.0,88119000000.0,,,,844748000000.0,,,,,,353148000000.0,47250000000.0,,,,,,6160000000.0,78093000000.0,3652095000000.0,,8892000000.0,,,,129374000000.0,25884000000.0,7470000000.0,19196000000.0,98748000000.0,,289564000000.0,64252000000.0,353816000000.0,4005911000000.0,定期报告,是,20160316,CNY,合并期末,2020-03-13T15:26:19
20140930,,412305000000.0,,,2080000000.0,,48567000000.0,48238000000.0,217723000000.0,,14666000000.0,,,,36905000000.0,27762000000.0,,7184000000.0,16246000000.0,,,,,553000000.0,379927000000.0,,,,1036734000000.0,2464000000.0,,,,35081000000.0,,295216000000.0,12049000000.0,17924000000.0,779182000000.0,,,,,,4912000000.0,,11589000000.0,,,,,,17162000000.0,17162000000.0,212689000000.0,,,,31108000000.0,12005000000.0,,44308000000.0,16118000000.0,118799000000.0,3859496000000.0,,20450000000.0,365854000000.0,17325000000.0,1470756000000.0,4512000000.0,102044000000.0,,3164000000.0,6433000000.0,4874000000.0,13923000000.0,12730000000.0,25277000000.0,,,28358000000.0,9019000000.0,26675000000.0,,6417000000.0,10324000000.0,,,,3244000000.0,34304000000.0,105740000000.0,,,,814737000000.0,,,,,,346235000000.0,44308000000.0,,,,,,4666000000.0,94937000000.0,3577663000000.0,,7916000000.0,,,,87569000000.0,5243000000.0,6982000000.0,395000000.0,110445000000.0,128000000.0,218678000000.0,63155000000.0,281833000000.0,3859496000000.0,定期报告,未审计,20141029,CNY,合并期末,2020-03-13T15:26:19
20140630,,399396000000.0,,,7168000000.0,,44582000000.0,55664000000.0,305445000000.0,,13170000000.0,,,,33211000000.0,25910000000.0,,7240000000.0,16369000000.0,,,,,1118000000.0,341841000000.0,,,,989082000000.0,2049000000.0,,,,33359000000.0,,275667000000.0,12376000000.0,18331000000.0,774696000000.0,,,,,,2760000000.0,,10991000000.0,,,,,,16832000000.0,16832000000.0,210407000000.0,,,,31350000000.0,11791000000.0,,40744000000.0,15160000000.0,104516000000.0,3801225000000.0,,14217000000.0,391023000000.0,20964000000.0,1464633000000.0,4950000000.0,141567000000.0,,3144000000.0,5615000000.0,4381000000.0,11500000000.0,8659000000.0,21738000000.0,,,27676000000.0,10215000000.0,25822000000.0,,5477000000.0,12868000000.0,,,,3267000000.0,33492000000.0,81163000000.0,,,,790747000000.0,,,,,,332845000000.0,40744000000.0,,,,,,4743000000.0,71338000000.0,3534087000000.0,,7916000000.0,,,,88970000000.0,,6982000000.0,395000000.0,102099000000.0,126000000.0,206488000000.0,60650000000.0,267138000000.0,3801225000000.0,定期报告,未审计,20140820,CNY,合并期末,2020-03-13T15:26:19
20140331,,391713000000.0,,,1678000000.0,,47292000000.0,59145000000.0,370502000000.0,,8273000000.0,,,,31677000000.0,26060000000.0,,7397000000.0,15911000000.0,,,,,848000000.0,298132000000.0,,,,907377000000.0,2001000000.0,,,,30914000000.0,,251747000000.0,12089000000.0,18029000000.0,757105000000.0,,,,,,3696000000.0,,10991000000.0,,,,,,16596000000.0,16596000000.0,208184000000.0,,,,31708000000.0,11791000000.0,,39418000000.0,14970000000.0,85990000000.0,3661234000000.0,,10331000000.0,498748000000.0,22691000000.0,1342072000000.0,4227000000.0,106141000000.0,,3032000000.0,5106000000.0,4490000000.0,9673000000.0,10265000000.0,20235000000.0,,,26662000000.0,11232000000.0,24644000000.0,,6029000000.0,7937000000.0,,,,3502000000.0,27618000000.0,78301000000.0,,,,771553000000.0,,,,,,319986000000.0,39418000000.0,,,,,,6210000000.0,46817000000.0,3408719000000.0,,7916000000.0,,,,83080000000.0,,6982000000.0,395000000.0,95108000000.0,105000000.0,193586000000.0,58929000000.0,252515000000.0,3661234000000.0,定期报告,未审计,20140429,CNY,合并期末,2020-03-13T15:26:19
20131231,,349442000000.0,,,1554000000.0,,27241000000.0,30253000000.0,298080000000.0,,8033000000.0,,,,28949000000.0,24205000000.0,,8924000000.0,13839000000.0,,,,,903000000.0,276332000000.0,,,,861770000000.0,1764000000.0,,,,26107000000.0,,236863000000.0,12081000000.0,18264000000.0,744070000000.0,,,,,,3402000000.0,,10961000000.0,26222000000.0,9283000000.0,16939000000.0,98000000.0,,16841000000.0,16841000000.0,200384000000.0,,,,32103000000.0,11791000000.0,,39603000000.0,15253000000.0,50982000000.0,3360312000000.0,,10391000000.0,447673000000.0,25482000000.0,1181472000000.0,3692000000.0,121642000000.0,,2618000000.0,5014000000.0,3495000000.0,12060000000.0,8244000000.0,17106000000.0,,,25232000000.0,12303000000.0,22503000000.0,,16058000000.0,10043000000.0,,,,2918000000.0,23656000000.0,56756000000.0,,,,718666000000.0,,,,,,310296000000.0,39603000000.0,,,,,,6238000000.0,35182000000.0,3120607000000.0,,7916000000.0,,,,87544000000.0,-4427000000.0,6982000000.0,14680000000.0,70014000000.0,111000000.0,182709000000.0,56996000000.0,239705000000.0,3360312000000.0,定期报告,是,20150320,CNY,合并期末,2020-03-13T15:26:19
20130930,,355831000000.0,,,1823000000.0,,22833000000.0,38555000000.0,263979000000.0,,6350000000.0,,,,34249000000.0,19806000000.0,,6806000000.0,11897000000.0,,,,,907000000.0,269131000000.0,,,,845142000000.0,2233000000.0,,,,23907000000.0,,285173000000.0,15838000000.0,18739000000.0,665360000000.0,,,,,,1379000000.0,,10958000000.0,,,,,,15575000000.0,15575000000.0,204330000000.0,,,,25855000000.0,11769000000.0,,41050000000.0,10443000000.0,38851000000.0,3248769000000.0,,10276000000.0,395156000000.0,23326000000.0,1216076000000.0,3600000000.0,124580000000.0,,2127000000.0,3774000000.0,3639000000.0,10241000000.0,7473000000.0,15415000000.0,,,24785000000.0,8356000000.0,21126000000.0,,5291000000.0,6909000000.0,,,,1669000000.0,15707000000.0,32432000000.0,,,,698150000000.0,,,,,,304553000000.0,41050000000.0,,,,,,4064000000.0,30028000000.0,3012276000000.0,,7916000000.0,,,,85090000000.0,,6982000000.0,395000000.0,79484000000.0,106000000.0,179973000000.0,56520000000.0,236493000000.0,3248769000000.0,定期报告,未审计,20131026,CNY,合并期末,2020-03-13T15:26:19
20130630,,338171000000.0,,,1892000000.0,,36031000000.0,39127000000.0,319376000000.0,,5742000000.0,,,,32730000000.0,19064000000.0,,5936000000.0,11546000000.0,,,,,736000000.0,229821000000.0,,,,788834000000.0,1824000000.0,,,,22459000000.0,,309399000000.0,16038000000.0,16012000000.0,615635000000.0,,,,,,1077000000.0,,10958000000.0,,,,,,15216000000.0,15216000000.0,211187000000.0,,,,24991000000.0,11769000000.0,,38372000000.0,10858000000.0,37771000000.0,3172572000000.0,,7277000000.0,396097000000.0,25898000000.0,1136565000000.0,3056000000.0,188867000000.0,,1673000000.0,4514000000.0,3257000000.0,8476000000.0,6546000000.0,13919000000.0,,,24308000000.0,7920000000.0,20405000000.0,,4919000000.0,7283000000.0,,,,1318000000.0,11851000000.0,32402000000.0,,,,676352000000.0,,,,,,292933000000.0,38372000000.0,,,,,,4146000000.0,25853000000.0,2945469000000.0,,7916000000.0,,,,81717000000.0,,6982000000.0,395000000.0,75638000000.0,108000000.0,172756000000.0,54347000000.0,227103000000.0,3172572000000.0,定期报告,未审计,20130830,CNY,合并期末,2020-03-13T15:26:19
20130331,,341124000000.0,,,1767000000.0,,51658000000.0,30418000000.0,353409000000.0,,8108000000.0,,,,32478000000.0,20242000000.0,,5503000000.0,11039000000.0,,,,,643000000.0,192682000000.0,,,,744808000000.0,1775000000.0,,,,20437000000.0,,304563000000.0,15896000000.0,14920000000.0,592950000000.0,,,,,,914000000.0,,10958000000.0,,,,,,15253000000.0,15253000000.0,222361000000.0,,,,25228000000.0,11769000000.0,,37539000000.0,9691000000.0,32644000000.0,3110777000000.0,,6145000000.0,522881000000.0,23814000000.0,1029185000000.0,4180000000.0,159334000000.0,,2534000000.0,4380000000.0,3200000000.0,7404000000.0,6313000000.0,13907000000.0,,,23244000000.0,7260000000.0,19700000000.0,,4493000000.0,7981000000.0,,,,988000000.0,10194000000.0,32348000000.0,,,,656651000000.0,,,,,,279419000000.0,37539000000.0,,,,,,5458000000.0,19277000000.0,2889230000000.0,,7916000000.0,,,,85540000000.0,,6982000000.0,395000000.0,67496000000.0,103000000.0,168432000000.0,53115000000.0,221547000000.0,3110777000000.0,定期报告,未审计,20130427,CNY,合并期末,2020-03-13T15:26:19
20121231,,383223000000.0,,,711000000.0,,65426000000.0,27755000000.0,190788000000.0,,8979000000.0,,,,28668000000.0,18756000000.0,,6109000000.0,9341000000.0,,,,,409000000.0,136000000000.0,,,,709402000000.0,1119000000.0,,,,18558000000.0,,295976000000.0,15895000000.0,15049000000.0,566009000000.0,,,,,,972000000.0,,10958000000.0,23807000000.0,8011000000.0,15796000000.0,123000000.0,,15673000000.0,15673000000.0,212110000000.0,,,,25568000000.0,11769000000.0,,36241000000.0,10680000000.0,22122000000.0,2844266000000.0,,3566000000.0,351579000000.0,39268000000.0,979325000000.0,1722000000.0,154977000000.0,,3615000000.0,4331000000.0,2701000000.0,9567000000.0,5816000000.0,11497000000.0,,,21681000000.0,6475000000.0,17935000000.0,,11179000000.0,7611000000.0,,,,952000000.0,9734000000.0,38793000000.0,,,,613926000000.0,,,,,,267095000000.0,36241000000.0,,,,,,5599000000.0,13264000000.0,2634617000000.0,,7916000000.0,,,,84121000000.0,,6982000000.0,395000000.0,60103000000.0,100000000.0,159617000000.0,50032000000.0,209649000000.0,2844266000000.0,定期报告,是,20140314,CNY,合并期末,2020-03-13T15:26:19
20120930,,296941000000.0,,,1413000000.0,,17402000000.0,28199000000.0,141050000000.0,,99135000000.0,,,,27890000000.0,15518000000.0,,4910000000.0,9838000000.0,,,,,377000000.0,88522000000.0,,,,694413000000.0,,,,,17402000000.0,,294597000000.0,15360000000.0,11614000000.0,517747000000.0,,,,,,695000000.0,,10959000000.0,,,,,,15390000000.0,15390000000.0,211625000000.0,,,,27778000000.0,11918000000.0,,35120000000.0,13784000000.0,21004000000.0,2630601000000.0,,3864000000.0,317892000000.0,10180000000.0,903456000000.0,,97545000000.0,,30300000000.0,3710000000.0,2792000000.0,8215000000.0,5002000000.0,11065000000.0,,,21095000000.0,5752000000.0,16594000000.0,,4295000000.0,6859000000.0,,,,717000000.0,10291000000.0,35744000000.0,,,,600155000000.0,,,,,,258991000000.0,35120000000.0,,,,,,5540000000.0,15340000000.0,2436331000000.0,,7916000000.0,,,,74529000000.0,,6982000000.0,395000000.0,56138000000.0,238000000.0,146198000000.0,48072000000.0,194270000000.0,2630601000000.0,定期报告,未审计,20121031,CNY,合并期末,2020-03-13T15:26:19
20120630,,346114000000.0,,,1768000000.0,,26320000000.0,24825000000.0,121170000000.0,,123819000000.0,,,,27111000000.0,14217000000.0,,4645000000.0,9303000000.0,,,,,347000000.0,63396000000.0,,,,672311000000.0,,,,,16519000000.0,,318363000000.0,14074000000.0,10055000000.0,506936000000.0,,,,,,803000000.0,,10966000000.0,,,,,,15395000000.0,15395000000.0,203930000000.0,,,,28142000000.0,11702000000.0,,37434000000.0,13149000000.0,22185000000.0,2644999000000.0,,3988000000.0,322719000000.0,7197000000.0,920133000000.0,,123734000000.0,,26884000000.0,2600000000.0,2833000000.0,7216000000.0,5576000000.0,10289000000.0,,,20606000000.0,5457000000.0,16265000000.0,,4015000000.0,7320000000.0,,,,734000000.0,9848000000.0,35685000000.0,,,,582062000000.0,,,,,,247994000000.0,37434000000.0,,,,,,5532000000.0,18957000000.0,2451318000000.0,,7916000000.0,,,,76030000000.0,,6982000000.0,395000000.0,55199000000.0,240000000.0,146762000000.0,46919000000.0,193681000000.0,2644999000000.0,定期报告,未审计,20120824,CNY,合并期末,2020-03-13T15:26:19
20120331,,311857000000.0,,,2670000000.0,,18452000000.0,22197000000.0,41436000000.0,,160374000000.0,,,,26626000000.0,12629000000.0,,4505000000.0,9116000000.0,,,,,258000000.0,47713000000.0,,,,641421000000.0,,,,,15326000000.0,,309061000000.0,15603000000.0,9360000000.0,489179000000.0,,,,,,524000000.0,,10966000000.0,,,,,,15332000000.0,15332000000.0,181580000000.0,,,,25465000000.0,12864000000.0,,37286000000.0,12359000000.0,16814000000.0,2450973000000.0,,2981000000.0,247952000000.0,13979000000.0,883735000000.0,,87861000000.0,,49013000000.0,2901000000.0,2901000000.0,6105000000.0,8268000000.0,10503000000.0,,,19477000000.0,5480000000.0,15294000000.0,,4236000000.0,8511000000.0,,,,434000000.0,11156000000.0,26670000000.0,,,,565279000000.0,,,,,,234402000000.0,37286000000.0,,,,,,5106000000.0,14032000000.0,2264819000000.0,,7916000000.0,,,,75788000000.0,,6982000000.0,395000000.0,49283000000.0,190000000.0,140554000000.0,45600000000.0,186154000000.0,2450973000000.0,定期报告,未审计,20120428,CNY,合并期末,2020-03-13T15:26:19
20111231,,242009000000.0,,,2438000000.0,,8447000000.0,29880000000.0,37312000000.0,,170727000000.0,,,,22735000000.0,12089000000.0,,4369000000.0,7892000000.0,,,,,302000000.0,31826000000.0,,,,611731000000.0,106000000.0,,,,14105000000.0,,306691000000.0,14623000000.0,9206000000.0,480005000000.0,,,,,,818000000.0,,9966000000.0,20808000000.0,6278000000.0,14530000000.0,107000000.0,,14423000000.0,14423000000.0,152943000000.0,,,,24251000000.0,9203000000.0,,37452000000.0,13383000000.0,16492000000.0,2285424000000.0,,2994000000.0,154157000000.0,26279000000.0,827819000000.0,,99734000000.0,,70639000000.0,3210000000.0,2706000000.0,7649000000.0,7267000000.0,9645000000.0,,,17979000000.0,4689000000.0,13256000000.0,,7320000000.0,8230000000.0,,,,732000000.0,11134000000.0,26633000000.0,,,,529563000000.0,,,,,,224200000000.0,37452000000.0,,,,,,4612000000.0,15052000000.0,2114082000000.0,,7916000000.0,,,,72226000000.0,,6982000000.0,395000000.0,43219000000.0,129000000.0,130867000000.0,40475000000.0,171342000000.0,2285424000000.0,定期报告,是,20130315,CNY,合并期末,2020-03-13T15:26:19
20110930,,221306000000.0,,,1455000000.0,,8035000000.0,30845000000.0,76031000000.0,,109043000000.0,,,,21659000000.0,9021000000.0,,4253000000.0,7734000000.0,,,,,339000000.0,34988000000.0,,,,600135000000.0,,,,,13031000000.0,,291507000000.0,15402000000.0,9106000000.0,464450000000.0,,,,,,633000000.0,,8966000000.0,,,,,,13291000000.0,13291000000.0,147894000000.0,,,,24487000000.0,9241000000.0,,37443000000.0,15028000000.0,14083000000.0,2189406000000.0,,3586000000.0,162053000000.0,9874000000.0,812237000000.0,,99383000000.0,,45790000000.0,1940000000.0,2688000000.0,6228000000.0,5887000000.0,8280000000.0,,,17265000000.0,4936000000.0,12232000000.0,,3419000000.0,7528000000.0,,,,541000000.0,10074000000.0,26650000000.0,,,,517810000000.0,,,,,,216024000000.0,37443000000.0,,,,,,4721000000.0,11826000000.0,2029427000000.0,,7916000000.0,,,,67449000000.0,,6982000000.0,395000000.0,38263000000.0,127000000.0,121132000000.0,38847000000.0,159979000000.0,2189406000000.0,定期报告,未审计,20111027,CNY,合并期末,2020-03-13T15:26:19
20110630,,103079000000.0,,,1029000000.0,,2116000000.0,30498000000.0,25742000000.0,,,,,,18017000000.0,8275000000.0,,3983000000.0,7732000000.0,,,,,375000000.0,12074000000.0,,,,144363000000.0,,,,,11824000000.0,,252333000000.0,43892000000.0,8503000000.0,381596000000.0,,,,,,20000000.0,,8932000000.0,,,,,,8071000000.0,8071000000.0,151983000000.0,,,,9401000000.0,619000000.0,,40731000000.0,7691000000.0,27185000000.0,1310064000000.0,,3305000000.0,24139000000.0,4673000000.0,189277000000.0,,110478000000.0,,,2157000000.0,2743000000.0,3506000000.0,3505000000.0,1728000000.0,,,16563000000.0,4981000000.0,11553000000.0,,3125000000.0,9327000000.0,,,,10000000.0,9953000000.0,9558000000.0,,,,501216000000.0,,,,,,207326000000.0,40731000000.0,,,,,,920000000.0,9865000000.0,1170639000000.0,,7916000000.0,,,,81251000000.0,,6982000000.0,395000000.0,37688000000.0,102000000.0,134334000000.0,5091000000.0,139425000000.0,1310064000000.0,定期报告,未审计,20110818,CNY,合并期末,2020-03-13T15:26:19
20110331,,78429000000.0,,,867000000.0,,3473000000.0,31014000000.0,19115000000.0,,,,,,17156000000.0,7623000000.0,,3810000000.0,7224000000.0,,,,,404000000.0,10404000000.0,,,,139504000000.0,,,,,9985000000.0,,271487000000.0,42835000000.0,8624000000.0,358608000000.0,,,,,,11000000.0,,7932000000.0,,,,,,7900000000.0,7900000000.0,134646000000.0,,,,11226000000.0,619000000.0,,43356000000.0,6326000000.0,8496000000.0,1231074000000.0,,3807000000.0,25223000000.0,3844000000.0,169684000000.0,,97960000000.0,,224000000.0,1920000000.0,2758000000.0,2958000000.0,3389000000.0,1989000000.0,,,15402000000.0,5211000000.0,10636000000.0,,3181000000.0,10290000000.0,,,,12000000.0,11232000000.0,7552000000.0,,,,483275000000.0,,,,,,193740000000.0,43356000000.0,,,,,,935000000.0,8550000000.0,1107128000000.0,,7644000000.0,,,,70014000000.0,,6689000000.0,395000000.0,34096000000.0,55000000.0,118893000000.0,5053000000.0,123946000000.0,1231074000000.0,定期报告,未审计,20110428,CNY,合并期末,2020-03-13T15:26:19
20101231,,95554000000.0,,,3967000000.0,,3548000000.0,30664000000.0,16759000000.0,,116000000.0,,,,14179000000.0,6298000000.0,,2830000000.0,6178000000.0,,,,,348000000.0,2284000000.0,,,,131960000000.0,97000000.0,,,,8431000000.0,,242884000000.0,42540000000.0,9021000000.0,339012000000.0,,,,,,6000000.0,,7932000000.0,10578000000.0,3381000000.0,7197000000.0,109000000.0,,7088000000.0,7088000000.0,131124000000.0,,,,9128000000.0,619000000.0,,44278000000.0,6496000000.0,8383000000.0,1171627000000.0,,3681000000.0,20438000000.0,4799000000.0,162860000000.0,,107850000000.0,,280000000.0,1959000000.0,2286000000.0,4016000000.0,2736000000.0,1782000000.0,,,14182000000.0,3319000000.0,9323000000.0,,5075000000.0,13103000000.0,,,,15000000.0,9904000000.0,7540000000.0,,,,444035000000.0,,,,,,181625000000.0,44278000000.0,,,,,,869000000.0,8789000000.0,1054744000000.0,,7644000000.0,,,,68969000000.0,,6689000000.0,395000000.0,28282000000.0,51000000.0,112030000000.0,4853000000.0,116883000000.0,1171627000000.0,定期报告,是,20120316,CNY,合并期末,2020-03-13T15:26:19
20100930,,76347000000.0,,,1108000000.0,,556000000.0,38772000000.0,5052000000.0,,,,,,13751000000.0,4954000000.0,,3437000000.0,6593000000.0,,,,,272000000.0,2284000000.0,,,,127208000000.0,,,,,7608000000.0,,233349000000.0,40195000000.0,8551000000.0,314317000000.0,,,,,,10000000.0,,7800000000.0,,,,,,7212000000.0,7212000000.0,131848000000.0,,,,9349000000.0,658000000.0,,44140000000.0,5798000000.0,7933000000.0,1099102000000.0,,3643000000.0,16543000000.0,3436000000.0,153632000000.0,,84088000000.0,,,,2465000000.0,3576000000.0,2449000000.0,1581000000.0,,,18508000000.0,4521000000.0,8491000000.0,,2089000000.0,10517000000.0,,,,20000000.0,10622000000.0,7528000000.0,,,,424862000000.0,,,,,,171491000000.0,44140000000.0,,,,,,877000000.0,7883000000.0,982962000000.0,,7644000000.0,,,,72509000000.0,,6254000000.0,395000000.0,24162000000.0,58000000.0,111022000000.0,5118000000.0,116140000000.0,1099102000000.0,定期报告,未审计,20101028,CNY,合并期末,2020-03-13T15:26:19
20100630,,82714000000.0,,,1326000000.0,,1336000000.0,30471000000.0,18943000000.0,,,,,,12694000000.0,5784000000.0,,3376000000.0,6346000000.0,,,,,251000000.0,1570000000.0,,,,122398000000.0,,,,,6826000000.0,,238236000000.0,39903000000.0,6793000000.0,273114000000.0,,,,,,6000000.0,,6600000000.0,,,,,,8659000000.0,8659000000.0,99867000000.0,,,,9019000000.0,658000000.0,,41675000000.0,6895000000.0,7448000000.0,1032908000000.0,,3482000000.0,19996000000.0,4424000000.0,147625000000.0,,57905000000.0,,,,2312000000.0,3174000000.0,1981000000.0,1294000000.0,,,17338000000.0,4624000000.0,8202000000.0,,1897000000.0,11959000000.0,,,,12000000.0,10651000000.0,7517000000.0,,,,405979000000.0,,,,,,159164000000.0,41675000000.0,,,,,,734000000.0,11068000000.0,923013000000.0,,7644000000.0,,,,68586000000.0,,6254000000.0,395000000.0,22164000000.0,68000000.0,105111000000.0,4784000000.0,109895000000.0,1032908000000.0,定期报告,未审计,20100825,CNY,合并期末,2020-03-13T15:26:19
20100331,,108151000000.0,,,4577000000.0,,950000000.0,24978000000.0,28280000000.0,,3435000000.0,,,,11376000000.0,5461000000.0,,2958000000.0,6192000000.0,,,,,281000000.0,,,,,116418000000.0,1689000000.0,,,,6028000000.0,,246316000000.0,13586000000.0,6862000000.0,240366000000.0,,,,,,11000000.0,,6600000000.0,,,,,,9633000000.0,9633000000.0,78809000000.0,,,,11724000000.0,914000000.0,,46001000000.0,6313000000.0,7573000000.0,995482000000.0,,5199000000.0,32111000000.0,1423000000.0,123710000000.0,,57954000000.0,,1643000000.0,782000000.0,2263000000.0,3328000000.0,1226000000.0,1555000000.0,,,16281000000.0,3928000000.0,7447000000.0,9244000000.0,1835000000.0,13837000000.0,,,,10000000.0,14002000000.0,5009000000.0,5009000000.0,,,393278000000.0,,,,,,145886000000.0,46001000000.0,,,,,,933000000.0,10052000000.0,898937000000.0,,7345000000.0,,,,56241000000.0,,6208000000.0,395000000.0,19443000000.0,40000000.0,89672000000.0,6873000000.0,96545000000.0,995482000000.0,定期报告,未审计,20100430,CNY,合并期末,2020-03-13T15:26:19
20091231,,102775000000.0,,,1852000000.0,,4468000000.0,29126000000.0,14748000000.0,,3284000000.0,,,,9268000000.0,4576000000.0,,2483000000.0,4983000000.0,,,,,325000000.0,,,,,109060000000.0,1562000000.0,,,,5434000000.0,,241436000000.0,13254000000.0,6549000000.0,218598000000.0,,,,,,9000000.0,,6200000000.0,13399000000.0,3543000000.0,9856000000.0,114000000.0,,9742000000.0,9742000000.0,73605000000.0,,,,11841000000.0,914000000.0,,46922000000.0,7001000000.0,5697000000.0,935712000000.0,,5011000000.0,24924000000.0,5039000000.0,127052000000.0,,60364000000.0,,1614000000.0,693000000.0,1422000000.0,3033000000.0,1391000000.0,1378000000.0,,,10819000000.0,2991000000.0,6976000000.0,11007000000.0,3388000000.0,13492000000.0,,,,10000000.0,13148000000.0,4990000000.0,4990000000.0,,,368287000000.0,,,,,,132396000000.0,46922000000.0,,,,,,1007000000.0,7622000000.0,843969000000.0,,7345000000.0,,,,56087000000.0,,6208000000.0,395000000.0,14892000000.0,43000000.0,84970000000.0,6773000000.0,91743000000.0,935712000000.0,定期报告,是,20110330,CNY,合并期末,2020-03-13T15:26:19
20090930,,107677000000.0,,,977000000.0,,2503000000.0,60365000000.0,17914000000.0,,2620000000.0,,,,9127000000.0,4572000000.0,,2196000000.0,11831000000.0,,,,,236000000.0,,,,,108620000000.0,2020000000.0,,,,4960000000.0,,213977000000.0,10777000000.0,6726000000.0,178703000000.0,,,,,,5000000.0,,6020000000.0,,,,,,8885000000.0,8885000000.0,85564000000.0,,,,12748000000.0,1114000000.0,,,6163000000.0,6905000000.0,873205000000.0,,4874000000.0,21987000000.0,3373000000.0,106784000000.0,,41047000000.0,,1158000000.0,1641000000.0,1580000000.0,2417000000.0,2707000000.0,1172000000.0,,,14438000000.0,3542000000.0,7173000000.0,14559000000.0,1284000000.0,11807000000.0,,,,20000000.0,11966000000.0,4990000000.0,4990000000.0,,,500917000000.0,,,,,,7617000000.0,,,,,,,969000000.0,7647000000.0,775669000000.0,,7345000000.0,,,,53962000000.0,,6125000000.0,395000000.0,22642000000.0,53000000.0,90522000000.0,7014000000.0,97536000000.0,873205000000.0,定期报告,未审计,20091028,CNY,合并期末,2020-03-13T15:26:19
20090630,,77329000000.0,,,1100000000.0,,1397000000.0,69785000000.0,25378000000.0,,2715000000.0,,,,8471000000.0,5699000000.0,,2231000000.0,11895000000.0,,,,,179000000.0,,,,,105517000000.0,1887000000.0,,,,4485000000.0,,212794000000.0,9723000000.0,7224000000.0,154897000000.0,,,,,,6000000.0,,6020000000.0,,,,,,8688000000.0,8688000000.0,85233000000.0,,,,12833000000.0,1114000000.0,,,5920000000.0,7700000000.0,830220000000.0,,4959000000.0,20512000000.0,2757000000.0,99328000000.0,,34839000000.0,457000000.0,1431000000.0,1437000000.0,1480000000.0,1937000000.0,2604000000.0,906000000.0,,,13525000000.0,3827000000.0,6961000000.0,16579000000.0,1302000000.0,7629000000.0,,,,21000000.0,8448000000.0,4990000000.0,4990000000.0,,,482176000000.0,,,,,,7867000000.0,,,,,,,1000000000.0,6565000000.0,733537000000.0,,7345000000.0,,,,55246000000.0,,6125000000.0,395000000.0,21167000000.0,49000000.0,90327000000.0,6356000000.0,96683000000.0,830220000000.0,定期报告,未审计,20090815,CNY,合并期末,2020-03-13T15:26:19
