报告日,营业收入,净利息收入,利息收入,利息支出,手续费及佣金净收入,手续费及佣金收入,手续费及佣金支出,中间业务净收入,中间业务收入,中间业务支出,净交易收入,衍生金融工具交易净收入,投资收益,对联营公司的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,租赁收入,净敞口套期收益,公允价值变动收益/(损失),其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,折旧费,提取呆账准备,研发费用,其他业务支出,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,加:年初未分配利润,其他因素调整,可供分配的利润,一般风险准备转入,盈余公积转入,减:提取法定盈余公积,提取法定公益金,提取一般风险准备,提取信托赔偿准备金,盈余公积补亏,提取职工奖福基金,应付永续债利息,其他,可供股东分配的利润,减:应付优先股股利,提取任意盈余公积,应付普通股股利,转作股本的普通股股利,未分配利润,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能重分类进损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下重分类进损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,1067925000.0,878527000.0,1714621000.0,836094000.0,21707000.0,43093000.0,21386000.0,,,,-16124000.0,,113106000.0,33025000.0,17673000.0,-16124000.0,,,61622000.0,2405000.0,6000.0,6676000.0,665054000.0,3250000.0,278308000.0,,383380000.0,,,,,116000.0,402871000.0,809000.0,,3799000.0,,399881000.0,-28711000.0,,428592000.0,428592000.0,,422178000.0,6414000.0,,,,,,,,,,,,,,,,,,,,79505000.0,79505000.0,,,,,,79505000.0,3942000.0,,75019000.0,,544000.0,,,,,,508097000.0,501683000.0,6414000.0,0.22,0.22,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T19:38:04
20251231,4408034000.0,3253813000.0,6971658000.0,3717845000.0,119470000.0,227420000.0,107950000.0,,,,-6407000.0,,968699000.0,164748000.0,125139000.0,-6407000.0,,,-83802000.0,12729000.0,4927000.0,138605000.0,2391152000.0,36955000.0,1360431000.0,,993036000.0,,,,,730000.0,2016882000.0,3371000.0,,24593000.0,,1995660000.0,8652000.0,,1987008000.0,1987008000.0,,1965837000.0,21171000.0,6174573000.0,,8140410000.0,,,194833000.0,,588028000.0,,,,,,7357549000.0,,,392432000.0,,6965117000.0,-851448000.0,-851448000.0,330000.0,,,330000.0,,-851778000.0,-58028000.0,,-778818000.0,,-14932000.0,,,,,,1135560000.0,1114389000.0,21171000.0,1.0,1.0,定期报告,是,20260327,CNY,合并期末,2026-03-26T20:06:10
20250930,3356440000.0,2420809000.0,5274861000.0,2854052000.0,95780000.0,164821000.0,69041000.0,,,,6773000.0,,814517000.0,109260000.0,125139000.0,6773000.0,,,-102538000.0,7208000.0,4883000.0,109008000.0,1814957000.0,8564000.0,913232000.0,,890919000.0,,,,,2242000.0,1541483000.0,4645000.0,,13590000.0,,1532538000.0,-8862000.0,,1541400000.0,1541400000.0,,1525945000.0,15455000.0,,,,,,,,,,,,,,,,,,,,-797348000.0,-797348000.0,,,,,,-797348000.0,-59499000.0,,-731828000.0,,-6021000.0,,,,,,744052000.0,728597000.0,15455000.0,0.78,0.78,定期报告,未审计,20251029,CNY,合并期末,2025-10-28T18:04:04
20250630,2258607000.0,1568278000.0,3524571000.0,1956293000.0,54247000.0,109328000.0,55081000.0,,,,9274000.0,,615756000.0,64883000.0,18707000.0,9274000.0,,,-49451000.0,4774000.0,193000.0,55536000.0,1389102000.0,7275000.0,603923000.0,,776732000.0,,,,,1172000.0,869505000.0,1660000.0,,9774000.0,,861391000.0,-38104000.0,,899495000.0,899495000.0,,889637000.0,9858000.0,6174573000.0,,7064210000.0,,,,,3528000.0,,,,,,7060682000.0,,,392432000.0,,6668250000.0,-319475000.0,,,,,,,-319475000.0,-18566000.0,,-280655000.0,,-20254000.0,,,,,,580020000.0,570162000.0,9858000.0,0.45,0.45,定期报告,未审计,20250827,CNY,合并期末,2025-08-26T22:06:08
20250331,1108669000.0,780432000.0,1769857000.0,989425000.0,16771000.0,42797000.0,26026000.0,,,,20253000.0,,414347000.0,31724000.0,13239000.0,20253000.0,,,-127887000.0,2662000.0,80000.0,2011000.0,712780000.0,1880000.0,302152000.0,,408554000.0,,,,,194000.0,395889000.0,1404000.0,,8738000.0,,388555000.0,-40499000.0,,429054000.0,429054000.0,,424313000.0,4741000.0,,,,,,,,,,,,,,,,,,,,-530562000.0,-530562000.0,,,,,,-530562000.0,-30784000.0,,-507919000.0,,8141000.0,,,,,,-101508000.0,-106249000.0,4741000.0,0.22,0.22,定期报告,未审计,20260430,CNY,合并期末,2025-04-28T18:26:04
20241231,4384966000.0,3003589000.0,7118563000.0,4114974000.0,38865000.0,184764000.0,145899000.0,,,,52506000.0,,942047000.0,111002000.0,22827000.0,52506000.0,,,116030000.0,10239000.0,61000.0,221629000.0,2560761000.0,37528000.0,1369201000.0,,1153477000.0,,,,,555000.0,1824205000.0,84790000.0,,14817000.0,,1894178000.0,-49697000.0,,1943875000.0,1943875000.0,,1921704000.0,22171000.0,5403850000.0,,7325554000.0,,,190428000.0,,607364000.0,,,,,,6527762000.0,,,353189000.0,,6174573000.0,771216000.0,771216000.0,,,,,,771216000.0,41309000.0,,748635000.0,,-18728000.0,,,,,,2715091000.0,2692920000.0,22171000.0,0.98,0.98,定期报告,是,20260327,CNY,合并期末,2025-03-27T20:50:13
20240930,3322120000.0,2281292000.0,5369138000.0,3087846000.0,36466000.0,142272000.0,105806000.0,,,,9720000.0,,779418000.0,78486000.0,19251000.0,9720000.0,,,75647000.0,6356000.0,12000.0,133209000.0,1992823000.0,10654000.0,895887000.0,,1085822000.0,,,,,460000.0,1329297000.0,81623000.0,,4586000.0,,1406334000.0,-54736000.0,,1461070000.0,1461070000.0,,1441620000.0,19450000.0,,,,,,,,,,,,,,,,,,,,163390000.0,163390000.0,,,,,,163390000.0,10974000.0,,190632000.0,,-38216000.0,,,,,,1624460000.0,1605010000.0,19450000.0,0.73,0.73,定期报告,未审计,20251029,CNY,合并期末,2024-10-30T17:45:03
20240630,2173672000.0,1516177000.0,3600421000.0,2084244000.0,14502000.0,91687000.0,77185000.0,,,,-6195000.0,,535977000.0,49384000.0,8443000.0,-6195000.0,,,85116000.0,3994000.0,12000.0,24089000.0,1428515000.0,5650000.0,591644000.0,,830842000.0,,,,,379000.0,745157000.0,79096000.0,,4559000.0,,819694000.0,-34985000.0,,854679000.0,854679000.0,,842561000.0,12118000.0,5403850000.0,,6246411000.0,,,,,,,,,,,6246411000.0,,,353189000.0,,5893222000.0,280668000.0,280668000.0,,,,,,280668000.0,16389000.0,,274171000.0,,-9892000.0,,,,,,1135347000.0,1123229000.0,12118000.0,0.43,0.43,定期报告,未审计,20250827,CNY,合并期末,2024-08-27T18:45:02
20240331,1054624000.0,760069000.0,1784867000.0,1024798000.0,3231000.0,32841000.0,29610000.0,,,,-9152000.0,,336849000.0,25316000.0,6070000.0,-9152000.0,,,-38559000.0,1991000.0,12000.0,183000.0,674093000.0,1760000.0,321141000.0,,350893000.0,,,,,299000.0,380531000.0,5167000.0,,345000.0,,385353000.0,-16010000.0,,401363000.0,401363000.0,,397694000.0,3669000.0,,,,,,,,,,,,,,,,,,,,114537000.0,114537000.0,,,,,,114537000.0,,,121827000.0,,-7290000.0,,,,,,515900000.0,512231000.0,3669000.0,0.2,0.2,定期报告,未审计,20250429,CNY,合并期末,2024-04-26T17:20:09
20231231,3803578000.0,3053849000.0,6904831000.0,3850982000.0,-13360000.0,199175000.0,212535000.0,,,,28633000.0,,469798000.0,53962000.0,9224000.0,28633000.0,,,108303000.0,8932000.0,782000.0,146641000.0,2203371000.0,38573000.0,1319392000.0,,844823000.0,,,,,583000.0,1600207000.0,204926000.0,,14483000.0,,1790650000.0,42051000.0,,1748599000.0,1748599000.0,,1727121000.0,21478000.0,5052861000.0,,6779982000.0,,,174230000.0,,522692000.0,,,,,,6083060000.0,,,226404000.0,452806000.0,5403850000.0,198122000.0,198122000.0,,,,,,198122000.0,2501000.0,,239879000.0,,-44258000.0,,,,,,1946721000.0,1925243000.0,21478000.0,0.88,0.88,定期报告,是,20250328,CNY,合并期末,2024-03-27T19:20:05
