报告日,经营活动产生的现金流量,客户贷款及垫款净减少额,客户存款和同业存放款项净增加额,吸收的存款,同业及其他金融机构存放款净增加额,拆入资金收到的现金,卖出回购证券收到的现金,买入返售证券到期返售收到的现金,收回存放同业及其他金融机构净额,收回拆出资金收到的现金,汇兑净收益收到的现金,贵金属现金流入,保户储金及投资款净增加额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,利息收入收到的现金,手续费收入收到的现金,金融企业往来收入收到的现金,证券投资收到的现金,保证金流入的现金,收回的委托资金净额,收回的已于以前年度核销的贷款及应收款项,基金管理费收入收到的现金,销售商品、提供劳务收到的现金,其他营业及营业外净收入收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,偿还中央银行借款,拆出资金支付的现金,偿还同业及其他金融机构拆入净额,贵金属现金流出,卖出回购证券到期回购支付的现金,买入返售证券支付的现金,处置可供出售金融资产净减少额,为交易目的而持有的金融资产净增加额,支付利息、手续费及佣金的现金,利息支出支付的现金,手续费支出支付的现金,金融企业往来支出支付的现金,证券投资支付的现金,以现金支付的营业费用,委托资金减少支付的现金,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,取得投资收益所收到的现金,分得股利或利润收到的现金,处置固定资产、无形资产和其他长期资产而收到的现金净额,处置子公司及其他营业单位收到的现金,收到的其他与投资活动有关的现金,投资活动现金流入小计,投资所支付的现金,权益性投资支付的现金,债权性投资支付的现金,购建固定资产、无形资产和其他长期资产所支付的现金,购买子公司及其他营业单位支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资所收到的现金,借款所收到的现金,发行债券收到的现金,收到的其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务所支付的现金,发生筹资费用支付的现金,分配股利、利润或偿付利息所支付的现金,偿付利息支付的现金,支付的其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金的影响额,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,,,,,-57869060.51,,,,,,,,596171161.99,,,,,,,,,,,,2510851.92,540812953.4,-846386937.14,,,,,,,,,-128551820.11,68629.17,,,,,,,,212372710.06,197884478.12,38929501.53,-525683438.37,1066496391.77,,4717149115.46,59207295.33,,50217.6,,,4776406628.39,1601548086.15,,,78381977.79,,,1679930063.94,3096476564.45,,,,,900000000.0,900000000.0,,,28962494.86,,4557262676.05,4586225170.91,-3686225170.91,,476747785.31,,,,,2477404805.96,2954152591.27,定期报告,未审计,20260425,CNY,合并期末,2026-04-24T20:03:04
20251231,,,,,,,14229442.27,,,,,,,,2422637986.76,,,,,,,,,,,,40666234.66,2477533663.69,2132541000.0,,,,,,,,,-267141080.5,665890.34,,,,,,,,534629066.12,795907087.89,160419628.21,3357021592.06,-879487928.37,,5832416397.81,801034689.76,,2035.39,,,6633453122.96,8993253671.27,,,220097292.7,,,9213350963.97,-2579897841.01,,,,,4987350789.05,4987350789.05,,,485872992.77,,1510788974.66,1996661967.43,2990688821.62,,-468696947.76,2477404805.96,2946101753.72,,,2946101753.72,2477404805.96,定期报告,是,20260210,CNY,合并期末,2026-02-09T20:13:41
20250930,,,,,,,-12077341.77,,,,,,,,1788806206.38,,,,,,,,,,,,598940662.57,2375669527.18,520559000.0,,,,,,,,,-394493268.22,435148.13,,,,,,,,448236288.14,661181187.53,110802309.19,1346720664.77,1028948862.41,,5616111748.38,692741657.48,,1101.24,,1515017442.88,7823871949.98,6976682734.37,,,184131689.52,,,7160814423.89,663057526.09,,,,,600000000.0,600000000.0,,,318952354.25,,1107123700.8,1426076055.05,-826076055.05,,865930333.45,,,,,2946101753.72,3812032087.17,定期报告,未审计,20251028,CNY,合并期末,2025-10-27T18:53:03
20250630,,,,,,,-127405668.05,,,,,,,,1196298690.47,,,,,,,,,,,,452867268.5,1521760290.92,-402307767.12,,,,,,,,,7040499.86,316421.58,,,,,,,,361649930.17,498225816.07,76119155.74,541044056.3,980716234.62,,3549609851.29,323352662.72,,1101.24,,1100152216.26,4973115831.51,5034778143.43,,,179707803.79,,,5214485947.22,-241370115.71,,,,,600000000.0,600000000.0,,,314018132.03,,1104328426.94,1418346558.97,-818346558.97,,-79000440.06,2867101313.66,2946101753.72,,,2946101753.72,2867101313.66,定期报告,未审计,20250827,CNY,合并期末,2025-08-26T21:13:03
20250331,,,,,,,-34731985.69,,,,,,,,637731703.57,,,,,,,,,,,,181330887.82,784330605.7,-557981000.0,,,,,,,,,123442590.38,220617.07,,,,,,,,235277942.32,395631918.3,29149596.71,225741664.78,558588940.92,,996138341.47,224983344.0,,921.24,,419828931.04,1640951537.75,1173705572.34,,,174108486.72,,,1347814059.06,293137478.69,,,,,,0.0,,,9373263.9,,394276031.97,403649295.87,-403649295.87,,448077123.74,,,,,2946101753.72,3394178877.46,定期报告,未审计,20260425,CNY,合并期末,2025-04-24T18:43:05
20241231,,,,,,,698478803.52,,,,,,,,2674773070.61,,,,,,,,,,,,18012774.64,3391264648.77,321662407.13,,,,,,,,,-290138526.07,3694208.98,,,,,,,,621398157.26,647937983.92,236932011.04,1541486242.26,1849778406.51,,4934063966.94,752294922.92,,1630.0,,549483826.3,6235844346.16,5657845581.24,,,314134681.72,,,5971980262.96,263864083.2,,,,,1682100000.0,1682100000.0,,,625600572.52,,1654770694.99,2280371267.51,-598271267.51,,1515371222.2,2946101753.72,1430730531.52,,,1430730531.52,2946101753.72,定期报告,是,20260210,CNY,合并期末,2025-03-17T20:28:06
20240930,,,,,,,480180334.12,,,,,,,,1832756375.05,,,,,,,,,,,,4234917.89,2317171627.06,519010000.0,,,,,,,,,-844259191.71,2643454.51,,,,,,,,508830377.35,528015985.97,94810801.44,809051427.56,1508120199.5,,2029737777.13,655416450.4,,1000.31,,402564626.91,3087719854.75,3828890188.03,,,244167786.19,,,4073057974.22,-985338119.47,,,,,1392100000.0,1392100000.0,,,404833783.62,,1649637958.88,2054471742.5,-662371742.5,,-139589662.47,,,,,1430730531.52,1291140869.05,定期报告,未审计,20251028,CNY,合并期末,2024-10-28T18:53:02
20240630,,,,,,,273054340.85,,,,,,,,1262853080.01,,,,,,,,,,,,3986688.88,1539894109.74,-171100000.0,,,,,,,,,-589912598.46,2565116.36,,,,,,,,370960894.54,370419286.87,59840678.97,42773378.28,1497120731.46,,1682521222.9,422477431.72,,580.0,,599595269.96,2704594504.58,3358310451.7,,,90284691.34,,,3448595143.04,-744000638.46,,,,,1392100000.0,1392100000.0,,,396347741.95,,1644170793.12,2040518535.07,-648418535.07,,104701557.93,1535432089.45,1430730531.52,,,1430730531.52,1535432089.45,定期报告,未审计,20250827,CNY,合并期末,2024-08-26T19:53:02
20240331,,,,,,,239555813.84,,,,,,,,617257653.48,,,,,,,,,,,,2902945.81,859716413.13,662910000.0,,,,,,,,,-50770553.75,2234380.46,,,,,,,,254784733.16,185180329.43,16443695.33,1070782584.63,-211066171.5,,853659066.98,168698171.39,,,,1165474491.31,2187831729.68,2292585578.06,,,87753509.77,,,2380339087.83,-192507358.15,,,,,682100000.0,682100000.0,,,13441629.25,,1201702959.08,1215144588.33,-533044588.33,,-936618117.98,,,,,1430730531.52,494112413.54,定期报告,未审计,20250425,CNY,合并期末,2024-04-25T20:38:06
20231231,,,,,,,-710753387.37,,,,,,,,2595617785.76,,,,,,,,,,,,521255826.34,2406120224.73,-33410201.6,,,,,,,,,-119395330.64,9862677.91,,,,,,,,511551573.4,580437651.01,863849501.45,1812895871.53,593224353.2,,3506475498.66,651563588.88,,131420.0,,643969878.04,4802140385.58,5195301497.28,,,435472859.24,,,5630774356.52,-828633970.94,,,,,2283991600.0,2283991600.0,,,274624460.55,,2458646293.57,2733270754.12,-449279154.12,,-684688771.86,1430730531.52,2115419303.38,,,2115419303.38,1430730531.52,定期报告,是,20250318,CNY,合并期末,2024-03-17T15:38:04
20230930,,,,,,,-64684117.58,,,,,,,,1808205367.07,,,,,,,,,,,,2264184.43,1745785433.92,780355435.85,,,,,,,,,375714664.53,8690741.87,,,,,,,,439552081.64,404167489.08,310188007.66,2318668420.63,-572882986.71,,1185730934.62,519688585.85,,131420.0,,230510622.41,1936061562.88,1864984134.17,,,410253809.88,,,2275237944.05,-339176381.17,,,,,1683991600.0,1683991600.0,,,240857897.5,,1365684311.39,1606542208.89,77449391.11,,-834609976.77,,,,,2115419303.38,1280809326.61,定期报告,未审计,20241029,CNY,合并期末,2023-10-29T15:38:03
20230630,,,,,,400000000.0,-18507037.15,,,,,,,,1187475579.52,,,,,,,,,,,,1928584.14,1570897126.51,1318164315.4,,,,,,,,,354915963.2,5914237.86,,,,,,,,305226759.44,237432132.82,297760930.98,2519414339.7,-948517213.2,,1218902527.05,240954624.23,,13520.0,,55978837.57,1515849508.85,1580477453.39,,,246889061.85,,,1827366515.24,-311517006.39,,,,,1283991600.0,1283991600.0,,,221916237.38,,1360816161.77,1582732399.15,-298740799.15,,-1558775018.74,556644284.64,2115419303.38,,,2115419303.38,556644284.64,定期报告,未审计,20240827,CNY,合并期末,2023-08-27T17:08:02
20230331,,,,,,,-139045381.77,,,,,,,,583308438.46,,,,,,,,,,,,1745699.98,446008756.67,478164315.4,,,,,,,,,125054890.94,73366.09,,,,,,,,229132721.44,120223812.62,339061872.03,1291710978.52,-845702221.85,,824353370.33,130423579.56,,13520.0,,171400000.0,1126190469.89,452900000.0,,,231771167.18,,,684671167.18,441519302.71,,,,,497000000.0,497000000.0,,,42111704.16,,1054609592.25,1096721296.41,-599721296.41,,-1003904215.55,,,,,2115419303.38,1111515087.83,定期报告,未审计,20240426,CNY,合并期末,2023-04-27T22:53:04
20221231,,,,,,,275374507.46,,,,,,,,2226722543.81,,,,,,,,,,,,578993482.24,3081090533.51,3200100000.0,,,,,,,,,-192752100.96,2967322.27,,,,,,,,459783705.6,510025145.11,81117785.91,4061241857.93,-980151324.42,,2469657993.36,202730249.03,,30020.0,,1863040081.25,4535458343.64,5591723331.8,,,1572756.0,,,5593296087.8,-1057837744.16,,3489681286.85,,,1990000000.0,5479681286.85,,,241609315.92,,2388432007.73,2630041323.65,2849639963.2,,811650894.62,2115419303.38,1303768408.76,,,1303768408.76,2115419303.38,定期报告,是,20240318,CNY,合并期末,2023-04-27T22:53:04
20220930,,,,,,,120124600.95,,,,,,,,1604514091.57,,,,,,,,,,,,289853379.77,2014492072.29,1453100000.0,,,,,,,,,-900366629.64,1886459.84,,,,,,,,350158003.01,380834332.01,49314726.28,1334926891.5,679565180.79,,1720463280.67,104408298.23,,30020.0,,,1824901598.9,1179526899.05,,,2585523.11,,752208239.26,1934320661.42,-109419062.52,,,,,1440000000.0,1440000000.0,,,225042871.49,,2037891363.31,2262934234.8,-822934234.8,,-252788116.53,,,,,1303768408.76,1050980292.23,定期报告,未审计,20231030,CNY,合并期末,2022-10-23T15:48:03
20220630,,,,,,,112272347.8,,,,,,,,1065045201.07,,,,,,,,,,,,250236277.01,1427553825.88,1804000000.0,,,,,,,,,-785968857.19,558043.04,,,,,,,,301542494.31,258773386.43,38309177.04,1617214243.63,-189660417.75,,1262262439.73,86478669.03,,30020.0,,,1348771128.76,846882603.33,,,2437218.13,,904026452.13,1753346273.59,-404575144.83,,,,,1140000000.0,1140000000.0,,,191448440.93,,1201897053.56,1393345494.49,-253345494.49,,-847581057.07,456187351.69,1303768408.76,,,1303768408.76,456187351.69,定期报告,未审计,20230828,CNY,合并期末,2022-08-29T19:38:04
20220331,,,,,,,532875114.43,,,,,,,,486001283.08,,,,,,,,,,,,107502285.55,1126378683.06,599100000.0,,,,,,,,,417042727.35,817649.48,,,,,,,,237931023.49,163165400.47,20094538.45,1438151339.24,-311772656.18,,785949844.48,25163555.88,,30020.0,,,811143420.36,630000000.0,,,572446.42,,358338721.83,988911168.25,-177767747.89,,,,,1140000000.0,1140000000.0,,,35336166.67,,1195903478.19,1231239644.86,-91239644.86,,-580780048.93,,,,,1303768408.76,722988359.83,定期报告,未审计,20230428,CNY,合并期末,2022-04-27T19:33:03
20211231,,,,,,,606479851.1,,,,,,,,1857755400.74,,,,,,,,,,,,178770817.06,2643006068.9,2300000000.0,,,,,,,,,1155602369.1,1296792.73,,,,,,,,406788144.56,280839632.54,68283605.64,4212810544.57,-1569804475.67,,4388815456.85,313366331.07,,92120778.18,,,4794302566.1,1712918551.16,,,2885672.62,,1045488866.26,2761293090.04,2033009476.06,,,,,2468000000.0,2468000000.0,,,228066733.0,,1832765970.19,2060832703.19,407167296.81,,870372297.2,1303768408.76,433396111.56,,,433396111.56,1303768408.76,定期报告,是,20230428,CNY,合并期末,2022-04-27T19:33:03
20210930,,,,,,,529255000.0,,,,,,,,1366202893.0,,,,,,,,,,,,8952248.81,1904410141.81,1552000000.0,,,,,,,,,-155152921.66,648879.92,,,,,,,,323560643.01,130827420.85,232182890.04,2084066912.16,-179656770.35,,3271763004.23,209628973.55,,92120778.19,,,3573512755.97,1572406847.38,,,1910801.9,,1469746313.08,3044063962.36,529448793.61,,,,,1190000000.0,1190000000.0,,,190149260.76,,1310000000.0,1500149260.76,-310149260.76,,39642762.5,,,,,433396111.56,473038874.06,定期报告,未审计,20221024,CNY,合并期末,2021-10-27T17:13:04
20210630,,,,,,,750539000.0,,,,,,,,901409947.62,,,,,,,,,,,,5420301.35,1657369248.97,490000000.0,,,,,,,,,-43437166.72,475388.56,,,,,,,,271638069.78,94910937.3,238848501.42,1052435730.34,604933518.63,,1764719790.74,159393592.36,,92107883.19,,,2016221266.29,1228176847.38,,,1903350.57,,674757542.9,1904837740.85,111383525.44,,,,,890000000.0,890000000.0,,,165047955.2,,1310000000.0,1475047955.2,-585047955.2,,131269088.87,564665200.43,433396111.56,,,433396111.56,564665200.43,定期报告,未审计,20220830,CNY,合并期末,2021-08-22T16:13:03
20210331,,,,,,,768997000.0,,,,,,,,466173330.32,,,,,,,,,,,,2263801.17,1237434131.49,198000000.0,,,,,,,,,-33891638.48,110457.44,,,,,,,,226803723.63,21126774.63,107364003.31,519513320.53,717920810.96,,876568602.37,47845652.24,,92107883.19,,,1016522137.8,479700000.0,,,873145.2,,350620932.3,831194077.5,185328060.3,,,,,,0.0,,,23939916.66,,410000000.0,433939916.66,-433939916.66,,469308954.6,,,,,433396111.56,902705066.16,定期报告,未审计,20220428,CNY,合并期末,2021-04-27T19:08:02
20201231,,,,,,,-653910000.0,,,,,,,,1717672915.41,,,,,,,,,,,,165352683.45,1229115598.86,529615000.0,,,,,,,,,104070898.76,1932504.66,,,,,,,,453018707.15,439077366.56,857112799.84,2384827276.97,-1155711678.11,,3678136082.61,477795678.18,,49720.03,,483938458.47,4639919939.29,3874304400.08,,,5334727.26,,,3879639127.34,760280811.95,,,,,2320000000.0,2320000000.0,,,208226857.62,,2110000000.0,2318226857.62,1773142.38,,-393657723.78,433396111.56,827053835.34,,,827053835.34,433396111.56,定期报告,是,20220428,CNY,合并期末,2021-04-27T19:28:03
20200930,,,,,,,92387000.0,,,,,,,,1312219610.13,,,,,,,,,,,,163221706.27,1567828316.4,130000000.0,,,,,,,,,56354192.25,1698670.44,,,,,,,,347294905.7,289466955.27,608518697.48,1433333421.14,134494895.26,,1470387623.63,347824646.75,,45220.0,,1313193610.45,3131451100.83,2676802400.08,,,4157351.19,,,2680959751.27,450491349.56,,,,,1820000000.0,1820000000.0,,,186837440.95,,1810000000.0,1996837440.95,-176837440.95,,408148803.87,,,,,827053835.34,1235202639.21,定期报告,未审计,20211028,CNY,合并期末,2020-10-28T19:13:03
20200630,,,,,,,-53313000.0,,,,,,,,859932865.92,,,,,,,,,,,,12121945.06,818741810.98,430000000.0,,,,,,,,,36869885.54,994989.79,,,,,,,,259574047.33,153495725.17,570155864.97,1451090512.8,-632348701.82,,948282040.55,193331385.6,,45220.0,,914385031.83,2056043677.98,1549502400.08,,,3609993.19,,,1553112393.27,502931284.71,,,,,1120000000.0,1120000000.0,,,166037135.38,,1130000000.0,1296037135.38,-176037135.38,,-305454552.49,521599282.85,827053835.34,,,827053835.34,521599282.85,定期报告,未审计,20210823,CNY,合并期末,2020-08-19T21:18:02
20200331,,,,,,,50587000.0,,,,,,,,388539851.31,,,,,,,,,,,,12206846.5,451333697.81,-20000000.0,,,,,,,,,-40928644.83,129313.83,,,,,,,,201520100.4,66841938.86,473270086.47,680832794.73,-229499096.92,,579135544.25,47623940.11,,45220.0,,2000000.0,628804704.36,389484997.67,,,2321075.78,,16414646.84,408220720.29,220583984.07,,,,,570000000.0,570000000.0,,,22826277.78,,520000000.0,542826277.78,27173722.22,,18258609.37,,,,,827053835.34,845312444.71,定期报告,未审计,20210428,CNY,合并期末,2020-04-28T03:43:02
20191231,,,,,,,130113000.0,,,,,,,,1414056522.88,,,,,,,,,,,,10010749.49,1554180272.37,1580000000.0,,,,,,,,,-239436107.0,1106099.62,,,,,,,,361396608.48,244286848.83,1008785049.44,2956138499.37,-1401958227.0,,3911643331.76,254860691.96,,2900.0,,1359730721.24,5526237644.96,4677434358.61,,,4776860.23,,,4682211218.84,844026426.12,,,,,2200000000.0,2200000000.0,,,157542756.92,,1850000000.0,2007542756.92,192457243.08,,-365474557.8,827053835.34,1192528393.14,,,1192528393.14,827053835.34,定期报告,是,20210428,CNY,合并期末,2020-04-28T03:43:02
20190930,,,,,,,189631000.0,,,,,,,,1012997929.11,,,,,,,,,,,,16010477.51,1218639406.62,1330000000.0,,,,,,,,,-274892553.78,604097.35,,,,,,,,246753723.0,181563551.57,1473443812.36,2957472630.5,-1738833223.88,,3387302711.38,196587468.87,,,,,3583890180.25,2656783331.34,,,2500744.34,,,2659284075.68,924606104.57,,,,,1800000000.0,1800000000.0,,,133185923.59,,1550000000.0,1683185923.59,116814076.41,,-697413042.9,,,,,1192528393.14,495115350.24,定期报告,未审计,20201029,CNY,合并期末,2020-03-13T14:53:05
20190630,,,,,,,156225000.0,,,,,,,,660645266.39,,,,,,,,,,,,14052155.1,830922421.49,800000000.0,,,,,,,,,-134995309.75,558605.53,,,,,,,,204119103.22,132875707.45,507464325.18,1510022431.63,-679100010.14,,1908311168.25,124921500.32,,,,,2033232668.57,1156783331.34,,,2360871.68,,,1159144203.02,874088465.55,,,,,620000000.0,620000000.0,,,118113034.7,,1250000000.0,1368113034.7,-748113034.7,,-553124579.29,639403813.85,1192528393.14,,,1192528393.14,639403813.85,定期报告,未审计,20200820,CNY,合并期末,2020-03-13T14:53:05
20190331,,,,,,,-444976000.0,,,,,,,,338672854.01,,,,,,,,,,,,5895968.91,-100407177.08,500000000.0,,,,,,,,,-201598559.61,529793.3,,,,,,,,127651392.22,78755519.91,253131702.67,758469848.49,-858877025.57,,1085024817.84,48843762.93,,,,,1133868580.77,591500000.0,,,2177196.8,,,593677196.8,540191383.97,,,,,620000000.0,620000000.0,,,24015000.0,,650000000.0,674015000.0,-54015000.0,,-372700641.6,,,,,1192528393.14,819827751.54,定期报告,未审计,20200428,CNY,合并期末,2020-03-13T14:53:05
20181231,,,,,,,-254600000.0,,,,,,,-13466520.48,1245179615.79,,,,,,,,,,,,98767154.87,1075880250.18,1650000000.0,,,,,,,,,,3012275.09,,,,,,,,273140068.81,161402970.84,285544293.93,2373099608.67,-1297219358.49,,5537316847.42,40946545.04,,,,,5578263392.46,5732891178.86,,,1236046.93,,,5734127225.79,-155863833.33,,2241092530.64,,,2750000000.0,4991092530.64,,,162291779.08,,2501657000.0,2663948779.08,2327143751.56,,874060559.74,1192528393.14,318467833.4,,,318467833.4,1192528393.14,定期报告,是,20200428,CNY,合并期末,2020-03-13T14:53:05
20161231,,,,,,,,,,,,,,287929399.44,808925743.36,,,,,,,,,,,,96963163.67,1196979155.47,170000000.0,,,,86000000.0,,150784000.0,,,,10950561.7,,,,,,,,171420396.47,322514198.53,112406208.44,1039087912.92,157891242.55,,3104198093.28,18278426.16,,,,,3122476519.44,5562746699.9,,,8562135.21,,,5571308835.11,-2448832315.67,,,,,2747000000.0,2747000000.0,,,46357375.98,,1908102419.45,1954459795.43,792540204.57,,-1498400868.55,675296574.26,2173697442.81,,,2173697442.81,675296574.26,定期报告,是,20170307,CNY,合并期末,2020-03-13T14:53:05
20160930,,,,,,,200000000.0,,,,,,,436303335.16,525405815.43,,,,,,,,,,,,49251205.69,1212835062.89,170000000.0,,,,300000000.0,,,,,,9041301.88,,,,,,,,123893871.55,338755566.21,27306709.28,979082929.53,233752133.36,,1373931079.2,100686562.84,,,,,1474617642.04,4376860005.3,,,8529052.51,,,4385389057.81,-2910771415.77,,,,,1748000000.0,1748000000.0,,,46357375.98,,136267413.89,182624789.87,1565375210.13,,-1111644072.28,,,,,2173697442.81,1062053370.53,定期报告,未审计,20161031,CNY,合并期末,2020-03-13T14:53:05
20160630,,,,,,,200000000.0,,,,,,,131902970.92,366231853.44,,,,,,,,,,,,43998754.79,743782882.71,500000000.0,,,,300000000.0,,,,,,7473723.72,,,,,,,,106634759.1,271133465.58,60385350.86,1251446804.45,-507663921.74,,784643949.06,66630271.38,,,,,851274220.44,1263073874.83,,,658369.0,,,1263732243.83,-412458023.39,,,,,,0.0,,,46357375.98,,131933750.0,178291125.98,-178291125.98,,-1098413071.11,1075284371.7,2173697442.81,,,2173697442.81,1075284371.7,定期报告,未审计,20160831,CNY,合并期末,2020-03-13T14:53:05
20160331,,,,,,,200000000.0,,,,,,,30369689.97,204092098.4,,,,,,,,,,,,10182031.39,444819819.76,1000000000.0,,,,300000000.0,,,,,,6310015.14,,,,,,,,84893410.77,38413765.27,8069409.16,1440845386.73,-996025566.97,,648957826.41,24478585.59,,,,,673436412.0,487156443.75,,,527000.0,,,487683443.75,185752968.25,,,,,,0.0,,,47100972.68,,131933750.0,179034722.68,-179034722.68,,-989307321.4,,,,,2173697442.81,1184390121.41,定期报告,未审计,20160429,CNY,合并期末,2020-03-13T14:53:05
20151231,,150000000.0,,,,300000000.0,162200000.0,,,,,,,461338749.83,681728631.25,,,,,,,,,,,,47700287.39,1345145659.54,,,,,,,,,,,9821046.45,,,,,,,,133284860.71,216632774.26,154014364.02,988833989.65,356311669.89,,1859773032.08,63401551.93,,242559.0,,,1923417143.01,3773718410.59,,,5338208.57,,,3779056619.16,-1855639476.15,,3167999996.2,,,800000000.0,3967999996.2,,,36440020.62,,715886828.51,752326849.13,3215673147.07,,1716345340.81,2173697442.81,457352102.0,,,457352102.0,2173697442.81,定期报告,是,20170307,CNY,合并期末,2020-03-13T14:53:05
20150930,,,,,,,362200000.0,,,,,,,24453620.92,480122772.19,,,,,,,,,,,,34442219.14,903877160.75,100000000.0,,,,,,,,,,4141349.96,,,,,,,,109259521.8,182458505.07,404564019.22,810733677.18,93143483.57,,1581552257.56,39707552.35,,238400.0,,,1621498209.91,2006426318.85,,,4980693.57,,,2011407012.42,-389908802.51,,,,,800000000.0,800000000.0,,,36440020.62,,29208259.25,65648279.87,734351720.13,,437586401.19,,,,,457352102.0,894938503.19,定期报告,未审计,20161031,CNY,合并期末,2020-03-13T14:53:05
20150630,,50000000.0,,,,,362200000.0,,,,,,,2958472.26,326661931.42,,,,,,,,,,,,25609492.13,769527872.31,,,,,,,,,,,1529074.72,,,,,,,,87837902.86,134383543.43,57766728.38,287445948.7,482081923.61,,864329638.63,19296623.92,,238400.0,,,883864662.55,1625539067.84,,,4503230.44,,,1630042298.28,-746177635.73,,,,,800000000.0,800000000.0,,,36440020.62,,12208259.25,48648279.87,751351720.13,,487256008.01,944608110.01,457352102.0,,,457352102.0,944608110.01,定期报告,未审计,20160831,CNY,合并期末,2020-03-13T14:53:05
20150331,,,,,,,362200000.0,,,,,,,55424384.86,138339811.63,,,,,,,,,,,,10929269.42,568815442.41,450000000.0,,,,,,,,,,1531784.53,,,,,,,,65813642.79,24536925.57,21091061.52,565725652.86,3089789.55,,104536069.25,3147422.23,,235500.0,,,107918991.48,38684044.74,,,128948.0,,,38812992.74,69105998.74,,,,,,0.0,,,,,,0.0,0.0,,72195788.29,,,,,457352102.0,529547890.29,定期报告,未审计,20160429,CNY,合并期末,2020-03-13T14:53:05
20141231,,,,,,,,,,,,,,7413338.66,722872750.69,,,,,,,,,,,,23117307.95,752734498.14,219700000.0,,,,,,362200000.0,,,,1041915.46,,,,,,,,145351459.43,208225792.28,97529685.59,1053588186.44,-300853688.3,,666593999.99,36312524.62,,1935500.0,,,704842024.61,849536831.2,,,4970156.44,,,854506987.64,-149664963.03,,,,,1334832.57,1334832.57,,,36440020.59,,,36440020.59,-35105188.02,,-485623839.35,457352102.0,942975941.35,,,942975941.35,457352102.0,定期报告,是,20160226,CNY,合并期末,2020-03-13T14:53:05
20140930,,,,,,,,,,,,,,8833934.78,517625036.23,,,,,,,,,,,,20510350.23,553680132.74,719700000.0,200000000.0,,,200000000.0,,,,,,988395.47,,,,,,,,105920950.17,187990516.63,96678460.45,1320705443.87,-767025311.13,,555630526.83,33899235.62,,1277500.0,,,590807262.45,543435170.61,,,4715504.64,,,548150675.25,42656587.2,,,,,,0.0,,,36440020.59,,107534.0,36547554.59,-36547554.59,,-760916278.52,,,,,942975941.35,182059662.83,定期报告,未审计,20151031,CNY,合并期末,2020-03-13T14:53:05
20140630,,,,,,,,,,,,,,-7637686.28,364159898.01,,,,,,,,,,,,5472437.33,365147907.56,529700000.0,,,,130000000.0,,,,,,965819.47,,,,,,,,89180411.03,160525388.12,46703732.36,963245360.4,-598097452.84,,389221412.08,22099761.98,,1141500.0,,,412462674.06,482612670.61,,,3865875.77,,,486478546.38,-74015872.32,,,,,,0.0,,,36440020.59,,107534.0,36547554.59,-36547554.59,,-708660879.75,234315061.6,942975941.35,,,942975941.35,234315061.6,定期报告,未审计,20150819,CNY,合并期末,2020-03-13T14:53:05
20140331,,,,,,,,,,,,,,-7522039.75,163043015.51,,,,,,,,,,,,4092619.06,161251413.82,649700000.0,,,,,,,,,,925200.28,,,,,,,,75561460.33,47476733.15,58729165.29,834767765.78,-673516351.96,,320000000.0,11018210.91,,327000.0,,,331345210.91,212499990.9,,,3721585.77,,,216221576.67,115123634.24,,,,,,0.0,,,,,,0.0,0.0,,-558392717.72,,,,,942975941.35,384583223.63,定期报告,未审计,20150429,CNY,合并期末,2020-03-13T14:53:05
20131231,,,,,,,10100000.0,,,,,,,20692638.17,673844137.29,,,,,,,,,,,,10537208.23,700765358.32,469550000.0,,,,,,,,,,1901709.24,,,,,,,,104201306.86,136054725.16,42923406.42,786800113.29,-86034754.97,,1188039352.57,70734191.4,,281520.0,,,1259055063.97,1011457607.78,,,6654736.25,,,1018112344.03,240942719.94,,,,,,0.0,,,20244455.91,,,20244455.91,-20244455.91,,134663509.06,942975941.35,808312432.29,,,808312432.29,942975941.35,定期报告,是,20150403,CNY,合并期末,2020-03-13T14:53:05
20130930,,,,,,,10100000.0,,,,,,,-7874885.2,461597256.11,,,,,,,,,,,,11995796.11,480423000.42,387250000.0,,,,,,,,,,1766274.74,,,,,,,,79092888.98,122225237.33,32496505.36,630998000.0,-150574999.58,,1118039352.57,59471939.16,,2700.0,,,1177513991.73,681353107.78,,,3323879.0,,,684676986.78,492837004.95,,,,,,0.0,,,20244455.91,,,20244455.91,-20244455.91,,322017549.46,,,,,808312432.29,1130329981.75,定期报告,未审计,20141029,CNY,合并期末,2020-03-13T14:53:05
