报告日,经营活动产生的现金流量,客户贷款及垫款净减少额,向央行借款净增加额,客户存款和同业存放款项净增加额,客户存款,同业及其他金融机构存放款,收回存放同业及其他金融机构净额,拆入资金现金流入,收回的拆出资金净额,吸收的卖出回购项净额,收回的买入返售项净额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,收到利息,收到的手续费,金融企业往来收入收到的现金,中间业务收入收到的现金,证券投资收益收到的现金,汇兑净收益收到的现金,存入保证金收到的现金,销售商品、提供劳务收到的现金,贵金属现金流入,收到的委托资金,贴现收到的现金,其他负债增加流入的现金,收回的已于以前年度核销的贷款及应收款项,已核销呆账贷款及利息收回,处置抵债资产收到的现金,其他营业及营业外净收入收到的现金,收到的税费返还,收到其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,存放中央银行,存放同业及其他机构存款,拆出资金净现金流出,偿还中央银行借款,支付的存款,减少同业及其他金融机构存放净额,偿还同业及其他金融机构拆入净额,偿还卖出回购款项净额,证券投资支出的现金,支付买入返售款项净额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,支付的利息,手续费支出支付的现金,支付给职工以及为职工支付的现金,以现金支付的营业费用,与金融机构往来支出的现金净额,贴现支付的现金,委托及代理业务减少额,贵金属现金流出,购买商品、接受劳务支付的现金,借入其他资金净减少额,其他资产减少支出的现金,为交易目的而持有的金融资产净增加额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,分得股利或利润所收到的现金,取得债券利息收入收到的现金,处置固定资产、无形资产及其他资产而收到的现金,处置股权投资所收到的现金,处置子公司及其他单位收到的现金,取得子公司及其他营业单位所收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,权益性投资增加支付的现金,债券投资所支付的现金,购买子公司、联营企业及合营企业投资所支付的现金净额,增加在建工程所支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资所收到的现金,发行证券化资产所吸收的现金,取得借款收到的现金,发行债券收到的现金,发行次级债券收到的现金,增加股本所收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务所支付的现金,分配股利、利润或偿付利息支付的现金,偿付利息所支付的现金,支付新股发行费用,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,5000000000.0,5169502000.0,,,,,5000000.0,1374508000.0,,971514000.0,1726973000.0,,,,,,,,,,,,,,,,,,51501000.0,14298998000.0,4694552000.0,1273585000.0,,,,,,,300000000.0,,,,,1648856000.0,,,264737000.0,,,,,,,,,,83877000.0,452512000.0,8718119000.0,5580879000.0,,8695390000.0,86971000.0,,,6038000.0,,,,,8788399000.0,14764762000.0,,,,,9762000.0,,,14774524000.0,-5986125000.0,,,,,5387541000.0,,,,5387541000.0,4426494000.0,9574000.0,,,12461000.0,4448529000.0,939012000.0,-7043000.0,526723000.0,,,,,7729689000.0,8256412000.0,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T19:50:08
20251231,,,1100000000.0,15391554000.0,,,,100000000.0,,3739169000.0,,,7423409000.0,,,,,,,,,,,,,,,,,,933827000.0,28687959000.0,10688363000.0,730667000.0,,,3946000000.0,,,,,,,,,3670034000.0,,,804200000.0,,,,,,,,,2663328000.0,395671000.0,1243641000.0,24141904000.0,4546055000.0,,55313283000.0,833892000.0,,,9544000.0,,,,,56156719000.0,58137935000.0,,,,,54074000.0,,,58192009000.0,-2035290000.0,,,,,15042688000.0,,,,15042688000.0,15936194000.0,513524000.0,,,30660000.0,16480378000.0,-1437690000.0,-903000.0,1072172000.0,7729689000.0,6657517000.0,,,6657517000.0,7729689000.0,定期报告,是,20260327,CNY,合并期末,2026-03-26T20:02:05
20250930,,,1000000000.0,7504507000.0,,,,200000000.0,,2193938000.0,,,5643609000.0,,,,,,,,,,,,,,,,,,440884000.0,16982938000.0,2920657000.0,352723000.0,,,3946000000.0,,,,,,,,,3035072000.0,,,650044000.0,,,,,,,,,1711990000.0,290936000.0,972878000.0,13880300000.0,3102638000.0,,42105614000.0,747728000.0,,,5459000.0,,,,,42858801000.0,43512563000.0,,,,,28636000.0,,,43541199000.0,-682398000.0,,,,,9077294000.0,,,,9077294000.0,10775140000.0,514578000.0,,,25199000.0,11314917000.0,-2237623000.0,6702000.0,189319000.0,,,,,6657517000.0,6846836000.0,定期报告,未审计,20251029,CNY,合并期末,2025-10-28T18:04:03
20250630,,,1000000000.0,7002957000.0,,,,,,3712954000.0,,,3758412000.0,,,,,,,,,,,,,,,,,,119021000.0,15593344000.0,3496157000.0,370701000.0,,,1767000000.0,,,,13411000.0,,,,,2363893000.0,,,470598000.0,,,,,,,,,732384000.0,217028000.0,577262000.0,10008434000.0,5584910000.0,,22153405000.0,570631000.0,,,3000.0,,,,,22724039000.0,23901352000.0,,,,,21986000.0,,,23923338000.0,-1199299000.0,,,,,3464415000.0,,,,3464415000.0,5634180000.0,423638000.0,,,17515000.0,6075333000.0,-2610918000.0,9371000.0,1784064000.0,8441581000.0,6657517000.0,,,6657517000.0,8441581000.0,定期报告,未审计,20250827,CNY,合并期末,2025-08-26T21:22:03
20250331,,,,9761130000.0,,,,501484000.0,435000000.0,2344887000.0,,,1812607000.0,,,,,,,,,,,,,,,,,,44194000.0,14899302000.0,5962190000.0,551797000.0,,,,,,,,,,,,1438696000.0,,,304652000.0,,,,,,,,,1143454000.0,107696000.0,285088000.0,9793573000.0,5105729000.0,,13221967000.0,390974000.0,,,80000.0,,,,,13613021000.0,16037725000.0,,,,,28416000.0,,,16066141000.0,-2453120000.0,,,,,1283515000.0,,,,1283515000.0,4300738000.0,19601000.0,,,7890000.0,4328229000.0,-3044714000.0,4405000.0,-387700000.0,,,,,6657517000.0,6269817000.0,定期报告,未审计,20260430,CNY,合并期末,2025-04-28T18:26:04
20241231,,,,17672640000.0,,,,,,832847000.0,,,7541127000.0,,,,,,,,,,,,,,,,,,501380000.0,26547994000.0,17984675000.0,556915000.0,,,883268000.0,100000000.0,,,115718000.0,,,,,3579257000.0,,,809469000.0,,,,,,,,,2470247000.0,223731000.0,434957000.0,27158237000.0,-610243000.0,,90293928000.0,860816000.0,,,1214000.0,,,,,91155958000.0,96840475000.0,,,,,96931000.0,,,96937406000.0,-5781448000.0,,,,,21216793000.0,,,,21216793000.0,19476437000.0,534429000.0,,,36136000.0,20047002000.0,1169791000.0,-4301000.0,-5226201000.0,6657517000.0,11883718000.0,,,11883718000.0,6657517000.0,定期报告,是,20260327,CNY,合并期末,2025-03-27T20:20:02
20240930,,,-42514000.0,9339519000.0,,,,-115718000.0,,-598990000.0,,,5679297000.0,,,,,,,,,,,,,,,,,,1822375000.0,16083969000.0,12020177000.0,244170000.0,,,618267000.0,,,,,,,,,2918542000.0,,,641605000.0,,,,,,,,,1082297000.0,252238000.0,1750866000.0,19528162000.0,-3444193000.0,,77154359000.0,787920000.0,,,12000.0,,,,,77942291000.0,79001143000.0,,,,,82191000.0,,,79083334000.0,-1141043000.0,,,,,16606525000.0,,,,16606525000.0,15007768000.0,513098000.0,,,30256000.0,15551122000.0,1055403000.0,-2907000.0,-3532740000.0,,,,,11883718000.0,8350978000.0,定期报告,未审计,20251029,CNY,合并期末,2024-10-30T17:45:03
20240630,,,-100000000.0,14117070000.0,,,,-15718000.0,,-3128193000.0,,,3769475000.0,,,,,,,,,,,,,,,,,,213969000.0,18100514000.0,8522612000.0,465462000.0,,,198223000.0,100000000.0,,,15718000.0,3128193000.0,,,,2179670000.0,,,500880000.0,,,,,,,,,1218335000.0,209824000.0,235950000.0,16774867000.0,1325647000.0,,50471532000.0,437296000.0,,,12000.0,,,,,50908840000.0,53783702000.0,,,,,62437000.0,,,53846139000.0,-2937299000.0,,,,,11887386000.0,,,,11887386000.0,11122431000.0,414663000.0,,,23397000.0,11560491000.0,326895000.0,-2841000.0,-1287598000.0,10596120000.0,11883718000.0,4065000000.0,3522274000.0,11883718000.0,10596120000.0,定期报告,未审计,20250827,CNY,合并期末,2024-08-27T18:50:06
20240331,,,200000000.0,6494516000.0,,,,-315718000.0,,-342636000.0,,,1748649000.0,,,,,,,,,,,,,,,,,,315273000.0,8100084000.0,9219619000.0,141625000.0,,,-70733000.0,,,,,,,,,1215320000.0,,,303994000.0,,,,,,,,,920298000.0,93127000.0,372001000.0,12195251000.0,-4095167000.0,,26762124000.0,311533000.0,,,12000.0,,,,,27073669000.0,30351623000.0,,,,,84749000.0,,,30436372000.0,-3362703000.0,,,,,7224320000.0,,,,7224320000.0,4110000000.0,19925000.0,,,12538000.0,4142463000.0,3081857000.0,-2240000.0,-4378253000.0,,,,,11883718000.0,7505465000.0,定期报告,未审计,20250429,CNY,合并期末,2024-04-26T17:25:03
20231231,,,3896653000.0,21380155000.0,,,,815718000.0,,8974412000.0,,,6861650000.0,,,,,,,,,,,,,,,,,,564202000.0,42492790000.0,11011671000.0,497770000.0,,,-229267000.0,,,,,,,,,3324977000.0,,,807392000.0,,,,,,,,,58623000.0,255264000.0,439730000.0,16166160000.0,26326630000.0,,52096393000.0,415836000.0,,,4237000.0,,,,,52516466000.0,73149342000.0,,,,,54619000.0,,,73203961000.0,-20687495000.0,,,,,21935534000.0,,,,21935534000.0,22149459000.0,463867000.0,,,33036000.0,22646362000.0,-710828000.0,3850000.0,4932157000.0,11883718000.0,6951561000.0,3522274000.0,245000000.0,6951561000.0,11883718000.0,定期报告,是,20250328,CNY,合并期末,2024-03-27T19:20:03
